LineNo,TimeUS,Id,Pri,Total,Free,Name
1703,1.5434e+07,12,60,656,272,0
10964,1.7758e+07,12,60,656,272,0
20496,2.013e+07,12,60,656,272,0
30077,2.2485e+07,12,60,656,272,0
40288,2.4848e+07,12,60,656,272,0
50269,2.7229e+07,12,60,656,272,0
60253,2.9614e+07,12,60,656,272,0
70103,3.1963e+07,12,60,656,272,0
80217,3.4387e+07,12,60,656,272,0
90238,3.68e+07,12,60,656,272,0
1.0029e+05,3.9208e+07,12,60,656,272,0
1.1014e+05,4.1558e+07,12,60,656,272,0
1.1986e+05,4.3889e+07,12,60,656,256,0
1.298e+05,4.6274e+07,12,60,656,256,0
1.3988e+05,4.8713e+07,12,60,656,256,0
1.4987e+05,5.1126e+07,12,60,656,256,0
1.5984e+05,5.3507e+07,12,60,656,256,0
1.6965e+05,5.5864e+07,12,60,656,256,0
1.7946e+05,5.8185e+07,12,60,656,256,0
1.8922e+05,6.0527e+07,12,60,656,256,0
1.99e+05,6.2903e+07,12,60,656,256,0
2.0886e+05,6.5263e+07,12,60,656,256,0
2.1899e+05,6.7679e+07,12,60,656,256,0
2.2897e+05,7.0064e+07,12,60,656,256,0
2.394e+05,7.2546e+07,12,60,656,256,0
2.4945e+05,7.4899e+07,12,60,656,256,0
2.5978e+05,7.7308e+07,12,60,656,256,0
2.698e+05,7.9644e+07,12,60,656,256,0
2.7978e+05,8.1981e+07,12,60,656,256,0
2.9026e+05,8.443e+07,12,60,656,256,0
3.0038e+05,8.6809e+07,12,60,656,256,0
