LineNo,TimeUS,Id,Pri,Total,Free,Name
2126,1.5545e+07,13,60,656,384,0
11410,1.7864e+07,13,60,656,384,0
20903,2.023e+07,13,60,656,384,0
30485,2.2578e+07,13,60,656,384,0
40841,2.4977e+07,13,60,656,384,0
50716,2.7334e+07,13,60,656,384,0
60706,2.9724e+07,13,60,656,384,0
70596,3.208e+07,13,60,656,384,0
80754,3.4515e+07,13,60,656,384,0
90736,3.6913e+07,13,60,656,384,0
1.0088e+05,3.9344e+07,13,60,656,384,0
1.1059e+05,4.1668e+07,13,60,656,384,0
1.2035e+05,4.4002e+07,13,60,656,384,0
1.3025e+05,4.638e+07,13,60,656,384,0
1.403e+05,4.8816e+07,13,60,656,384,0
1.5037e+05,5.1241e+07,13,60,656,384,0
1.602e+05,5.359e+07,13,60,656,384,0
1.7014e+05,5.5976e+07,13,60,656,384,0
1.7986e+05,5.8283e+07,13,60,656,384,0
1.8958e+05,6.0622e+07,13,60,656,384,0
1.9941e+05,6.3002e+07,13,60,656,384,0
2.0939e+05,6.5393e+07,13,60,656,384,0
2.1943e+05,6.7787e+07,13,60,656,384,0
2.2938e+05,7.0164e+07,13,60,656,384,0
2.3981e+05,7.2642e+07,13,60,656,384,0
2.4986e+05,7.4996e+07,13,60,656,384,0
2.6019e+05,7.7404e+07,13,60,656,384,0
2.7025e+05,7.9749e+07,13,60,656,384,0
2.8026e+05,8.2089e+07,13,60,656,384,0
2.9072e+05,8.4536e+07,13,60,656,384,0
3.0083e+05,8.6912e+07,13,60,656,384,0
