LineNo,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
185,100972408,0,-0.39,0,0.55,15.96,12.45,0,0,3
750,101113762,0,-0.39,0,0.55,21.6,12.45,0,0.01,3
1285,101366699,0,-0.39,0,0.54,31.67,12.45,0,0.01,3
1476,101400478,0,-0.39,0,0.54,34.9,12.45,0,0,3
1573,101422245,0,-0.39,0,0.54,37.2,12.45,0,0,3
1618,101432415,0,-0.39,0,0.54,38.39,12.45,0,0,3
1662,101442255,0,-0.39,0,0.54,39.42,12.45,0,0,3
1709,101453175,0,-0.39,0,0.55,39.43,12.45,0,0,3
1750,101463749,0,-0.39,0,0.54,39.44,12.45,0,0,3
1791,101474604,0,-0.4,0,0.54,39.44,12.45,0,0,3
1834,101485043,0,-0.4,0,0.54,39.45,12.45,0,0,3
1881,101495702,0,-0.4,0,0.54,39.46,12.45,0,0.01,3
1923,101505681,0,-0.4,0,0.54,39.47,12.45,0,0.01,3
1968,101515949,0,-0.4,0,0.54,39.47,12.45,0,0.01,3
2012,101525824,0,-0.4,0,0.54,39.48,12.45,0,0.01,3
2055,101535735,0,-0.4,0,0.53,39.49,12.45,0,0.01,3
2098,101546699,0,-0.4,0,0.54,39.49,12.45,0,0.01,3
2140,101556668,0,-0.4,0,0.54,39.5,12.45,0,0.01,3
2183,101567010,0,-0.39,0,0.54,39.51,12.45,0,0.01,3
2225,101577015,0,-0.39,0,0.54,39.52,12.46,0,0.01,3
2268,101586670,0,-0.39,0,0.54,39.52,12.46,0,0.01,3
2314,101596751,0,-0.39,0,0.54,39.53,12.46,0,0,3
2357,101607159,0,-0.39,0,0.53,39.54,12.46,0,0,3
2400,101617667,0,-0.39,0,0.53,39.55,12.46,0,0,3
2442,101627586,0,-0.39,0,0.53,39.55,12.46,0,0,3
2488,101637990,0,-0.39,0,0.53,39.56,12.46,0,0,3
2524,101649233,0,-0.4,0,0.53,39.57,12.46,0,0,3
2568,101660237,0,-0.4,0,0.53,39.57,12.46,0,0,3
2613,101670611,0,-0.4,0,0.53,39.58,12.46,0,0,3
2658,101680674,0,-0.4,0,0.53,39.57,12.46,0,0,3
2702,101691022,0,-0.4,0,0.54,39.56,12.46,0,0,3
2751,101701816,0,-0.4,0,0.54,39.56,12.46,0,0.01,3
2796,101711852,0,-0.4,0,0.54,39.55,12.46,0,0.01,3
2840,101721844,0,-0.4,0,0.54,39.54,12.46,0,0.01,3
2887,101732415,0,-0.4,0,0.54,39.54,12.46,0,0.01,3
2931,101742109,0,-0.39,0,0.54,39.53,12.46,0,0.01,3
2976,101752632,0,-0.39,0,0.54,39.52,12.46,0,0.01,3
3021,101763158,0,-0.39,0,0.54,39.51,12.46,0,0.01,3
3066,101773817,0,-0.39,0,0.54,39.51,12.46,0,0.01,3
3111,101784453,0,-0.39,0,0.54,39.5,12.46,0,0.01,3
3157,101794640,0,-0.39,0,0.54,39.49,12.46,0,0.01,3
3207,101805007,0,-0.39,0,0.54,39.49,12.46,0,0.01,3
3252,101814863,0,-0.39,0,0.54,39.48,12.46,0,0.01,3
3296,101825063,0,-0.4,0,0.54,39.47,12.46,0,0.01,3
3342,101835633,0,-0.4,0,0.54,39.46,12.46,0,0.01,3
3388,101845984,0,-0.4,0,0.54,39.46,12.46,0,0.01,3
3428,101857578,0,-0.4,0,0.54,39.45,12.46,0,0.01,3
3474,101867466,0,-0.4,0,0.54,39.44,12.46,0,0.01,3
3518,101877569,0,-0.4,0,0.54,39.44,12.45,0,0.01,3
3563,101888086,0,-0.4,0,0.53,39.43,12.45,0,0.01,3
3608,101898695,0,-0.4,0,0.53,39.42,12.45,0,0.01,3
3657,101908807,0,-0.39,0,0.53,39.41,12.45,0,0.01,3
3702,101919032,0,-0.39,0,0.53,39.41,12.45,0,0.01,3
3746,101929614,0,-0.39,0,0.53,39.4,12.45,0,0.01,3
3795,101940319,0,-0.39,0,0.54,39.39,12.45,0,0.01,3
3842,101953435,0,-0.39,0,0.54,39.38,12.45,0,0.01,3
3887,101964368,0,-0.39,0,0.54,39.38,12.45,0,0.01,3
3931,101974602,0,-0.39,0,0.54,39.37,12.45,0,0.01,3
3977,101984753,0,-0.39,0,0.54,39.36,12.45,0,0.01,3
4024,101994876,0,-0.39,0,0.54,39.36,12.45,0,0.01,3
4068,102004831,0,-0.4,0,0.54,39.35,12.45,0,0.01,3
4119,102014807,0,-0.4,0,0.54,39.34,12.45,0,0.01,3
4163,102024773,0,-0.4,0,0.54,39.33,12.45,0,0.01,3
4208,102034690,0,-0.4,0,0.54,39.33,12.45,0,0.01,3
4253,102045129,0,-0.4,0,0.54,39.32,12.45,0,0.01,3
4300,102055224,0,-0.4,0,0.54,39.31,12.45,0,0.01,3
4338,102067261,0,-0.4,0,0.54,39.31,12.45,0,0.01,3
4383,102077746,0,-0.39,0,0.54,39.3,12.45,0,0.01,3
4428,102087873,0,-0.39,0,0.54,39.3,12.45,0,0.01,3
4472,102097762,0,-0.39,0,0.54,39.29,12.45,0,0.01,3
4517,102108544,0,-0.39,0,0.54,39.28,12.45,0,0.01,3
