LineNo,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
182,1.0097e+08,0,0.0039771,-0.00031364,-0.0006875,-0.020312,0.32787,-9.7704,0,0,44.899,1,1,8008,4004
217,1.0098e+08,0,0.0038824,3.7867e-05,-0.0002672,-0.020007,0.32901,-9.772,0,0,44.899,1,1,8008,4004
287,1.01e+08,0,0.0019749,-0.0044918,-6.4068e-06,-0.0062,0.3156,-9.7782,0,0,44.899,1,1,8008,4004
402,1.0103e+08,0,0.00054412,-0.0006066,-0.00073841,-0.021239,0.29887,-9.7765,0,0,44.899,1,1,8008,4004
518,1.0106e+08,0,-0.0017565,0.0033002,0.002264,-0.026178,0.30333,-9.7794,0,0,44.899,1,1,8008,4004
633,1.0109e+08,0,-0.0057737,0.0013055,0.0013844,-0.018411,0.29819,-9.7752,0,0,44.9,1,1,8008,4004
636,1.0109e+08,0,-0.0054468,0.00077492,0.0014546,-0.017908,0.30024,-9.7775,0,0,44.9,1,1,8008,4004
747,1.0111e+08,0,-0.0032803,-0.0021535,0.0010261,-0.029505,0.31374,-9.7828,0,0,44.9,1,1,8008,4004
782,1.0112e+08,0,-0.0021896,-0.0035008,0.0009905,-0.028957,0.31157,-9.7807,0,0,44.9,1,1,8008,4004
856,1.0113e+08,0,0.0001186,-0.002513,0.0013435,-0.025311,0.31497,-9.7773,0,0,44.901,1,1,8008,4004
974,1.0117e+08,0,0.0028681,0.00085817,-0.0010886,-0.033539,0.32685,-9.7779,0,0,44.902,1,1,8008,4004
1089,1.0122e+08,0,-0.0026002,0.0012156,-0.00029105,-0.013945,0.30292,-9.7741,0,0,44.906,1,1,8008,4004
1200,1.0133e+08,0,-0.00088504,-0.00032132,-0.00086698,-0.023871,0.31355,-9.7825,0,0,44.917,1,1,8008,4004
1282,1.0137e+08,0,-0.001935,-0.0016327,-0.00038826,-0.020272,0.31526,-9.7547,0,0,44.919,1,1,8008,4004
1317,1.0137e+08,0,-0.001294,-0.0015252,0.001632,-0.020938,0.31088,-9.7508,0,0,44.919,1,1,8008,4004
1381,1.0138e+08,0,-0.00031782,-0.0024732,-7.6498e-05,-0.026771,0.29804,-9.7527,0,0,44.92,1,1,8008,4004
1473,1.014e+08,0,-0.00029705,-0.0011548,-0.0020386,-0.035912,0.30879,-9.7621,0,0,44.921,1,1,8008,4004
1508,1.014e+08,0,-0.00059767,3.6078e-05,-0.0015357,-0.040086,0.31095,-9.7559,0,0,44.921,1,1,8008,4004
1558,1.0141e+08,0,-0.00040478,0.00043383,-0.00024154,-0.043835,0.31245,-9.7505,0,0,44.921,1,1,8008,4004
1560,1.0142e+08,0,-0.00087088,0.0016663,-0.0005103,-0.042036,0.3145,-9.7441,0,0,44.921,1,1,8008,4004
1570,1.0142e+08,0,-0.001034,0.001432,-0.00041304,-0.041842,0.3161,-9.7474,0,0,44.921,1,1,8008,4004
1605,1.0143e+08,0,-0.0007416,0.0021628,-0.00091746,-0.039007,0.31543,-9.7532,0,0,44.921,1,1,8008,4004
1608,1.0143e+08,0,-0.0001303,0.0025296,-0.00088402,-0.036456,0.31304,-9.7559,0,0,44.921,1,1,8008,4004
1611,1.0143e+08,0,-3.3804e-05,0.003182,-0.00070631,-0.032939,0.30961,-9.7574,0,0,44.922,1,1,8008,4004
1615,1.0143e+08,0,-0.00025347,0.0025637,-0.00080979,-0.030543,0.3071,-9.7592,0,0,44.922,1,1,8008,4004
1650,1.0143e+08,0,-0.0010813,0.0031464,-0.00070129,-0.027373,0.30599,-9.7629,0,0,44.922,1,1,8008,4004
1653,1.0144e+08,0,-0.0010915,0.0043508,-0.0002751,-0.024484,0.30568,-9.7654,0,0,44.922,1,1,8008,4004
1656,1.0144e+08,0,-0.00056081,0.0041175,0.00059859,-0.022049,0.30399,-9.7692,0,0,44.922,1,1,8008,4004
1659,1.0144e+08,0,-0.00013956,0.0029983,0.00096516,-0.020024,0.30249,-9.7713,0,0,44.922,1,1,8008,4004
1694,1.0144e+08,0,0.00086831,0.0015989,0.0010761,-0.015817,0.29986,-9.7708,0,0,44.922,1,1,8008,4004
1697,1.0145e+08,0,0.00071453,0.0016785,0.00076522,-0.012186,0.2984,-9.7692,0,0,44.921,1,1,8008,4004
1700,1.0145e+08,0,-0.00041094,0.0015472,-0.00068114,-0.0069617,0.2979,-9.7696,0,0,44.921,1,1,8008,4004
1706,1.0145e+08,0,-0.0012297,0.0015667,-0.001307,-0.0054693,0.29719,-9.7723,0,0,44.921,1,1,8008,4004
1741,1.0146e+08,0,-0.0011979,0.00032132,-0.0010691,-0.0032364,0.29583,-9.777,0,0,44.921,1,1,8008,4004
1744,1.0146e+08,0,-0.0012422,0.00032088,-0.00075068,-0.0024572,0.29448,-9.7769,0,0,44.922,1,1,8008,4004
1747,1.0146e+08,0,-0.00033586,-0.00082339,0.0010819,-0.0039763,0.29143,-9.7699,0,0,44.922,1,1,8008,4004
1782,1.0147e+08,0,-0.0010821,-4.763e-05,0.00054515,-0.0087975,0.29471,-9.7618,0,0,44.922,1,1,8008,4004
1785,1.0147e+08,0,-0.0019246,0.00012353,0.00046089,-0.011927,0.29705,-9.7592,0,0,44.922,1,1,8008,4004
1788,1.0147e+08,0,-0.0019055,-0.00054076,0.00073038,-0.014185,0.29854,-9.7597,0,0,44.922,1,1,8008,4004
1822,1.0148e+08,0,-0.0011996,-0.0014835,0.001129,-0.017445,0.3014,-9.7613,0,0,44.921,1,1,8008,4004
1825,1.0148e+08,0,-0.00037641,-0.0017589,0.0006888,-0.018847,0.30281,-9.7615,0,0,44.921,1,1,8008,4004
1828,1.0148e+08,0,0.00047271,-0.0010198,5.4323e-05,-0.020174,0.30108,-9.7619,0,0,44.921,1,1,8008,4004
1831,1.0148e+08,0,0.00061227,-0.00065512,-2.9587e-05,-0.02006,0.29931,-9.7627,0,0,44.921,1,1,8008,4004
1865,1.0149e+08,0,0.00050095,-0.0010017,-0.00056509,-0.018658,0.29867,-9.7635,0,0,44.921,1,1,8008,4004
1868,1.0149e+08,0,-0.00056957,-0.0015101,-0.00080486,-0.015642,0.2991,-9.7596,0,0,44.922,1,1,8008,4004
1874,1.0149e+08,0,-0.0013913,-0.0018582,-0.00024848,-0.012708,0.29927,-9.755,0,0,44.922,1,1,8008,4004
1878,1.015e+08,0,-0.0015386,-0.0019183,0.00014219,-0.0066846,0.29888,-9.7531,0,0,44.922,1,1,8008,4004
1911,1.015e+08,0,-0.00037176,-0.0022663,0.00023252,-0.0014454,0.29775,-9.7545,0,0,44.922,1,1,8008,4004
1914,1.015e+08,0,-0.00019071,-0.0035438,0.0001256,0.00016324,0.29797,-9.7545,0,0,44.922,1,1,8008,4004
1917,1.015e+08,0,-0.0011705,-0.0039198,-0.00028208,0.0013474,0.2994,-9.7524,0,0,44.922,1,1,8008,4004
1920,1.0151e+08,0,-0.0016857,-0.003145,-0.00038452,0.00088222,0.29998,-9.7509,0,0,44.922,1,1,8008,4004
1955,1.0151e+08,0,-0.0018609,-0.0022169,-0.00060193,-0.0021133,0.2986,-9.7488,0,0,44.922,1,1,8008,4004
1959,1.0151e+08,0,-0.0015775,-0.0018388,-0.0013882,-0.0037486,0.29728,-9.7483,0,0,44.922,1,1,8008,4004
1962,1.0151e+08,0,-0.00031122,-0.0018383,-0.0020683,-0.0036197,0.29445,-9.7497,0,0,44.922,1,1,8008,4004
1965,1.0152e+08,0,2.2886e-05,-0.0021998,-0.0017649,-0.0021911,0.29229,-9.751,0,0,44.922,1,1,8008,4004
1998,1.0152e+08,0,-0.00019066,-0.0033406,-0.00033202,-0.00078359,0.29028,-9.7535,0,0,44.922,1,1,8008,4004
2001,1.0152e+08,0,-0.00026868,-0.0033554,0.00046094,-0.0022087,0.29077,-9.7546,0,0,44.922,1,1,8008,4004
2004,1.0152e+08,0,0.000159,-0.0024406,0.0015514,-0.0064373,0.29326,-9.7563,0,0,44.922,1,1,8008,4004
2009,1.0153e+08,0,0.00086487,-0.0017738,0.0014005,-0.0088272,0.29495,-9.7573,0,0,44.922,1,1,8008,4004
2042,1.0153e+08,0,0.0014538,-0.0011742,0.00071818,-0.013332,0.29471,-9.7593,0,0,44.921,1,1,8008,4004
2046,1.0153e+08,0,0.0010549,-0.0012623,-0.00010731,-0.017155,0.29265,-9.7608,0,0,44.921,1,1,8008,4004
2049,1.0153e+08,0,0.00073772,-0.0016183,-0.00087408,-0.021373,0.29162,-9.7623,0,0,44.921,1,1,8008,4004
2052,1.0154e+08,0,0.00057926,-0.0016102,-0.00097263,-0.024362,0.29366,-9.7656,0,0,44.921,1,1,8008,4004
2085,1.0154e+08,0,0.00066232,-0.00097258,-0.00058718,-0.026021,0.2956,-9.7701,0,0,44.921,1,1,8008,4004
2089,1.0154e+08,0,0.00085776,0.0014105,-0.00053195,-0.028965,0.2971,-9.7779,0,0,44.921,1,1,8008,4004
2092,1.0154e+08,0,0.00055391,0.0023626,-0.00037084,-0.030136,0.29756,-9.7833,0,0,44.921,1,1,8008,4004
