LineNo,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
183,1.0097e+08,1,0.0025185,0.0072458,0.0065797,-0.047901,0.37334,-9.6971,0,0,45.446,1,1,753,995
218,1.0098e+08,1,0.0026098,0.0045953,0.0069755,-0.049528,0.38245,-9.7009,0,0,45.446,1,1,753,995
288,1.01e+08,1,0.0049923,0.010657,0.0045108,-0.063962,0.18681,-9.5968,0,0,45.446,1,1,753,995
403,1.0103e+08,1,-0.0027608,0.0060796,0.00062604,-0.090326,0.31524,-9.8335,0,0,45.447,1,1,753,995
519,1.0106e+08,1,-0.00077857,0.013625,0.0022907,-0.037028,0.12021,-9.6986,0,0,45.448,1,1,753,995
634,1.0109e+08,1,-0.0081666,0.019665,-0.0010895,-0.059346,0.29818,-9.7634,0,0,45.45,1,1,753,995
637,1.0109e+08,1,-0.013096,0.018921,0.00010155,-0.052877,0.26414,-9.7634,0,0,45.45,1,1,753,995
748,1.0111e+08,1,-0.012561,0.014726,-0.0052842,-0.14729,0.297,-9.704,0,0,45.45,1,1,753,995
783,1.0112e+08,1,-0.012253,0.015228,-0.0043201,-0.1593,0.28346,-9.7304,0,0,45.45,1,1,753,995
857,1.0113e+08,1,-0.0076635,0.01316,-0.0025894,-0.06324,0.22523,-9.7206,0,0,45.451,1,1,753,995
975,1.0117e+08,1,0.0038786,0.0087936,-0.004256,-0.063356,0.2822,-9.826,0,0,45.452,1,1,753,995
1090,1.0122e+08,1,0.0024303,0.013273,0.0017479,-0.038982,0.29496,-9.733,0,0,45.454,1,1,753,995
1201,1.0133e+08,1,-0.0034339,0.019292,-0.00069591,-0.11573,0.23728,-9.7049,0,0,45.458,1,1,753,995
1283,1.0137e+08,1,-0.0055627,0.010547,-0.0015684,-0.10877,0.27353,-9.787,0,0,45.46,1,1,753,995
1318,1.0137e+08,1,-0.003942,0.0086252,-0.0051842,-0.13585,0.26711,-9.8004,0,0,45.46,1,1,753,995
1382,1.0138e+08,1,-0.0047737,0.012642,-0.00059465,-0.10211,0.27818,-9.6624,0,0,45.461,1,1,753,995
1474,1.014e+08,1,0.0029108,0.013725,0.0033671,-0.11377,0.28706,-9.6799,0,0,45.462,1,1,753,995
1509,1.014e+08,1,0.0035653,0.013786,0.003748,-0.12118,0.25403,-9.7067,0,0,45.462,1,1,753,995
1559,1.0141e+08,1,0.0041627,0.011773,0.0035541,-0.12714,0.23035,-9.7431,0,0,45.462,1,1,753,995
1561,1.0142e+08,1,0.0063508,0.01165,0.0080901,-0.062026,0.24694,-9.7421,0,0,45.463,1,1,753,995
1571,1.0142e+08,1,0.0043271,0.014512,0.0041431,-0.068468,0.25002,-9.7641,0,0,45.463,1,1,753,995
1606,1.0143e+08,1,0.0010985,0.017574,0.0028049,-0.075485,0.25571,-9.7762,0,0,45.463,1,1,753,995
1609,1.0143e+08,1,-0.001676,0.019775,0.0035763,-0.091713,0.26176,-9.7655,0,0,45.463,1,1,753,995
1612,1.0143e+08,1,-0.0021543,0.018198,0.0015985,-0.10154,0.26446,-9.7498,0,0,45.463,1,1,753,995
1616,1.0143e+08,1,-0.0014581,0.014844,0.00093998,-0.11893,0.2542,-9.7371,0,0,45.463,1,1,753,995
1651,1.0143e+08,1,-0.0016566,0.013293,0.0020621,-0.1302,0.24501,-9.7361,0,0,45.463,1,1,753,995
1654,1.0144e+08,1,-0.0020642,0.011465,0.0037691,-0.1367,0.23744,-9.7376,0,0,45.463,1,1,753,995
1657,1.0144e+08,1,-0.0014549,0.011097,0.003475,-0.13541,0.22705,-9.7362,0,0,45.463,1,1,753,995
1660,1.0144e+08,1,0.00058664,0.010674,0.0024577,-0.12926,0.22622,-9.731,0,0,45.464,1,1,753,995
1695,1.0144e+08,1,0.002248,0.011718,0.0028483,-0.11879,0.21967,-9.7268,0,0,45.464,1,1,753,995
1698,1.0145e+08,1,0.0010472,0.014407,0.0043164,-0.10296,0.21113,-9.722,0,0,45.464,1,1,753,995
1701,1.0145e+08,1,-0.002656,0.014711,0.0049384,-0.092464,0.21216,-9.7147,0,0,45.464,1,1,753,995
1707,1.0145e+08,1,-0.0047293,0.012212,0.0036467,-0.080301,0.22761,-9.7008,0,0,45.464,1,1,753,995
1742,1.0146e+08,1,-0.0031808,0.012068,0.0032814,-0.061661,0.23749,-9.6812,0,0,45.464,1,1,753,995
1745,1.0146e+08,1,0.00011159,0.012554,0.0024598,-0.038171,0.23425,-9.6512,0,0,45.464,1,1,753,995
1748,1.0146e+08,1,0.00033168,0.013243,0.0042826,-0.012736,0.23641,-9.6569,0,0,45.464,1,1,753,995
