LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
192,12923301,0,1.45,-0.89,6.25,0.004947485,-0.01424959,0.07570291,-0.3425176,0,0,0.6444784,0,-0.01,-0.19,0
988,13118095,0,1.45,-0.89,6.37,0.003824136,-0.01422599,0.04730309,-0.215772,0,0,0.5965766,0,-0.01,-0.2,0
1100,13166495,0,1.46,-0.89,6.39,0.004365728,-0.01381616,-0.004806135,-0.2168381,0,0,0.5889348,-0.01,-0.01,-0.21,0
1486,13333120,0,1.46,-0.89,6.45,0.003115122,-0.01389945,-0.3226014,-0.4887121,0,0,0.5242942,-0.01,-0.01,-0.2,0
1562,13344185,0,1.46,-0.89,6.46,0.003311962,-0.01412417,-0.3243115,-0.5022369,0,0,0.51737,-0.01,-0.01,-0.2,0
1603,13354564,0,1.45,-0.89,6.47,0.003314517,-0.01409967,-0.3244939,-0.5163316,0,0,0.5141279,-0.01,-0.01,-0.2,0
1643,13364565,0,1.45,-0.89,6.48,0.00332832,-0.01400108,-0.3260213,-0.5276369,0,0,0.507666,-0.01,-0.01,-0.2,0
1687,13375491,0,1.45,-0.89,6.48,0.003455016,-0.01371351,-0.3285041,-0.5417794,0,0,0.4990416,-0.01,-0.01,-0.2,0
1728,13386106,0,1.45,-0.89,6.49,0.00339138,-0.01368158,-0.3309886,-0.5632687,0,0,0.4905748,-0.01,-0.01,-0.23,0
1768,13396015,0,1.45,-0.89,6.51,0.003401671,-0.01340718,-0.3334601,-0.5835283,0,0,0.4826566,-0.01,-0.01,-0.23,0
1811,13406910,0,1.45,-0.89,6.52,0.003564887,-0.01307324,-0.3356738,-0.6075281,0,0,0.4746205,-0.01,-0.01,-0.23,0
1855,13416958,0,1.45,-0.89,6.53,0.003495226,-0.01303096,-0.3375739,-0.6235837,0,0,0.4671043,-0.01,-0.01,-0.23,0
1896,13427513,0,1.45,-0.89,6.55,0.00352735,-0.0132066,-0.3377929,-0.6413586999999999,0,0,0.4637305,-0.01,-0.01,-0.23,0
1936,13438076,0,1.45,-0.9,6.56,0.003481147,-0.013034,-0.3399861,-0.6556068,0,0,0.4560374,-0.01,-0.01,-0.23,0
1977,13448906,0,1.46,-0.9,6.57,0.003339537,-0.01276508,-0.3418355,-0.6671624,0,0,0.4488713,-0.01,-0.01,-0.23,0
