LineNo,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
183,12924263,1,-0.00024782,0.004379479,0.005534157,-0.2857103,-0.1043771,-9.834160000000001,0,0,45.58935,1,1,756,999
214,12927131,1,-0.002169148,0.005402904,0.004596442,-0.2851987,-0.09437921000000001,-9.825424999999999,0,0,45.58935,1,1,755,999
290,12956538,1,0.005708816,0.006647274,0.001392634,-0.3864201,-0.1065737,-9.848119000000001,0,0,45.58985,1,1,755,999
406,12985344,1,-0.005308436,0.01765281,0.001428389,-0.30981,-0.113554,-9.725018,0,0,45.59022,1,1,755,999
521,13013946,1,0.001589215,0.004437172,0.01353031,-0.2687115,-0.189018,-9.805913,0,0,45.59034,1,1,755,999
524,13015333,1,-0.0005613854,0.002359528,0.01145387,-0.2764023,-0.19132,-9.774742,0,0,45.59034,1,1,755,999
635,13035237,1,-0.0008118985,0.004003984,0.004214799,-0.2814693,-0.1830224,-9.810843999999999,0,0,45.59039,1,1,755,999
752,13057329,1,-0.004786472,0.006037837,0.004374382,-0.26897,-0.1311623,-9.830228999999999,0,0,45.59053,1,1,755,999
864,13089340,1,0.0007980907,0.00243684,0.0006001461,-0.2685672,-0.1453489,-9.755891,0,0,45.59083,1,1,755,999
979,13119334,1,0.00492029,0.003320968,-5.54047e-05,-0.3426613,-0.2730312,-9.833921,0,0,45.59096,1,1,755,999
1010,13121997,1,0.003672186,0.009379309000000001,-0.0002895138,-0.3269229,-0.2487921,-9.868529000000001,0,0,45.59096,1,1,755,999
1091,13167693,1,0.001780213,0.001821572,0.003633542,-0.2796301,-0.07647778,-9.760944,0,0,45.59129,1,1,755,999
1122,13170370,1,0.0009038241,0.001618607,0.00732215,-0.2841957,-0.07048371,-9.783357000000001,0,0,45.59129,1,1,755,999
1202,13249127,1,-0.008337429,0.007704589,-0.002398976,-0.3418592,-0.1386767,-9.902424,0,0,45.59226,1,1,755,999
1298,13304111,1,0.004975069,0.001734889,0.006589715,-0.2721661,-0.09478573,-9.818580000000001,0,0,45.59288,1,1,755,999
1385,13318454,1,0.001931212,0.003683694,0.002447042,-0.2671206,-0.1033867,-9.9079,0,0,45.59321,1,1,755,999
1477,13334425,1,0.003052839,0.003395007,0.007782326,-0.312175,-0.09187154,-9.828073,0,0,45.59339,1,1,755,999
1508,13336947,1,0.002671863,-0.002238373,0.007156024,-0.2912636,-0.07841316,-9.805971,0,0,45.59357,1,1,755,999
1547,13340446,1,0.002156247,-0.001893061,0.00467098,-0.2803962,-0.08550436,-9.793281,0,0,45.59357,1,1,755,999
1550,13342544,1,0.002859324,-0.001634792,0.00410883,-0.272921,-0.09494052,-9.773313,0,0,45.59357,1,1,755,999
1553,13345557,1,0.00476302,0.001727134,0.00296823,-0.2694836,-0.09913288000000001,-9.762788,0,0,45.59357,1,1,755,999
1584,13347945,1,0.001203878,0.004369184,0.004382504,-0.2659484,-0.109787,-9.739646,0,0,45.59377,1,1,755,999
1587,13350581,1,-7.683355e-06,0.005158257,0.005617771,-0.2582987,-0.1175422,-9.724138999999999,0,0,45.59377,1,1,755,999
1591,13353455,1,-0.003578451,0.005908709,0.006900339,-0.2519341,-0.1303113,-9.709502000000001,0,0,45.59377,1,1,755,999
1594,13355753,1,-0.005259518,0.005824999,0.007180112,-0.2491828,-0.1352704,-9.707852000000001,0,0,45.59377,1,1,755,999
1625,13358477,1,-0.006918401,0.007481872,0.007805197,-0.2629916,-0.1378086,-9.725311,0,0,45.59377,1,1,755,999
1628,13360750,1,-0.003558545,0.009329176,0.007658664,-0.2827123,-0.1398202,-9.726711,0,0,45.594,1,1,755,999
1631,13363124,1,0.001155099,0.008702102999999999,0.008250166,-0.3129794,-0.1252541,-9.746955,0,0,45.594,1,1,755,999
1634,13366015,1,0.004880852,0.008741461000000001,0.008347976,-0.3353148,-0.1121358,-9.772618,0,0,45.594,1,1,755,999
1665,13368247,1,0.0048308,0.01017014,0.008157090000000001,-0.3611754,-0.1064864,-9.797681000000001,0,0,45.594,1,1,755,999
