LineNo,TimeUS,C,Q1,Q2,Q3,Q4
3842,1.6428e+09,1,-0.98134,0.024524,-0.013537,-0.1902
3886,1.6428e+09,1,-0.98134,0.024531,-0.013602,-0.19023
3931,1.6428e+09,1,-0.98133,0.024556,-0.013655,-0.19028
3976,1.6429e+09,1,-0.98133,0.02458,-0.013713,-0.19027
4020,1.6429e+09,1,-0.98132,0.024582,-0.013765,-0.19032
4065,1.6429e+09,1,-0.98131,0.024613,-0.013825,-0.19035
4109,1.6429e+09,1,-0.98131,0.024635,-0.013889,-0.19036
4154,1.6429e+09,1,-0.9813,0.024661,-0.013951,-0.19039
4199,1.6429e+09,1,-0.98129,0.02465,-0.013986,-0.19044
4248,1.6429e+09,1,-0.98129,0.02466,-0.014034,-0.19045
4293,1.6429e+09,1,-0.98128,0.024671,-0.01409,-0.19046
4337,1.6429e+09,1,-0.98128,0.024683,-0.014123,-0.19047
4380,1.6429e+09,1,-0.98127,0.024682,-0.014209,-0.19053
4422,1.643e+09,1,-0.98126,0.024701,-0.014244,-0.19055
4465,1.643e+09,1,-0.98126,0.024745,-0.014287,-0.19054
4509,1.643e+09,1,-0.98126,0.024737,-0.014316,-0.19055
4551,1.643e+09,1,-0.98126,0.024734,-0.014361,-0.19057
4594,1.643e+09,1,-0.98126,0.024732,-0.014381,-0.19056
4636,1.643e+09,1,-0.98126,0.024729,-0.014441,-0.19057
4685,1.643e+09,1,-0.98125,0.024726,-0.014463,-0.19059
4728,1.643e+09,1,-0.98125,0.024728,-0.014492,-0.19062
4771,1.643e+09,1,-0.98125,0.024737,-0.014519,-0.19061
4814,1.6431e+09,1,-0.98124,0.02474,-0.014569,-0.19065
4856,1.6431e+09,1,-0.98124,0.024762,-0.014596,-0.19063
4899,1.6431e+09,1,-0.98124,0.024794,-0.014629,-0.19064
4942,1.6431e+09,1,-0.98124,0.02478,-0.014654,-0.19065
4985,1.6431e+09,1,-0.98123,0.02479,-0.014722,-0.19065
5028,1.6431e+09,1,-0.98124,0.024789,-0.014715,-0.19063
5071,1.6431e+09,1,-0.98123,0.02478,-0.014755,-0.19067
5118,1.6431e+09,1,-0.98122,0.024781,-0.014791,-0.1907
5161,1.6431e+09,1,-0.98122,0.024789,-0.014834,-0.19072
5204,1.6431e+09,1,-0.98121,0.024791,-0.014893,-0.19074
5244,1.6432e+09,1,-0.98121,0.024808,-0.014917,-0.19076
5288,1.6432e+09,1,-0.98121,0.024828,-0.014957,-0.19077
5333,1.6432e+09,1,-0.98121,0.024842,-0.015006,-0.19077
5377,1.6432e+09,1,-0.9812,0.024852,-0.015054,-0.19078
5422,1.6432e+09,1,-0.9812,0.02485,-0.0151,-0.19079
5466,1.6432e+09,1,-0.9812,0.024817,-0.015131,-0.19082
5511,1.6432e+09,1,-0.98119,0.024841,-0.015185,-0.19084
5560,1.6432e+09,1,-0.98118,0.024838,-0.015206,-0.19087
5605,1.6432e+09,1,-0.98118,0.024857,-0.015225,-0.19089
5649,1.6432e+09,1,-0.98118,0.024881,-0.015241,-0.1909
5694,1.6433e+09,1,-0.98117,0.024887,-0.015275,-0.19093
5739,1.6433e+09,1,-0.98117,0.024917,-0.015324,-0.19094
5783,1.6433e+09,1,-0.98116,0.024905,-0.015374,-0.19095
5831,1.6433e+09,1,-0.98117,0.024887,-0.015409,-0.19091
5876,1.6433e+09,1,-0.98116,0.024872,-0.015462,-0.19096
5921,1.6433e+09,1,-0.98115,0.024865,-0.015493,-0.19099
5965,1.6433e+09,1,-0.98115,0.024861,-0.01557,-0.19101
6015,1.6433e+09,1,-0.98114,0.024828,-0.01561,-0.19106
6059,1.6433e+09,1,-0.98113,0.024838,-0.015637,-0.19109
6102,1.6434e+09,1,-0.98112,0.024802,-0.015707,-0.19117
6146,1.6434e+09,1,-0.98111,0.024857,-0.015772,-0.19121
6191,1.6434e+09,1,-0.9811,0.024929,-0.015832,-0.19122
6238,1.6434e+09,1,-0.98112,0.024932,-0.015905,-0.19113
6283,1.6434e+09,1,-0.98114,0.024847,-0.015982,-0.19104
6327,1.6434e+09,1,-0.98115,0.024923,-0.016044,-0.19094
6372,1.6434e+09,1,-0.98117,0.02498,-0.016053,-0.19088
6419,1.6434e+09,1,-0.98118,0.025017,-0.016143,-0.19077
6466,1.6434e+09,1,-0.98118,0.025059,-0.016119,-0.19076
6510,1.6434e+09,1,-0.98119,0.025187,-0.016128,-0.19074
6554,1.6435e+09,1,-0.98118,0.025191,-0.016215,-0.19077
6602,1.6435e+09,1,-0.98115,0.025191,-0.016281,-0.19088
6646,1.6435e+09,1,-0.98114,0.025136,-0.016314,-0.19098
6691,1.6435e+09,1,-0.98111,0.025179,-0.016349,-0.1911
6736,1.6435e+09,1,-0.98109,0.025203,-0.016441,-0.19122
6781,1.6435e+09,1,-0.98107,0.025216,-0.016477,-0.19127
6826,1.6435e+09,1,-0.98106,0.025275,-0.016488,-0.19132
6874,1.6435e+09,1,-0.98107,0.025267,-0.016551,-0.19128
6921,1.6435e+09,1,-0.98108,0.025171,-0.016513,-0.19125
6964,1.6436e+09,1,-0.98111,0.025162,-0.016575,-0.19111
7006,1.6436e+09,1,-0.98112,0.025075,-0.016647,-0.19103
7054,1.6436e+09,1,-0.98112,0.025082,-0.016671,-0.19102
7097,1.6436e+09,1,-0.98114,0.025248,-0.016803,-0.19091
7139,1.6436e+09,1,-0.98115,0.025243,-0.016826,-0.19085
7183,1.6436e+09,1,-0.98116,0.025155,-0.016864,-0.19081
7226,1.6436e+09,1,-0.98115,0.025228,-0.017043,-0.19085
7272,1.6436e+09,1,-0.98112,0.025317,-0.017053,-0.19097
7315,1.6436e+09,1,-0.9811,0.025281,-0.017085,-0.19107
7358,1.6437e+09,1,-0.98108,0.025384,-0.017189,-0.19115
7403,1.6437e+09,1,-0.98107,0.025319,-0.017162,-0.19121
7445,1.6437e+09,1,-0.98106,0.025226,-0.017359,-0.19128
7485,1.6437e+09,1,-0.98105,0.025368,-0.017356,-0.1913
7527,1.6437e+09,1,-0.98102,0.025429,-0.017443,-0.19142
7571,1.6437e+09,1,-0.98104,0.025492,-0.017441,-0.19133
7614,1.6437e+09,1,-0.98105,0.025227,-0.017574,-0.19131
7657,1.6437e+09,1,-0.98108,0.025296,-0.017652,-0.19114
7709,1.6437e+09,1,-0.98106,0.025398,-0.017743,-0.1912
7755,1.6437e+09,1,-0.9811,0.025432,-0.01766,-0.19101
7797,1.6438e+09,1,-0.98109,0.025299,-0.017927,-0.19106
7843,1.6438e+09,1,-0.98113,0.025303,-0.01784,-0.19085
7890,1.6438e+09,1,-0.98108,0.025555,-0.017905,-0.19108
7935,1.6438e+09,1,-0.98108,0.025666,-0.01772,-0.19106
7979,1.6438e+09,1,-0.98107,0.025495,-0.018038,-0.19114
8024,1.6438e+09,1,-0.9811,0.025467,-0.01789,-0.191
8068,1.6438e+09,1,-0.98104,0.025721,-0.018111,-0.19122
8113,1.6438e+09,1,-0.98105,0.025746,-0.017796,-0.19121
8163,1.6438e+09,1,-0.98103,0.025589,-0.018354,-0.19128
8207,1.6439e+09,1,-0.98108,0.025409,-0.018091,-0.19106
8253,1.6439e+09,1,-0.98104,0.025661,-0.018422,-0.19122
8297,1.6439e+09,1,-0.98106,0.025315,-0.018189,-0.19117
8343,1.6439e+09,1,-0.98104,0.025418,-0.018536,-0.19122
8387,1.6439e+09,1,-0.9811,0.025113,-0.01844,-0.19098
8432,1.6439e+09,1,-0.98107,0.025501,-0.018577,-0.19109
8477,1.6439e+09,1,-0.9811,0.025133,-0.01848,-0.19097
8522,1.6439e+09,1,-0.98109,0.02539,-0.018575,-0.19098
8567,1.6439e+09,1,-0.98111,0.025267,-0.018741,-0.19089
8615,1.6439e+09,1,-0.98108,0.02567,-0.018552,-0.19099
8659,1.644e+09,1,-0.98108,0.025444,-0.018834,-0.19101
8700,1.644e+09,1,-0.98108,0.025605,-0.018666,-0.191
8745,1.644e+09,1,-0.98105,0.025691,-0.018946,-0.19113
8791,1.644e+09,1,-0.98106,0.025657,-0.018622,-0.19109
8832,1.644e+09,1,-0.98104,0.025643,-0.019062,-0.19115
8878,1.644e+09,1,-0.98106,0.025675,-0.018889,-0.19105
8922,1.644e+09,1,-0.98103,0.025904,-0.018957,-0.19117
8966,1.644e+09,1,-0.98107,0.025661,-0.018949,-0.19103
9012,1.644e+09,1,-0.98106,0.025761,-0.018997,-0.19104
9060,1.644e+09,1,-0.98109,0.02567,-0.019174,-0.19086
9106,1.6441e+09,1,-0.98107,0.025929,-0.018869,-0.19099
9150,1.6441e+09,1,-0.98109,0.025719,-0.0192,-0.19087
9195,1.6441e+09,1,-0.98107,0.025961,-0.019086,-0.19093
9239,1.6441e+09,1,-0.9811,0.02583,-0.019199,-0.19082
9284,1.6441e+09,1,-0.98107,0.026136,-0.019196,-0.19092
9329,1.6441e+09,1,-0.98108,0.026001,-0.019306,-0.19087
9373,1.6441e+09,1,-0.98108,0.026098,-0.019388,-0.19087
9418,1.6441e+09,1,-0.98106,0.026254,-0.019271,-0.19096
9463,1.6441e+09,1,-0.98106,0.026198,-0.019307,-0.19097
9512,1.6441e+09,1,-0.98102,0.026466,-0.0193,-0.19111
9556,1.6442e+09,1,-0.98103,0.026467,-0.019342,-0.19106
9599,1.6442e+09,1,-0.98103,0.026347,-0.019314,-0.19107
9642,1.6442e+09,1,-0.98102,0.026433,-0.019276,-0.19112
9684,1.6442e+09,1,-0.98106,0.026256,-0.019454,-0.19093
9729,1.6442e+09,1,-0.98105,0.026484,-0.019167,-0.19097
9771,1.6442e+09,1,-0.98107,0.026116,-0.019493,-0.19088
9814,1.6442e+09,1,-0.98108,0.026228,-0.019225,-0.19085
9857,1.6442e+09,1,-0.9811,0.026037,-0.019526,-0.19074
9902,1.6442e+09,1,-0.9811,0.026081,-0.019175,-0.19075
9946,1.6443e+09,1,-0.98109,0.025958,-0.019569,-0.19078
9989,1.6443e+09,1,-0.98111,0.025904,-0.019487,-0.19074
10034,1.6443e+09,1,-0.98109,0.026037,-0.019461,-0.19081
10076,1.6443e+09,1,-0.98108,0.025937,-0.019478,-0.19085
10119,1.6443e+09,1,-0.98107,0.026157,-0.019339,-0.19088
10162,1.6443e+09,1,-0.98106,0.026228,-0.019658,-0.1909
10206,1.6443e+09,1,-0.98105,0.026492,-0.019248,-0.19095
10249,1.6443e+09,1,-0.98103,0.026377,-0.019859,-0.19102
10293,1.6443e+09,1,-0.98104,0.026558,-0.019494,-0.19096
10339,1.6444e+09,1,-0.98103,0.02665,-0.019319,-0.19102
10383,1.6444e+09,1,-0.98105,0.026353,-0.019597,-0.19096
10428,1.6444e+09,1,-0.98106,0.026661,-0.019375,-0.19091
10474,1.6444e+09,1,-0.98106,0.026429,-0.019743,-0.19085
10518,1.6444e+09,1,-0.98106,0.02663,-0.019427,-0.19089
10563,1.6444e+09,1,-0.98106,0.026222,-0.01994,-0.19088
10607,1.6444e+09,1,-0.98108,0.026246,-0.019784,-0.19079
10652,1.6444e+09,1,-0.98107,0.026311,-0.019914,-0.19083
10697,1.6444e+09,1,-0.98107,0.02618,-0.019753,-0.19085
10742,1.6444e+09,1,-0.98106,0.026264,-0.019776,-0.19089
10791,1.6445e+09,1,-0.98107,0.026303,-0.019801,-0.19085
10836,1.6445e+09,1,-0.98105,0.02668,-0.019602,-0.19093
10881,1.6445e+09,1,-0.98104,0.026407,-0.019887,-0.19096
10925,1.6445e+09,1,-0.98105,0.026701,-0.019558,-0.19093
10970,1.6445e+09,1,-0.98103,0.026577,-0.019886,-0.191
11015,1.6445e+09,1,-0.98103,0.026859,-0.01949,-0.19101
11059,1.6445e+09,1,-0.98101,0.026547,-0.020052,-0.19107
11105,1.6445e+09,1,-0.98103,0.026842,-0.01971,-0.19099
11150,1.6445e+09,1,-0.98102,0.026631,-0.020052,-0.19102
11197,1.6446e+09,1,-0.98103,0.026577,-0.020111,-0.19099
11242,1.6446e+09,1,-0.98103,0.026967,-0.019949,-0.19094
11287,1.6446e+09,1,-0.98103,0.026804,-0.020448,-0.19091
11333,1.6446e+09,1,-0.98102,0.027047,-0.019988,-0.19096
11377,1.6446e+09,1,-0.98102,0.026736,-0.020496,-0.19097
11425,1.6446e+09,1,-0.98102,0.026843,-0.020251,-0.19097
11471,1.6446e+09,1,-0.98101,0.027161,-0.01982,-0.19101
11516,1.6446e+09,1,-0.98099,0.027023,-0.020336,-0.19107
11561,1.6446e+09,1,-0.98101,0.027248,-0.019885,-0.19098
11606,1.6446e+09,1,-0.98099,0.027247,-0.020424,-0.19103
11651,1.6447e+09,1,-0.981,0.027439,-0.020032,-0.19103
11700,1.6447e+09,1,-0.98098,0.027071,-0.020684,-0.19112
11745,1.6447e+09,1,-0.98098,0.027174,-0.02055,-0.1911
11790,1.6447e+09,1,-0.98098,0.027083,-0.020559,-0.19111
11834,1.6447e+09,1,-0.98097,0.026935,-0.020622,-0.19115
11876,1.6447e+09,1,-0.98099,0.026765,-0.020642,-0.1911
11921,1.6447e+09,1,-0.98099,0.026831,-0.020842,-0.19108
11967,1.6447e+09,1,-0.98099,0.027008,-0.020341,-0.19108
12011,1.6447e+09,1,-0.98097,0.026677,-0.021099,-0.19116
12057,1.6448e+09,1,-0.981,0.026984,-0.020365,-0.19106
12098,1.6448e+09,1,-0.98096,0.026925,-0.021152,-0.19115
12145,1.6448e+09,1,-0.98097,0.027219,-0.02049,-0.19116
12187,1.6448e+09,1,-0.98094,0.027226,-0.021114,-0.19123
12231,1.6448e+09,1,-0.98094,0.027475,-0.021029,-0.19121
12274,1.6448e+09,1,-0.98094,0.027556,-0.02093,-0.19121
12316,1.6448e+09,1,-0.98093,0.027482,-0.021232,-0.19126
12359,1.6448e+09,1,-0.98093,0.027654,-0.020784,-0.19126
12405,1.6448e+09,1,-0.98091,0.027603,-0.021495,-0.1913
12447,1.6448e+09,1,-0.98091,0.027727,-0.020867,-0.19133
12492,1.6449e+09,1,-0.98089,0.027495,-0.02161,-0.1914
12534,1.6449e+09,1,-0.9809,0.027614,-0.02139,-0.19136
12581,1.6449e+09,1,-0.9809,0.027587,-0.021205,-0.19136
12623,1.6449e+09,1,-0.98088,0.027505,-0.021618,-0.19142
12665,1.6449e+09,1,-0.98091,0.027506,-0.021321,-0.19133
12709,1.6449e+09,1,-0.98089,0.027496,-0.021808,-0.19137
12754,1.6449e+09,1,-0.98089,0.027758,-0.021212,-0.19138
12797,1.6449e+09,1,-0.98086,0.027673,-0.021942,-0.19147
12845,1.6449e+09,1,-0.98083,0.027978,-0.022175,-0.19156
12887,1.645e+09,1,-0.98086,0.028081,-0.021439,-0.19148
12931,1.645e+09,1,-0.98086,0.02785,-0.022065,-0.19146
12980,1.645e+09,1,-0.98085,0.028103,-0.021823,-0.1915
13025,1.645e+09,1,-0.98085,0.028012,-0.021956,-0.19147
13070,1.645e+09,1,-0.98084,0.027975,-0.022147,-0.19154
13115,1.645e+09,1,-0.98087,0.02783,-0.02194,-0.19141
13159,1.645e+09,1,-0.98084,0.027802,-0.022396,-0.19149
13203,1.645e+09,1,-0.98088,0.027791,-0.021933,-0.19139
13247,1.645e+09,1,-0.98086,0.02757,-0.022551,-0.19144
13292,1.645e+09,1,-0.98088,0.027774,-0.022115,-0.19136
13337,1.6451e+09,1,-0.98086,0.027648,-0.022783,-0.19141
13381,1.6451e+09,1,-0.98087,0.028044,-0.022351,-0.19134
13430,1.6451e+09,1,-0.98085,0.027958,-0.022955,-0.19139
13474,1.6451e+09,1,-0.98085,0.02816,-0.02274,-0.19137
13519,1.6451e+09,1,-0.98083,0.02822,-0.022992,-0.19145
13576,1.6452e+09,1,-0.98081,0.028019,-0.023284,-0.19155
13621,1.6452e+09,1,-0.98083,0.028096,-0.022676,-0.19151
13669,1.6452e+09,1,-0.98081,0.027942,-0.023311,-0.19153
13717,1.6452e+09,1,-0.98084,0.02785,-0.02305,-0.19142
13762,1.6452e+09,1,-0.98081,0.027984,-0.023302,-0.19154
13809,1.6452e+09,1,-0.98083,0.027893,-0.023292,-0.19144
13854,1.6452e+09,1,-0.98085,0.02776,-0.022968,-0.19139
13900,1.6452e+09,1,-0.98081,0.027821,-0.023602,-0.19154
13945,1.6453e+09,1,-0.98084,0.027969,-0.022949,-0.19145
13992,1.6453e+09,1,-0.98078,0.028031,-0.023516,-0.19163
14036,1.6453e+09,1,-0.9808,0.028147,-0.023244,-0.19155
14085,1.6453e+09,1,-0.98076,0.028402,-0.023454,-0.19169
14130,1.6453e+09,1,-0.98077,0.028515,-0.02353,-0.19164
14175,1.6453e+09,1,-0.98079,0.028393,-0.023376,-0.19159
14220,1.6453e+09,1,-0.98077,0.028489,-0.023846,-0.19159
14264,1.6453e+09,1,-0.9808,0.028366,-0.023297,-0.19153
14309,1.6453e+09,1,-0.98078,0.028319,-0.023874,-0.19158
14353,1.6453e+09,1,-0.98083,0.027932,-0.023443,-0.19141
14400,1.6454e+09,1,-0.98077,0.028118,-0.023992,-0.19162
14440,1.6454e+09,1,-0.98082,0.027944,-0.023592,-0.19143
14482,1.6454e+09,1,-0.9808,0.027925,-0.023789,-0.19156
14531,1.6454e+09,1,-0.98081,0.027955,-0.023966,-0.19148
14574,1.6454e+09,1,-0.98078,0.028046,-0.023694,-0.19165
14618,1.6454e+09,1,-0.98078,0.028097,-0.024044,-0.1916
14660,1.6454e+09,1,-0.98079,0.028021,-0.02378,-0.19158
14701,1.6454e+09,1,-0.98074,0.028348,-0.024288,-0.19171
14743,1.6454e+09,1,-0.98079,0.028296,-0.023625,-0.19156
14785,1.6455e+09,1,-0.98073,0.028474,-0.024154,-0.19175
14828,1.6455e+09,1,-0.98078,0.028359,-0.023726,-0.1916
14870,1.6455e+09,1,-0.98073,0.028558,-0.024092,-0.19174
14913,1.6455e+09,1,-0.98079,0.028426,-0.023731,-0.19153
14961,1.6455e+09,1,-0.98076,0.028307,-0.023967,-0.19168
15004,1.6455e+09,1,-0.98079,0.028216,-0.024039,-0.1915
15047,1.6455e+09,1,-0.98079,0.02813,-0.023818,-0.19156
15089,1.6455e+09,1,-0.98081,0.028073,-0.024196,-0.19143
15132,1.6455e+09,1,-0.98081,0.027809,-0.024064,-0.19147
15174,1.6455e+09,1,-0.9808,0.027938,-0.0245,-0.19143
15217,1.6456e+09,1,-0.98083,0.027884,-0.024066,-0.19135
15261,1.6456e+09,1,-0.9808,0.027962,-0.02448,-0.19146
15306,1.6456e+09,1,-0.98083,0.027934,-0.024484,-0.19131
15351,1.6456e+09,1,-0.98078,0.028244,-0.024475,-0.1915
15399,1.6456e+09,1,-0.98082,0.028421,-0.024504,-0.19128
15445,1.6456e+09,1,-0.9808,0.028401,-0.024443,-0.19137
15489,1.6456e+09,1,-0.98081,0.028596,-0.024672,-0.19129
15535,1.6456e+09,1,-0.98081,0.028638,-0.024336,-0.19133
15582,1.6456e+09,1,-0.98079,0.028749,-0.024755,-0.19136
15627,1.6457e+09,1,-0.98085,0.028494,-0.024586,-0.19112
15672,1.6457e+09,1,-0.98081,0.028648,-0.024732,-0.19127
15716,1.6457e+09,1,-0.98088,0.028298,-0.024692,-0.19096
15761,1.6457e+09,1,-0.98084,0.028171,-0.024896,-0.19113
15811,1.6457e+09,1,-0.98088,0.02813,-0.024915,-0.19096
15855,1.6457e+09,1,-0.98086,0.028026,-0.024783,-0.19107
15900,1.6457e+09,1,-0.98087,0.028033,-0.025015,-0.191
15945,1.6457e+09,1,-0.98087,0.027933,-0.024866,-0.19102
15991,1.6457e+09,1,-0.98083,0.028274,-0.025095,-0.19116
16037,1.6457e+09,1,-0.98087,0.028133,-0.024641,-0.19102
16076,1.6458e+09,1,-0.98083,0.028397,-0.024841,-0.19117
16123,1.6458e+09,1,-0.98088,0.028307,-0.024702,-0.19096
16168,1.6458e+09,1,-0.98085,0.028516,-0.02461,-0.19109
16213,1.6458e+09,1,-0.98088,0.028557,-0.024817,-0.19092
16263,1.6458e+09,1,-0.98088,0.028468,-0.024715,-0.19091
16308,1.6458e+09,1,-0.98087,0.028773,-0.025073,-0.1909
16352,1.6458e+09,1,-0.9809,0.028549,-0.024695,-0.19083
16399,1.6458e+09,1,-0.98087,0.028663,-0.025029,-0.19089
16449,1.6458e+09,1,-0.98089,0.028336,-0.025198,-0.19084
16493,1.6459e+09,1,-0.9809,0.028266,-0.02487,-0.19083
16538,1.6459e+09,1,-0.9809,0.028236,-0.02519,-0.19082
16583,1.6459e+09,1,-0.98091,0.027975,-0.024981,-0.19079
16627,1.6459e+09,1,-0.98087,0.028328,-0.025393,-0.19093
16673,1.6459e+09,1,-0.98091,0.028127,-0.025016,-0.19079
16721,1.6459e+09,1,-0.98088,0.028315,-0.025368,-0.19085
16766,1.6459e+09,1,-0.98091,0.028086,-0.025447,-0.19074
16810,1.6459e+09,1,-0.98087,0.028434,-0.025474,-0.1909
16856,1.6459e+09,1,-0.98089,0.028356,-0.025541,-0.19078
16902,1.6459e+09,1,-0.98089,0.028353,-0.025435,-0.19079
16945,1.646e+09,1,-0.98086,0.028634,-0.025749,-0.19085
16985,1.646e+09,1,-0.98089,0.028577,-0.0253,-0.19077
17028,1.646e+09,1,-0.98087,0.0288,-0.025509,-0.19085
17071,1.646e+09,1,-0.98089,0.028521,-0.025493,-0.19079
17113,1.646e+09,1,-0.98085,0.028837,-0.025541,-0.19094
17160,1.646e+09,1,-0.98087,0.028621,-0.025541,-0.19082
17202,1.646e+09,1,-0.98086,0.028583,-0.025468,-0.1909
17244,1.646e+09,1,-0.98087,0.028434,-0.025754,-0.19085
17289,1.646e+09,1,-0.98087,0.028424,-0.0254,-0.19092
17331,1.646e+09,1,-0.98085,0.028457,-0.025814,-0.19094
17378,1.6461e+09,1,-0.98087,0.028392,-0.025643,-0.19087
17420,1.6461e+09,1,-0.98085,0.028656,-0.025712,-0.19092
17463,1.6461e+09,1,-0.98086,0.028577,-0.025981,-0.19082
17506,1.6461e+09,1,-0.98089,0.028536,-0.025583,-0.19074
17548,1.6461e+09,1,-0.98088,0.02845,-0.026189,-0.19075
17596,1.6461e+09,1,-0.9809,0.028535,-0.025444,-0.19069
17638,1.6461e+09,1,-0.98089,0.028348,-0.026087,-0.19071
17681,1.6461e+09,1,-0.98092,0.028335,-0.025548,-0.19064
17725,1.6461e+09,1,-0.98089,0.028578,-0.025742,-0.19072
17771,1.6462e+09,1,-0.98089,0.028404,-0.026181,-0.19068
17816,1.6462e+09,1,-0.98091,0.028407,-0.025798,-0.19066
17860,1.6462e+09,1,-0.98088,0.028444,-0.026305,-0.19071
17904,1.6462e+09,1,-0.98089,0.028582,-0.025629,-0.19071
17949,1.6462e+09,1,-0.98087,0.028579,-0.026116,-0.19078
17997,1.6462e+09,1,-0.98089,0.028492,-0.025756,-0.19075
18046,1.6462e+09,1,-0.98085,0.028929,-0.025967,-0.19085
18091,1.6462e+09,1,-0.98087,0.028564,-0.026008,-0.19079
18138,1.6462e+09,1,-0.98088,0.028527,-0.025867,-0.19075
18188,1.6463e+09,1,-0.98087,0.028864,-0.026022,-0.19076
18237,1.6463e+09,1,-0.98088,0.028655,-0.026193,-0.1907
18282,1.6463e+09,1,-0.98089,0.028757,-0.025995,-0.19065
18326,1.6463e+09,1,-0.98088,0.028717,-0.026336,-0.1907
18371,1.6463e+09,1,-0.98091,0.028594,-0.025847,-0.19059
18420,1.6463e+09,1,-0.98088,0.028803,-0.026237,-0.19066
18465,1.6463e+09,1,-0.98093,0.028527,-0.025874,-0.19051
18513,1.6463e+09,1,-0.98089,0.028996,-0.026212,-0.1906
18559,1.6463e+09,1,-0.98089,0.028916,-0.02633,-0.19057
18602,1.6464e+09,1,-0.98092,0.028686,-0.026183,-0.19047
18646,1.6464e+09,1,-0.98087,0.029047,-0.026535,-0.19064
18692,1.6464e+09,1,-0.98092,0.028738,-0.026156,-0.19047
