LineNo,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
2022,1642394050,0,0,0,0.2585996,-0.5060658,-0.5060658,-0.84,NaN,0,0.04238544,32,32
2454,1642498366,0,0,0,0.2585996,-0.4808903,-0.4808903,-0.63,NaN,0,0.06742359000000001,32,32
2864,1642602527,0,0,0,0.2585996,-0.4618208,-0.4618208,-0.5600000000000001,NaN,0,0.08649311,31,31
3319,1642705353,0,0,0,0.2585996,-0.4420802,-0.4420802,-0.37,NaN,0,0.1058141,31,31
3768,1642809916,0,0,0,0.2585996,-0.4240614,-0.4240614,-0.6,NaN,0,0.1236956,30,30
4219,1642912123,0,0,0,0.2585996,-0.4099,-0.4099,-0.5,NaN,0,0.1375822,29,29
4653,1643015183,0,0,0,0.2585996,-0.3934305,-0.3934305,-0.48,NaN,0,0.1539069,29,29
5088,1643118314,0,0,0,0.2585996,-0.3750447,-0.3750447,-0.42,NaN,0,0.1721552,29,29
5527,1643222386,0,0,0,0.2585996,-0.3630828,-0.3630828,-0.4,NaN,0,0.1839798,28,28
5982,1643325171,0,0,0,0.2585996,-0.347205,-0.347205,-0.51,NaN,0,0.1998577,27,27
6429,1643430351,0,0,0,0.2585996,-0.3359625,-0.3359625,-0.68,NaN,0,0.2106042,27,27
6848,1643532537,0,0,0,0.2585996,-0.321051,-0.321051,-0.51,NaN,0,0.2253784,26,26
7282,1643635486,0,0,0,0.2585996,-0.3117487,-0.3117487,-0.7,NaN,0,0.2344137,25,25
7685,1643736875,0,0,0,0.2585996,-0.3002588,-0.3002588,-0.54,NaN,0,0.2457586,25,25
8133,1643840101,0,0,0,0.2585996,-0.2979576,-0.2979576,-0.5600000000000001,NaN,0,0.2480598,24,24
8586,1643941488,0,0,0,0.2585996,-0.289067,-0.289067,-0.6,NaN,0,0.2566758,23,23
9031,1644044135,0,0,0,0.2585996,-0.285503,-0.285503,-0.73,NaN,0,0.2599575,23,23
9483,1644146485,0,0,0,0.2585996,-0.2777383,-0.2777383,-0.67,NaN,0,0.2677222,22,22
9912,1644251063,0,0,0,0.2585996,-0.2761633,-0.2761633,-0.78,NaN,0,0.2691599,22,22
10313,1644355074,0,0,0,0.2585996,-0.26995,-0.26995,-0.63,NaN,0,0.2753731,21,21
10765,1644458506,0,0,0,0.2585996,-0.2654066,-0.2654066,-0.82,NaN,0,0.2795656,20,20
11213,1644562279,0,0,0,0.2585996,-0.2612342,-0.2612342,-0.76,NaN,0,0.283738,20,20
