LineNo,TimeUS,Tar,Act,Err,P,I,D,FF,Dmod,SRate,Limit
298,1.6419e+09,0.032668,-0.0018535,0.034521,0.0046604,0,1.6001e-05,0,1,0,1
526,1.6419e+09,0.028346,0.00023942,0.028106,0.0037944,0,-0.001115,0,1,0,1
978,1.642e+09,0.018217,0.0019495,0.016268,0.0021962,0,-0.00072683,0,1,0,1
1092,1.6421e+09,0.015195,-0.0038631,0.019058,0.0025728,0,0.00023493,0,1,0,1
1199,1.6422e+09,0.009476,0.00056996,0.008906,0.0012023,0,-0.00041527,0,1,0,1
1310,1.6422e+09,0.0073337,-0.00056387,0.0078976,0.0010662,0,-0.00056277,0,1,0,1
1489,1.6423e+09,0.0073854,0.00069091,0.0066945,0.00090376,0,-0.00042687,0,1,0,1
1660,1.6423e+09,0.0077998,0.00054462,0.0072552,0.00097945,0,0.00012229,0,1,0,1
1671,1.6423e+09,0.0088678,0.0016343,0.0072334,0.00097651,0,7.4018e-05,0,1,0,1
1715,1.6423e+09,0.010164,0.0008666,0.0092977,0.0012552,0,0.0004954,0,1,0,1
1760,1.6423e+09,0.011526,0.0010098,0.010516,0.0014196,0,0.00017197,0,1,0,1
1804,1.6423e+09,0.012854,0.0012612,0.011592,0.001565,0,0.00046917,0,1,0,1
1849,1.6423e+09,0.014233,0.0012396,0.012993,0.0017541,0,0.00065558,0,1,0,1
1896,1.6424e+09,0.015609,0.0027365,0.012873,0.0017378,0,0.00024651,0,1,0,1
1941,1.6424e+09,0.017695,6.9846e-05,0.017626,0.0023795,0,0.00073895,0,1,0,1
1983,1.6424e+09,0.019168,-0.0016846,0.020853,0.0028152,0,0.0009918,0,1,0,1
2031,1.6424e+09,0.020651,-0.0012008,0.021852,0.00295,0,0.00034423,0,1,0,1
2074,1.6424e+09,0.022079,-0.00026605,0.022345,0.0030165,0,0.00025481,0,1,0,1
2116,1.6424e+09,0.023515,-0.0016765,0.025191,0.0034008,0,0.00084054,0,1,0,1
2162,1.6424e+09,0.025338,-0.0013685,0.026707,0.0036054,0,0.00063464,0,1,0,1
2206,1.6424e+09,0.026813,-0.0014615,0.028275,0.0038171,0,0.00043552,0,1,0,1
2248,1.6425e+09,0.02822,0.00035412,0.027866,0.0037619,0,5.2789e-05,0,1,0,1
2292,1.6425e+09,0.029554,0.0023088,0.027246,0.0036782,0,-0.00010818,0,1,0,1
2334,1.6425e+09,0.030876,0.0021016,0.028775,0.0038846,0,0.00030163,0,1,0,1
2377,1.6425e+09,0.032221,0.0018427,0.030378,0.004101,0,0.00048478,0,1,0,1
2420,1.6425e+09,0.033624,0.00068918,0.032934,0.0044461,0,0.00056179,0,1,0,1
2466,1.6425e+09,0.035035,0.0014493,0.033586,0.0045341,0,0.00030292,0,1,0,1
2510,1.6425e+09,0.036405,0.0016159,0.034789,0.0046965,0,0.00040432,0,1,0,1
2552,1.6425e+09,0.037746,0.0017357,0.03601,0.0048614,0,0.0004708,0,1,0,1
2595,1.6425e+09,0.039125,0.0024843,0.036641,0.0049465,0,0.00018811,0,1,0,1
2640,1.6425e+09,0.040486,0.0016864,0.038799,0.0052379,0,0.00077142,0,1,0,1
2686,1.6426e+09,0.042517,-0.00089697,0.043414,0.0058609,0,0.0009027,0,1,0,1
2731,1.6426e+09,0.043804,-0.00081875,0.044623,0.0060241,0,0.00035621,0,1,0,1
2776,1.6426e+09,0.045192,-0.0014052,0.046598,0.0062907,0,0.00063298,0,1,0,1
2821,1.6426e+09,0.046687,-0.002334,0.049021,0.0066179,0,0.00070058,0,1,0,1
2870,1.6426e+09,0.048187,-0.0011045,0.049292,0.0066544,0,0.00037347,0,1,0,1
2914,1.6426e+09,0.049721,-0.0011969,0.050918,0.0068739,0,0.00045765,0,1,0,1
2961,1.6426e+09,0.051212,-0.00017441,0.051386,0.0069372,0,0.00044367,0,1,0,1
3005,1.6426e+09,0.052678,0.0013792,0.051299,0.0069254,0,3.9291e-05,0,1,0,1
3050,1.6426e+09,0.054095,0.0026172,0.051478,0.0069496,0,-3.9909e-05,0,1,0,1
3094,1.6427e+09,0.055453,0.0021728,0.05328,0.0071928,0,0.00051138,0,1,0,1
3139,1.6427e+09,0.05681,0.0022584,0.054552,0.0073645,0,0.00041469,0,1,0,1
3184,1.6427e+09,0.058167,0.002234,0.055933,0.007551,0,0.00047535,0,1,0,1
3228,1.6427e+09,0.059553,0.0013165,0.058236,0.0078619,0,0.00067652,0,1,0,1
3275,1.6427e+09,0.060926,0.001753,0.059173,0.0079884,0,0.00051536,0,1,0,1
3325,1.6427e+09,0.062362,-0.0014962,0.063858,0.0086208,0,0.0013801,0,1,0,1
3371,1.6427e+09,0.063858,0.00061063,0.063247,0.0085384,0,9.8453e-05,0,1,0,1
3415,1.6427e+09,0.065365,-0.0010326,0.066397,0.0089636,0,0.00067286,0,1,0,1
3460,1.6427e+09,0.066923,-0.0023683,0.069291,0.0093543,0,0.00081492,0,1,0,1
3505,1.6427e+09,0.068482,-0.00085315,0.069335,0.0093603,0,0.00032674,0,1,0,1
3552,1.6428e+09,0.070316,-0.0016579,0.071974,0.0097165,0,0.000761,0,1,0,1
3594,1.6428e+09,0.071704,-0.0021686,0.073873,0.0099729,0,0.00067947,0,1,0,1
3638,1.6428e+09,0.073232,-0.00062704,0.073859,0.009971,0,0.00011093,0,1,0,1
3682,1.6428e+09,0.074748,-0.00047138,0.075219,0.010155,0,0.00026148,0,1,0,1
3729,1.6428e+09,0.076245,4.1441e-05,0.076203,0.010287,0,0.00026564,0,1,0,1
3777,1.6428e+09,0.077745,-0.00095814,0.078703,0.010625,0,0.00061712,0,1,0,1
3822,1.6428e+09,0.079234,-0.00052646,0.079761,0.010768,0,0.00065232,0,1,0,1
3866,1.6428e+09,0.080711,5.2659e-05,0.080659,0.010889,0,0.0005392,0,1,0,1
3911,1.6428e+09,0.082171,0.0010419,0.081129,0.010952,0,0.00031072,0,1,0,1
3956,1.6429e+09,0.083624,0.0012523,0.082371,0.01112,0,0.00047418,0,1,0,1
4000,1.6429e+09,0.085082,0.00095694,0.084126,0.011357,0,0.00052932,0,1,0,1
4045,1.6429e+09,0.086549,0.00096611,0.085583,0.011554,0,0.0004945,0,1,0,1
4089,1.6429e+09,0.088069,-0.00076463,0.088834,0.011993,0,0.00066373,0,1,0,1
4134,1.6429e+09,0.089595,-0.00082901,0.090424,0.012207,0,0.00059724,0,1,0,1
4179,1.6429e+09,0.09114,-0.00084572,0.091986,0.012418,0,0.00046489,0,1,0,1
4228,1.6429e+09,0.092691,-0.0002963,0.092987,0.012553,0,0.00027125,0,1,0,1
4273,1.6429e+09,0.094213,-0.0016776,0.09589,0.012945,0,0.00094399,0,1,0,1
4317,1.6429e+09,0.095717,0.0015369,0.09418,0.012714,0,-0.00017602,0,1,0,1
4362,1.6429e+09,0.097298,-0.00035583,0.097654,0.013183,0,0.00071049,0,1,0,1
4404,1.643e+09,0.098459,-0.00024651,0.098705,0.013325,0,0.00042409,0,1,0,1
4447,1.643e+09,0.099865,4.2535e-05,0.099823,0.013476,0,0.00031603,0,1,0,1
4491,1.643e+09,0.10134,7.0603e-05,0.10127,0.013671,0,0.00044601,0,1,0,1
4533,1.643e+09,0.10282,-0.00020597,0.10302,0.013908,0,0.00059649,0,1,0,1
4576,1.643e+09,0.10428,0.00037089,0.10391,0.014028,0,0.00055122,0,1,0,1
4618,1.643e+09,0.10574,-0.00023115,0.10597,0.014306,0,0.00082451,0,1,0,1
4667,1.643e+09,0.10723,-0.00059665,0.10783,0.014557,0,0.00066885,0,1,0,1
4710,1.643e+09,0.10871,-0.00010292,0.10882,0.01469,0,0.00055701,0,1,0,1
4753,1.643e+09,0.11024,-0.0023641,0.11261,0.015202,0,0.0010228,0,1,0,1
4796,1.6431e+09,0.11181,-0.0026512,0.11447,0.015453,0,0.00083146,0,1,0,1
4838,1.6431e+09,0.11271,-0.0010857,0.1138,0.015363,0,3.8242e-05,0,1,0,1
4881,1.6431e+09,0.11303,-0.0019867,0.11502,0.015527,0,0.00020774,0,1,0,1
4924,1.6431e+09,0.11314,-0.00053872,0.11368,0.015347,0,-0.0002366,0,1,0,1
4967,1.6431e+09,0.1132,-0.00012371,0.11333,0.015299,0,-0.00033944,0,1,0,1
5010,1.6431e+09,0.11319,-0.00024888,0.11344,0.015314,0,0.00019848,0,1,0,1
5053,1.6431e+09,0.11319,0.00047076,0.11272,0.015217,0,-0.000297,0,1,0,1
5100,1.6431e+09,0.11315,0.0025145,0.11063,0.014935,0,-0.00068853,0,1,0,1
5143,1.6431e+09,0.11307,0.00062364,0.11244,0.01518,0,0.0003165,0,1,0,1
5186,1.6431e+09,0.11305,-9.6984e-05,0.11315,0.015275,0,0.00011391,0,1,0,1
5224,1.6432e+09,0.11301,0.0019554,0.11106,0.014992,0,-0.00026352,0,1,0,1
5268,1.6432e+09,0.11291,0.00054426,0.11236,0.015169,0,0.00032692,0,1,0,1
5313,1.6432e+09,0.11286,0.0010483,0.11181,0.015094,0,-0.00021971,0,1,0,1
5357,1.6432e+09,0.1128,0.00021448,0.11258,0.015199,0,0.0002238,0,1,0,1
5402,1.6432e+09,0.11279,-0.0010718,0.11387,0.015372,0,0.00024876,0,1,0,1
5446,1.6432e+09,0.11284,-0.0029791,0.11582,0.015635,0,0.00066208,0,1,0,1
5491,1.6432e+09,0.11289,-0.00065717,0.11355,0.015329,0,-0.00027637,0,1,0,1
5540,1.6432e+09,0.1129,-9.964e-05,0.113,0.015255,0,-0.00010613,0,1,0,1
5585,1.6432e+09,0.1129,0.00033165,0.11256,0.015196,0,-0.00019986,0,1,0,1
5629,1.6432e+09,0.11289,-0.00082128,0.11372,0.015352,0,0.00024572,0,1,0,1
5674,1.6433e+09,0.11294,-0.00023926,0.11318,0.01528,0,-0.00038028,0,1,0,1
5719,1.6433e+09,0.11294,0.00050037,0.11244,0.01518,0,-0.00027906,0,1,0,1
5763,1.6433e+09,0.11293,0.00029652,0.11264,0.015206,0,-5.8355e-05,0,1,0,1
5809,1.6433e+09,0.11291,0.0010158,0.1119,0.015106,0,-0.00031936,0,1,0,1
5856,1.6433e+09,0.11289,0.00033335,0.11256,0.015195,0,6.8755e-07,0,1,0,1
5901,1.6433e+09,0.11286,0.00095891,0.1119,0.015106,0,-9.6337e-05,0,1,0,1
5945,1.6433e+09,0.11276,0.0033019,0.10946,0.014777,0,-0.00052786,0,1,0,1
