LineNo,TimeUS,I,VDop,HAcc,VAcc,SAcc,YAcc,VV,SMS,Delta,Und
2.2135e+05,1.6964e+09,0,0.99,0.68,0.94,0.14,0,1,1.6963e+06,200,-43.043
2.2215e+05,1.6966e+09,0,0.99,0.68,0.94,0.15,0,1,1.6965e+06,200,-43.043
2.2309e+05,1.6968e+09,0,0.99,0.68,0.94,0.16,0,1,1.6967e+06,200,-43.043
2.2377e+05,1.697e+09,0,0.99,0.68,0.94,0.18,0,1,1.6969e+06,200,-43.043
2.2457e+05,1.6972e+09,0,0.99,0.68,0.94,0.17,0,1,1.6971e+06,200,-43.043
2.2537e+05,1.6973e+09,0,0.99,0.68,0.94,0.17,0,1,1.6973e+06,200,-43.043
2.2617e+05,1.6975e+09,0,0.99,0.68,0.94,0.15,0,1,1.6975e+06,200,-43.043
2.2697e+05,1.6977e+09,0,0.99,0.68,0.93,0.12,0,1,1.6977e+06,200,-43.043
2.2783e+05,1.698e+09,0,0.99,0.68,0.93,0.11,0,1,1.6979e+06,200,-43.043
2.2862e+05,1.6982e+09,0,0.99,0.68,0.93,0.12,0,1,1.6981e+06,200,-43.043
2.2942e+05,1.6983e+09,0,0.99,0.68,0.93,0.12,0,1,1.6983e+06,200,-43.043
2.3027e+05,1.6986e+09,0,0.99,0.67,0.93,0.11,0,1,1.6985e+06,200,-43.043
2.3108e+05,1.6988e+09,0,0.99,0.67,0.93,0.12,0,1,1.6987e+06,200,-43.043
2.3188e+05,1.699e+09,0,0.99,0.67,0.93,0.11,0,1,1.6989e+06,200,-43.043
2.3264e+05,1.6991e+09,0,0.99,0.67,0.93,0.11,0,1,1.6991e+06,200,-43.043
2.3349e+05,1.6994e+09,0,0.99,0.67,0.93,0.11,0,1,1.6993e+06,200,-43.043
2.3429e+05,1.6996e+09,0,0.99,0.67,0.93,0.1,0,1,1.6995e+06,200,-43.043
2.3507e+05,1.6998e+09,0,0.99,0.67,0.93,0.1,0,1,1.6997e+06,200,-43.043
2.3587e+05,1.6999e+09,0,0.99,0.67,0.93,0.1,0,1,1.6999e+06,200,-43.043
2.3672e+05,1.7002e+09,0,0.99,0.67,0.93,0.1,0,1,1.7001e+06,200,-43.043
2.3749e+05,1.7004e+09,0,0.99,0.67,0.93,0.11,0,1,1.7003e+06,200,-43.043
2.3826e+05,1.7005e+09,0,0.99,0.67,0.93,0.11,0,1,1.7005e+06,200,-43.043
2.3911e+05,1.7008e+09,0,0.99,0.67,0.93,0.11,0,1,1.7007e+06,200,-43.043
2.3991e+05,1.701e+09,0,0.99,0.67,0.93,0.12,0,1,1.7009e+06,200,-43.043
2.4068e+05,1.7012e+09,0,0.99,0.67,0.93,0.12,0,1,1.7011e+06,200,-43.043
2.4145e+05,1.7014e+09,0,0.99,0.67,0.93,0.14,0,1,1.7013e+06,200,-43.043
2.4224e+05,1.7015e+09,0,0.99,0.67,0.93,0.14,0,1,1.7015e+06,200,-43.043
2.4304e+05,1.7017e+09,0,0.99,0.67,0.93,0.13,0,1,1.7017e+06,200,-43.043
2.439e+05,1.702e+09,0,0.99,0.67,0.93,0.13,0,1,1.7019e+06,200,-43.043
2.4466e+05,1.7021e+09,0,0.99,0.67,0.93,0.12,0,1,1.7021e+06,200,-43.043
2.4548e+05,1.7024e+09,0,0.99,0.67,0.93,0.12,0,1,1.7023e+06,200,-43.043
2.4627e+05,1.7026e+09,0,0.99,0.67,0.93,0.12,0,1,1.7025e+06,200,-43.043
2.4713e+05,1.7028e+09,0,0.99,0.67,0.93,0.12,0,1,1.7027e+06,200,-43.043
2.4785e+05,1.7029e+09,0,0.99,0.67,0.93,0.12,0,1,1.7029e+06,200,-43.043
2.4864e+05,1.7031e+09,0,0.99,0.66,0.93,0.12,0,1,1.7031e+06,200,-43.043
2.4946e+05,1.7034e+09,0,0.99,0.66,0.93,0.13,0,1,1.7033e+06,200,-43.043
2.5026e+05,1.7035e+09,0,0.99,0.66,0.93,0.15,0,1,1.7035e+06,200,-43.043
2.5103e+05,1.7037e+09,0,0.99,0.66,0.93,0.14,0,1,1.7037e+06,200,-43.044
2.5192e+05,1.704e+09,0,0.99,0.67,0.93,0.14,0,1,1.7039e+06,200,-43.043
2.5272e+05,1.7041e+09,0,0.99,0.67,0.93,0.14,0,1,1.7041e+06,200,-43.043
2.5352e+05,1.7043e+09,0,0.99,0.67,0.93,0.13,0,1,1.7043e+06,200,-43.044
2.5431e+05,1.7045e+09,0,0.99,0.67,0.93,0.13,0,1,1.7045e+06,200,-43.043
2.552e+05,1.7048e+09,0,0.99,0.67,0.93,0.13,0,1,1.7047e+06,200,-43.043
2.5597e+05,1.705e+09,0,0.99,0.67,0.93,0.15,0,1,1.7049e+06,200,-43.043
2.5676e+05,1.7051e+09,0,0.99,0.67,0.93,0.16,0,1,1.7051e+06,200,-43.043
2.5762e+05,1.7054e+09,0,0.99,0.67,0.93,0.16,0,1,1.7053e+06,200,-43.043
2.5839e+05,1.7055e+09,0,0.99,0.67,0.93,0.15,0,1,1.7055e+06,200,-43.043
2.5925e+05,1.7058e+09,0,0.99,0.67,0.93,0.13,0,1,1.7057e+06,200,-43.043
2.5996e+05,1.7059e+09,0,0.99,0.67,0.93,0.15,0,1,1.7059e+06,200,-43.043
2.6086e+05,1.7062e+09,0,0.99,0.67,0.93,0.15,0,1,1.7061e+06,200,-43.043
2.6162e+05,1.7064e+09,0,0.99,0.67,0.93,0.14,0,1,1.7063e+06,200,-43.043
2.6238e+05,1.7066e+09,0,0.99,0.67,0.93,0.15,0,1,1.7065e+06,200,-43.043
2.6319e+05,1.7067e+09,0,0.99,0.67,0.93,0.19,0,1,1.7067e+06,200,-43.043
2.6404e+05,1.707e+09,0,0.99,0.67,0.93,0.18,0,1,1.7069e+06,200,-43.043
2.6485e+05,1.7072e+09,0,0.99,0.67,0.93,0.18,0,1,1.7071e+06,200,-43.043
2.6564e+05,1.7073e+09,0,0.99,0.67,0.93,0.16,0,1,1.7073e+06,200,-43.043
2.665e+05,1.7076e+09,0,0.99,0.67,0.93,0.12,0,1,1.7075e+06,200,-43.043
2.6729e+05,1.7078e+09,0,1.02,0.67,0.93,0.11,0,1,1.7077e+06,200,-43.043
2.681e+05,1.708e+09,0,1.02,0.67,0.93,0.11,0,1,1.7079e+06,200,-43.043
2.6894e+05,1.7082e+09,0,1.02,0.67,0.93,0.11,0,1,1.7081e+06,200,-43.043
2.6968e+05,1.7084e+09,0,1.02,0.67,0.93,0.12,0,1,1.7083e+06,200,-43.043
2.7048e+05,1.7086e+09,0,1.02,0.67,0.93,0.11,0,1,1.7085e+06,200,-43.043
2.7137e+05,1.7088e+09,0,0.99,0.67,0.93,0.11,0,1,1.7087e+06,200,-43.043
2.7208e+05,1.709e+09,0,0.99,0.67,0.93,0.11,0,1,1.7089e+06,200,-43.043
2.7289e+05,1.7092e+09,0,0.99,0.67,0.93,0.11,0,1,1.7091e+06,200,-43.043
2.7371e+05,1.7094e+09,0,0.99,0.67,0.93,0.11,0,1,1.7093e+06,200,-43.043
2.7447e+05,1.7096e+09,0,0.99,0.67,0.93,0.13,0,1,1.7095e+06,200,-43.043
2.7527e+05,1.7098e+09,0,0.99,0.67,0.93,0.12,0,1,1.7097e+06,200,-43.043
2.7608e+05,1.7099e+09,0,0.99,0.67,0.93,0.11,0,1,1.7099e+06,200,-43.043
2.7696e+05,1.7102e+09,0,0.99,0.67,0.93,0.11,0,1,1.7101e+06,200,-43.043
2.7776e+05,1.7104e+09,0,0.99,0.67,0.93,0.11,0,1,1.7103e+06,200,-43.043
2.7856e+05,1.7105e+09,0,0.99,0.67,0.93,0.12,0,1,1.7105e+06,200,-43.043
2.7941e+05,1.7108e+09,0,0.99,0.67,0.93,0.13,0,1,1.7107e+06,200,-43.043
2.8018e+05,1.711e+09,0,1.01,0.67,0.93,0.11,0,1,1.7109e+06,200,-43.043
2.8097e+05,1.7112e+09,0,1.01,0.67,0.93,0.12,0,1,1.7111e+06,200,-43.043
2.8175e+05,1.7114e+09,0,1.01,0.67,0.93,0.11,0,1,1.7113e+06,200,-43.043
2.8252e+05,1.7115e+09,0,1.01,0.67,0.93,0.11,0,1,1.7115e+06,200,-43.044
2.834e+05,1.7118e+09,0,1.01,0.67,0.93,0.12,0,1,1.7117e+06,200,-43.043
2.8417e+05,1.712e+09,0,1.05,0.67,0.93,0.12,0,1,1.7119e+06,200,-43.043
2.849e+05,1.7121e+09,0,1.05,0.67,0.93,0.11,0,1,1.7121e+06,200,-43.043
2.8579e+05,1.7124e+09,0,1.01,0.67,0.93,0.11,0,1,1.7123e+06,200,-43.044
2.8655e+05,1.7126e+09,0,1.01,0.67,0.93,0.11,0,1,1.7125e+06,200,-43.043
2.8736e+05,1.7127e+09,0,1.02,0.67,0.93,0.11,0,1,1.7127e+06,200,-43.044
2.8816e+05,1.7129e+09,0,1.05,0.67,0.93,0.11,0,1,1.7129e+06,200,-43.043
2.8902e+05,1.7132e+09,0,1.05,0.67,0.93,0.11,0,1,1.7131e+06,200,-43.043
2.8981e+05,1.7134e+09,0,1.05,0.67,0.93,0.11,0,1,1.7133e+06,200,-43.043
2.9061e+05,1.7136e+09,0,1.05,0.67,0.94,0.12,0,1,1.7135e+06,200,-43.043
2.9146e+05,1.7138e+09,0,1.05,0.67,0.94,0.13,0,1,1.7137e+06,200,-43.043
2.9222e+05,1.714e+09,0,1.05,0.67,0.94,0.15,0,1,1.7139e+06,200,-43.043
2.9303e+05,1.7142e+09,0,1.05,0.67,0.94,0.16,0,1,1.7141e+06,200,-43.043
2.9379e+05,1.7143e+09,0,1.05,0.67,0.94,0.16,0,1,1.7143e+06,200,-43.043
2.9459e+05,1.7145e+09,0,1.05,0.68,0.94,0.16,0,1,1.7145e+06,200,-43.043
2.9548e+05,1.7148e+09,0,1.05,0.68,0.94,0.14,0,1,1.7147e+06,200,-43.043
2.9625e+05,1.715e+09,0,1.05,0.68,0.94,0.14,0,1,1.7149e+06,200,-43.044
2.9702e+05,1.7152e+09,0,1.05,0.68,0.94,0.15,0,1,1.7151e+06,200,-43.043
2.9782e+05,1.7153e+09,0,1.05,0.68,0.94,0.14,0,1,1.7153e+06,200,-43.043
2.9862e+05,1.7155e+09,0,1.02,0.68,0.94,0.15,0,1,1.7155e+06,200,-43.044
2.9951e+05,1.7158e+09,0,1.05,0.68,0.94,0.15,0,1,1.7157e+06,200,-43.043
3.0031e+05,1.716e+09,0,1.05,0.68,0.94,0.12,0,1,1.7159e+06,200,-43.044
3.0107e+05,1.7162e+09,0,1.05,0.68,0.94,0.12,0,1,1.7161e+06,200,-43.044
3.0192e+05,1.7164e+09,0,1.02,0.68,0.94,0.12,0,1,1.7163e+06,200,-43.043
3.0272e+05,1.7166e+09,0,1.05,0.68,0.94,0.13,0,1,1.7165e+06,200,-43.043
3.0349e+05,1.7168e+09,0,1.05,0.68,0.94,0.16,0,1,1.7167e+06,200,-43.043
3.0437e+05,1.717e+09,0,1.05,0.68,0.94,0.16,0,1,1.7169e+06,200,-43.043
3.0514e+05,1.7172e+09,0,1.01,0.68,0.94,0.18,0,1,1.7171e+06,200,-43.043
3.0594e+05,1.7174e+09,0,1.01,0.68,0.94,0.2,0,1,1.7173e+06,200,-43.043
3.0673e+05,1.7176e+09,0,1.01,0.68,0.94,0.19,0,1,1.7175e+06,200,-43.043
3.0751e+05,1.7178e+09,0,1.01,0.68,0.94,0.17,0,1,1.7177e+06,200,-43.044
3.0832e+05,1.718e+09,0,1.01,0.68,0.94,0.15,0,1,1.7179e+06,200,-43.043
3.0909e+05,1.7181e+09,0,1.01,0.68,0.95,0.16,0,1,1.7181e+06,200,-43.043
3.0998e+05,1.7184e+09,0,1.01,0.69,0.95,0.16,0,1,1.7183e+06,200,-43.043
3.1078e+05,1.7186e+09,0,1.01,0.69,0.95,0.16,0,1,1.7185e+06,200,-43.043
3.1155e+05,1.7188e+09,0,1.02,0.69,0.95,0.16,0,1,1.7187e+06,200,-43.043
3.1235e+05,1.719e+09,0,1.02,0.69,0.95,0.15,0,1,1.7189e+06,200,-43.043
3.1303e+05,1.7192e+09,0,1.02,0.69,0.95,0.14,0,1,1.7191e+06,200,-43.043
3.1383e+05,1.7193e+09,0,1.02,0.69,0.95,0.12,0,1,1.7193e+06,200,-43.043
3.1465e+05,1.7196e+09,0,1.02,0.69,0.95,0.12,0,1,1.7195e+06,200,-43.043
3.1546e+05,1.7198e+09,0,1.07,0.69,0.95,0.13,0,1,1.7197e+06,200,-43.043
3.1626e+05,1.72e+09,0,1.07,0.69,0.95,0.11,0,1,1.7199e+06,200,-43.043
3.1705e+05,1.7202e+09,0,1.05,0.69,0.95,0.11,0,1,1.7201e+06,200,-43.043
3.1785e+05,1.7203e+09,0,1.05,0.69,0.95,0.11,0,1,1.7203e+06,200,-43.043
3.1871e+05,1.7206e+09,0,1.05,0.69,0.95,0.11,0,1,1.7205e+06,200,-43.043
3.1951e+05,1.7208e+09,0,1.05,0.69,0.95,0.11,0,1,1.7207e+06,200,-43.043
3.2031e+05,1.7209e+09,0,1.05,0.69,0.95,0.11,0,1,1.7209e+06,200,-43.044
3.2117e+05,1.7212e+09,0,1.05,0.69,0.95,0.11,0,1,1.7211e+06,200,-43.043
3.2194e+05,1.7214e+09,0,1.05,0.69,0.95,0.11,0,1,1.7213e+06,200,-43.043
3.2274e+05,1.7216e+09,0,1.05,0.69,0.95,0.11,0,1,1.7215e+06,200,-43.043
3.2353e+05,1.7217e+09,0,1.05,0.69,0.95,0.11,0,1,1.7217e+06,200,-43.044
3.2442e+05,1.722e+09,0,1.05,0.69,0.95,0.11,0,1,1.7219e+06,200,-43.043
3.251e+05,1.7221e+09,0,1.02,0.69,0.95,0.12,0,1,1.7221e+06,200,-43.043
3.2599e+05,1.7224e+09,0,1.02,0.69,0.95,0.12,0,1,1.7223e+06,200,-43.044
3.2679e+05,1.7225e+09,0,1.02,0.69,0.95,0.11,0,1,1.7225e+06,200,-43.044
3.2765e+05,1.7228e+09,0,1.02,0.69,0.95,0.12,0,1,1.7227e+06,200,-43.044
3.2845e+05,1.723e+09,0,1.02,0.69,0.95,0.13,0,1,1.7229e+06,200,-43.043
3.2921e+05,1.7231e+09,0,1.05,0.69,0.95,0.16,0,1,1.7231e+06,200,-43.043
3.3006e+05,1.7234e+09,0,1.05,0.69,0.95,0.14,0,1,1.7233e+06,200,-43.043
3.3085e+05,1.7235e+09,0,1.02,0.69,0.95,0.14,0,1,1.7235e+06,200,-43.043
3.3175e+05,1.7238e+09,0,1.02,0.69,0.95,0.13,0,1,1.7237e+06,200,-43.043
3.3255e+05,1.724e+09,0,1.05,0.69,0.95,0.14,0,1,1.7239e+06,200,-43.043
3.3335e+05,1.7242e+09,0,1.05,0.69,0.95,0.15,0,1,1.7241e+06,200,-43.043
3.3412e+05,1.7244e+09,0,1.05,0.69,0.95,0.13,0,1,1.7243e+06,200,-43.043
3.3489e+05,1.7246e+09,0,1.05,0.69,0.95,0.13,0,1,1.7245e+06,200,-43.043
3.3569e+05,1.7248e+09,0,1.05,0.69,0.95,0.12,0,1,1.7247e+06,200,-43.043
3.365e+05,1.7249e+09,0,1.05,0.69,0.96,0.13,0,1,1.7249e+06,200,-43.043
3.3739e+05,1.7252e+09,0,1.05,0.69,0.96,0.11,0,1,1.7251e+06,200,-43.044
3.3816e+05,1.7254e+09,0,1.05,0.69,0.96,0.12,0,1,1.7253e+06,200,-43.044
3.3896e+05,1.7255e+09,0,1.05,0.69,0.96,0.11,0,1,1.7255e+06,200,-43.043
3.3982e+05,1.7258e+09,0,1.05,0.7,0.96,0.11,0,1,1.7257e+06,200,-43.043
3.4058e+05,1.726e+09,0,1.05,0.7,0.96,0.11,0,1,1.7259e+06,200,-43.043
3.4137e+05,1.7262e+09,0,1.05,0.7,0.96,0.13,0,1,1.7261e+06,200,-43.043
3.4218e+05,1.7263e+09,0,1.05,0.7,0.96,0.12,0,1,1.7263e+06,200,-43.043
3.4298e+05,1.7266e+09,0,1.05,0.7,0.96,0.12,0,1,1.7265e+06,200,-43.043
3.4387e+05,1.7268e+09,0,1.05,0.7,0.96,0.12,0,1,1.7267e+06,200,-43.043
3.4468e+05,1.727e+09,0,1.05,0.7,0.96,0.12,0,1,1.7269e+06,200,-43.043
3.4545e+05,1.7272e+09,0,1.05,0.7,0.96,0.12,0,1,1.7271e+06,200,-43.043
3.4624e+05,1.7273e+09,0,1.05,0.7,0.96,0.13,0,1,1.7273e+06,200,-43.044
3.47e+05,1.7275e+09,0,1.05,0.7,0.96,0.12,0,1,1.7275e+06,200,-43.043
3.4785e+05,1.7278e+09,0,1.05,0.7,0.96,0.11,0,1,1.7277e+06,200,-43.043
3.4862e+05,1.728e+09,0,1.05,0.7,0.96,0.11,0,1,1.7279e+06,200,-43.043
3.4942e+05,1.7281e+09,0,1.05,0.7,0.96,0.11,0,1,1.7281e+06,200,-43.043
3.5031e+05,1.7284e+09,0,1.05,0.7,0.96,0.13,0,1,1.7283e+06,200,-43.043
3.5108e+05,1.7286e+09,0,1.02,0.7,0.96,0.14,0,1,1.7285e+06,200,-43.043
3.5184e+05,1.7288e+09,0,1.02,0.7,0.96,0.15,0,1,1.7287e+06,200,-43.043
3.5264e+05,1.7289e+09,0,0.99,0.7,0.96,0.14,0,1,1.7289e+06,200,-43.043
3.5345e+05,1.7292e+09,0,0.99,0.7,0.96,0.12,0,1,1.7291e+06,200,-43.043
3.543e+05,1.7294e+09,0,1.02,0.7,0.96,0.12,0,1,1.7293e+06,200,-43.043
3.5507e+05,1.7296e+09,0,1.02,0.7,0.96,0.13,0,1,1.7295e+06,200,-43.043
3.5584e+05,1.7298e+09,0,0.99,0.7,0.96,0.13,0,1,1.7297e+06,200,-43.044
3.5665e+05,1.7299e+09,0,1.02,0.7,0.96,0.11,0,1,1.7299e+06,200,-43.043
3.5745e+05,1.7301e+09,0,1.02,0.7,0.96,0.11,0,1,1.7301e+06,200,-43.043
3.5824e+05,1.7303e+09,0,1.05,0.7,0.96,0.11,0,1,1.7303e+06,200,-43.043
3.591e+05,1.7306e+09,0,1.05,0.7,0.96,0.11,0,1,1.7305e+06,200,-43.043
3.599e+05,1.7307e+09,0,1.05,0.7,0.96,0.12,0,1,1.7307e+06,200,-43.043
3.6072e+05,1.731e+09,0,1.02,0.7,0.96,0.11,0,1,1.7309e+06,200,-43.043
3.6146e+05,1.7312e+09,0,1.02,0.7,0.96,0.1,0,1,1.7311e+06,200,-43.043
3.6226e+05,1.7313e+09,0,1.05,0.7,0.96,0.14,0,1,1.7313e+06,200,-43.043
3.6306e+05,1.7315e+09,0,1.05,0.69,0.96,0.13,0,1,1.7315e+06,200,-43.043
3.6382e+05,1.7317e+09,0,1.05,0.69,0.96,0.14,0,1,1.7317e+06,200,-43.043
3.6471e+05,1.732e+09,0,1.05,0.69,0.96,0.13,0,1,1.7319e+06,200,-43.043
3.6548e+05,1.7321e+09,0,1.05,0.69,0.96,0.16,0,1,1.7321e+06,200,-43.043
3.6633e+05,1.7324e+09,0,1.05,0.69,0.96,0.12,0,1,1.7323e+06,200,-43.043
3.6706e+05,1.7326e+09,0,1.05,0.69,0.96,0.13,0,1,1.7325e+06,200,-43.043
3.6795e+05,1.7328e+09,0,1.02,0.69,0.95,0.12,0,1,1.7327e+06,200,-43.043
3.6867e+05,1.7329e+09,0,1.05,0.69,0.95,0.13,0,1,1.7329e+06,200,-43.043
3.6955e+05,1.7332e+09,0,1.01,0.69,0.95,0.18,0,1,1.7331e+06,200,-43.043
3.7031e+05,1.7334e+09,0,0.99,0.69,0.95,0.19,0,1,1.7333e+06,200,-43.043
3.7111e+05,1.7335e+09,0,1.01,0.69,0.95,0.2,0,1,1.7335e+06,200,-43.043
3.7188e+05,1.7337e+09,0,1.01,0.69,0.95,0.2,0,1,1.7337e+06,200,-43.043
3.7276e+05,1.734e+09,0,0.99,0.69,0.95,0.2,0,1,1.7339e+06,200,-43.043
3.7351e+05,1.7341e+09,0,1.01,0.69,0.95,0.2,0,1,1.7341e+06,200,-43.043
3.7431e+05,1.7343e+09,0,1.01,0.69,0.95,0.2,0,1,1.7343e+06,200,-43.043
3.7519e+05,1.7346e+09,0,1.01,0.69,0.95,0.19,0,1,1.7345e+06,200,-43.043
3.7599e+05,1.7348e+09,0,1.01,0.69,0.95,0.2,0,1,1.7347e+06,200,-43.043
3.7676e+05,1.7349e+09,0,1.01,0.69,0.95,0.2,0,1,1.7349e+06,200,-43.043
3.7756e+05,1.7351e+09,0,1.01,0.69,0.95,0.2,0,1,1.7351e+06,200,-43.044
3.7842e+05,1.7354e+09,0,0.99,0.69,0.95,0.2,0,1,1.7353e+06,202,-43.043
3.7922e+05,1.7356e+09,0,0.99,0.69,0.95,0.2,0,1,1.7355e+06,200,-43.043
3.8002e+05,1.7357e+09,0,0.99,0.69,0.95,0.21,0,1,1.7357e+06,200,-43.043
3.8092e+05,1.736e+09,0,0.99,0.69,0.95,0.2,0,1,1.7359e+06,200,-43.043
3.8168e+05,1.7362e+09,0,1.01,0.69,0.95,0.22,0,1,1.7361e+06,200,-43.043
3.8247e+05,1.7364e+09,0,1.01,0.69,0.95,0.22,0,1,1.7363e+06,200,-43.044
3.8314e+05,1.7365e+09,0,1.01,0.69,0.95,0.22,0,1,1.7365e+06,200,-43.043
3.8403e+05,1.7368e+09,0,1.05,0.69,0.95,0.23,0,1,1.7367e+06,200,-43.043
3.8483e+05,1.737e+09,0,1.05,0.69,0.95,0.21,0,1,1.7369e+06,200,-43.043
3.856e+05,1.7371e+09,0,1.05,0.69,0.96,0.23,0,1,1.7371e+06,200,-43.043
3.8645e+05,1.7374e+09,0,1.05,0.69,0.96,0.24,0,1,1.7373e+06,200,-43.043
3.8722e+05,1.7376e+09,0,1.05,0.69,0.96,0.24,0,1,1.7375e+06,200,-43.043
3.8795e+05,1.7377e+09,0,1.05,0.7,0.96,0.25,0,1,1.7377e+06,200,-43.044
3.8881e+05,1.738e+09,0,1.05,0.7,0.96,0.24,0,1,1.7379e+06,200,-43.043
3.8961e+05,1.7382e+09,0,1.02,0.7,0.96,0.23,0,1,1.7381e+06,200,-43.043
3.9049e+05,1.7384e+09,0,1.02,0.7,0.96,0.23,0,1,1.7383e+06,200,-43.044
3.913e+05,1.7386e+09,0,1.02,0.7,0.96,0.21,0,1,1.7385e+06,200,-43.043
3.9214e+05,1.7388e+09,0,1.02,0.7,0.96,0.22,0,1,1.7387e+06,200,-43.043
3.9283e+05,1.7389e+09,0,1.02,0.7,0.96,0.23,0,1,1.7389e+06,200,-43.043
3.9368e+05,1.7392e+09,0,1.02,0.7,0.96,0.23,0,1,1.7391e+06,200,-43.043
3.9449e+05,1.7394e+09,0,1.02,0.7,0.96,0.23,0,1,1.7393e+06,200,-43.043
3.9529e+05,1.7396e+09,0,1.02,0.7,0.96,0.23,0,1,1.7395e+06,200,-43.044
3.9609e+05,1.7397e+09,0,1.02,0.7,0.96,0.23,0,1,1.7397e+06,200,-43.043
3.9698e+05,1.74e+09,0,1.02,0.7,0.96,0.22,0,1,1.7399e+06,200,-43.043
3.9778e+05,1.7402e+09,0,1.02,0.7,0.96,0.23,0,1,1.7401e+06,200,-43.043
3.9855e+05,1.7404e+09,0,1.02,0.7,0.96,0.23,0,1,1.7403e+06,200,-43.043
3.9936e+05,1.7406e+09,0,1.05,0.7,0.96,0.23,0,1,1.7405e+06,200,-43.043
4.0024e+05,1.7408e+09,0,1.05,0.7,0.96,0.2,0,1,1.7407e+06,200,-43.043
4.0103e+05,1.741e+09,0,1.05,0.71,0.96,0.2,0,1,1.7409e+06,200,-43.043
4.018e+05,1.7412e+09,0,1.05,0.71,0.96,0.17,0,1,1.7411e+06,200,-43.043
4.026e+05,1.7413e+09,0,1.05,0.71,0.96,0.12,0,1,1.7413e+06,200,-43.044
4.0345e+05,1.7416e+09,0,1.05,0.71,0.96,0.18,0,1,1.7415e+06,200,-43.043
4.0425e+05,1.7417e+09,0,1.05,0.71,0.96,0.17,0,1,1.7417e+06,200,-43.043
4.0502e+05,1.7419e+09,0,1.05,0.71,0.96,0.15,0,1,1.7419e+06,200,-43.043
4.0591e+05,1.7422e+09,0,1.05,0.71,0.96,0.13,0,1,1.7421e+06,200,-43.043
4.067e+05,1.7424e+09,0,1.05,0.71,0.96,0.14,0,1,1.7423e+06,200,-43.043
4.0744e+05,1.7425e+09,0,1.05,0.71,0.96,0.13,0,1,1.7425e+06,200,-43.044
4.0832e+05,1.7428e+09,0,1.05,0.71,0.96,0.12,0,1,1.7427e+06,200,-43.043
4.0912e+05,1.743e+09,0,1.05,0.71,0.96,0.12,0,1,1.7429e+06,200,-43.043
4.0993e+05,1.7432e+09,0,1.05,0.71,0.96,0.11,0,1,1.7431e+06,200,-43.043
4.1073e+05,1.7433e+09,0,1.05,0.71,0.96,0.13,0,1,1.7433e+06,200,-43.043
4.1159e+05,1.7436e+09,0,1.05,0.71,0.96,0.13,0,1,1.7435e+06,200,-43.043
4.1239e+05,1.7438e+09,0,1.05,0.72,0.96,0.16,0,1,1.7437e+06,200,-43.043
4.1306e+05,1.7439e+09,0,1.05,0.72,0.96,0.18,0,1,1.7439e+06,200,-43.044
4.1396e+05,1.7442e+09,0,1.02,0.72,0.96,0.18,0,1,1.7441e+06,200,-43.043
4.1472e+05,1.7443e+09,0,1.02,0.72,0.96,0.19,0,1,1.7443e+06,200,-43.043
4.1561e+05,1.7446e+09,0,1.02,0.72,0.96,0.2,0,1,1.7445e+06,200,-43.043
4.1638e+05,1.7448e+09,0,1.02,0.72,0.96,0.21,0,1,1.7447e+06,200,-43.044
4.1718e+05,1.7449e+09,0,1.02,0.72,0.96,0.2,0,1,1.7449e+06,200,-43.043
4.1807e+05,1.7452e+09,0,1.02,0.72,0.96,0.2,0,1,1.7451e+06,200,-43.043
4.1883e+05,1.7454e+09,0,1.02,0.72,0.96,0.21,0,1,1.7453e+06,200,-43.043
4.1963e+05,1.7456e+09,0,1.02,0.72,0.97,0.21,0,1,1.7455e+06,200,-43.043
4.2049e+05,1.7458e+09,0,1.05,0.72,0.97,0.22,0,1,1.7457e+06,200,-43.043
4.2126e+05,1.746e+09,0,1.05,0.73,0.97,0.22,0,1,1.7459e+06,200,-43.044
4.2203e+05,1.7462e+09,0,1.05,0.73,0.97,0.22,0,1,1.7461e+06,200,-43.043
4.2282e+05,1.7463e+09,0,1.05,0.73,0.97,0.21,0,1,1.7463e+06,200,-43.044
4.2368e+05,1.7466e+09,0,1.05,0.73,0.97,0.19,0,1,1.7465e+06,200,-43.043
4.2448e+05,1.7468e+09,0,1.02,0.73,0.97,0.19,0,1,1.7467e+06,200,-43.043
4.2528e+05,1.747e+09,0,1.02,0.73,0.97,0.18,0,1,1.7469e+06,200,-43.043
4.2606e+05,1.7472e+09,0,1.02,0.73,0.97,0.17,0,1,1.7471e+06,200,-43.043
4.2686e+05,1.7474e+09,0,1.02,0.73,0.97,0.19,0,1,1.7473e+06,200,-43.044
4.2763e+05,1.7475e+09,0,1.02,0.73,0.97,0.16,0,1,1.7475e+06,200,-43.044
4.2843e+05,1.7477e+09,0,1.02,0.73,0.97,0.2,0,1,1.7477e+06,200,-43.043
4.2919e+05,1.7479e+09,0,1.02,0.73,0.97,0.18,0,1,1.7479e+06,200,-43.044
4.3008e+05,1.7482e+09,0,1.02,0.73,0.97,0.19,0,1,1.7481e+06,200,-43.043
4.3088e+05,1.7484e+09,0,1.02,0.73,0.97,0.18,0,1,1.7483e+06,200,-43.043
4.3168e+05,1.7485e+09,0,1.02,0.74,0.97,0.14,0,1,1.7485e+06,200,-43.043
4.3256e+05,1.7488e+09,0,1.02,0.74,0.98,0.16,0,1,1.7487e+06,200,-43.043
4.333e+05,1.749e+09,0,1.02,0.74,0.98,0.13,0,1,1.7489e+06,200,-43.043
