LineNo,TimeUS,Id,Pri,Total,Free,Name
7817,1.6438e+09,14,60,656,384,0
18573,1.6464e+09,14,60,656,384,0
28915,1.6488e+09,14,60,656,384,0
39663,1.6514e+09,14,60,656,384,0
50039,1.654e+09,14,60,656,384,0
60421,1.6565e+09,14,60,656,384,0
70833,1.6591e+09,14,60,656,384,0
80932,1.6616e+09,14,60,656,384,0
91433,1.6642e+09,14,60,656,384,0
1.0208e+05,1.6668e+09,14,60,656,384,0
1.1239e+05,1.6694e+09,14,60,656,384,0
1.2256e+05,1.6719e+09,14,60,656,384,0
1.3302e+05,1.6745e+09,14,60,656,384,0
1.435e+05,1.677e+09,14,60,656,384,0
1.5395e+05,1.6796e+09,14,60,656,384,0
1.6425e+05,1.6822e+09,14,60,656,384,0
1.7448e+05,1.6847e+09,14,60,656,384,0
1.8482e+05,1.6873e+09,14,60,656,384,0
1.9502e+05,1.6898e+09,14,60,656,384,0
2.0508e+05,1.6923e+09,14,60,656,384,0
2.1523e+05,1.6948e+09,14,60,656,384,0
2.2545e+05,1.6974e+09,14,60,656,384,0
2.3588e+05,1.7e+09,14,60,656,384,0
2.4641e+05,1.7026e+09,14,60,656,384,0
2.569e+05,1.7052e+09,14,60,656,384,0
2.6703e+05,1.7077e+09,14,60,656,384,0
2.7713e+05,1.7102e+09,14,60,656,384,0
2.8762e+05,1.7128e+09,14,60,656,384,0
2.9803e+05,1.7154e+09,14,60,656,384,0
3.0854e+05,1.718e+09,14,60,656,384,0
3.1857e+05,1.7205e+09,14,60,656,384,0
3.2885e+05,1.7231e+09,14,60,656,384,0
3.3888e+05,1.7255e+09,14,60,656,384,0
3.4916e+05,1.7281e+09,14,60,656,384,0
3.596e+05,1.7307e+09,14,60,656,384,0
3.699e+05,1.7332e+09,14,60,656,384,0
3.7993e+05,1.7357e+09,14,60,656,384,0
3.9054e+05,1.7384e+09,14,60,656,384,0
4.009e+05,1.7409e+09,14,60,656,384,0
4.1127e+05,1.7435e+09,14,60,656,384,0
4.219e+05,1.7461e+09,14,60,656,384,0
4.3195e+05,1.7486e+09,14,60,656,384,0
4.4243e+05,1.7512e+09,14,60,656,384,0
4.5272e+05,1.7537e+09,14,60,656,384,0
4.6309e+05,1.7562e+09,14,60,656,384,0
4.7315e+05,1.7586e+09,14,60,656,384,0
4.8324e+05,1.7611e+09,14,60,656,384,0
4.9418e+05,1.7637e+09,14,60,656,384,0
5.0502e+05,1.7663e+09,14,60,656,384,0
5.1525e+05,1.7687e+09,14,60,656,384,0
5.2566e+05,1.7712e+09,14,60,656,384,0
5.36e+05,1.7737e+09,14,60,656,384,0
5.4629e+05,1.7762e+09,14,60,656,384,0
