LineNo,TimeUS,Id,Pri,Total,Free,Name
9701,1.6442e+09,18,181,1360,720,0
20486,1.6468e+09,18,181,1360,720,0
30731,1.6493e+09,18,181,1360,720,0
41435,1.6518e+09,18,181,1360,720,0
51840,1.6544e+09,18,181,1360,720,0
62246,1.657e+09,18,181,1360,720,0
72631,1.6596e+09,18,181,1360,720,0
82926,1.6621e+09,18,181,1360,720,0
93307,1.6647e+09,18,181,1360,720,0
1.0374e+05,1.6672e+09,18,181,1360,720,0
1.1411e+05,1.6698e+09,18,181,1360,720,0
1.2459e+05,1.6724e+09,18,181,1360,720,0
1.3503e+05,1.6749e+09,18,181,1360,720,0
1.453e+05,1.6775e+09,18,181,1360,720,0
1.5566e+05,1.68e+09,18,181,1360,720,0
1.6587e+05,1.6826e+09,18,181,1360,720,0
1.763e+05,1.6852e+09,18,181,1360,720,0
1.867e+05,1.6877e+09,18,181,1360,720,0
1.9672e+05,1.6902e+09,18,181,1360,720,0
2.0717e+05,1.6928e+09,18,181,1360,720,0
2.1688e+05,1.6953e+09,18,181,1360,720,0
2.2731e+05,1.6978e+09,18,181,1360,720,0
2.3758e+05,1.7004e+09,18,181,1360,720,0
2.483e+05,1.7031e+09,18,181,1360,720,0
2.5861e+05,1.7056e+09,18,181,1360,720,0
2.6866e+05,1.7081e+09,18,181,1360,720,0
2.7886e+05,1.7106e+09,18,181,1360,720,0
2.8931e+05,1.7132e+09,18,181,1360,720,0
2.9991e+05,1.7159e+09,18,181,1360,720,0
3.1025e+05,1.7184e+09,18,181,1360,720,0
3.2045e+05,1.721e+09,18,181,1360,720,0
3.3068e+05,1.7235e+09,18,181,1360,720,0
3.4074e+05,1.726e+09,18,181,1360,720,0
3.5116e+05,1.7286e+09,18,181,1360,720,0
3.6137e+05,1.7311e+09,18,181,1360,720,0
3.7151e+05,1.7336e+09,18,181,1360,720,0
3.8163e+05,1.7361e+09,18,181,1360,720,0
3.9233e+05,1.7388e+09,18,181,1360,720,0
4.0268e+05,1.7414e+09,18,181,1360,720,0
4.1324e+05,1.744e+09,18,181,1360,720,0
4.2359e+05,1.7465e+09,18,181,1360,720,0
4.3379e+05,1.7491e+09,18,181,1360,720,0
4.442e+05,1.7516e+09,18,181,1360,720,0
4.5454e+05,1.7541e+09,18,181,1360,720,0
4.6473e+05,1.7566e+09,18,181,1360,720,0
4.7483e+05,1.759e+09,18,181,1360,720,0
4.8498e+05,1.7615e+09,18,181,1360,720,0
4.9602e+05,1.7641e+09,18,181,1360,720,0
5.0673e+05,1.7667e+09,18,181,1360,720,0
5.171e+05,1.7692e+09,18,181,1360,720,0
5.2751e+05,1.7717e+09,18,181,1360,720,0
5.3779e+05,1.7741e+09,18,181,1360,720,0
5.481e+05,1.7766e+09,18,181,1360,720,0
