LineNo,TimeUS,Id,Pri,Total,Free,Name
6437,1.6434e+09,11,60,656,200,0
17258,1.646e+09,11,60,656,200,0
27646,1.6485e+09,11,60,656,200,0
38120,1.651e+09,11,60,656,200,0
48869,1.6537e+09,11,60,656,200,0
58984,1.6562e+09,11,60,656,200,0
69539,1.6588e+09,11,60,656,200,0
79674,1.6613e+09,11,60,656,200,0
90134,1.6639e+09,11,60,656,200,0
1.0066e+05,1.6665e+09,11,60,656,200,0
1.1087e+05,1.669e+09,11,60,656,200,0
1.2126e+05,1.6715e+09,11,60,656,200,0
1.3171e+05,1.6741e+09,11,60,656,200,0
1.4217e+05,1.6767e+09,11,60,656,200,0
1.5264e+05,1.6793e+09,11,60,656,200,0
1.6286e+05,1.6818e+09,11,60,656,200,0
1.7298e+05,1.6843e+09,11,60,656,200,0
1.8348e+05,1.6869e+09,11,60,656,200,0
1.9373e+05,1.6895e+09,11,60,656,200,0
2.0377e+05,1.692e+09,11,60,656,200,0
2.1388e+05,1.6945e+09,11,60,656,200,0
2.2403e+05,1.697e+09,11,60,656,200,0
2.3456e+05,1.6996e+09,11,60,656,200,0
2.4505e+05,1.7023e+09,11,60,656,200,0
2.556e+05,1.7049e+09,11,60,656,200,0
2.6564e+05,1.7073e+09,11,60,656,200,0
2.7558e+05,1.7098e+09,11,60,656,200,0
2.8628e+05,1.7125e+09,11,60,656,200,0
2.9665e+05,1.7151e+09,11,60,656,200,0
3.0714e+05,1.7177e+09,11,60,656,200,0
3.1718e+05,1.7202e+09,11,60,656,200,0
3.2751e+05,1.7227e+09,11,60,656,200,0
3.3766e+05,1.7252e+09,11,60,656,200,0
3.4785e+05,1.7277e+09,11,60,656,200,0
3.583e+05,1.7304e+09,11,60,656,200,0
3.6853e+05,1.7329e+09,11,60,656,200,0
3.7855e+05,1.7354e+09,11,60,656,200,0
3.8925e+05,1.7381e+09,11,60,656,200,0
3.9948e+05,1.7406e+09,11,60,656,200,0
4.0993e+05,1.7431e+09,11,60,656,200,0
4.2058e+05,1.7458e+09,11,60,656,200,0
4.307e+05,1.7483e+09,11,60,656,200,0
4.4103e+05,1.7509e+09,11,60,656,200,0
4.5138e+05,1.7534e+09,11,60,656,200,0
4.6158e+05,1.7558e+09,11,60,656,200,0
4.7184e+05,1.7583e+09,11,60,656,200,0
4.8189e+05,1.7607e+09,11,60,656,200,0
4.9286e+05,1.7634e+09,11,60,656,200,0
5.0334e+05,1.7659e+09,11,60,656,200,0
5.1383e+05,1.7684e+09,11,60,656,200,0
5.2432e+05,1.7709e+09,11,60,656,200,0
5.3472e+05,1.7734e+09,11,60,656,200,0
5.449e+05,1.7759e+09,11,60,656,200,0
