LineNo,TimeUS,C15,C16,C17,C18
5166,1.6431e+09,0,0,0,0
5209,1.6431e+09,0,0,0,0
5249,1.6432e+09,0,0,0,0
5293,1.6432e+09,0,0,0,0
5338,1.6432e+09,0,0,0,0
5382,1.6432e+09,0,0,0,0
5427,1.6432e+09,0,0,0,0
5471,1.6432e+09,0,0,0,0
5516,1.6432e+09,0,0,0,0
5565,1.6432e+09,0,0,0,0
5610,1.6432e+09,0,0,0,0
5654,1.6432e+09,0,0,0,0
5699,1.6433e+09,0,0,0,0
5744,1.6433e+09,0,0,0,0
5788,1.6433e+09,0,0,0,0
5836,1.6433e+09,0,0,0,0
5881,1.6433e+09,0,0,0,0
5926,1.6433e+09,0,0,0,0
5970,1.6433e+09,0,0,0,0
6020,1.6433e+09,0,0,0,0
6064,1.6433e+09,0,0,0,0
6107,1.6434e+09,0,0,0,0
6151,1.6434e+09,0,0,0,0
6196,1.6434e+09,0,0,0,0
6243,1.6434e+09,0,0,0,0
6288,1.6434e+09,0,0,0,0
6332,1.6434e+09,0,0,0,0
6377,1.6434e+09,0,0,0,0
6424,1.6434e+09,0,0,0,0
6471,1.6434e+09,0,0,0,0
6515,1.6434e+09,0,0,0,0
6559,1.6435e+09,0,0,0,0
6607,1.6435e+09,0,0,0,0
6651,1.6435e+09,0,0,0,0
6696,1.6435e+09,0,0,0,0
6741,1.6435e+09,0,0,0,0
6786,1.6435e+09,0,0,0,0
6831,1.6435e+09,0,0,0,0
6879,1.6435e+09,0,0,0,0
6926,1.6435e+09,0,0,0,0
6969,1.6436e+09,0,0,0,0
7011,1.6436e+09,0,0,0,0
7059,1.6436e+09,0,0,0,0
7102,1.6436e+09,0,0,0,0
7144,1.6436e+09,0,0,0,0
7188,1.6436e+09,0,0,0,0
7231,1.6436e+09,0,0,0,0
7277,1.6436e+09,0,0,0,0
7320,1.6436e+09,0,0,0,0
7363,1.6437e+09,0,0,0,0
7408,1.6437e+09,0,0,0,0
7450,1.6437e+09,0,0,0,0
7490,1.6437e+09,0,0,0,0
7532,1.6437e+09,0,0,0,0
7576,1.6437e+09,0,0,0,0
7619,1.6437e+09,0,0,0,0
7662,1.6437e+09,0,0,0,0
7714,1.6437e+09,0,0,0,0
7760,1.6438e+09,0,0,0,0
7802,1.6438e+09,0,0,0,0
7848,1.6438e+09,0,0,0,0
7895,1.6438e+09,0,0,0,0
7940,1.6438e+09,0,0,0,0
7984,1.6438e+09,0,0,0,0
8029,1.6438e+09,0,0,0,0
8073,1.6438e+09,0,0,0,0
8118,1.6438e+09,0,0,0,0
8168,1.6438e+09,0,0,0,0
8212,1.6439e+09,0,0,0,0
8258,1.6439e+09,0,0,0,0
8302,1.6439e+09,0,0,0,0
8348,1.6439e+09,0,0,0,0
8392,1.6439e+09,0,0,0,0
8437,1.6439e+09,0,0,0,0
8482,1.6439e+09,0,0,0,0
8527,1.6439e+09,0,0,0,0
8572,1.6439e+09,0,0,0,0
8620,1.6439e+09,0,0,0,0
8664,1.644e+09,0,0,0,0
8705,1.644e+09,0,0,0,0
8750,1.644e+09,0,0,0,0
8796,1.644e+09,0,0,0,0
8837,1.644e+09,0,0,0,0
8883,1.644e+09,0,0,0,0
8927,1.644e+09,0,0,0,0
8971,1.644e+09,0,0,0,0
9017,1.644e+09,0,0,0,0
9065,1.644e+09,0,0,0,0
9111,1.6441e+09,0,0,0,0
9155,1.6441e+09,0,0,0,0
9200,1.6441e+09,0,0,0,0
9244,1.6441e+09,0,0,0,0
9289,1.6441e+09,0,0,0,0
9334,1.6441e+09,0,0,0,0
9378,1.6441e+09,0,0,0,0
9423,1.6441e+09,0,0,0,0
9468,1.6441e+09,0,0,0,0
9517,1.6442e+09,0,0,0,0
9561,1.6442e+09,0,0,0,0
9604,1.6442e+09,0,0,0,0
9647,1.6442e+09,0,0,0,0
9689,1.6442e+09,0,0,0,0
9734,1.6442e+09,0,0,0,0
9776,1.6442e+09,0,0,0,0
9819,1.6442e+09,0,0,0,0
9862,1.6442e+09,0,0,0,0
9907,1.6442e+09,0,0,0,0
9951,1.6443e+09,0,0,0,0
9994,1.6443e+09,0,0,0,0
10039,1.6443e+09,0,0,0,0
10081,1.6443e+09,0,0,0,0
10124,1.6443e+09,0,0,0,0
10167,1.6443e+09,0,0,0,0
10211,1.6443e+09,0,0,0,0
10254,1.6443e+09,0,0,0,0
10298,1.6443e+09,0,0,0,0
10344,1.6444e+09,0,0,0,0
10388,1.6444e+09,0,0,0,0
10433,1.6444e+09,0,0,0,0
10479,1.6444e+09,0,0,0,0
10523,1.6444e+09,0,0,0,0
10568,1.6444e+09,0,0,0,0
10612,1.6444e+09,0,0,0,0
10657,1.6444e+09,0,0,0,0
10702,1.6444e+09,0,0,0,0
10747,1.6444e+09,0,0,0,0
10796,1.6445e+09,0,0,0,0
10841,1.6445e+09,0,0,0,0
10886,1.6445e+09,0,0,0,0
10930,1.6445e+09,0,0,0,0
10975,1.6445e+09,0,0,0,0
11020,1.6445e+09,0,0,0,0
11064,1.6445e+09,0,0,0,0
11110,1.6445e+09,0,0,0,0
11155,1.6445e+09,0,0,0,0
11202,1.6446e+09,0,0,0,0
11247,1.6446e+09,0,0,0,0
11292,1.6446e+09,0,0,0,0
11338,1.6446e+09,0,0,0,0
11382,1.6446e+09,0,0,0,0
11430,1.6446e+09,0,0,0,0
11476,1.6446e+09,0,0,0,0
11521,1.6446e+09,0,0,0,0
11566,1.6446e+09,0,0,0,0
11611,1.6447e+09,0,0,0,0
11656,1.6447e+09,0,0,0,0
11705,1.6447e+09,0,0,0,0
11750,1.6447e+09,0,0,0,0
11795,1.6447e+09,0,0,0,0
11839,1.6447e+09,0,0,0,0
11881,1.6447e+09,0,0,0,0
11926,1.6447e+09,0,0,0,0
11972,1.6447e+09,0,0,0,0
12016,1.6447e+09,0,0,0,0
12062,1.6448e+09,0,0,0,0
12103,1.6448e+09,0,0,0,0
12150,1.6448e+09,0,0,0,0
12192,1.6448e+09,0,0,0,0
12236,1.6448e+09,0,0,0,0
12279,1.6448e+09,0,0,0,0
12321,1.6448e+09,0,0,0,0
12364,1.6448e+09,0,0,0,0
12410,1.6448e+09,0,0,0,0
12452,1.6448e+09,0,0,0,0
12497,1.6449e+09,0,0,0,0
12539,1.6449e+09,0,0,0,0
12586,1.6449e+09,0,0,0,0
12628,1.6449e+09,0,0,0,0
12670,1.6449e+09,0,0,0,0
12714,1.6449e+09,0,0,0,0
12759,1.6449e+09,0,0,0,0
12802,1.6449e+09,0,0,0,0
12850,1.6449e+09,0,0,0,0
12892,1.645e+09,0,0,0,0
12936,1.645e+09,0,0,0,0
12985,1.645e+09,0,0,0,0
13030,1.645e+09,0,0,0,0
13075,1.645e+09,0,0,0,0
13120,1.645e+09,0,0,0,0
13164,1.645e+09,0,0,0,0
13208,1.645e+09,0,0,0,0
13252,1.645e+09,0,0,0,0
13297,1.6451e+09,0,0,0,0
13342,1.6451e+09,0,0,0,0
13386,1.6451e+09,0,0,0,0
13435,1.6451e+09,0,0,0,0
13479,1.6451e+09,0,0,0,0
13524,1.6451e+09,0,0,0,0
13581,1.6452e+09,0,0,0,0
13626,1.6452e+09,0,0,0,0
13674,1.6452e+09,0,0,0,0
13722,1.6452e+09,0,0,0,0
13767,1.6452e+09,0,0,0,0
13814,1.6452e+09,0,0,0,0
13859,1.6452e+09,0,0,0,0
13905,1.6452e+09,0,0,0,0
13950,1.6453e+09,0,0,0,0
13997,1.6453e+09,0,0,0,0
14041,1.6453e+09,0,0,0,0
14090,1.6453e+09,0,0,0,0
14135,1.6453e+09,0,0,0,0
14180,1.6453e+09,0,0,0,0
14225,1.6453e+09,0,0,0,0
14269,1.6453e+09,0,0,0,0
14314,1.6453e+09,0,0,0,0
14358,1.6453e+09,0,0,0,0
14405,1.6454e+09,0,0,0,0
14445,1.6454e+09,0,0,0,0
14487,1.6454e+09,0,0,0,0
14536,1.6454e+09,0,0,0,0
14580,1.6454e+09,0,0,0,0
14623,1.6454e+09,0,0,0,0
14665,1.6454e+09,0,0,0,0
14706,1.6454e+09,0,0,0,0
14748,1.6454e+09,0,0,0,0
14790,1.6455e+09,0,0,0,0
14833,1.6455e+09,0,0,0,0
14875,1.6455e+09,0,0,0,0
14918,1.6455e+09,0,0,0,0
14966,1.6455e+09,0,0,0,0
15009,1.6455e+09,0,0,0,0
15052,1.6455e+09,0,0,0,0
15094,1.6455e+09,0,0,0,0
15137,1.6455e+09,0,0,0,0
15179,1.6455e+09,0,0,0,0
15222,1.6456e+09,0,0,0,0
15266,1.6456e+09,0,0,0,0
15311,1.6456e+09,0,0,0,0
15356,1.6456e+09,0,0,0,0
15404,1.6456e+09,0,0,0,0
15450,1.6456e+09,0,0,0,0
15494,1.6456e+09,0,0,0,0
15540,1.6456e+09,0,0,0,0
15587,1.6456e+09,0,0,0,0
15632,1.6457e+09,0,0,0,0
15677,1.6457e+09,0,0,0,0
15721,1.6457e+09,0,0,0,0
15766,1.6457e+09,0,0,0,0
15816,1.6457e+09,0,0,0,0
15860,1.6457e+09,0,0,0,0
15905,1.6457e+09,0,0,0,0
15950,1.6457e+09,0,0,0,0
15996,1.6457e+09,0,0,0,0
16042,1.6457e+09,0,0,0,0
16081,1.6458e+09,0,0,0,0
16128,1.6458e+09,0,0,0,0
16173,1.6458e+09,0,0,0,0
16218,1.6458e+09,0,0,0,0
16268,1.6458e+09,0,0,0,0
16313,1.6458e+09,0,0,0,0
16357,1.6458e+09,0,0,0,0
16404,1.6458e+09,0,0,0,0
16454,1.6458e+09,0,0,0,0
16498,1.6459e+09,0,0,0,0
16543,1.6459e+09,0,0,0,0
16588,1.6459e+09,0,0,0,0
16632,1.6459e+09,0,0,0,0
16678,1.6459e+09,0,0,0,0
16726,1.6459e+09,0,0,0,0
16771,1.6459e+09,0,0,0,0
16815,1.6459e+09,0,0,0,0
16861,1.6459e+09,0,0,0,0
16907,1.6459e+09,0,0,0,0
16950,1.646e+09,0,0,0,0
16990,1.646e+09,0,0,0,0
17033,1.646e+09,0,0,0,0
17076,1.646e+09,0,0,0,0
17118,1.646e+09,0,0,0,0
17165,1.646e+09,0,0,0,0
17207,1.646e+09,0,0,0,0
17249,1.646e+09,0,0,0,0
17294,1.646e+09,0,0,0,0
17336,1.6461e+09,0,0,0,0
17383,1.6461e+09,0,0,0,0
17425,1.6461e+09,0,0,0,0
17468,1.6461e+09,0,0,0,0
17511,1.6461e+09,0,0,0,0
17553,1.6461e+09,0,0,0,0
17601,1.6461e+09,0,0,0,0
17643,1.6461e+09,0,0,0,0
17686,1.6461e+09,0,0,0,0
17730,1.6461e+09,0,0,0,0
17776,1.6462e+09,0,0,0,0
17821,1.6462e+09,0,0,0,0
17865,1.6462e+09,0,0,0,0
17909,1.6462e+09,0,0,0,0
17954,1.6462e+09,0,0,0,0
18002,1.6462e+09,0,0,0,0
18051,1.6462e+09,0,0,0,0
18096,1.6462e+09,0,0,0,0
18143,1.6462e+09,0,0,0,0
18193,1.6463e+09,0,0,0,0
18242,1.6463e+09,0,0,0,0
18287,1.6463e+09,0,0,0,0
18331,1.6463e+09,0,0,0,0
18376,1.6463e+09,0,0,0,0
18425,1.6463e+09,0,0,0,0
18470,1.6463e+09,0,0,0,0
18518,1.6463e+09,0,0,0,0
18564,1.6463e+09,0,0,0,0
18607,1.6464e+09,0,0,0,0
18651,1.6464e+09,0,0,0,0
18697,1.6464e+09,0,0,0,0
18742,1.6464e+09,0,0,0,0
18786,1.6464e+09,0,0,0,0
18831,1.6464e+09,0,0,0,0
18879,1.6464e+09,0,0,0,0
18924,1.6464e+09,0,0,0,0
18969,1.6464e+09,0,0,0,0
19014,1.6465e+09,0,0,0,0
19062,1.6465e+09,0,0,0,0
19107,1.6465e+09,0,0,0,0
19152,1.6465e+09,0,0,0,0
19197,1.6465e+09,0,0,0,0
19242,1.6465e+09,0,0,0,0
19286,1.6465e+09,0,0,0,0
19335,1.6465e+09,0,0,0,0
19380,1.6465e+09,0,0,0,0
19424,1.6465e+09,0,0,0,0
19472,1.6466e+09,0,0,0,0
19509,1.6466e+09,0,0,0,0
19552,1.6466e+09,0,0,0,0
19595,1.6466e+09,0,0,0,0
19638,1.6466e+09,0,0,0,0
19681,1.6466e+09,0,0,0,0
19724,1.6466e+09,0,0,0,0
19771,1.6466e+09,0,0,0,0
19814,1.6466e+09,0,0,0,0
19856,1.6467e+09,0,0,0,0
19900,1.6467e+09,0,0,0,0
19946,1.6467e+09,0,0,0,0
19988,1.6467e+09,0,0,0,0
20032,1.6467e+09,0,0,0,0
20075,1.6467e+09,0,0,0,0
20119,1.6467e+09,0,0,0,0
20166,1.6467e+09,0,0,0,0
20209,1.6467e+09,0,0,0,0
20251,1.6467e+09,0,0,0,0
20299,1.6468e+09,0,0,0,0
20341,1.6468e+09,0,0,0,0
20385,1.6468e+09,0,0,0,0
20430,1.6468e+09,0,0,0,0
20474,1.6468e+09,0,0,0,0
20520,1.6468e+09,0,0,0,0
20565,1.6468e+09,0,0,0,0
20615,1.6468e+09,0,0,0,0
20660,1.6468e+09,0,0,0,0
20705,1.6469e+09,0,0,0,0
20750,1.6469e+09,0,0,0,0
20799,1.6469e+09,0,0,0,0
20844,1.6469e+09,0,0,0,0
20889,1.6469e+09,0,0,0,0
20935,1.6469e+09,0,0,0,0
20980,1.6469e+09,0,0,0,0
21024,1.6469e+09,0,0,0,0
21073,1.6469e+09,0,0,0,0
21120,1.647e+09,0,0,0,0
21161,1.647e+09,0,0,0,0
21210,1.647e+09,0,0,0,0
21255,1.647e+09,0,0,0,0
21300,1.647e+09,0,0,0,0
21344,1.647e+09,0,0,0,0
21389,1.647e+09,0,0,0,0
21434,1.647e+09,0,0,0,0
21483,1.647e+09,0,0,0,0
21528,1.647e+09,0,0,0,0
21573,1.6471e+09,0,0,0,0
21619,1.6471e+09,0,0,0,0
21663,1.6471e+09,0,0,0,0
21709,1.6471e+09,0,0,0,0
21753,1.6471e+09,0,0,0,0
21799,1.6471e+09,0,0,0,0
21843,1.6471e+09,0,0,0,0
21888,1.6471e+09,0,0,0,0
21937,1.6471e+09,0,0,0,0
21983,1.6472e+09,0,0,0,0
22023,1.6472e+09,0,0,0,0
22069,1.6472e+09,0,0,0,0
22112,1.6472e+09,0,0,0,0
22154,1.6472e+09,0,0,0,0
22197,1.6472e+09,0,0,0,0
22241,1.6472e+09,0,0,0,0
22284,1.6472e+09,0,0,0,0
22327,1.6472e+09,0,0,0,0
22375,1.6473e+09,0,0,0,0
22418,1.6473e+09,0,0,0,0
22460,1.6473e+09,0,0,0,0
22504,1.6473e+09,0,0,0,0
22550,1.6473e+09,0,0,0,0
22592,1.6473e+09,0,0,0,0
22635,1.6473e+09,0,0,0,0
22677,1.6473e+09,0,0,0,0
22721,1.6473e+09,0,0,0,0
22764,1.6473e+09,0,0,0,0
22810,1.6474e+09,0,0,0,0
22855,1.6474e+09,0,0,0,0
22900,1.6474e+09,0,0,0,0
22948,1.6474e+09,0,0,0,0
22992,1.6474e+09,0,0,0,0
23037,1.6474e+09,0,0,0,0
23083,1.6474e+09,0,0,0,0
23128,1.6474e+09,0,0,0,0
23173,1.6474e+09,0,0,0,0
23221,1.6475e+09,0,0,0,0
23266,1.6475e+09,0,0,0,0
23311,1.6475e+09,0,0,0,0
23356,1.6475e+09,0,0,0,0
23404,1.6475e+09,0,0,0,0
23445,1.6475e+09,0,0,0,0
23490,1.6475e+09,0,0,0,0
23534,1.6475e+09,0,0,0,0
23581,1.6475e+09,0,0,0,0
23628,1.6475e+09,0,0,0,0
23670,1.6476e+09,0,0,0,0
23715,1.6476e+09,0,0,0,0
23759,1.6476e+09,0,0,0,0
23804,1.6476e+09,0,0,0,0
23849,1.6476e+09,0,0,0,0
23894,1.6476e+09,0,0,0,0
23938,1.6476e+09,0,0,0,0
23984,1.6476e+09,0,0,0,0
24030,1.6476e+09,0,0,0,0
24074,1.6477e+09,0,0,0,0
24123,1.6477e+09,0,0,0,0
24167,1.6477e+09,0,0,0,0
24213,1.6477e+09,0,0,0,0
24258,1.6477e+09,0,0,0,0
24302,1.6477e+09,0,0,0,0
24350,1.6477e+09,0,0,0,0
24395,1.6477e+09,0,0,0,0
24441,1.6477e+09,0,0,0,0
24490,1.6477e+09,0,0,0,0
24536,1.6478e+09,0,0,0,0
24580,1.6478e+09,0,0,0,0
24622,1.6478e+09,0,0,0,0
24666,1.6478e+09,0,0,0,0
24709,1.6478e+09,0,0,0,0
24751,1.6478e+09,0,0,0,0
24795,1.6478e+09,0,0,0,0
24837,1.6478e+09,0,0,0,0
24880,1.6478e+09,0,0,0,0
24922,1.6479e+09,0,0,0,0
24968,1.6479e+09,0,0,0,0
25015,1.6479e+09,0,0,0,0
25058,1.6479e+09,0,0,0,0
25101,1.6479e+09,0,0,0,0
25143,1.6479e+09,0,0,0,0
25186,1.6479e+09,0,0,0,0
25228,1.6479e+09,0,0,0,0
25272,1.6479e+09,0,0,0,0
25315,1.6479e+09,0,0,0,0
25358,1.648e+09,0,0,0,0
25403,1.648e+09,0,0,0,0
25446,1.648e+09,0,0,0,0
25490,1.648e+09,0,0,0,0
25535,1.648e+09,0,0,0,0
25579,1.648e+09,0,0,0,0
25625,1.648e+09,0,0,0,0
25670,1.648e+09,0,0,0,0
25714,1.648e+09,0,0,0,0
25759,1.648e+09,0,0,0,0
25804,1.6481e+09,0,0,0,0
25849,1.6481e+09,0,0,0,0
25898,1.6481e+09,0,0,0,0
25943,1.6481e+09,0,0,0,0
25988,1.6481e+09,0,0,0,0
26033,1.6481e+09,0,0,0,0
26078,1.6481e+09,0,0,0,0
26122,1.6481e+09,0,0,0,0
26167,1.6481e+09,0,0,0,0
26210,1.6482e+09,0,0,0,0
26255,1.6482e+09,0,0,0,0
26301,1.6482e+09,0,0,0,0
26350,1.6482e+09,0,0,0,0
26394,1.6482e+09,0,0,0,0
26439,1.6482e+09,0,0,0,0
26484,1.6482e+09,0,0,0,0
26528,1.6482e+09,0,0,0,0
26575,1.6482e+09,0,0,0,0
26619,1.6483e+09,0,0,0,0
26664,1.6483e+09,0,0,0,0
26708,1.6483e+09,0,0,0,0
26755,1.6483e+09,0,0,0,0
26803,1.6483e+09,0,0,0,0
26849,1.6483e+09,0,0,0,0
26894,1.6483e+09,0,0,0,0
26938,1.6483e+09,0,0,0,0
26983,1.6483e+09,0,0,0,0
27027,1.6483e+09,0,0,0,0
27074,1.6484e+09,0,0,0,0
27114,1.6484e+09,0,0,0,0
27156,1.6484e+09,0,0,0,0
27199,1.6484e+09,0,0,0,0
27246,1.6484e+09,0,0,0,0
27289,1.6484e+09,0,0,0,0
27332,1.6484e+09,0,0,0,0
27378,1.6484e+09,0,0,0,0
27421,1.6484e+09,0,0,0,0
27463,1.6485e+09,0,0,0,0
27506,1.6485e+09,0,0,0,0
27549,1.6485e+09,0,0,0,0
27591,1.6485e+09,0,0,0,0
27638,1.6485e+09,0,0,0,0
27682,1.6485e+09,0,0,0,0
27725,1.6485e+09,0,0,0,0
27771,1.6485e+09,0,0,0,0
27819,1.6485e+09,0,0,0,0
27857,1.6486e+09,0,0,0,0
27901,1.6486e+09,0,0,0,0
27945,1.6486e+09,0,0,0,0
27989,1.6486e+09,0,0,0,0
28033,1.6486e+09,0,0,0,0
28083,1.6486e+09,0,0,0,0
28127,1.6486e+09,0,0,0,0
28173,1.6486e+09,0,0,0,0
28218,1.6486e+09,0,0,0,0
28262,1.6487e+09,0,0,0,0
28307,1.6487e+09,0,0,0,0
28351,1.6487e+09,0,0,0,0
28396,1.6487e+09,0,0,0,0
28442,1.6487e+09,0,0,0,0
28488,1.6487e+09,0,0,0,0
28536,1.6487e+09,0,0,0,0
28582,1.6487e+09,0,0,0,0
28633,1.6487e+09,0,0,0,0
28675,1.6488e+09,0,0,0,0
28719,1.6488e+09,0,0,0,0
28765,1.6488e+09,0,0,0,0
28811,1.6488e+09,0,0,0,0
28855,1.6488e+09,0,0,0,0
28901,1.6488e+09,0,0,0,0
28953,1.6488e+09,0,0,0,0
28998,1.6488e+09,0,0,0,0
29043,1.6488e+09,0,0,0,0
29087,1.6489e+09,0,0,0,0
29132,1.6489e+09,0,0,0,0
29176,1.6489e+09,0,0,0,0
29221,1.6489e+09,0,0,0,0
29266,1.6489e+09,0,0,0,0
29311,1.6489e+09,0,0,0,0
29358,1.6489e+09,0,0,0,0
29406,1.6489e+09,0,0,0,0
29452,1.6489e+09,0,0,0,0
29497,1.6489e+09,0,0,0,0
29539,1.649e+09,0,0,0,0
29581,1.649e+09,0,0,0,0
29623,1.649e+09,0,0,0,0
29666,1.649e+09,0,0,0,0
29708,1.649e+09,0,0,0,0
29752,1.649e+09,0,0,0,0
29795,1.649e+09,0,0,0,0
29842,1.649e+09,0,0,0,0
29885,1.649e+09,0,0,0,0
29927,1.6491e+09,0,0,0,0
29970,1.6491e+09,0,0,0,0
30014,1.6491e+09,0,0,0,0
30057,1.6491e+09,0,0,0,0
30099,1.6491e+09,0,0,0,0
30142,1.6491e+09,0,0,0,0
30185,1.6491e+09,0,0,0,0
30227,1.6491e+09,0,0,0,0
30274,1.6491e+09,0,0,0,0
30318,1.6492e+09,0,0,0,0
30365,1.6492e+09,0,0,0,0
30404,1.6492e+09,0,0,0,0
30448,1.6492e+09,0,0,0,0
30494,1.6492e+09,0,0,0,0
30539,1.6492e+09,0,0,0,0
30583,1.6492e+09,0,0,0,0
30628,1.6492e+09,0,0,0,0
30674,1.6492e+09,0,0,0,0
30723,1.6493e+09,0,0,0,0
30769,1.6493e+09,0,0,0,0
30814,1.6493e+09,0,0,0,0
30859,1.6493e+09,0,0,0,0
30903,1.6493e+09,0,0,0,0
30948,1.6493e+09,0,0,0,0
30992,1.6493e+09,0,0,0,0
31037,1.6493e+09,0,0,0,0
31081,1.6493e+09,0,0,0,0
31126,1.6493e+09,0,0,0,0
31177,1.6494e+09,0,0,0,0
31220,1.6494e+09,0,0,0,0
31265,1.6494e+09,0,0,0,0
31313,1.6494e+09,0,0,0,0
31357,1.6494e+09,0,0,0,0
31402,1.6494e+09,0,0,0,0
31446,1.6494e+09,0,0,0,0
31491,1.6494e+09,0,0,0,0
31536,1.6494e+09,0,0,0,0
31585,1.6495e+09,0,0,0,0
31630,1.6495e+09,0,0,0,0
31674,1.6495e+09,0,0,0,0
31719,1.6495e+09,0,0,0,0
31763,1.6495e+09,0,0,0,0
31808,1.6495e+09,0,0,0,0
31854,1.6495e+09,0,0,0,0
31898,1.6495e+09,0,0,0,0
31943,1.6495e+09,0,0,0,0
31986,1.6496e+09,0,0,0,0
32032,1.6496e+09,0,0,0,0
32076,1.6496e+09,0,0,0,0
32121,1.6496e+09,0,0,0,0
32166,1.6496e+09,0,0,0,0
32210,1.6496e+09,0,0,0,0
32256,1.6496e+09,0,0,0,0
32300,1.6496e+09,0,0,0,0
32345,1.6496e+09,0,0,0,0
32391,1.6496e+09,0,0,0,0
32435,1.6497e+09,0,0,0,0
32484,1.6497e+09,0,0,0,0
32528,1.6497e+09,0,0,0,0
32573,1.6497e+09,0,0,0,0
32617,1.6497e+09,0,0,0,0
32662,1.6497e+09,0,0,0,0
32707,1.6497e+09,0,0,0,0
32756,1.6497e+09,0,0,0,0
32801,1.6497e+09,0,0,0,0
32846,1.6498e+09,0,0,0,0
32892,1.6498e+09,0,0,0,0
32933,1.6498e+09,0,0,0,0
32975,1.6498e+09,0,0,0,0
33018,1.6498e+09,0,0,0,0
33061,1.6498e+09,0,0,0,0
33103,1.6498e+09,0,0,0,0
33147,1.6498e+09,0,0,0,0
33189,1.6498e+09,0,0,0,0
33232,1.6498e+09,0,0,0,0
33276,1.6499e+09,0,0,0,0
33318,1.6499e+09,0,0,0,0
33366,1.6499e+09,0,0,0,0
33408,1.6499e+09,0,0,0,0
33452,1.6499e+09,0,0,0,0
33495,1.6499e+09,0,0,0,0
33538,1.6499e+09,0,0,0,0
33580,1.6499e+09,0,0,0,0
33623,1.6499e+09,0,0,0,0
33664,1.65e+09,0,0,0,0
33708,1.65e+09,0,0,0,0
33754,1.65e+09,0,0,0,0
33803,1.65e+09,0,0,0,0
33848,1.65e+09,0,0,0,0
33892,1.65e+09,0,0,0,0
33938,1.65e+09,0,0,0,0
33982,1.65e+09,0,0,0,0
34027,1.65e+09,0,0,0,0
34073,1.65e+09,0,0,0,0
34117,1.6501e+09,0,0,0,0
34162,1.6501e+09,0,0,0,0
34206,1.6501e+09,0,0,0,0
34255,1.6501e+09,0,0,0,0
34301,1.6501e+09,0,0,0,0
34346,1.6501e+09,0,0,0,0
