LineNo,TimeUS,C,AX,AY,AZ,VWN,VWE,MN,ME,MD,MX,MY,MZ,IDX,IDY,IS
6454,1.6434e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
6498,1.6434e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
6542,1.6435e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
6590,1.6435e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
6634,1.6435e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
6679,1.6435e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
6724,1.6435e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
6769,1.6435e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
6814,1.6435e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
6862,1.6435e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
6909,1.6435e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
6954,1.6436e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
6996,1.6436e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7044,1.6436e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7087,1.6436e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7129,1.6436e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7173,1.6436e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7216,1.6436e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7262,1.6436e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7305,1.6436e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7348,1.6437e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7393,1.6437e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7435,1.6437e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7475,1.6437e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7517,1.6437e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7561,1.6437e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7604,1.6437e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7647,1.6437e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7699,1.6437e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7743,1.6437e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7785,1.6438e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7831,1.6438e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7876,1.6438e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7923,1.6438e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
7967,1.6438e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8012,1.6438e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8056,1.6438e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8101,1.6438e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8151,1.6438e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8195,1.6439e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8241,1.6439e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8285,1.6439e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8331,1.6439e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8375,1.6439e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8420,1.6439e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8465,1.6439e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8510,1.6439e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8555,1.6439e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8603,1.6439e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8647,1.644e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8688,1.644e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8733,1.644e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8779,1.644e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8820,1.644e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8866,1.644e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8910,1.644e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
8954,1.644e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9000,1.644e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9048,1.644e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9094,1.6441e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9138,1.6441e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9183,1.6441e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9227,1.6441e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9272,1.6441e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9317,1.6441e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9361,1.6441e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9406,1.6441e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9451,1.6441e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9500,1.6441e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9546,1.6442e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9589,1.6442e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9632,1.6442e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9674,1.6442e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9719,1.6442e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9761,1.6442e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9804,1.6442e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9847,1.6442e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9892,1.6442e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9936,1.6443e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
9979,1.6443e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10022,1.6443e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10066,1.6443e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10109,1.6443e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10152,1.6443e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10196,1.6443e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10239,1.6443e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10283,1.6443e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10327,1.6444e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10371,1.6444e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10416,1.6444e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10462,1.6444e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10506,1.6444e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10551,1.6444e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10595,1.6444e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10640,1.6444e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10685,1.6444e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10730,1.6444e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10779,1.6445e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10824,1.6445e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10869,1.6445e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10913,1.6445e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
10958,1.6445e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11003,1.6445e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11047,1.6445e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11093,1.6445e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11138,1.6445e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11185,1.6446e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11230,1.6446e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11275,1.6446e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11321,1.6446e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11365,1.6446e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11413,1.6446e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11459,1.6446e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11504,1.6446e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11549,1.6446e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11594,1.6446e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11639,1.6447e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11688,1.6447e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11733,1.6447e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11778,1.6447e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11822,1.6447e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11864,1.6447e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11909,1.6447e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11955,1.6447e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
11999,1.6447e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12045,1.6448e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12088,1.6448e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12133,1.6448e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12177,1.6448e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12221,1.6448e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12264,1.6448e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12306,1.6448e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12349,1.6448e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12395,1.6448e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12437,1.6448e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12482,1.6449e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12524,1.6449e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12571,1.6449e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12613,1.6449e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12655,1.6449e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12699,1.6449e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12744,1.6449e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12787,1.6449e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12835,1.6449e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12875,1.645e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12919,1.645e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
12968,1.645e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13013,1.645e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13058,1.645e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13103,1.645e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13147,1.645e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13191,1.645e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13235,1.645e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13280,1.645e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13325,1.6451e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13369,1.6451e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13418,1.6451e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13462,1.6451e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13507,1.6451e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13564,1.6452e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13609,1.6452e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13657,1.6452e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13705,1.6452e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13750,1.6452e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13797,1.6452e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13842,1.6452e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13888,1.6452e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13933,1.6453e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
13978,1.6453e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
14024,1.6453e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
14073,1.6453e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
14118,1.6453e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
14163,1.6453e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
14208,1.6453e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
14252,1.6453e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
14297,1.6453e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
14341,1.6453e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
14390,1.6454e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
14430,1.6454e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
14472,1.6454e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
14521,1.6454e+09,0,0.16,0.01,0.04,0,0,200,12,352,0,0,0,0,0,0
