LineNo,TimeUS,Id,Pri,Total,Free,Name
5986,1.6433e+09,10,60,656,184,0
16824,1.6459e+09,10,60,656,184,0
27260,1.6484e+09,10,60,656,184,0
37714,1.6509e+09,10,60,656,184,0
48386,1.6535e+09,10,60,656,184,0
58449,1.6561e+09,10,60,656,184,0
69218,1.6587e+09,10,60,656,184,0
79132,1.6612e+09,10,60,656,184,0
89547,1.6637e+09,10,60,656,184,0
1.0022e+05,1.6664e+09,10,60,656,184,0
1.1051e+05,1.6689e+09,10,60,656,184,0
1.2086e+05,1.6715e+09,10,60,656,184,0
1.3131e+05,1.674e+09,10,60,656,184,0
1.4185e+05,1.6766e+09,10,60,656,184,0
1.5224e+05,1.6792e+09,10,60,656,184,0
1.6246e+05,1.6817e+09,10,60,656,184,0
1.7254e+05,1.6842e+09,10,60,656,184,0
1.8304e+05,1.6868e+09,10,60,656,184,0
1.9326e+05,1.6894e+09,10,60,656,184,0
2.0337e+05,1.6919e+09,10,60,656,184,0
2.1344e+05,1.6944e+09,10,60,656,184,0
2.2368e+05,1.6969e+09,10,60,656,184,0
2.3412e+05,1.6995e+09,10,60,656,184,0
2.447e+05,1.7022e+09,10,60,656,184,0
2.5512e+05,1.7047e+09,10,60,656,184,0
2.6519e+05,1.7072e+09,10,60,656,184,0
2.7514e+05,1.7097e+09,10,60,656,184,0
2.8593e+05,1.7124e+09,10,60,656,184,0
2.9616e+05,1.7149e+09,10,60,656,184,0
3.0664e+05,1.7175e+09,10,60,656,184,0
3.1669e+05,1.7201e+09,10,60,656,184,0
3.2715e+05,1.7226e+09,10,60,656,184,0
3.3717e+05,1.7251e+09,10,60,656,184,0
3.4746e+05,1.7277e+09,10,60,656,184,0
3.5794e+05,1.7303e+09,10,60,656,184,0
3.6812e+05,1.7328e+09,10,60,656,184,0
3.7816e+05,1.7353e+09,10,60,656,184,0
3.8876e+05,1.7379e+09,10,60,656,184,0
3.9899e+05,1.7405e+09,10,60,656,184,0
4.0939e+05,1.743e+09,10,60,656,184,0
4.2023e+05,1.7457e+09,10,60,656,184,0
4.3017e+05,1.7482e+09,10,60,656,184,0
4.4073e+05,1.7508e+09,10,60,656,184,0
4.5098e+05,1.7533e+09,10,60,656,184,0
4.6122e+05,1.7557e+09,10,60,656,184,0
4.7138e+05,1.7582e+09,10,60,656,184,0
4.8143e+05,1.7606e+09,10,60,656,184,0
4.9231e+05,1.7633e+09,10,60,656,184,0
5.0289e+05,1.7658e+09,10,60,656,184,0
5.1339e+05,1.7683e+09,10,60,656,184,0
5.2384e+05,1.7708e+09,10,60,656,184,0
5.3432e+05,1.7733e+09,10,60,656,184,0
5.4446e+05,1.7758e+09,10,60,656,184,0
