LineNo,TimeUS,C,MI,BI,GI,AI,SS
315,1.6419e+09,1,0,0,0,0,0
543,1.6419e+09,1,0,0,0,0,0
997,1.642e+09,1,0,0,0,0,0
1111,1.6421e+09,1,0,0,0,0,0
1218,1.6422e+09,1,0,0,0,0,0
1329,1.6422e+09,1,0,0,0,0,0
1508,1.6423e+09,1,0,0,0,0,0
1690,1.6423e+09,1,0,0,0,0,0
1734,1.6423e+09,1,0,0,0,0,0
1779,1.6423e+09,1,0,0,0,0,0
1823,1.6423e+09,1,0,0,0,0,0
1868,1.6423e+09,1,0,0,0,0,0
1915,1.6424e+09,1,0,0,0,0,0
1958,1.6424e+09,1,0,0,0,0,0
2000,1.6424e+09,1,0,0,0,0,0
2048,1.6424e+09,1,0,0,0,0,0
2091,1.6424e+09,1,0,0,0,0,0
2133,1.6424e+09,1,0,0,0,0,0
2179,1.6424e+09,1,0,0,0,0,0
2223,1.6424e+09,1,0,0,0,0,0
2265,1.6425e+09,1,0,0,0,0,0
2309,1.6425e+09,1,0,0,0,0,0
2351,1.6425e+09,1,0,0,0,0,0
2394,1.6425e+09,1,0,0,0,0,0
2437,1.6425e+09,1,0,0,0,0,0
2483,1.6425e+09,1,0,0,0,0,0
2527,1.6425e+09,1,0,0,0,0,0
2569,1.6425e+09,1,0,0,0,0,0
2612,1.6425e+09,1,0,0,0,0,0
2657,1.6425e+09,1,0,0,0,0,0
2705,1.6426e+09,1,0,0,0,0,0
2750,1.6426e+09,1,0,0,0,0,0
2795,1.6426e+09,1,0,0,0,0,0
2840,1.6426e+09,1,0,0,0,0,0
2889,1.6426e+09,1,0,0,0,0,0
2933,1.6426e+09,1,0,0,0,0,0
2980,1.6426e+09,1,0,0,0,0,0
3024,1.6426e+09,1,0,0,0,0,0
3069,1.6426e+09,1,0,0,0,0,0
3113,1.6427e+09,1,0,0,0,0,0
3158,1.6427e+09,1,0,0,0,0,0
3203,1.6427e+09,1,0,0,0,0,0
3247,1.6427e+09,1,0,0,0,0,0
3294,1.6427e+09,1,0,0,0,0,0
3344,1.6427e+09,1,0,0,0,0,0
3390,1.6427e+09,1,0,0,0,0,0
3434,1.6427e+09,1,0,0,0,0,0
3479,1.6427e+09,1,0,0,0,0,0
3524,1.6427e+09,1,0,0,0,0,0
3571,1.6428e+09,1,0,0,0,0,0
3613,1.6428e+09,1,0,0,0,0,0
3657,1.6428e+09,1,0,0,0,0,0
3703,1.6428e+09,1,0,0,0,0,0
3748,1.6428e+09,1,0,0,0,0,0
3796,1.6428e+09,1,0,0,0,0,0
3841,1.6428e+09,1,0,0,0,0,0
3885,1.6428e+09,1,0,0,0,0,0
3930,1.6428e+09,1,0,0,0,0,0
3975,1.6429e+09,1,0,0,0,0,0
4019,1.6429e+09,1,0,0,0,0,0
4064,1.6429e+09,1,0,0,0,0,0
4108,1.6429e+09,1,0,0,0,0,0
4153,1.6429e+09,1,0,0,0,0,0
4198,1.6429e+09,1,0,0,0,0,0
4247,1.6429e+09,1,0,0,0,0,0
4292,1.6429e+09,1,0,0,0,0,0
4336,1.6429e+09,1,0,0,0,0,0
4379,1.6429e+09,1,0,0,0,0,0
4421,1.643e+09,1,0,0,0,0,0
4464,1.643e+09,1,0,0,0,0,0
4508,1.643e+09,1,0,0,0,0,0
4550,1.643e+09,1,0,0,0,0,0
4593,1.643e+09,1,0,0,0,0,0
4635,1.643e+09,1,0,0,0,0,0
4684,1.643e+09,1,0,0,0,0,0
4727,1.643e+09,1,0,0,0,0,0
4770,1.643e+09,1,0,0,0,0,0
4813,1.6431e+09,1,0,0,0,0,0
4855,1.6431e+09,1,0,0,0,0,0
4898,1.6431e+09,1,0,0,0,0,0
4941,1.6431e+09,1,0,0,0,0,0
4984,1.6431e+09,1,0,0,0,0,0
5027,1.6431e+09,1,0,0,0,0,0
5070,1.6431e+09,1,0,0,0,0,0
5117,1.6431e+09,1,0,0,0,0,0
5160,1.6431e+09,1,0,0,0,0,0
5203,1.6431e+09,1,0,0,0,0,0
5243,1.6432e+09,1,0,0,0,0,0
5287,1.6432e+09,1,0,0,0,0,0
5332,1.6432e+09,1,0,0,0,0,0
5376,1.6432e+09,1,0,0,0,0,0
5421,1.6432e+09,1,0,0,0,0,0
5465,1.6432e+09,1,0,0,0,0,0
5510,1.6432e+09,1,0,0,0,0,0
5559,1.6432e+09,1,0,0,0,0,0
5604,1.6432e+09,1,0,0,0,0,0
5648,1.6432e+09,1,0,0,0,0,0
5693,1.6433e+09,1,0,0,0,0,0
5738,1.6433e+09,1,0,0,0,0,0
5782,1.6433e+09,1,0,0,0,0,0
5830,1.6433e+09,1,0,0,0,0,0
5875,1.6433e+09,1,0,0,0,0,0
5920,1.6433e+09,1,0,0,0,0,0
5964,1.6433e+09,1,0,0,0,0,0
6014,1.6433e+09,1,0,0,0,0,0
6058,1.6433e+09,1,0,0,0,0,0
6101,1.6434e+09,1,0,0,0,0,0
6145,1.6434e+09,1,0,0,0,0,0
6190,1.6434e+09,1,0,0,0,0,0
6237,1.6434e+09,1,0,0,0,0,0
6282,1.6434e+09,1,0,0,0,0,0
6326,1.6434e+09,1,0,0,0,0,0
6371,1.6434e+09,1,0,0,0,0,0
6418,1.6434e+09,1,0,0,0,0,0
6465,1.6434e+09,1,0,0,0,0,0
6509,1.6434e+09,1,0,0,0,0,0
6553,1.6435e+09,1,0,0,0,0,0
6601,1.6435e+09,1,0,0,0,0,0
6645,1.6435e+09,1,0,0,0,0,0
6690,1.6435e+09,1,0,0,0,0,0
6735,1.6435e+09,1,0,0,0,0,0
6780,1.6435e+09,1,0,0,0,0,0
6825,1.6435e+09,1,0,0,0,0,0
6873,1.6435e+09,1,0,0,0,0,0
6920,1.6435e+09,1,0,0,0,0,0
6963,1.6436e+09,1,0,0,0,0,0
7005,1.6436e+09,1,0,0,0,0,0
7053,1.6436e+09,1,0,0,0,0,0
7096,1.6436e+09,1,0,0,0,0,0
7138,1.6436e+09,1,0,0,0,0,0
7182,1.6436e+09,1,0,0,0,0,0
7225,1.6436e+09,1,0,0,0,0,0
7271,1.6436e+09,1,0,0,0,0,0
7314,1.6436e+09,1,0,0,0,0,0
7357,1.6437e+09,1,0,0,0,0,0
7402,1.6437e+09,1,0,0,0,0,0
7444,1.6437e+09,1,0,0,0,0,0
7484,1.6437e+09,1,0,0,0,0,0
7526,1.6437e+09,1,0,0,0,0,0
7570,1.6437e+09,1,0,0,0,0,0
7613,1.6437e+09,1,0,0,0,0,0
7656,1.6437e+09,1,0,0,0,0,0
7708,1.6437e+09,1,0,0,0,0,0
7754,1.6437e+09,1,0,0,0,0,0
7796,1.6438e+09,1,0,0,0,0,0
7842,1.6438e+09,1,0,0,0,0,0
7889,1.6438e+09,1,0,0,0,0,0
7934,1.6438e+09,1,0,0,0,0,0
7978,1.6438e+09,1,0,0,0,0,0
8023,1.6438e+09,1,0,0,0,0,0
8067,1.6438e+09,1,0,0,0,0,0
8112,1.6438e+09,1,0,0,0,0,0
8162,1.6438e+09,1,0,0,0,0,0
8206,1.6439e+09,1,0,0,0,0,0
8252,1.6439e+09,1,0,0,0,0,0
8296,1.6439e+09,1,0,0,0,0,0
8342,1.6439e+09,1,0,0,0,0,0
8386,1.6439e+09,1,0,0,0,0,0
8431,1.6439e+09,1,0,0,0,0,0
8476,1.6439e+09,1,0,0,0,0,0
8521,1.6439e+09,1,0,0,0,0,0
8566,1.6439e+09,1,0,0,0,0,0
8614,1.6439e+09,1,0,0,0,0,0
8658,1.644e+09,1,0,0,0,0,0
8699,1.644e+09,1,0,0,0,0,0
8744,1.644e+09,1,0,0,0,0,0
8790,1.644e+09,1,0,0,0,0,0
8831,1.644e+09,1,0,0,0,0,0
8877,1.644e+09,1,0,0,0,0,0
8921,1.644e+09,1,0,0,0,0,0
8965,1.644e+09,1,0,0,0,0,0
9011,1.644e+09,1,0,0,0,0,0
9059,1.644e+09,1,0,0,0,0,0
9105,1.6441e+09,1,0,0,0,0,0
9149,1.6441e+09,1,0,0,0,0,0
9194,1.6441e+09,1,0,0,0,0,0
9238,1.6441e+09,1,0,0,0,0,0
9283,1.6441e+09,1,0,0,0,0,0
9328,1.6441e+09,1,0,0,0,0,0
9372,1.6441e+09,1,0,0,0,0,0
9417,1.6441e+09,1,0,0,0,0,0
9462,1.6441e+09,1,0,0,0,0,0
9511,1.6441e+09,1,0,0,0,0,0
9555,1.6442e+09,1,0,0,0,0,0
9598,1.6442e+09,1,0,0,0,0,0
9641,1.6442e+09,1,0,0,0,0,0
9683,1.6442e+09,1,0,0,0,0,0
9728,1.6442e+09,1,0,0,0,0,0
9770,1.6442e+09,1,0,0,0,0,0
9813,1.6442e+09,1,0,0,0,0,0
9856,1.6442e+09,1,0,0,0,0,0
9901,1.6442e+09,1,0,0,0,0,0
9945,1.6443e+09,1,0,0,0,0,0
9988,1.6443e+09,1,0,0,0,0,0
10033,1.6443e+09,1,0,0,0,0,0
10075,1.6443e+09,1,0,0,0,0,0
10118,1.6443e+09,1,0,0,0,0,0
10161,1.6443e+09,1,0,0,0,0,0
10205,1.6443e+09,1,0,0,0,0,0
10248,1.6443e+09,1,0,0,0,0,0
10292,1.6443e+09,1,0,0,0,0,0
10338,1.6444e+09,1,0,0,0,0,0
10382,1.6444e+09,1,0,0,0,0,0
10427,1.6444e+09,1,0,0,0,0,0
10473,1.6444e+09,1,0,0,0,0,0
10517,1.6444e+09,1,0,0,0,0,0
10562,1.6444e+09,1,0,0,0,0,0
10606,1.6444e+09,1,0,0,0,0,0
10651,1.6444e+09,1,0,0,0,0,0
10696,1.6444e+09,1,0,0,0,0,0
10741,1.6444e+09,1,0,0,0,0,0
10790,1.6445e+09,1,0,0,0,0,0
10835,1.6445e+09,1,0,0,0,0,0
10880,1.6445e+09,1,0,0,0,0,0
10924,1.6445e+09,1,0,0,0,0,0
10969,1.6445e+09,1,0,0,0,0,0
11014,1.6445e+09,1,0,0,0,0,0
11058,1.6445e+09,1,0,0,0,0,0
11104,1.6445e+09,1,0,0,0,0,0
11149,1.6445e+09,1,0,0,0,0,0
11196,1.6446e+09,1,0,0,0,0,0
11241,1.6446e+09,1,0,0,0,0,0
11286,1.6446e+09,1,0,0,0,0,0
11332,1.6446e+09,1,0,0,0,0,0
11376,1.6446e+09,1,0,0,0,0,0
11424,1.6446e+09,1,0,0,0,0,0
11470,1.6446e+09,1,0,0,0,0,0
11515,1.6446e+09,1,0,0,0,0,0
11560,1.6446e+09,1,0,0,0,0,0
11605,1.6446e+09,1,0,0,0,0,0
11650,1.6447e+09,1,0,0,0,0,0
11699,1.6447e+09,1,0,0,0,0,0
11744,1.6447e+09,1,0,0,0,0,0
11789,1.6447e+09,1,0,0,0,0,0
11833,1.6447e+09,1,0,0,0,0,0
11875,1.6447e+09,1,0,0,0,0,0
11920,1.6447e+09,1,0,0,0,0,0
11966,1.6447e+09,1,0,0,0,0,0
12010,1.6447e+09,1,0,0,0,0,0
12056,1.6448e+09,1,0,0,0,0,0
12097,1.6448e+09,1,0,0,0,0,0
12144,1.6448e+09,1,0,0,0,0,0
12186,1.6448e+09,1,0,0,0,0,0
12230,1.6448e+09,1,0,0,0,0,0
12273,1.6448e+09,1,0,0,0,0,0
12315,1.6448e+09,1,0,0,0,0,0
12358,1.6448e+09,1,0,0,0,0,0
12404,1.6448e+09,1,0,0,0,0,0
12446,1.6448e+09,1,0,0,0,0,0
12491,1.6449e+09,1,0,0,0,0,0
12533,1.6449e+09,1,0,0,0,0,0
12580,1.6449e+09,1,0,0,0,0,0
12622,1.6449e+09,1,0,0,0,0,0
12664,1.6449e+09,1,0,0,0,0,0
12708,1.6449e+09,1,0,0,0,0,0
12753,1.6449e+09,1,0,0,0,0,0
12796,1.6449e+09,1,0,0,0,0,0
12844,1.6449e+09,1,0,0,0,0,0
12886,1.645e+09,1,0,0,0,0,0
12930,1.645e+09,1,0,0,0,0,0
12979,1.645e+09,1,0,0,0,0,0
13024,1.645e+09,1,0,0,0,0,0
13069,1.645e+09,1,0,0,0,0,0
13114,1.645e+09,1,0,0,0,0,0
13158,1.645e+09,1,0,0,0,0,0
13202,1.645e+09,1,0,0,0,0,0
13246,1.645e+09,1,0,0,0,0,0
13291,1.645e+09,1,0,0,0,0,0
13336,1.6451e+09,1,0,0,0,0,0
13380,1.6451e+09,1,0,0,0,0,0
13429,1.6451e+09,1,0,0,0,0,0
13473,1.6451e+09,1,0,0,0,0,0
13518,1.6451e+09,1,0,0,0,0,0
13575,1.6452e+09,1,0,0,0,0,0
13620,1.6452e+09,1,0,0,0,0,0
13668,1.6452e+09,1,0,0,0,0,0
13716,1.6452e+09,1,0,0,0,0,0
13761,1.6452e+09,1,0,0,0,0,0
13808,1.6452e+09,1,0,0,0,0,0
13853,1.6452e+09,1,0,0,0,0,0
13899,1.6452e+09,1,0,0,0,0,0
13944,1.6453e+09,1,0,0,0,0,0
13991,1.6453e+09,1,0,0,0,0,0
14035,1.6453e+09,1,0,0,0,0,0
14084,1.6453e+09,1,0,0,0,0,0
14129,1.6453e+09,1,0,0,0,0,0
14174,1.6453e+09,1,0,0,0,0,0
14219,1.6453e+09,1,0,0,0,0,0
14263,1.6453e+09,1,0,0,0,0,0
14308,1.6453e+09,1,0,0,0,0,0
14352,1.6453e+09,1,0,0,0,0,0
14399,1.6454e+09,1,0,0,0,0,0
14439,1.6454e+09,1,0,0,0,0,0
14481,1.6454e+09,1,0,0,0,0,0
14530,1.6454e+09,1,0,0,0,0,0
14573,1.6454e+09,1,0,0,0,0,0
14617,1.6454e+09,1,0,0,0,0,0
14659,1.6454e+09,1,0,0,0,0,0
14700,1.6454e+09,1,0,0,0,0,0
14742,1.6454e+09,1,0,0,0,0,0
14784,1.6455e+09,1,0,0,0,0,0
14827,1.6455e+09,1,0,0,0,0,0
14869,1.6455e+09,1,0,0,0,0,0
14912,1.6455e+09,1,0,0,0,0,0
14960,1.6455e+09,1,0,0,0,0,0
15003,1.6455e+09,1,0,0,0,0,0
15046,1.6455e+09,1,0,0,0,0,0
15088,1.6455e+09,1,0,0,0,0,0
15131,1.6455e+09,1,0,0,0,0,0
15173,1.6455e+09,1,0,0,0,0,0
15216,1.6456e+09,1,0,0,0,0,0
15260,1.6456e+09,1,0,0,0,0,0
15305,1.6456e+09,1,0,0,0,0,0
15350,1.6456e+09,1,0,0,0,0,0
15398,1.6456e+09,1,0,0,0,0,0
15444,1.6456e+09,1,0,0,0,0,0
15488,1.6456e+09,1,0,0,0,0,0
15534,1.6456e+09,1,0,0,0,0,0
15581,1.6456e+09,1,0,0,0,0,0
15626,1.6457e+09,1,0,0,0,0,0
15671,1.6457e+09,1,0,0,0,0,0
15715,1.6457e+09,1,0,0,0,0,0
15760,1.6457e+09,1,0,0,0,0,0
15810,1.6457e+09,1,0,0,0,0,0
15854,1.6457e+09,1,0,0,0,0,0
15899,1.6457e+09,1,0,0,0,0,0
15944,1.6457e+09,1,0,0,0,0,0
15990,1.6457e+09,1,0,0,0,0,0
16036,1.6457e+09,1,0,0,0,0,0
16075,1.6458e+09,1,0,0,0,0,0
16122,1.6458e+09,1,0,0,0,0,0
16167,1.6458e+09,1,0,0,0,0,0
16212,1.6458e+09,1,0,0,0,0,0
16262,1.6458e+09,1,0,0,0,0,0
16307,1.6458e+09,1,0,0,0,0,0
16351,1.6458e+09,1,0,0,0,0,0
16398,1.6458e+09,1,0,0,0,0,0
16448,1.6458e+09,1,0,0,0,0,0
16492,1.6459e+09,1,0,0,0,0,0
16537,1.6459e+09,1,0,0,0,0,0
16582,1.6459e+09,1,0,0,0,0,0
16626,1.6459e+09,1,0,0,0,0,0
16672,1.6459e+09,1,0,0,0,0,0
16720,1.6459e+09,1,0,0,0,0,0
16765,1.6459e+09,1,0,0,0,0,0
16809,1.6459e+09,1,0,0,0,0,0
16855,1.6459e+09,1,0,0,0,0,0
16901,1.6459e+09,1,0,0,0,0,0
16944,1.646e+09,1,0,0,0,0,0
16984,1.646e+09,1,0,0,0,0,0
17027,1.646e+09,1,0,0,0,0,0
17070,1.646e+09,1,0,0,0,0,0
17112,1.646e+09,1,0,0,0,0,0
17159,1.646e+09,1,0,0,0,0,0
17201,1.646e+09,1,0,0,0,0,0
17243,1.646e+09,1,0,0,0,0,0
17288,1.646e+09,1,0,0,0,0,0
17330,1.646e+09,1,0,0,0,0,0
17377,1.6461e+09,1,0,0,0,0,0
17419,1.6461e+09,1,0,0,0,0,0
17462,1.6461e+09,1,0,0,0,0,0
17505,1.6461e+09,1,0,0,0,0,0
17547,1.6461e+09,1,0,0,0,0,0
17595,1.6461e+09,1,0,0,0,0,0
17637,1.6461e+09,1,0,0,0,0,0
17680,1.6461e+09,1,0,0,0,0,0
17724,1.6461e+09,1,0,0,0,0,0
17770,1.6462e+09,1,0,0,0,0,0
17815,1.6462e+09,1,0,0,0,0,0
17859,1.6462e+09,1,0,0,0,0,0
17903,1.6462e+09,1,0,0,0,0,0
17948,1.6462e+09,1,0,0,0,0,0
17996,1.6462e+09,1,0,0,0,0,0
18045,1.6462e+09,1,0,0,0,0,0
