LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
305,1641887303,0,-1.45,1.72,19.61,0.005922586,-0.02190758,0.04807493,0.03918188,14.43994,0.6120001,0.5698885,0.01,0.14,-0.02,86.66
533,1641933520,0,-1.46,1.72,19.62,0.006070518,-0.02189788,0.0480923,0.03940364,14.43851,0.6106428,0.5717943,0.01,0.14,-0.02,86.66
985,1642040400,0,-1.45,1.73,19.62,0.005406007,-0.02132872,0.04889351,0.03494469,14.43042,0.6081898,0.5754683,0.01,0.14,-0.02,86.66
1099,1642079518,0,-1.45,1.73,19.62,0.005582266,-0.02126503,0.04941296,0.03696325,14.42887,0.6073102,0.5771067,0.01,0.14,-0.02,86.66
1206,1642156178,0,-1.45,1.73,19.63,0.007864721999999999,-0.01986579,-0.07578668,-0.07088257000000001,14.4256,0.6058856,0.5729262000000001,0.01,0.14,-0.02,86.66
1317,1642225592,0,-1.45,1.73,19.64,0.01302796,-0.01844054,-0.3291564,-0.3083238,14.42357,0.6048775,0.5607711,0.01,0.13,-0.02,86.66
1496,1642272695,0,-1.45,1.73,19.64,0.0134267,-0.01772211,-0.3286868,-0.3103136,14.42076,0.6038027,0.5440388,0.01,0.13,-0.02,86.66
1678,1642306384,0,-1.45,1.73,19.64,0.01332228,-0.01706182,-0.329082,-0.3282802,14.4183,0.6030375,0.5317451,0.01,0.13,-0.02,86.66
1722,1642316520,0,-1.45,1.73,19.64,0.01324947,-0.01697411,-0.329058,-0.3328049,14.41756,0.6028188,0.528104,0.01,0.13,-0.02,86.66
1767,1642327306,0,-1.45,1.74,19.64,0.01361053,-0.01699691,-0.3290578,-0.3374647,14.4177,0.6026493000000001,0.5248168,0.01,0.13,-0.02,86.66
1811,1642337346,0,-1.45,1.74,19.64,0.01372901,-0.01673316,-0.3289872,-0.341772,14.41702,0.6024195,0.5208661999999999,0.01,0.13,-0.02,86.66
1856,1642347796,0,-1.45,1.74,19.64,0.01379237,-0.0167781,-0.3287506,-0.3449572,14.41638,0.6022111,0.5172466999999999,0.01,0.13,-0.02,86.66
1903,1642357719,0,-1.45,1.74,19.64,0.01381098,-0.01676,-0.3288825,-0.3479465,14.41578,0.6020052,0.513646,0.01,0.13,-0.02,86.66
1948,1642375142,0,-1.44,1.74,19.65,0.01376647,-0.01642946,-0.3276738,-0.3470602,14.41438,0.6016926,0.5094201,0.01,0.13,-0.02,86.66
1990,1642384847,0,-1.45,1.74,19.65,0.01349533,-0.01608968,-0.3270474,-0.3398352,14.41296,0.6015032,0.5074424,0.01,0.13,-0.02,86.66
2038,1642394934,0,-1.45,1.74,19.65,0.01317345,-0.01586891,-0.3266371,-0.3308545,14.41162,0.6013193999999999,0.5054132,0.01,0.13,-0.02,86.66
2081,1642405673,0,-1.45,1.74,19.65,0.01305,-0.01578217,-0.3261025,-0.3193463,14.41036,0.601123,0.5030095999999999,0.01,0.13,-0.02,86.66
2123,1642416196,0,-1.45,1.74,19.65,0.01276616,-0.01568135,-0.3259146,-0.3066789,14.40917,0.6009309,0.5005584,0.01,0.13,-0.02,86.66
2169,1642430103,0,-1.45,1.74,19.65,0.01238296,-0.01555664,-0.325275,-0.2897522,14.40808,0.6007116,0.4975429,0.01,0.13,-0.02,86.66
2213,1642439937,0,-1.45,1.74,19.65,0.01221186,-0.01543127,-0.3249131,-0.2787342,14.40701,0.6005428,0.4954582,0.01,0.13,-0.02,86.66
2255,1642450769,0,-1.45,1.74,19.65,0.01197402,-0.01515587,-0.3244989,-0.2665504,14.406,0.6003628,0.4930027,0.01,0.14,-0.02,86.66
2299,1642461396,0,-1.44,1.75,19.65,0.01222658,-0.01503098,-0.3243334,-0.2559815,14.40613,0.600212,0.489762,0.01,0.14,-0.02,86.66
2341,1642471335,0,-1.44,1.75,19.65,0.01193613,-0.01470057,-0.3236676,-0.2463859,14.40518,0.6000397,0.4872733,0.01,0.14,-0.02,86.66
2384,1642481327,0,-1.44,1.75,19.65,0.01168106,-0.01458443,-0.3233155,-0.2396713,14.40426,0.5998856,0.485069,0.01,0.14,-0.02,86.66
2427,1642491760,0,-1.44,1.75,19.65,0.011545,-0.01440009,-0.3229999,-0.2346642,14.4034,0.5997338,0.4828261,0.01,0.14,-0.02,86.66
2473,1642502532,0,-1.44,1.75,19.65,0.01131705,-0.01421699,-0.322666,-0.2304946,14.40259,0.5995705,0.4802245,0.01,0.14,-0.02,86.66
2517,1642512775,0,-1.44,1.75,19.65,0.01151562,-0.01399551,-0.322695,-0.2270523,14.4027,0.5994294999999999,0.4770012,0.01,0.14,-0.02,86.66
2559,1642522727,0,-1.44,1.75,19.65,0.01134517,-0.01401945,-0.322181,-0.2246608,14.40193,0.5992852,0.474689,0.01,0.14,-0.02,86.66
2602,1642532731,0,-1.43,1.75,19.65,0.0112558,-0.01403059,-0.3218028,-0.2231822,14.4012,0.5991413,0.4723431,0.01,0.14,-0.02,86.66
2647,1642543279,0,-1.43,1.75,19.65,0.01098374,-0.01395705,-0.3214989,-0.2226764,14.40052,0.5989845,0.4696974,0.01,0.14,-0.02,86.66
2693,1642559640,0,-1.43,1.75,19.65,0.01055352,-0.01374716,-0.3204507,-0.2187208,14.39907,0.5986491,0.4668187,0.01,0.14,-0.02,86.66
2738,1642569765,0,-1.43,1.75,19.65,0.01013048,-0.01377779,-0.3197008,-0.2113351,14.39763,0.5984045,0.4657729,0.01,0.14,-0.02,86.66
2783,1642580489,0,-1.43,1.75,19.65,0.009361843,-0.01367624,-0.3188845,-0.2005342,14.39627,0.598152,0.4643202,0.01,0.14,-0.02,86.66
2828,1642591210,0,-1.44,1.75,19.65,0.008973727000000001,-0.01353004,-0.317809,-0.1914433,14.39496,0.5979198999999999,0.463109,0.01,0.14,-0.02,86.66
2877,1642601212,0,-1.44,1.75,19.65,0.008602462,-0.01341335,-0.3172469,-0.1832592,14.39372,0.5976946,0.4618208,0.01,0.14,-0.02,86.66
2921,1642611630,0,-1.44,1.75,19.65,0.008143160999999999,-0.01333684,-0.3164822,-0.1732728,14.39255,0.5974615,0.4601398,0.01,0.14,-0.02,86.66
2968,1642622314,0,-1.44,1.75,19.65,0.00771154,-0.01312268,-0.3161007,-0.1644747,14.39144,0.5972345,0.4583854,0.01,0.14,-0.02,86.66
3012,1642632689,0,-1.44,1.75,19.65,0.007698497,-0.01307415,-0.3158875,-0.1568412,14.39151,0.5971038,0.4552289,0.01,0.14,-0.02,86.66
3057,1642642775,0,-1.43,1.75,19.65,0.007476388,-0.01288303,-0.315157,-0.1516635,14.39044,0.5968965000000001,0.4537531,0.01,0.14,-0.02,86.66
3101,1642652679,0,-1.43,1.75,19.65,0.00719887,-0.01294545,-0.3142262,-0.1499017,14.38941,0.5966929,0.4522203,0.01,0.14,-0.02,86.66
3146,1642663538,0,-1.43,1.75,19.65,0.006966274,-0.01281582,-0.3132939,-0.1491641,14.38844,0.5964805,0.450315,0.01,0.14,-0.02,86.66
3191,1642673799,0,-1.43,1.75,19.65,0.006952324,-0.01290347,-0.3132116,-0.1484224,14.38851,0.596352,0.447186,0.01,0.14,-0.02,86.66
3235,1642683770,0,-1.43,1.75,19.65,0.006739818,-0.01272895,-0.3127476,-0.1491458,14.38758,0.5961564,0.4455411,0.01,0.14,-0.02,86.66
3282,1642693772,0,-1.43,1.76,19.65,0.00652988,-0.01273226,-0.3121468,-0.1503419,14.38669,0.595965,0.443838,0.01,0.14,-0.02,86.66
3332,1642704079,0,-1.43,1.76,19.65,0.006281585,-0.01281249,-0.3117846,-0.1530807,14.38584,0.5957759,0.4420802,0.01,0.14,-0.02,86.66
3378,1642714398,0,-1.43,1.76,19.66,0.006128901,-0.01301232,-0.3113559,-0.1567639,14.38505,0.5955752,0.4399568,0.01,0.14,-0.02,86.66
3422,1642724917,0,-1.43,1.76,19.66,0.006334685,-0.01315895,-0.3113937,-0.1595665,14.38511,0.5954446,0.4368464,0.01,0.14,-0.02,86.66
3467,1642734891,0,-1.43,1.75,19.66,0.006349548,-0.01320867,-0.3109908,-0.1631911,14.38435,0.5952566,0.4349872,0.01,0.14,-0.02,86.66
3512,1642744873,0,-1.43,1.75,19.66,0.00619856,-0.01319002,-0.3101869,-0.1666377,14.38363,0.5950712,0.4330803,0.01,0.14,-0.02,86.66
3559,1642758474,0,-1.43,1.75,19.66,0.006087035,-0.0132981,-0.3099107,-0.1728541,14.38297,0.5948339,0.4298385,0.01,0.14,-0.02,86.66
3601,1642768980,0,-1.43,1.75,19.66,0.005565003,-0.01323027,-0.3089759,-0.1735719,14.3816,0.5944481,0.4293084,0.01,0.14,-0.02,86.66
3645,1642779695,0,-1.43,1.75,19.66,0.005073186,-0.01302112,-0.3081096,-0.168999,14.3803,0.5940623,0.4283638,0.01,0.14,-0.02,86.66
3689,1642789699,0,-1.43,1.75,19.66,0.004610001,-0.01304047,-0.3068705,-0.1639783,14.37906,0.5937001,0.4276344,0.01,0.14,-0.02,86.66
3736,1642800184,0,-1.43,1.76,19.66,0.004299523,-0.01296521,-0.3060648,-0.158523,14.37788,0.5933482,0.4268128,0.01,0.14,-0.02,86.66
3784,1642810770,0,-1.43,1.76,19.66,0.004046085,-0.01299156,-0.3052097,-0.150318,14.37676,0.5929938,0.4255952,0.01,0.14,-0.02,86.66
3829,1642821398,0,-1.43,1.76,19.66,0.004097724,-0.01302379,-0.3050088,-0.1419775,14.3768,0.5928507,0.4222425,0.01,0.14,-0.02,86.66
3873,1642831265,0,-1.43,1.76,19.66,0.003759001,-0.01299883,-0.3044068,-0.1362145,14.37572,0.5925162,0.4212587,0.01,0.14,-0.02,86.66
3918,1642841434,0,-1.43,1.76,19.66,0.003409812,-0.01310879,-0.3036907,-0.1323092,14.37469,0.59219,0.4201949,0.01,0.14,-0.02,86.66
3963,1642851984,0,-1.43,1.76,19.66,0.002915995,-0.01313983,-0.302897,-0.1301873,14.37371,0.5918705,0.4191108,0.01,0.14,-0.02,86.66
4007,1642861789,0,-1.43,1.76,19.67,0.002567736,-0.01321854,-0.3020566,-0.1286979,14.37277,0.5915588000000001,0.4179496,0.01,0.14,-0.02,86.66
4052,1642872381,0,-1.43,1.76,19.67,0.002263241,-0.01338683,-0.3013485,-0.1265199,14.37188,0.5912402,0.4164119,0.01,0.14,-0.02,86.66
4096,1642883194,0,-1.43,1.76,19.67,0.002204998,-0.01344685,-0.3014814,-0.1248657,14.3719,0.5911063,0.4134009,0.01,0.14,-0.02,86.66
4141,1642893104,0,-1.43,1.76,19.67,0.001977993,-0.01337267,-0.3007471,-0.1247867,14.37105,0.5908052,0.4121018,0.01,0.14,-0.02,86.66
4186,1642903206,0,-1.43,1.76,19.67,0.001788583,-0.01355348,-0.3000968,-0.125723,14.37023,0.5905107000000001,0.4107354,0.01,0.14,-0.02,86.66
