LineNo,TimeUS,Id,Pri,Total,Free,Name
2764,1.6426e+09,3,60,656,248,0
13547,1.6452e+09,3,60,656,248,0
23996,1.6476e+09,3,60,656,248,0
34663,1.6502e+09,3,60,656,248,0
45247,1.6528e+09,3,60,656,248,0
55477,1.6553e+09,3,60,656,248,0
65891,1.6579e+09,3,60,656,248,0
76075,1.6604e+09,3,60,656,248,0
86495,1.663e+09,3,60,656,248,0
97034,1.6656e+09,3,60,656,248,0
1.075e+05,1.6682e+09,3,60,656,248,0
1.176e+05,1.6707e+09,3,60,656,248,0
1.2808e+05,1.6732e+09,3,60,656,248,0
1.3844e+05,1.6758e+09,3,60,656,248,0
1.4901e+05,1.6784e+09,3,60,656,248,0
1.592e+05,1.6809e+09,3,60,656,248,0
1.695e+05,1.6835e+09,3,60,656,248,0
1.8011e+05,1.6861e+09,3,60,656,248,0
1.9023e+05,1.6886e+09,3,60,656,248,0
2.0036e+05,1.6911e+09,3,60,656,248,0
2.1035e+05,1.6936e+09,3,60,656,248,0
2.2055e+05,1.6962e+09,3,60,656,248,0
2.3103e+05,1.6987e+09,3,60,656,248,0
2.4145e+05,1.7014e+09,3,60,656,248,0
2.52e+05,1.704e+09,3,60,656,248,0
2.6206e+05,1.7065e+09,3,60,656,248,0
2.7213e+05,1.709e+09,3,60,656,248,0
2.8251e+05,1.7115e+09,3,60,656,248,0
2.9285e+05,1.7141e+09,3,60,656,248,0
3.0358e+05,1.7168e+09,3,60,656,248,0
3.1371e+05,1.7193e+09,3,60,656,248,0
3.2393e+05,1.7218e+09,3,60,656,248,0
3.3412e+05,1.7243e+09,3,60,656,248,0
3.441e+05,1.7268e+09,3,60,656,248,0
3.5468e+05,1.7295e+09,3,60,656,248,0
3.6503e+05,1.732e+09,3,60,656,248,0
3.7505e+05,1.7345e+09,3,60,656,248,0
3.8578e+05,1.7372e+09,3,60,656,248,0
3.9591e+05,1.7397e+09,3,60,656,248,0
4.0622e+05,1.7422e+09,3,60,656,248,0
4.1691e+05,1.7449e+09,3,60,656,248,0
4.2715e+05,1.7474e+09,3,60,656,248,0
4.3752e+05,1.75e+09,3,60,656,248,0
4.4776e+05,1.7525e+09,3,60,656,248,0
4.5809e+05,1.755e+09,3,60,656,248,0
4.6825e+05,1.7575e+09,3,60,656,248,0
4.7822e+05,1.7599e+09,3,60,656,248,0
4.8892e+05,1.7624e+09,3,60,656,248,0
4.9977e+05,1.765e+09,3,60,656,248,0
5.103e+05,1.7675e+09,3,60,656,248,0
5.208e+05,1.7701e+09,3,60,656,248,0
5.3127e+05,1.7726e+09,3,60,656,248,0
5.4136e+05,1.775e+09,3,60,656,248,0
