LineNo,TimeUS,RMSRollP,RMSRollD,RMSPitchP,RMSPitchD,RMSYaw
69750,1.6589e+09,0.025993,0.067303,0.024439,0.037936,0.075998
69794,1.6589e+09,0.025548,0.066247,0.024073,0.037935,0.075885
69838,1.6589e+09,0.025093,0.06512,0.023643,0.037433,0.075732
69883,1.6589e+09,0.02461,0.06388,0.023182,0.036788,0.075526
69929,1.6589e+09,0.024344,0.063373,0.022778,0.036406,0.0753
69977,1.6589e+09,0.024278,0.063374,0.022509,0.036817,0.075038
70022,1.6589e+09,0.024543,0.064198,0.022521,0.03825,0.074752
70067,1.6589e+09,0.024212,0.063376,0.022288,0.038683,0.07445
70112,1.6589e+09,0.023894,0.062411,0.022011,0.038676,0.074103
70154,1.659e+09,0.023903,0.062024,0.022575,0.042322,0.073709
70197,1.659e+09,0.023683,0.06105,0.022547,0.042785,0.073287
70239,1.659e+09,0.02352,0.060131,0.022453,0.042577,0.072841
70281,1.659e+09,0.023338,0.059294,0.022307,0.042391,0.072372
70325,1.659e+09,0.023105,0.058154,0.021909,0.042169,0.071897
70370,1.659e+09,0.022902,0.057274,0.021766,0.042201,0.071394
70418,1.659e+09,0.022738,0.056422,0.021639,0.041791,0.070858
70464,1.659e+09,0.022624,0.055417,0.021234,0.041396,0.070328
70510,1.659e+09,0.022389,0.054333,0.021084,0.04139,0.069776
70554,1.659e+09,0.022327,0.053452,0.021314,0.041609,0.069214
70599,1.6591e+09,0.02266,0.053921,0.021173,0.040977,0.068487
70643,1.6591e+09,0.022457,0.054213,0.021045,0.040578,0.067893
70685,1.6591e+09,0.022577,0.055142,0.020894,0.04013,0.067275
70730,1.6591e+09,0.022707,0.055162,0.020525,0.039669,0.066658
70774,1.6591e+09,0.022583,0.055229,0.020254,0.039108,0.066031
70819,1.6591e+09,0.022555,0.056346,0.019988,0.039387,0.065406
70868,1.6591e+09,0.022384,0.056344,0.01993,0.039834,0.064777
70913,1.6591e+09,0.02217,0.056165,0.020049,0.040545,0.064145
70961,1.6591e+09,0.021866,0.055522,0.020075,0.042124,0.063515
71007,1.6592e+09,0.021477,0.054459,0.020075,0.042592,0.062883
71047,1.6592e+09,0.02116,0.053729,0.01977,0.042459,0.062093
71086,1.6592e+09,0.020964,0.053235,0.019623,0.042191,0.061461
71131,1.6592e+09,0.020841,0.052442,0.019283,0.041435,0.060843
71176,1.6592e+09,0.020477,0.052046,0.019163,0.041419,0.060222
71220,1.6592e+09,0.020093,0.051015,0.018999,0.041717,0.059609
71266,1.6592e+09,0.020112,0.05168,0.018944,0.041262,0.058993
71314,1.6592e+09,0.019887,0.051252,0.018878,0.041155,0.058367
71359,1.6592e+09,0.019557,0.05058,0.018541,0.040558,0.057742
71403,1.6593e+09,0.019361,0.05034,0.018257,0.039877,0.057115
71448,1.6593e+09,0.019036,0.049703,0.01783,0.039231,0.056349
71489,1.6593e+09,0.018749,0.049077,0.017536,0.038607,0.05573
71535,1.6593e+09,0.018593,0.048891,0.01739,0.038006,0.055109
71580,1.6593e+09,0.018565,0.049168,0.017274,0.037437,0.054485
71625,1.6593e+09,0.018519,0.04948,0.017176,0.037671,0.053872
71670,1.6593e+09,0.018305,0.049073,0.016934,0.037162,0.053294
71719,1.6593e+09,0.01805,0.048498,0.016831,0.036928,0.052709
71765,1.6593e+09,0.017746,0.047755,0.016682,0.036239,0.052125
71810,1.6594e+09,0.017426,0.047081,0.016385,0.035255,0.051279
71855,1.6594e+09,0.017437,0.047344,0.016173,0.035258,0.050731
71901,1.6594e+09,0.017512,0.048305,0.015737,0.034283,0.049916
71946,1.6594e+09,0.017567,0.04856,0.015505,0.033969,0.04938
71991,1.6594e+09,0.017634,0.049078,0.015327,0.033851,0.048879
72036,1.6594e+09,0.017687,0.049726,0.015069,0.033387,0.048394
72080,1.6594e+09,0.017479,0.049203,0.014852,0.032826,0.047918
72129,1.6594e+09,0.017253,0.048566,0.014634,0.032287,0.047463
72173,1.6595e+09,0.017746,0.04982,0.014489,0.03228,0.047019
72218,1.6595e+09,0.018287,0.051159,0.014348,0.03233,0.046591
72264,1.6595e+09,0.018406,0.051424,0.01413,0.031898,0.04619
72309,1.6595e+09,0.018933,0.052375,0.013967,0.031981,0.045573
72354,1.6595e+09,0.018897,0.051544,0.013776,0.031518,0.045171
72399,1.6595e+09,0.018848,0.051708,0.013573,0.031089,0.044782
72443,1.6595e+09,0.018584,0.050921,0.013472,0.030935,0.044417
72488,1.6595e+09,0.018462,0.050597,0.013324,0.030434,0.044071
72531,1.6595e+09,0.018149,0.049561,0.013034,0.029885,0.043662
72579,1.6596e+09,0.017931,0.048996,0.012794,0.029329,0.043367
72624,1.6596e+09,0.01772,0.048584,0.012606,0.029067,0.043083
72669,1.6596e+09,0.017522,0.048122,0.01249,0.0291,0.042813
72714,1.6596e+09,0.017284,0.047281,0.012248,0.028546,0.042561
72756,1.6596e+09,0.017147,0.047261,0.012118,0.028323,0.042326
72801,1.6596e+09,0.016931,0.046825,0.01199,0.028458,0.042071
72846,1.6596e+09,0.017112,0.047678,0.01183,0.027977,0.04187
72890,1.6596e+09,0.017179,0.048151,0.011703,0.027875,0.041665
72939,1.6596e+09,0.017113,0.04779,0.011544,0.027547,0.041479
72987,1.6597e+09,0.016792,0.046955,0.011388,0.027312,0.041302
73034,1.6597e+09,0.016839,0.046896,0.011214,0.027027,0.041135
73081,1.6597e+09,0.016827,0.046479,0.011056,0.026714,0.040988
73125,1.6597e+09,0.016725,0.045928,0.010859,0.026297,0.040841
73167,1.6597e+09,0.016683,0.045783,0.010796,0.026301,0.040689
73209,1.6597e+09,0.01658,0.045537,0.010588,0.025874,0.040551
73253,1.6597e+09,0.016865,0.045438,0.010532,0.025841,0.040403
73297,1.6597e+09,0.017009,0.046063,0.010643,0.026631,0.040254
73341,1.6597e+09,0.017128,0.047206,0.010671,0.026816,0.040093
73389,1.6598e+09,0.016855,0.046435,0.011132,0.027362,0.039961
73435,1.6598e+09,0.016661,0.046022,0.011036,0.027286,0.039807
73479,1.6598e+09,0.016563,0.045998,0.010969,0.02768,0.039682
73524,1.6598e+09,0.016458,0.045753,0.010791,0.027218,0.039561
73569,1.6598e+09,0.016598,0.046559,0.010619,0.026884,0.039458
73613,1.6598e+09,0.017127,0.048415,0.010569,0.026991,0.039368
73653,1.6598e+09,0.017622,0.05081,0.010764,0.027983,0.039299
73697,1.6598e+09,0.017697,0.051188,0.010613,0.027658,0.039198
73743,1.6598e+09,0.01755,0.050885,0.010472,0.027364,0.039095
73788,1.6599e+09,0.018152,0.053092,0.010494,0.027672,0.039024
73832,1.6599e+09,0.01841,0.053909,0.010679,0.028612,0.038954
73881,1.6599e+09,0.01865,0.055286,0.010524,0.028149,0.038901
73925,1.6599e+09,0.018762,0.055762,0.010587,0.02808,0.038837
73971,1.6599e+09,0.018611,0.055278,0.010408,0.027796,0.038775
74015,1.6599e+09,0.018336,0.054578,0.010346,0.027622,0.038724
74061,1.6599e+09,0.018146,0.05415,0.010254,0.027317,0.03865
74106,1.6599e+09,0.017923,0.05354,0.010297,0.027377,0.038599
74150,1.6599e+09,0.017733,0.052738,0.010427,0.028413,0.03856
74194,1.66e+09,0.01813,0.054192,0.010344,0.028081,0.038515
74238,1.66e+09,0.017988,0.054091,0.010327,0.02774,0.03851
74283,1.66e+09,0.018406,0.055401,0.010196,0.027636,0.038464
74332,1.66e+09,0.018573,0.055453,0.010244,0.027845,0.038412
74377,1.66e+09,0.01907,0.056511,0.010432,0.028783,0.038381
74421,1.66e+09,0.018763,0.056253,0.010331,0.028608,0.03837
74466,1.66e+09,0.018358,0.055064,0.010203,0.028231,0.038356
74507,1.66e+09,0.018253,0.054303,0.010156,0.028185,0.038354
74553,1.66e+09,0.018095,0.054163,0.01017,0.028311,0.038363
74598,1.6601e+09,0.020373,0.06167,0.010033,0.02798,0.038397
74642,1.6601e+09,0.020863,0.063239,0.010132,0.028445,0.038423
74687,1.6601e+09,0.021494,0.065825,0.01035,0.029319,0.038455
74737,1.6601e+09,0.021598,0.065855,0.010232,0.029097,0.038493
74781,1.6601e+09,0.02165,0.066389,0.010428,0.029892,0.038502
74826,1.6601e+09,0.021519,0.066165,0.01028,0.029519,0.038512
74871,1.6601e+09,0.021441,0.065856,0.010143,0.029161,0.038512
74916,1.6601e+09,0.022069,0.067367,0.010268,0.029703,0.038496
74958,1.6601e+09,0.02201,0.067425,0.010147,0.029418,0.038463
75000,1.6602e+09,0.022956,0.069777,0.01003,0.029161,0.038385
75045,1.6602e+09,0.02326,0.070862,0.010357,0.030353,0.038318
75089,1.6602e+09,0.023397,0.069885,0.010585,0.030466,0.038205
75134,1.6602e+09,0.023886,0.069155,0.010433,0.030322,0.038034
75184,1.6602e+09,0.024412,0.0682,0.010581,0.030356,0.037851
75228,1.6602e+09,0.024566,0.068721,0.01072,0.030626,0.037658
75273,1.6602e+09,0.024336,0.068417,0.010685,0.030393,0.037458
75318,1.6602e+09,0.024409,0.067511,0.011397,0.030517,0.037252
75363,1.6602e+09,0.024308,0.066194,0.011972,0.03021,0.037011
75404,1.6603e+09,0.024211,0.065092,0.012963,0.030885,0.036763
75449,1.6603e+09,0.023905,0.065285,0.013911,0.030626,0.036504
75492,1.6603e+09,0.023878,0.065706,0.014529,0.030065,0.036249
75538,1.6603e+09,0.023729,0.065493,0.015877,0.030213,0.036011
75582,1.6603e+09,0.02333,0.064429,0.016128,0.030433,0.035737
75631,1.6603e+09,0.022963,0.063532,0.016504,0.030097,0.035465
75675,1.6603e+09,0.022615,0.062639,0.017231,0.02997,0.035163
75721,1.6603e+09,0.022579,0.062606,0.017293,0.029778,0.034864
75765,1.6603e+09,0.022213,0.061925,0.018508,0.030893,0.034569
75810,1.6604e+09,0.02307,0.064568,0.018685,0.031754,0.034084
75850,1.6604e+09,0.02373,0.065597,0.018621,0.033096,0.033741
75893,1.6604e+09,0.025466,0.067655,0.018433,0.033171,0.033394
75936,1.6604e+09,0.026739,0.067955,0.019167,0.034672,0.033022
75978,1.6604e+09,0.02753,0.067109,0.019109,0.035407,0.032658
76021,1.6604e+09,0.029438,0.066614,0.019179,0.036493,0.032291
76068,1.6604e+09,0.030522,0.066261,0.019285,0.036218,0.031926
76114,1.6604e+09,0.031378,0.06533,0.019151,0.037043,0.031556
76157,1.6604e+09,0.032496,0.064108,0.018986,0.036466,0.031214
76199,1.6604e+09,0.03371,0.063282,0.018954,0.03596,0.030852
76239,1.6605e+09,0.033999,0.062104,0.01883,0.035349,0.030429
76281,1.6605e+09,0.034096,0.061443,0.018978,0.034862,0.030113
76324,1.6605e+09,0.033931,0.06083,0.01907,0.034377,0.029814
76367,1.6605e+09,0.033643,0.060516,0.019132,0.03372,0.029523
76410,1.6605e+09,0.033086,0.061134,0.019695,0.03336,0.029257
76457,1.6605e+09,0.032846,0.062005,0.019892,0.032807,0.029007
76500,1.6605e+09,0.0323,0.061368,0.02007,0.032462,0.028782
76542,1.6605e+09,0.031857,0.061031,0.019727,0.032514,0.028589
76587,1.6605e+09,0.031784,0.060865,0.019388,0.032558,0.028382
76629,1.6606e+09,0.031679,0.060085,0.018924,0.032333,0.028095
76669,1.6606e+09,0.031813,0.059789,0.018737,0.032232,0.027918
76714,1.6606e+09,0.032128,0.058981,0.018625,0.032316,0.027737
76759,1.6606e+09,0.032733,0.058297,0.018573,0.031872,0.027557
76803,1.6606e+09,0.033046,0.058009,0.018911,0.031591,0.027386
76849,1.6606e+09,0.033352,0.05806,0.019002,0.031022,0.027193
76897,1.6606e+09,0.03333,0.057991,0.019225,0.030587,0.027019
76946,1.6606e+09,0.033711,0.057239,0.019443,0.030671,0.026833
76991,1.6606e+09,0.03423,0.057686,0.019773,0.030319,0.026656
77035,1.6607e+09,0.034071,0.05845,0.020211,0.029955,0.026488
77078,1.6607e+09,0.034242,0.05901,0.020539,0.029759,0.026324
77120,1.6607e+09,0.034797,0.060404,0.020344,0.030517,0.02616
77164,1.6607e+09,0.03457,0.059629,0.020808,0.032862,0.026018
77210,1.6607e+09,0.034562,0.060785,0.020754,0.032321,0.025896
77256,1.6607e+09,0.034547,0.060786,0.020389,0.032068,0.025788
77300,1.6607e+09,0.034332,0.061336,0.020419,0.031815,0.025721
77348,1.6607e+09,0.033994,0.062337,0.020202,0.032225,0.025679
77392,1.6607e+09,0.033476,0.062042,0.01986,0.032338,0.025676
77439,1.6608e+09,0.032851,0.061046,0.019544,0.032065,0.025712
77485,1.6608e+09,0.032337,0.060347,0.019405,0.031878,0.025775
77523,1.6608e+09,0.03184,0.059992,0.019515,0.033439,0.02584
77562,1.6608e+09,0.031859,0.061517,0.01924,0.034112,0.02594
77607,1.6608e+09,0.031497,0.062025,0.018885,0.033572,0.026055
77651,1.6608e+09,0.03097,0.061085,0.018598,0.033228,0.026227
77697,1.6608e+09,0.030637,0.061379,0.018442,0.033173,0.0264
77742,1.6608e+09,0.030286,0.061348,0.018196,0.032936,0.026603
77790,1.6608e+09,0.0299,0.060478,0.017974,0.032349,0.02683
77835,1.6609e+09,0.029576,0.060788,0.017753,0.032458,0.027079
77880,1.6609e+09,0.029342,0.061135,0.017475,0.032453,0.027359
77925,1.6609e+09,0.029558,0.063748,0.017299,0.032638,0.027644
77967,1.6609e+09,0.029587,0.065486,0.017381,0.034042,0.027964
78012,1.6609e+09,0.029238,0.064821,0.017029,0.033686,0.028406
78057,1.6609e+09,0.029027,0.065288,0.016752,0.033247,0.028765
78101,1.6609e+09,0.028668,0.064877,0.016467,0.032689,0.029113
78146,1.6609e+09,0.028774,0.065297,0.016387,0.033094,0.029492
78193,1.6609e+09,0.028497,0.064174,0.016453,0.033213,0.029914
78235,1.661e+09,0.028064,0.063073,0.016376,0.032997,0.030321
78279,1.661e+09,0.027636,0.061987,0.016384,0.032726,0.030714
78325,1.661e+09,0.027399,0.061597,0.016574,0.033286,0.031104
78371,1.661e+09,0.027823,0.062101,0.016379,0.032841,0.031522
78410,1.661e+09,0.027951,0.062392,0.016492,0.032576,0.03193
78455,1.661e+09,0.02752,0.061408,0.016589,0.032294,0.03231
78499,1.661e+09,0.027078,0.060283,0.016525,0.03206,0.032708
78544,1.661e+09,0.026903,0.059471,0.016434,0.03155,0.03311
78588,1.661e+09,0.02685,0.058672,0.016377,0.031377,0.033498
78633,1.6611e+09,0.026582,0.058525,0.016489,0.031522,0.03388
78682,1.6611e+09,0.026226,0.057778,0.016284,0.031869,0.034248
78727,1.6611e+09,0.025806,0.057451,0.015998,0.031572,0.034609
78772,1.6611e+09,0.025544,0.057331,0.015846,0.031695,0.034931
78816,1.6611e+09,0.025304,0.057435,0.015719,0.032047,0.035349
78858,1.6611e+09,0.024831,0.056334,0.015467,0.031587,0.035664
78904,1.6611e+09,0.024444,0.055661,0.015263,0.031106,0.035964
78950,1.6611e+09,0.023982,0.054639,0.015111,0.030931,0.036238
78997,1.6611e+09,0.023521,0.053609,0.015049,0.030827,0.036496
79035,1.6612e+09,0.02315,0.052902,0.01527,0.030661,0.03675
79083,1.6612e+09,0.022814,0.05239,0.015309,0.030135,0.037006
79128,1.6612e+09,0.022461,0.051739,0.015758,0.030527,0.03722
79174,1.6612e+09,0.02221,0.051501,0.016104,0.030329,0.037422
79219,1.6612e+09,0.022279,0.052657,0.016505,0.030028,0.037646
79264,1.6612e+09,0.022297,0.053326,0.016813,0.029561,0.03784
79305,1.6612e+09,0.022012,0.053174,0.0172,0.031116,0.038016
79349,1.6612e+09,0.021494,0.051964,0.017809,0.03202,0.03825
79395,1.6612e+09,0.021269,0.051512,0.018433,0.032194,0.038451
79440,1.6613e+09,0.021141,0.051801,0.018403,0.032076,0.038652
79484,1.6613e+09,0.020856,0.051246,0.018411,0.031821,0.038834
79533,1.6613e+09,0.02075,0.051032,0.018295,0.031486,0.039005
79578,1.6613e+09,0.020376,0.050445,0.018192,0.031393,0.039195
79622,1.6613e+09,0.020827,0.052689,0.018382,0.03129,0.039393
79667,1.6613e+09,0.021027,0.052656,0.018386,0.031485,0.039584
79713,1.6613e+09,0.020675,0.052332,0.018068,0.031516,0.039736
79755,1.6613e+09,0.020637,0.052122,0.018089,0.032364,0.039917
79796,1.6613e+09,0.020389,0.051215,0.018006,0.032372,0.040093
79840,1.6613e+09,0.020068,0.050262,0.017693,0.032166,0.040275
79886,1.6614e+09,0.020251,0.049912,0.017587,0.031975,0.040445
79931,1.6614e+09,0.020005,0.049656,0.017241,0.031537,0.040655
79979,1.6614e+09,0.019783,0.04898,0.016935,0.030928,0.040837
80024,1.6614e+09,0.01945,0.048307,0.016768,0.030792,0.041033
80068,1.6614e+09,0.019688,0.048282,0.016778,0.030672,0.041218
80113,1.6614e+09,0.019676,0.048237,0.016508,0.030622,0.041389
80156,1.6614e+09,0.019558,0.048399,0.016213,0.030327,0.041596
80201,1.6614e+09,0.019238,0.047591,0.016199,0.031302,0.041762
80245,1.6615e+09,0.020075,0.048895,0.016238,0.031541,0.041923
80290,1.6615e+09,0.02015,0.049148,0.015935,0.031285,0.042068
80334,1.6615e+09,0.01986,0.04905,0.015689,0.031054,0.042185
80379,1.6615e+09,0.020267,0.050418,0.015538,0.031076,0.042291
80428,1.6615e+09,0.02058,0.050573,0.015391,0.031272,0.042404
80473,1.6615e+09,0.020341,0.049785,0.015142,0.03102,0.042492
80517,1.6615e+09,0.0203,0.049052,0.015064,0.031531,0.042573
80562,1.6615e+09,0.020041,0.04851,0.014986,0.031738,0.042631
80605,1.6615e+09,0.019881,0.047944,0.014734,0.031458,0.042688
80649,1.6616e+09,0.019571,0.047341,0.014461,0.030901,0.042733
80696,1.6616e+09,0.019403,0.046901,0.014207,0.030487,0.042768
80738,1.6616e+09,0.019031,0.046169,0.013965,0.029998,0.042783
80782,1.6616e+09,0.018737,0.045565,0.013869,0.030287,0.042803
80831,1.6616e+09,0.018546,0.045428,0.013857,0.030793,0.042829
80877,1.6616e+09,0.018532,0.045238,0.013819,0.030386,0.042878
80921,1.6616e+09,0.018287,0.044854,0.013575,0.030145,0.042908
80969,1.6616e+09,0.01841,0.044863,0.013436,0.029946,0.042949
81010,1.6616e+09,0.018739,0.044647,0.013529,0.03105,0.042994
81055,1.6617e+09,0.01866,0.043777,0.01357,0.031529,0.043076
81096,1.6617e+09,0.019242,0.044184,0.013847,0.0333,0.043171
81142,1.6617e+09,0.02027,0.044243,0.013743,0.033396,0.043281
81187,1.6617e+09,0.020664,0.045581,0.013734,0.032991,0.043402
81231,1.6617e+09,0.020506,0.046627,0.013594,0.032515,0.043575
81280,1.6617e+09,0.020952,0.048499,0.013488,0.032729,0.04376
81325,1.6617e+09,0.02113,0.048716,0.013523,0.033277,0.043975
81369,1.6617e+09,0.020803,0.04783,0.013368,0.033103,0.044208
81416,1.6617e+09,0.02047,0.047174,0.013511,0.033232,0.044456
81456,1.6617e+09,0.020131,0.046703,0.013794,0.034741,0.044747
81498,1.6618e+09,0.02043,0.048692,0.013858,0.034465,0.045056
81541,1.6618e+09,0.020659,0.049658,0.014089,0.034022,0.045389
81585,1.6618e+09,0.021423,0.052929,0.014325,0.033799,0.045699
81632,1.6618e+09,0.021153,0.053011,0.014234,0.033693,0.046013
81676,1.6618e+09,0.021848,0.054656,0.014395,0.033484,0.04633
81725,1.6618e+09,0.022138,0.055148,0.015285,0.034221,0.046648
81770,1.6618e+09,0.021952,0.054333,0.015518,0.036056,0.046917
81815,1.6618e+09,0.021758,0.053493,0.015428,0.035673,0.047172
81860,1.6618e+09,0.021598,0.052637,0.016156,0.03806,0.047403
81904,1.6619e+09,0.022141,0.05485,0.016419,0.038396,0.047602
81945,1.6619e+09,0.02256,0.056188,0.016506,0.038225,0.04776
81988,1.6619e+09,0.023098,0.056757,0.016562,0.038096,0.047895
82033,1.6619e+09,0.023621,0.059914,0.016854,0.037999,0.047993
82079,1.6619e+09,0.023625,0.060789,0.016985,0.038048,0.048039
82123,1.6619e+09,0.02386,0.061298,0.017266,0.037444,0.048076
82172,1.6619e+09,0.023812,0.060962,0.01816,0.037303,0.048086
82216,1.6619e+09,0.023404,0.059885,0.018326,0.038129,0.048058
82263,1.6619e+09,0.023244,0.05895,0.018476,0.037747,0.048016
82302,1.662e+09,0.023122,0.05793,0.018782,0.037936,0.047966
82344,1.662e+09,0.022787,0.057608,0.019174,0.037483,0.047884
82390,1.662e+09,0.022709,0.05744,0.019149,0.037531,0.047787
82432,1.662e+09,0.022702,0.056815,0.019311,0.037107,0.047686
82476,1.662e+09,0.022623,0.056178,0.019519,0.036731,0.047577
82521,1.662e+09,0.022342,0.055574,0.019621,0.036335,0.047458
82565,1.662e+09,0.022155,0.055165,0.019715,0.035837,0.047324
82613,1.662e+09,0.022007,0.05444,0.019846,0.035743,0.047186
82658,1.662e+09,0.021752,0.053813,0.019613,0.035378,0.047032
82702,1.662e+09,0.021613,0.053747,0.01935,0.034918,0.046878
82747,1.6621e+09,0.021257,0.0529,0.019008,0.034357,0.046692
82791,1.6621e+09,0.020957,0.051919,0.018666,0.033711,0.04652
82833,1.6621e+09,0.020745,0.050995,0.018365,0.033201,0.046337
82874,1.6621e+09,0.020499,0.050079,0.018001,0.032628,0.046133
82918,1.6621e+09,0.02024,0.049675,0.017678,0.032148,0.045928
82965,1.6621e+09,0.019933,0.048843,0.017345,0.031616,0.045716
83012,1.6621e+09,0.019645,0.047981,0.01705,0.031176,0.045483
83061,1.6621e+09,0.019365,0.047236,0.016847,0.030722,0.045241
83105,1.6621e+09,0.019168,0.047033,0.016694,0.030224,0.044994
83152,1.6622e+09,0.019054,0.047144,0.016467,0.029763,0.04475
83190,1.6622e+09,0.018835,0.046833,0.016417,0.029534,0.044494
83228,1.6622e+09,0.018784,0.047118,0.016388,0.029344,0.044226
83273,1.6622e+09,0.018794,0.047889,0.016262,0.028899,0.043951
83317,1.6622e+09,0.018783,0.048156,0.016278,0.029836,0.043674
83363,1.6622e+09,0.01875,0.048737,0.016153,0.029553,0.043406
83407,1.6622e+09,0.018458,0.048073,0.015995,0.029368,0.043135
83453,1.6622e+09,0.018552,0.04857,0.015779,0.028799,0.042853
83501,1.6622e+09,0.018422,0.048418,0.015668,0.029698,0.042576
83545,1.6623e+09,0.018738,0.049389,0.015591,0.030271,0.042306
83591,1.6623e+09,0.019058,0.051542,0.015297,0.029711,0.042026
83635,1.6623e+09,0.019247,0.05273,0.015043,0.029336,0.041746
83680,1.6623e+09,0.020413,0.057175,0.014907,0.029594,0.041457
83721,1.6623e+09,0.020143,0.056702,0.015124,0.03122,0.041178
83766,1.6623e+09,0.019878,0.055782,0.015278,0.031361,0.040899
83811,1.6623e+09,0.019703,0.055221,0.015047,0.031221,0.040611
83853,1.6623e+09,0.019341,0.054297,0.014814,0.03066,0.040324
83899,1.6623e+09,0.019129,0.053869,0.014736,0.030384,0.040052
83950,1.6624e+09,0.019493,0.054956,0.014469,0.029988,0.039807
83992,1.6624e+09,0.019675,0.05644,0.014411,0.030098,0.03948
84037,1.6624e+09,0.019505,0.056027,0.014374,0.0302,0.039235
84082,1.6624e+09,0.019721,0.05692,0.014301,0.030915,0.038993
84126,1.6624e+09,0.019598,0.056553,0.014624,0.033,0.03872
84168,1.6624e+09,0.019708,0.057022,0.014596,0.032925,0.038512
84212,1.6624e+09,0.019397,0.056462,0.014447,0.032576,0.038304
84257,1.6624e+09,0.019023,0.055361,0.014179,0.032053,0.038107
84303,1.6624e+09,0.018684,0.054374,0.014161,0.032075,0.03793
84347,1.6625e+09,0.01872,0.054044,0.013935,0.031576,0.037744
84396,1.6625e+09,0.018634,0.053542,0.014094,0.031375,0.037562
84441,1.6625e+09,0.018353,0.052608,0.014256,0.031225,0.037387
84486,1.6625e+09,0.018212,0.05185,0.01422,0.031129,0.037213
84531,1.6625e+09,0.018218,0.051135,0.014388,0.030884,0.037033
84575,1.6625e+09,0.018463,0.050354,0.014717,0.031096,0.036826
84618,1.6625e+09,0.018777,0.04976,0.01485,0.030649,0.036672
84663,1.6625e+09,0.018794,0.049039,0.015036,0.030119,0.036518
84708,1.6625e+09,0.019031,0.048383,0.015007,0.029918,0.036355
84753,1.6626e+09,0.019773,0.04779,0.014978,0.029746,0.036217
84801,1.6626e+09,0.019763,0.047194,0.015261,0.029682,0.036072
84844,1.6626e+09,0.019958,0.047001,0.015098,0.029482,0.035926
84885,1.6626e+09,0.020236,0.048592,0.015102,0.030449,0.035765
84929,1.6626e+09,0.020378,0.049442,0.014914,0.029902,0.035595
84971,1.6626e+09,0.020439,0.049688,0.014637,0.029278,0.035397
85017,1.6626e+09,0.020294,0.049882,0.014507,0.029386,0.035223
85062,1.6626e+09,0.020104,0.049282,0.014336,0.029344,0.035039
85108,1.6626e+09,0.019994,0.048858,0.014069,0.028873,0.034839
85153,1.6627e+09,0.019864,0.048932,0.013915,0.028857,0.034618
85198,1.6627e+09,0.019748,0.049401,0.01366,0.028422,0.034412
85247,1.6627e+09,0.019449,0.048824,0.013517,0.028529,0.034192
85291,1.6627e+09,0.019094,0.048015,0.013275,0.028006,0.033948
85336,1.6627e+09,0.01887,0.047463,0.013203,0.027869,0.033687
85381,1.6627e+09,0.018535,0.046716,0.013162,0.028285,0.033439
85426,1.6627e+09,0.018408,0.046578,0.013012,0.028426,0.033174
85467,1.6627e+09,0.018068,0.045613,0.012711,0.027767,0.032828
85512,1.6627e+09,0.017822,0.044755,0.012493,0.027302,0.032545
85557,1.6628e+09,0.017637,0.044093,0.012397,0.027404,0.032263
85604,1.6628e+09,0.017324,0.043404,0.012209,0.027144,0.031971
85643,1.6628e+09,0.01727,0.043594,0.012046,0.026957,0.031684
85693,1.6628e+09,0.017151,0.043206,0.011863,0.026598,0.031395
85738,1.6628e+09,0.016828,0.042407,0.011701,0.026379,0.031105
85782,1.6628e+09,0.017008,0.043068,0.011603,0.026194,0.030813
85827,1.6628e+09,0.01694,0.043149,0.011455,0.025752,0.030526
85872,1.6628e+09,0.01659,0.042145,0.011476,0.025481,0.030115
85918,1.6628e+09,0.01727,0.044775,0.011758,0.025757,0.029849
85963,1.6629e+09,0.017289,0.044575,0.011851,0.025418,0.029595
86010,1.6629e+09,0.017109,0.044368,0.011796,0.025027,0.029337
86055,1.6629e+09,0.017,0.044247,0.012549,0.026109,0.0291
86103,1.6629e+09,0.017129,0.045092,0.012587,0.026486,0.028878
86148,1.6629e+09,0.017731,0.047455,0.012798,0.026145,0.028672
86194,1.6629e+09,0.018185,0.04885,0.012748,0.025827,0.02848
86238,1.6629e+09,0.018377,0.049317,0.013043,0.026777,0.028299
86283,1.6629e+09,0.018115,0.048609,0.013132,0.026458,0.028113
86325,1.6629e+09,0.018159,0.048444,0.013009,0.026511,0.02794
86366,1.663e+09,0.018305,0.048572,0.012965,0.026687,0.027797
86412,1.663e+09,0.019584,0.050698,0.012984,0.026401,0.027673
86448,1.663e+09,0.019773,0.051558,0.01284,0.02604,0.02756
86490,1.663e+09,0.019773,0.051416,0.012834,0.025885,0.027459
86538,1.663e+09,0.01967,0.051425,0.012946,0.027093,0.02737
86581,1.663e+09,0.019815,0.052021,0.012795,0.026757,0.027318
86623,1.663e+09,0.019815,0.051449,0.012553,0.026427,0.027288
86666,1.663e+09,0.019475,0.050994,0.012716,0.026818,0.027265
86709,1.663e+09,0.019162,0.050322,0.013,0.027809,0.02726
86753,1.6631e+09,0.018899,0.049863,0.012986,0.02749,0.027295
86795,1.6631e+09,0.019437,0.051348,0.01294,0.027454,0.027352
86838,1.6631e+09,0.019846,0.051579,0.012966,0.027293,0.027445
86881,1.6631e+09,0.020097,0.050838,0.012735,0.027163,0.027529
86924,1.6631e+09,0.020737,0.050097,0.012578,0.027059,0.027645
86972,1.6631e+09,0.021406,0.049614,0.012506,0.027002,0.027791
87016,1.6631e+09,0.021992,0.049208,0.012455,0.027193,0.027948
