LineNo,TimeUS,RDes,R,ROut,PDes,P,POut,YDes,Y,YOut,ADes,A,AOut
297,1.6419e+09,1.7956,-0.1062,0.0046764,-11.803,-0.096106,-0.027954,233.63,0.075865,0.64625,-1.3238,-1.3238,0
525,1.6419e+09,1.5434,0.013718,0.0026794,-12.034,0.057923,-0.028641,242,0.07527,0.67548,-0.33197,-0.33197,0
977,1.642e+09,0.95597,0.1117,0.0014693,-12.483,-0.0031889,-0.029844,260.12,0.12856,0.73837,-1.9012,-1.9012,0
1091,1.6421e+09,0.79553,-0.22134,0.0028077,-12.65,-0.037321,-0.029596,265.69,0.11688,0.75608,-1.7051,-1.7051,0
1198,1.6422e+09,0.46316,0.032657,0.00078704,-12.918,-0.071953,-0.030506,276.84,0.13079,0.79127,-2.6722,-2.6722,0
1309,1.6422e+09,0.407,-0.032307,0.00050341,-12.976,-0.007996,-0.030939,277.77,0.11478,0.80822,-1.8616,-1.8616,0
1488,1.6423e+09,0.42182,0.039586,0.00047689,-12.969,0.046658,-0.031293,277.77,0.11261,0.82807,-1.8686,-1.8686,0
1659,1.6423e+09,0.49865,0.031204,0.0011017,-12.901,0.037745,-0.030613,274.98,0.036048,0.83765,0.2306,0.2306,0
1670,1.6423e+09,0.57552,0.093641,0.0010505,-12.831,0.051237,-0.030185,272.19,0.11766,0.84083,-0.14,-0.14,0
1714,1.6423e+09,0.65513,0.049637,0.0017506,-12.759,-0.0237,-0.029374,269.4,0.11424,0.84274,-0.87509,-0.87509,0
1759,1.6423e+09,0.73198,0.057859,0.0015916,-12.692,0.09492,-0.030091,266.61,0.15093,0.84341,-0.56877,-0.56877,0
1803,1.6423e+09,0.81047,0.072261,0.0020341,-12.62,0.028779,-0.029177,263.83,-0.0071164,0.84302,-1.156,-1.156,0
1848,1.6423e+09,0.89229,0.071026,0.0024097,-12.543,-0.11788,-0.028344,261.04,0.037056,0.84167,-2.5741,-2.5741,0
1895,1.6424e+09,0.96779,0.15679,0.0019844,-12.467,0.0020962,-0.029497,258.25,0.094256,0.83945,-1.6242,-1.6242,0
1940,1.6424e+09,1.0922,0.0040019,0.0031184,-12.358,-0.063378,-0.028296,254.07,0.06034,0.83469,-3.26,-3.26,0
1982,1.6424e+09,1.1782,-0.096518,0.003807,-12.292,-0.032084,-0.028867,251.28,0.070425,0.83071,-3.8783,-3.8783,0
2030,1.6424e+09,1.2605,-0.068803,0.0032942,-12.225,0.01591,-0.028778,248.49,0.12798,0.82617,-1.4422,-1.4422,0
2073,1.6424e+09,1.3424,-0.015256,0.0032713,-12.159,0.030031,-0.028438,245.71,0.061898,0.82117,-0.39988,-0.39988,0
2115,1.6424e+09,1.4264,-0.096118,0.0042413,-12.093,0.0037876,-0.028057,242.92,0.058218,0.81574,0.78278,0.78278,0
2161,1.6424e+09,1.5311,-0.078407,0.0042401,-12.009,0.029129,-0.028251,239.43,0.02594,0.8084,-0.60167,-0.60167,0
2205,1.6424e+09,1.6152,-0.083759,0.0042526,-11.945,0.048043,-0.028077,236.65,0.066842,0.80215,-1.2359,-1.2359,0
2247,1.6425e+09,1.6911,0.020229,0.0038147,-11.884,0.14772,-0.028457,233.86,0.081234,0.7956,-0.27094,-0.27094,0
2291,1.6425e+09,1.7643,0.13229,0.00357,-11.814,0.060522,-0.02744,231.07,-0.036725,0.78882,-1.1065,-1.1065,0
2333,1.6425e+09,1.8409,0.12041,0.0041862,-11.741,-0.024489,-0.026768,228.28,0.0023097,0.78182,-2.3897,-2.3897,0
2376,1.6425e+09,1.9204,0.10558,0.0045858,-11.668,-0.062428,-0.026729,225.49,0.05887,0.77458,-1.996,-1.996,0
2419,1.6425e+09,2.001,0.039487,0.0050079,-11.597,-0.012544,-0.027189,222.71,-0.047528,0.76719,-0.70086,-0.70086,0
2465,1.6425e+09,2.0813,0.083034,0.004837,-11.523,-0.083463,-0.026446,219.92,0.11091,0.75963,-0.45958,-0.45958,0
2509,1.6425e+09,2.1583,0.092587,0.0051008,-11.452,0.051114,-0.027204,217.13,0.093596,0.75191,-0.37155,-0.37155,0
2551,1.6425e+09,2.2363,0.099448,0.0053322,-11.384,0.042489,-0.026607,214.34,0.12577,0.74405,-0.52223,-0.52223,0
2594,1.6425e+09,2.3146,0.14234,0.0051346,-11.307,-0.10259,-0.025606,211.56,0.097142,0.7361,-1.8164,-1.8164,0
2639,1.6425e+09,2.3932,0.096622,0.0060093,-11.236,0.02589,-0.026791,208.77,0.063636,0.72807,-1.09,-1.09,0
2685,1.6426e+09,2.5004,-0.051393,0.0067636,-11.149,-0.059457,-0.025556,205.28,0.047431,0.71588,-2.1104,-2.1104,0
2730,1.6426e+09,2.5827,-0.046911,0.0063803,-11.089,0.15274,-0.027015,202.5,0.083885,0.70784,-1.2921,-1.2921,0
2775,1.6426e+09,2.6685,-0.08051,0.0069237,-11.025,0.042375,-0.025385,199.71,-0.017525,0.69977,-1.136,-1.136,0
2820,1.6426e+09,2.7568,-0.13373,0.0073185,-10.961,0.0053666,-0.025306,196.92,0.13668,0.69163,-2.7205,-2.7205,0
2869,1.6426e+09,2.8421,-0.063312,0.0070278,-10.896,0.053147,-0.02576,194.13,0.021728,0.68341,-2.384,-2.384,0
2913,1.6426e+09,2.9304,-0.068636,0.0073316,-10.822,-0.1244,-0.024431,191.34,-0.039714,0.67518,-1.425,-1.425,0
2960,1.6426e+09,3.0148,-0.010048,0.0073808,-10.752,-0.033009,-0.025125,188.56,0.038348,0.66687,0.041389,0.041389,0
3004,1.6426e+09,3.0954,0.079021,0.0069647,-10.68,-0.019873,-0.024979,185.77,0.1098,0.65848,-0.6959,-0.6959,0
3049,1.6426e+09,3.1728,0.14996,0.0069097,-10.608,-0.035302,-0.024673,182.98,0.017632,0.65006,-1.9125,-1.9125,0
3093,1.6427e+09,3.2507,0.12449,0.0077041,-10.54,0.038469,-0.024847,180.19,0.034315,0.6416,-3.4042,-3.4042,0
3138,1.6427e+09,3.3287,0.12939,0.0077792,-10.468,0.020744,-0.024419,177.4,0.035447,0.63312,-4.3691,-4.3691,0
3183,1.6427e+09,3.4065,0.128,0.0080263,-10.397,-0.027173,-0.023834,174.62,0.11343,0.62458,-3.12,-3.12,0
3227,1.6427e+09,3.4868,0.07543,0.0085384,-10.328,0.012911,-0.02423,171.83,0.073455,0.61602,-1.3384,-1.3384,0
3274,1.6427e+09,3.5655,0.10044,0.0085038,-10.262,0.06861,-0.024219,169.04,0.073648,0.60745,-0.80996,-0.80996,0
3324,1.6427e+09,3.6548,-0.085728,0.010001,-10.193,-0.058919,-0.023011,166.25,0.060502,0.59886,-0.66366,-0.66366,0
3370,1.6427e+09,3.7373,0.034985,0.0086368,-10.125,0.011232,-0.023651,163.47,0.060422,0.59025,0.024986,0.024986,0
3414,1.6427e+09,3.8259,-0.059165,0.0096365,-10.054,-0.057155,-0.022949,160.68,0.099606,0.5816,-0.27876,-0.27876,0
3459,1.6427e+09,3.9186,-0.1357,0.010169,-9.984,-0.073274,-0.022932,157.89,0.058376,0.57295,-0.37603,-0.37603,0
3504,1.6427e+09,4.0076,-0.048882,0.009687,-9.912,-0.084672,-0.022912,155.1,0.11072,0.56427,-2.1199,-2.1199,0
3551,1.6428e+09,4.0981,-0.094993,0.010477,-9.8406,-0.039079,-0.023192,152.31,0.032222,0.55343,-1.4164,-1.4164,0
3593,1.6428e+09,4.1892,-0.12425,0.010652,-9.7696,-0.0551,-0.022463,149.53,-0.027663,0.54494,-0.77028,-0.77028,0
3637,1.6428e+09,4.2767,-0.035927,0.010082,-9.7011,-0.0094225,-0.022951,146.74,0.090177,0.53646,-0.43144,-0.43144,0
3681,1.6428e+09,4.3626,-0.027008,0.010416,-9.6372,0.099585,-0.023278,143.95,0.038796,0.52795,-2.6381,-2.6381,0
3728,1.6428e+09,4.4484,0.0023488,0.010553,-9.5706,0.027599,-0.022262,141.16,0.25121,0.51938,-2.6383,-2.6383,0
3776,1.6428e+09,4.5359,-0.05495,0.011242,-9.5095,0.13951,-0.02289,138.38,-0.11708,0.51085,-1.8423,-1.8423,0
3821,1.6428e+09,4.6208,-0.030164,0.01142,-9.4426,0.037065,-0.021877,135.59,0.18665,0.50228,-2.0196,-2.0196,0
3865,1.6428e+09,4.7042,0.0030171,0.011428,-9.3777,0.097306,-0.022204,132.8,0.085029,0.49367,-1.4734,-1.4734,0
3910,1.6428e+09,4.7867,0.059697,0.011263,-9.3077,0.010606,-0.021374,130.01,0.01851,0.48507,-0.89769,-0.89769,0
3955,1.6429e+09,4.8689,0.071753,0.011594,-9.2334,-0.086926,-0.021093,127.22,0.15538,0.47641,-1.1421,-1.1421,0
3999,1.6429e+09,4.9536,0.054804,0.011886,-9.1587,-0.14266,-0.020594,124.44,0.047059,0.46777,-2.0765,-2.0765,0
4044,1.6429e+09,5.039,0.055302,0.012048,-9.0814,-0.18503,-0.020312,121.65,0.10445,0.45911,-2.4705,-2.4705,0
4088,1.6429e+09,5.1273,-0.04381,0.012656,-9.0127,-0.021401,-0.021368,118.86,0.07815,0.45044,-0.73862,-0.73862,0
4133,1.6429e+09,5.2161,-0.047499,0.012804,-8.946,0.078023,-0.021727,116.07,0.10964,0.44175,-0.57058,-0.57058,0
4178,1.6429e+09,5.3067,-0.048456,0.012883,-8.8709,-0.10067,-0.01992,113.29,-0.052631,0.4331,-1.3556,-1.3556,0
4227,1.6429e+09,5.3923,-0.016977,0.012824,-8.8037,0.043077,-0.021169,110.5,0.066311,0.42442,-1.2966,-1.2966,0
4272,1.6429e+09,5.4817,-0.09612,0.013889,-8.7401,0.12036,-0.021207,107.71,0.036887,0.4157,0.1359,0.1359,0
4316,1.6429e+09,5.5634,0.088062,0.012538,-8.6731,0.049084,-0.020165,104.92,-0.039731,0.40701,0.5105,0.5105,0
4361,1.6429e+09,5.6285,-0.020387,0.013894,-8.6211,0.028945,-0.020184,102.83,-0.0474,0.39622,-0.93479,-0.93479,0
4403,1.643e+09,5.7148,-0.014117,0.013749,-8.5503,-0.041629,-0.019525,100.04,-0.056593,0.38788,-1.8472,-1.8472,0
4446,1.643e+09,5.8009,0.0023886,0.013792,-8.4697,-0.23555,-0.018172,97.255,0.12488,0.37956,-2.1197,-2.1197,0
4490,1.643e+09,5.8854,0.0040452,0.014117,-8.3953,-0.13352,-0.01941,94.468,0.068553,0.37121,-0.71516,-0.71516,0
4532,1.643e+09,5.9717,-0.011801,0.014504,-8.3258,0.014683,-0.019986,91.68,-0.0018969,0.36285,0.492,0.492,0
4575,1.643e+09,6.0547,0.021251,0.014579,-8.2496,-0.1434,-0.018477,88.892,0.16726,0.35441,0.83647,0.83647,0
4617,1.643e+09,6.1385,-0.013244,0.015131,-8.1794,-0.0018687,-0.019376,86.104,0.13064,0.34592,0.57592,0.57592,0
4666,1.643e+09,6.2242,-0.034178,0.015226,-8.1128,0.095192,-0.019875,83.316,0.033689,0.33744,-0.077057,-0.077057,0
4709,1.643e+09,6.3094,-0.0058968,0.015247,-8.0422,-0.018071,-0.018568,80.528,0.15494,0.32889,-1.3385,-1.3385,0
4752,1.643e+09,6.4009,-0.13545,0.016225,-7.9779,0.072627,-0.018892,77.741,0.11604,0.32032,0.39845,0.39845,0
4795,1.6431e+09,6.4789,-0.1519,0.016284,-7.9237,0.096085,-0.018904,75.425,0.01467,0.31176,0.36755,0.36755,0
4837,1.6431e+09,6.4806,-0.062209,0.015401,-7.9223,-0.043918,-0.017646,75.423,0.11774,0.30339,-0.27695,-0.27695,0
4880,1.6431e+09,6.4847,-0.11383,0.015735,-7.9245,0.0086443,-0.018499,75.423,0.040795,0.29576,-0.68111,-0.68111,0
4923,1.6431e+09,6.4859,-0.030858,0.01511,-7.924,-0.020042,-0.0183,75.42,0.17752,0.28889,-0.08707,-0.08707,0
4966,1.6431e+09,6.4856,-0.0070883,0.014959,-7.9237,-0.022537,-0.018674,75.419,0.12742,0.2828,-1.3327,-1.3327,0
5009,1.6431e+09,6.4861,-0.014259,0.015512,-7.9203,-0.1168,-0.017841,75.418,0.048591,0.27743,-1.7953,-1.7953,0
5052,1.6431e+09,6.4839,0.027091,0.01492,-7.9207,-0.0025406,-0.019042,75.417,0.072544,0.2727,-1.4181,-1.4181,0
5099,1.6431e+09,6.4774,0.14402,0.014247,-7.9189,-0.037259,-0.018501,75.417,0.024209,0.26851,-1.9678,-1.9678,0
5142,1.6431e+09,6.4765,0.035732,0.015497,-7.9162,-0.057437,-0.018444,75.418,-0.049155,0.26485,-2.5122,-2.5122,0
5185,1.6431e+09,6.4755,-0.0055568,0.015389,-7.912,-0.095362,-0.018209,75.418,0.02202,0.2616,-1.3262,-1.3262,0
5223,1.6432e+09,6.4684,0.11204,0.014729,-7.9093,-0.066819,-0.018664,75.417,0.092589,0.25872,0.7164,0.7164,0
5267,1.6432e+09,6.4662,0.031184,0.015496,-7.9091,-0.0238,-0.018689,75.417,0.046644,0.25616,-0.21935,-0.21935,0
5312,1.6432e+09,6.4625,0.060063,0.014874,-7.9121,0.036441,-0.019028,75.415,0.22752,0.25388,-1.897,-1.897,0
5356,1.6432e+09,6.4604,0.012289,0.015422,-7.9159,0.07042,-0.019086,75.415,0.017184,0.25186,-0.9038,-0.9038,0
5401,1.6432e+09,6.4629,-0.061407,0.015621,-7.9193,0.027725,-0.018555,75.415,0.048011,0.2501,-0.66338,-0.66338,0
5445,1.6432e+09,6.4692,-0.17068,0.016297,-7.9197,-0.020202,-0.018188,75.413,0.1274,0.24853,-1.3361,-1.3361,0
5490,1.6432e+09,6.4693,-0.037653,0.015053,-7.9231,0.031286,-0.018877,75.413,0.065979,0.24716,-3.2177,-3.2177,0
5539,1.6432e+09,6.469,-0.005709,0.015149,-7.9193,-0.080669,-0.018171,75.413,0.034338,0.24595,-2.6769,-2.6769,0
5584,1.6432e+09,6.4676,0.019002,0.014996,-7.922,0.028709,-0.019067,75.415,-0.077869,0.24491,-1.1887,-1.1887,0
5628,1.6432e+09,6.4704,-0.047075,0.015597,-7.9207,-0.031408,-0.018434,75.415,0.061768,0.24399,-0.10948,-0.10948,0
5673,1.6433e+09,6.4716,-0.013755,0.014899,-7.9197,-0.059464,-0.018616,75.414,0.085417,0.24313,-0.64249,-0.64249,0
5718,1.6433e+09,6.4716,0.028624,0.014901,-7.9182,-0.072823,-0.017944,75.415,-0.029409,0.24241,-1.8935,-1.8935,0
5762,1.6433e+09,6.4705,0.016944,0.015148,-7.9196,0.03637,-0.019378,75.417,-0.084951,0.24179,-1.5707,-1.5707,0
5808,1.6433e+09,6.4676,0.058199,0.014787,-7.9259,0.14503,-0.019591,75.416,0.13671,0.2412,-1.0283,-1.0283,0
5855,1.6433e+09,6.4671,0.019099,0.015196,-7.9329,0.11009,-0.018941,-0.099526,0.070274,0.23876,-0.51355,-0.51355,0
5900,1.6433e+09,6.4645,0.054942,0.01501,-7.9325,-0.013321,-0.018267,-0.099478,0.12494,0.22072,-1.2016,-1.2016,0
5944,1.6433e+09,6.457,0.18919,0.014249,-7.9396,0.044571,-0.018919,-0.099474,0.48369,0.19777,-2.2008,-2.2008,0
5994,1.6433e+09,6.4371,0.49439,0.011895,-7.9398,-0.040631,-0.017767,-0.099192,0.81181,0.17527,-0.82674,-0.82674,0
6038,1.6433e+09,6.4373,0.19337,0.01419,-7.9461,-0.05488,-0.018015,-0.099234,0.53642,0.15485,-0.47636,-0.47636,0
6081,1.6434e+09,6.4184,0.86298,0.0081139,-7.9375,-0.54485,-0.013393,-0.098838,0.67897,0.13664,0.49658,0.49658,0
6125,1.6434e+09,6.3868,1.1181,0.0032064,-7.9345,-0.37186,-0.01438,-0.098317,0.07473,0.12054,1.5695,1.5695,0
6170,1.6434e+09,6.4294,-0.41935,0.017461,-7.945,-0.15769,-0.016449,-0.099084,-0.033671,0.10647,-0.0026703,-0.0026703,0
6217,1.6434e+09,6.4775,-0.96344,0.02533,-7.9703,-0.4306,-0.013758,-0.10017,-0.30603,0.091358,-1.3038,-1.3038,0
6262,1.6434e+09,6.4606,0.7256,0.0097937,-7.976,-0.20427,-0.0145,-0.09997,-1.21,0.080966,-3.1439,-3.1439,0
6306,1.6434e+09,6.4427,1.2076,0.0018255,-7.9776,-0.1683,-0.017097,-0.09971,-0.79835,0.071809,-4.7889,-4.7889,0
6351,1.6434e+09,6.4456,1.2995,0.00090212,-7.9508,-1.0202,-0.0092669,-0.099418,-0.69266,0.063746,-5.0258,-5.0258,0
6398,1.6434e+09,6.4245,1.88,-0.0052602,-7.9505,-0.35702,-0.015186,-0.09909,-1.1687,0.056635,1.3307,1.3307,0
6445,1.6434e+09,6.4319,0.1949,0.0087869,-7.933,-0.43583,-0.017786,-0.099004,-0.25788,0.050151,3.3985,3.3985,0
6489,1.6434e+09,6.5134,-1.9638,0.032578,-7.9435,0.21444,-0.021609,-0.10039,-0.026052,0.044346,-0.1977,-0.1977,0
6533,1.6435e+09,6.5114,-0.18609,0.018854,-7.9705,0.77998,-0.027381,-0.10068,0.52384,0.039061,4.1737,4.1737,0
6581,1.6435e+09,6.5014,0.60648,0.012061,-7.9707,0.69706,-0.025824,-0.10053,1.0508,0.033027,1.841,1.841,0
6625,1.6435e+09,6.4662,1.3694,0.0032227,-7.965,-0.30759,-0.01595,-0.099936,1.1645,0.028753,1.19,1.19,0
6670,1.6435e+09,6.4487,0.89378,0.0065897,-7.9294,-1.306,-0.0043455,-0.099224,0.87664,0.024955,-4.2935,-4.2935,0
6715,1.6435e+09,6.4421,0.53809,0.0099855,-7.9532,-0.0065124,-0.017003,-0.099394,1.298,0.021568,-7.2148,-7.2148,0
6760,1.6435e+09,6.4415,0.25155,0.012212,-7.9771,0.23972,-0.019861,-0.099681,0.67986,0.018684,-2.1938,-2.1938,0
6805,1.6435e+09,6.4505,-0.18823,0.0163,-8.007,0.63008,-0.024167,-0.10021,0.44705,0.016266,0.18826,0.18826,0
6853,1.6435e+09,6.448,-0.043494,0.0185,-7.9971,-0.22762,-0.016757,-0.10005,-0.3334,0.014367,-6.1693,-6.1693,0
6900,1.6435e+09,6.41,0.76781,0.010105,-7.9527,-1.0755,-0.0092381,-0.098904,-0.80287,0.012902,-7.7236,-7.7236,0
6945,1.6436e+09,6.4089,0.32136,0.01562,-7.9556,-0.42383,-0.017363,-0.098915,-1.1045,0.011076,4.7505,4.7505,0
6987,1.6436e+09,6.3665,1.1173,0.007316,-7.9667,0.029349,-0.018192,-0.098398,-0.60754,0.010009,2.3863,2.3863,0
7035,1.6436e+09,6.3804,0.58176,0.0099977,-7.9745,-0.1196,-0.0179,-0.098729,-0.08142,0.0087171,-7.6796,-7.6796,0
7078,1.6436e+09,6.4268,-1.0823,0.021647,-7.9889,0.56155,-0.023257,-0.099587,-0.58632,0.0077458,9.2803,9.2803,0
7120,1.6436e+09,6.4411,-0.50313,0.017837,-7.9749,0.004944,-0.019217,-0.099671,-0.46658,0.0070866,1.1336,1.1336,0
7164,1.6436e+09,6.3741,1.471,0.00072719,-7.9527,-0.52927,-0.015561,-0.098333,-0.17268,0.0063368,-25.064,-25.064,0
7207,1.6436e+09,6.3906,-0.39684,0.022271,-8.0164,1.5339,-0.029151,-0.099409,0.7046,0.0054171,1.6952,1.6952,0
7253,1.6436e+09,6.4336,-0.96342,0.026369,-8.0107,-0.26529,-0.015678,-0.099983,1.3861,0.004366,5.4476,5.4476,0
7296,1.6436e+09,6.4208,0.86517,0.004999,-7.9992,-0.63273,-0.01336,-0.099661,0.79463,0.0034232,-18.63,-18.63,0
7339,1.6437e+09,6.4186,0.57219,0.0051685,-7.9965,-0.41528,-0.013153,-0.099587,0.74861,0.0026836,8.1273,8.1273,0
7384,1.6437e+09,6.3692,1.298,0.0005439,-7.9441,-1.4509,-0.0067946,-0.098192,0.76835,0.002033,1.0603,1.0603,0
7426,1.6437e+09,6.2969,1.4945,0.010337,-8.0065,1.6229,-0.034248,-0.097818,0.68881,0.0014608,-8.503,-8.503,0
7466,1.6437e+09,6.3754,-2.387,0.043958,-7.9874,-0.057267,-0.018186,-0.098813,0.25735,0.0012249,5.9029,5.9029,0
7508,1.6437e+09,6.4263,-1.8969,0.030863,-8.019,1.3142,-0.032974,-0.099994,1.5581,0.00064981,0.23403,0.23403,0
7552,1.6437e+09,6.4025,0.2155,0.0065465,-7.9682,-0.56322,-0.014104,-0.098963,-1.4572,0.00064946,-15.824,-15.824,0
7595,1.6437e+09,6.255,3.3792,-0.0090121,-8.0076,1.2607,-0.035259,-0.097194,0.14272,0.00086648,-1.4216,-1.4216,0
7638,1.6437e+09,6.2984,-1.1105,0.036739,-8.0177,1.1749,-0.025836,-0.097976,-2.1387,0.00097814,-5.1159,-5.1159,0
7690,1.6437e+09,6.3461,-2.4015,0.037898,-8.0023,1.5368,-0.035631,-0.098529,2.1558,0.0012413,7.5674,7.5674,0
7734,1.6438e+09,6.3041,2.5369,-0.022322,-7.9092,-2.5158,0.0036005,-0.096733,-3.0828,0.0011338,-16.146,-16.146,0
7776,1.6438e+09,6.2415,2.0749,0.0048231,-8.0271,2.0733,-0.034459,-0.097207,0.94483,0.0011748,10.414,10.414,0
7822,1.6438e+09,6.2467,0.14385,0.014947,-7.9341,-2.5374,0.0084213,-0.096147,-2.9042,0.0015623,-11.64,-11.64,0
7867,1.6438e+09,6.3826,-2.7375,0.034602,-8.0149,1.1401,-0.026613,-0.099222,3.1484,0.0010551,16.8,16.8,0
7914,1.6438e+09,6.3798,1.0131,-0.013324,-7.8845,-3.5866,0.0087797,-0.097574,-1.0015,0.00052863,-22.246,-22.246,0
7958,1.6438e+09,6.3028,2.7014,0.0012366,-8.034,2.6561,-0.040838,-0.098227,1.5703,0.00034745,9.461,9.461,0
8003,1.6438e+09,6.2916,0.82214,0.010154,-7.9342,-3.1436,0.015999,-0.096845,-1.6653,0.00031263,-15.07,-15.07,0
8047,1.6438e+09,6.3932,-1.0374,0.025661,-8.0695,1.7265,-0.03244,-0.10012,3.2329,-0.00010928,5.518,5.518,0
8092,1.6438e+09,6.383,1.003,-0.011239,-7.8678,-5.7473,0.02998,-0.09744,-0.25224,-0.00069506,-23.971,-23.971,0
8142,1.6438e+09,6.2831,3.5684,-0.0067647,-8.1293,4.8408,-0.05978,-0.099089,1.2342,-0.00089112,16.351,16.351,0
8186,1.6439e+09,6.1828,2.6743,-0.0029458,-7.9557,-4.4128,0.017099,-0.095434,-2.4706,-0.00032713,-16.784,-16.784,0
8232,1.6439e+09,6.3413,-3.5624,0.05415,-8.0545,2.3128,-0.032357,-0.099086,1.7755,-0.00055305,9.368,9.368,0
8276,1.6439e+09,6.1358,5.0904,-0.03364,-7.9347,-3.1861,-0.0058311,-0.094433,-0.89306,-0.00042634,-8.6413,-8.6413,0
8322,1.6439e+09,6.1664,0.38995,0.018218,-8.0264,2.7518,-0.028361,-0.096036,0.28818,-0.00061483,17.731,17.731,0
8366,1.6439e+09,6.0214,4.3974,-0.019215,-8.0076,-1.0813,-0.016078,-0.093553,-2.3408,0.00019663,-8.1703,-8.1703,0
8411,1.6439e+09,6.2639,-4.9406,0.059858,-7.9734,-0.34135,-0.0055793,-0.096905,0.9714,9.8975e-06,1.0795,1.0795,0
8456,1.6439e+09,6.1043,4.0073,-0.016506,-8.017,0.82496,-0.041115,-0.094951,-0.47597,0.00024479,-2.5006,-2.5006,0
8501,1.6439e+09,6.187,-2.0531,0.03244,-7.9399,-1.6556,0.0088146,-0.095305,-0.18986,-1.8249e-05,0.79947,0.79947,0
8546,1.6439e+09,6.0971,2.0963,-0.0014237,-8.0595,1.9416,-0.042901,-0.095331,-0.4591,0.00036352,-1.5693,-1.5693,0
8594,1.6439e+09,6.2735,-5.1041,0.050133,-7.8753,-4.2497,0.025433,-0.095842,0.45673,-5.4269e-05,-11.78,-11.78,0
8638,1.644e+09,6.1672,0.79473,0.014732,-8.0907,4.5851,-0.066255,-0.096815,1.1548,-0.00012163,18.595,18.595,0
8679,1.644e+09,6.1986,-1.4881,0.01979,-7.9164,-4.0329,0.021834,-0.095204,-0.60947,-0.00033268,-15.09,-15.09,0
8724,1.644e+09,6.2483,-0.98046,0.024862,-8.0882,3.4135,-0.050721,-0.09804,1.9598,-0.00056938,7.5638,7.5638,0
8770,1.644e+09,6.187,1.1438,-0.0072284,-7.8683,-5.3831,0.023803,-0.094454,-0.64751,-0.00079449,-22.534,-22.534,0
8811,1.644e+09,6.2056,-0.18062,0.026151,-8.0544,4.3176,-0.052491,-0.096982,1.3962,-0.00095875,18.206,18.206,0
8857,1.644e+09,6.1829,0.32397,0.0063768,-7.9814,-1.2813,-0.015003,-0.095731,-0.7909,-0.00072525,-13.644,-13.644,0
8901,1.644e+09,6.3362,-3.1774,0.044934,-7.962,0.7816,-0.020597,-0.09788,1.4665,-0.0010284,-2.8504,-2.8504,0
8945,1.644e+09,6.1158,5.1009,-0.034715,-7.9944,1.0887,-0.039349,-0.094869,-0.92799,-0.00074041,-0.70381,-0.70381,0
8991,1.644e+09,6.2117,-1.3143,0.037718,-7.9111,-1.2441,0.0013035,-0.095355,0.50171,-0.00081209,4.3072,4.3072,0
9039,1.644e+09,6.1302,2.004,-0.003221,-8.0476,3.1291,-0.049021,-0.095721,-1.5236,-0.00024495,-6.4479,-6.4479,0
9085,1.6441e+09,6.316,-4.3986,0.052781,-7.8771,-4.2684,0.018308,-0.09651,1.6477,-0.00059298,-12.409,-12.409,0
9129,1.6441e+09,6.1557,2.8164,-0.006186,-8.0129,1.9882,-0.034152,-0.095679,-1.3747,-0.00037518,8.4495,8.4495,0
9174,1.6441e+09,6.2646,-3.6762,0.049851,-7.9937,-1.1245,-0.010674,-0.097164,-0.030844,-0.00044418,-5.0645,-5.0645,0
9218,1.6441e+09,6.1973,0.98405,0.0036004,-7.9812,-0.32699,-0.011365,-0.095971,-0.94239,-1.8208e-05,-2.3107,-2.3107,0
9263,1.6441e+09,6.2881,-3.0845,0.027733,-8.004,0.37237,-0.032705,-0.097658,1.2431,-0.00064305,-8.6447,-8.6447,0
9308,1.6441e+09,6.2836,-1.4501,0.036407,-7.9659,0.36334,-0.020788,-0.097086,0.81658,-0.00052616,9.2351,9.2351,0
9352,1.6441e+09,6.2535,0.1236,0.007748,-8.0089,2.3048,-0.041085,-0.097149,-0.72065,-0.00054918,-10.411,-10.411,0
9397,1.6441e+09,6.3853,-2.5831,0.034651,-7.9021,-1.3614,-0.006073,-0.097896,1.7068,-0.00051686,-0.24328,-0.24328,0
9442,1.6441e+09,6.2522,4.3773,-0.036209,-7.9218,0.19393,-0.022167,-0.096092,-0.11114,-0.00081712,3.068,3.068,0
9491,1.6441e+09,6.4283,-3.0983,0.046056,-7.9024,-1.7783,0.002681,-0.098566,0.83334,-0.0010667,3.8635,3.8635,0
9537,1.6442e+09,6.4145,-1.0091,0.027082,-7.9181,-0.15907,-0.01338,-0.098534,1.3629,-0.0006866,5.7367,5.7367,0
9580,1.6442e+09,6.2706,3.8426,-0.031172,-7.9107,-0.15367,-0.025334,-0.096247,-0.083467,-0.00089139,-10.503,-10.503,0
9623,1.6442e+09,6.386,-1.563,0.040759,-7.8669,-2.3651,0.013325,-0.097476,0.49276,-0.00086682,-2.5263,-2.5263,0
9665,1.6442e+09,6.2965,2.3979,-0.0027542,-8.0157,1.564,-0.03257,-0.097917,-2.0582,-0.00033378,-2.4925,-2.4925,0
9710,1.6442e+09,6.4173,-3.4066,0.0442,-7.857,-4.8064,0.022648,-0.09782,0.55137,-0.00038458,-18.347,-18.347,0
9752,1.6442e+09,6.1658,5.2657,-0.021086,-8.0594,3.9338,-0.057154,-0.096413,-0.90824,-0.00026665,16.101,16.101,0
9795,1.6442e+09,6.237,-2.7674,0.042515,-7.8882,-3.8968,0.017482,-0.095451,-0.80748,-0.0002006,-8.197,-8.197,0
