LineNo,TimeUS,RDes,R,ROut,PDes,P,POut,YDes,Y,YOut,ADes,A,AOut
61325,1.6568e+09,-0.14274,13.986,-0.247,12.274,3.4008,-0.0061791,-18.496,-0.20301,-0.11664,-5.28,9.7028,0.25243
61365,1.6568e+09,-0.73117,-3.4919,-0.10285,11.554,6.813,-0.03422,-18.558,0.14461,-0.11648,-6.3609,-25.654,0.25238
61410,1.6568e+09,-0.76121,-13.444,0.031934,12.244,9.2813,-0.027731,-18.716,3.4695,-0.11713,-8.4355,-7.3565,0.25305
61451,1.6568e+09,-1.0635,4.8598,-0.15214,11.737,11.135,-0.060339,-18.686,-2.885,-0.11654,-9.6115,42.667,0.25325
61497,1.6568e+09,-1.1903,6.9486,-0.19218,11.978,-0.28247,0.035498,-18.833,1.1506,-0.11624,-11.11,-22.871,0.25277
61539,1.6568e+09,-0.60503,0.036713,-0.10852,10.907,-2.9364,0.083182,-18.92,0.29586,-0.11726,-10.982,14.519,0.25321
61584,1.6568e+09,0.56927,0.45993,-0.11664,10.132,6.8813,-0.014044,-19.026,-0.6292,-0.11697,-8.0327,-7.9565,0.25284
61628,1.6568e+09,1.0331,-1.2678,-0.096792,10.434,3.8907,0.0057539,-19.03,-0.84503,-0.11654,-7.8002,-5.2506,0.25264
61673,1.6568e+09,1.7087,-1.4174,-0.086271,9.9926,5.4861,-0.010255,-19.184,1.3054,-0.11672,-8.7645,10.404,0.2523
61721,1.6569e+09,1.8766,11.116,-0.21388,9.1488,4.6636,-0.01763,-19.37,1.7279,-0.11745,-9.7303,-2.8181,0.25198
61767,1.6569e+09,1.289,-1.5695,-0.09814,9.3902,-1.1062,0.053519,-19.404,0.24911,-0.11808,-8.3085,2.1193,0.25172
61811,1.6569e+09,0.35781,8.4042,-0.18518,10.018,10.713,-0.047956,-19.445,-1.5527,-0.11758,-6.8404,9.6461,0.25152
61856,1.6569e+09,0.79278,0.81068,-0.11781,10.714,7.6532,-0.03915,-19.581,1.9493,-0.11806,-8.3384,11.524,0.25136
61894,1.6569e+09,0.75688,-8.6814,-0.024831,11.324,-1.8571,0.058305,-19.537,-0.094182,-0.11742,-9.4325,-24.393,0.25083
61938,1.6569e+09,0.4632,6.0509,-0.14806,12.092,9.1349,-0.042811,-19.787,4.7558,-0.11894,-9.3149,-13.388,0.25103
61982,1.6569e+09,0.25977,2.5732,-0.15527,11.871,4.8109,-0.0024031,-19.69,-2.9284,-0.11878,-9.0177,9.9566,0.2517
62027,1.6569e+09,0.25182,-2.2208,-0.094174,11.937,-2.8362,0.080062,-19.738,-1.5924,-0.11841,-8.3328,-12.402,0.25227
62072,1.6569e+09,0.32919,2.2755,-0.10949,13.22,3.2009,0.024249,-19.789,-0.76357,-0.11827,-5.1228,-12.835,0.25254
62122,1.657e+09,0.53151,-6.9995,-0.032618,13.461,2.6048,0.020855,-19.869,0.59602,-0.11898,-4.6599,-34.046,0.25293
62167,1.657e+09,-0.93188,-1.8949,-0.083986,12.803,7.721,-0.024717,-19.738,-2.8892,-0.11839,-6.2539,-8.7243,0.25387
62212,1.657e+09,-1.115,3.5759,-0.13728,12.46,-1.9059,0.071572,-19.791,-0.64605,-0.1184,-4.9077,-38.203,0.25442
62258,1.657e+09,-2.6079,2.88,-0.12193,12.084,5.1145,0.0094983,-19.834,0.37443,-0.11913,-4.2002,7.2766,0.25495
62303,1.657e+09,-2.3008,7.7482,-0.18844,11.731,1.8908,0.037017,-19.776,-0.84424,-0.1184,-3.1724,-37.407,0.25486
62348,1.657e+09,-1.9321,6.6963,-0.17441,11.199,1.5116,0.043255,-19.797,-0.43068,-0.119,-2.0289,-8.5665,0.25564
62393,1.657e+09,-3.0214,5.3717,-0.17967,11.351,4.9187,0.016129,-19.645,-2.9406,-0.1187,1.4419,5.1359,0.25606
62437,1.657e+09,-3.0979,-3.3808,-0.087531,11.231,10.75,-0.058095,-19.727,0.79429,-0.1185,2.7455,-7.6373,0.25654
62482,1.6571e+09,-2.6795,-7.0796,-0.038934,11.364,14.696,-0.095383,-19.679,-0.088984,-0.11887,1.2295,4.2174,0.25714
62526,1.6571e+09,-3.1147,1.0397,-0.1246,11.53,9.0536,-0.037072,-19.615,-0.8216,-0.11807,2.4671,-12.968,0.25746
62575,1.6571e+09,-3.2703,7.7567,-0.19243,11.134,5.6688,0.00077447,-19.644,0.68073,-0.11854,6.1058,-13.663,0.25803
62621,1.6571e+09,-4.2574,6.8741,-0.19932,11.961,4.9458,0.020662,-19.547,-0.36208,-0.11873,6.7532,-2.6047,0.25867
62665,1.6571e+09,-3.8993,-7.7489,-0.072634,13.238,8.7391,-0.01777,-19.428,-1.4587,-0.1179,9.8359,21.883,0.25891
62710,1.6571e+09,-3.3224,-6.8245,-0.07708,13.023,7.363,-0.0099612,-19.437,0.6247,-0.11787,12.041,-12.897,0.25889
62754,1.6571e+09,-2.0705,1.6081,-0.15496,13.151,3.3276,0.044096,-19.345,-1.7924,-0.11791,12.765,-13.605,0.25967
62801,1.6571e+09,-1.954,1.2693,-0.14325,11.839,2.0427,0.069355,-19.203,-2.0387,-0.11763,13.348,5.8554,0.26001
62845,1.6571e+09,-2.5938,2.1506,-0.15497,8.2196,9.5302,-0.038299,-19.194,1.2759,-0.11749,11.332,0.096893,0.26004
62892,1.6572e+09,-2.688,-11.401,-0.026103,7.3991,11.667,-0.065331,-19.058,-1.1514,-0.11707,10.688,-3.5267,0.25968
62934,1.6572e+09,-2.9691,-10.78,-0.024209,6.799,10.357,-0.024173,-19.018,0.068026,-0.11719,9.1627,-15.534,0.2596
62985,1.6572e+09,-4.1551,8.9507,-0.21113,5.3028,14.916,-0.062944,-19.03,-0.55593,-0.11698,9.2848,35.955,0.25978
63029,1.6572e+09,-4.1069,5.1174,-0.18866,3.8438,6.8516,-0.010501,-18.958,-2.2358,-0.11666,9.5744,27.527,0.25909
63075,1.6572e+09,-3.6403,-5.9971,-0.071292,4.269,4.1195,0.023012,-18.962,-0.341,-0.11637,9.8098,3.1109,0.25829
63120,1.6572e+09,-2.9262,6.2851,-0.17661,4.6141,7.6018,-0.014686,-19.077,-0.14656,-0.11671,10.026,18.424,0.25794
63162,1.6572e+09,-3.4868,3.7936,-0.16143,4.3422,7.5432,-0.024607,-18.988,-2.3342,-0.11674,9.5741,26.656,0.25757
63207,1.6572e+09,-4.2627,0.26336,-0.13362,3.9079,4.3996,0.0030435,-18.904,-3.2195,-0.11596,9.4742,30.352,0.25675
63248,1.6572e+09,-4.1835,3.6359,-0.15823,3.5913,7.4891,-0.03138,-18.973,1.8773,-0.1162,9.2424,13.033,0.25599
63292,1.6573e+09,-3.4176,-4.7972,-0.082751,3.2109,6.5697,-0.031125,-18.935,-0.33905,-0.11639,11.104,38.457,0.25572
63336,1.6573e+09,-2.6489,-4.1073,-0.082653,3.5016,-0.80083,0.032762,-18.997,0.63152,-0.11671,11.059,-16.302,0.25507
63381,1.6573e+09,-4.5498,3.0601,-0.14604,3.1429,-0.59145,0.03919,-18.816,-4.1356,-0.1157,8.3639,12.677,0.25499
63430,1.6573e+09,-4.356,-0.29714,-0.12678,2.1858,3.0483,-0.020996,-18.927,-0.063186,-0.11597,8.1763,4.9421,0.25463
63475,1.6573e+09,-3.1347,-7.4555,-0.049431,3.3051,5.6629,-0.039057,-18.946,0.4048,-0.11623,10.149,10.736,0.25443
63521,1.6573e+09,-2.6736,-7.5404,-0.047581,3.9734,5.5084,-0.050555,-18.97,-0.097304,-0.11634,9.8323,16.123,0.25418
63565,1.6573e+09,-2.7161,1.6601,-0.14374,3.1517,0.14198,-0.016223,-18.962,-0.86904,-0.11649,7.2738,4.3579,0.25411
63607,1.6573e+09,-4.12,3.6212,-0.17334,3.153,-4.3674,0.042032,-18.871,-1.808,-0.11619,7.0393,30.683,0.25415
63653,1.6573e+09,-4.4834,8.2578,-0.237,2.6721,-1.562,0.022361,-18.921,-0.70885,-0.11649,9.2173,-0.80309,0.25404
63695,1.6574e+09,-3.4021,-9.8486,-0.053987,2.209,1.9986,-0.021064,-18.961,2.6484,-0.11731,8.6996,12.631,0.25414
63737,1.6574e+09,-2.964,-6.8101,-0.088154,0.18271,1.0599,-0.015964,-18.736,-1.6311,-0.11724,6.3239,-2.98,0.25407
63778,1.6574e+09,-3.1047,-3.8721,-0.10643,-1.4347,4.1516,-0.051515,-18.573,0.95756,-0.11734,5.7717,14.006,0.25436
63823,1.6574e+09,-3.7094,3.9852,-0.1789,-2.0465,1.1437,-0.020698,-18.412,0.38953,-0.11737,5.9311,8.9795,0.25435
63872,1.6574e+09,-3.6397,-0.057195,-0.13368,-2.42,0.36281,-0.020368,-18.205,-0.39875,-0.11739,5.2116,24.785,0.25433
63916,1.6574e+09,-4.0495,-7.9196,-0.076825,-2.0684,-4.5741,0.0037311,-18.061,0.29193,-0.11746,5.2407,9.4534,0.25374
63961,1.6574e+09,-3.2957,-3.4618,-0.098785,-2.4013,1.943,-0.041643,-17.979,-0.014879,-0.11762,5.6662,-19.428,0.25379
64006,1.6574e+09,-3.7226,-2.4776,-0.10992,-1.9179,-1.9642,-0.013492,-17.746,-0.64883,-0.11731,5.4013,15.939,0.25438
64049,1.6574e+09,-3.7689,-3.9153,-0.11149,-1.6555,-8.6164,0.045183,-17.583,-0.67793,-0.11691,5.6492,-30.447,0.25449
64091,1.6575e+09,-3.7656,-7.919,-0.058044,-1.6227,-8.4381,0.045571,-17.405,-0.10695,-0.11725,5.027,21.111,0.2551
64135,1.6575e+09,-2.8878,5.0213,-0.18811,-2.2232,-4.3392,-0.01405,-17.209,-2.092,-0.11597,4.8384,26.391,0.25507
64180,1.6575e+09,-1.7097,3.9243,-0.19327,-0.52879,-8.3642,0.026528,-17.186,2.753,-0.11663,7.3182,-6.0108,0.255
64227,1.6575e+09,-2.39,-5.0499,-0.092787,0.20717,-6.7541,0.030621,-16.997,-0.43758,-0.11665,7.3566,-5.125,0.25556
64271,1.6575e+09,-3.355,-6.1256,-0.074314,0.80217,-2.277,-0.019946,-16.897,-0.021747,-0.11598,4.6761,28.366,0.25566
64320,1.6575e+09,-3.2872,6.4048,-0.20158,1.9061,-6.3659,0.010487,-16.741,-0.49194,-0.11535,4.3882,18.01,0.25481
64364,1.6575e+09,-5.1658,12.798,-0.27448,4.5201,-3.7268,-0.001805,-16.742,2.6226,-0.11606,4.5877,8.5804,0.25436
64409,1.6575e+09,-4.8112,-1.7131,-0.15393,5.1156,-3.9683,0.01954,-16.587,-0.79209,-0.11554,4.7957,-0.88739,0.25488
64456,1.6575e+09,-5.2319,-13.476,-0.043758,7.3454,-6.0114,0.046573,-16.44,0.95118,-0.11519,4.5631,4.9435,0.25502
64500,1.6575e+09,-4.68,-7.9429,-0.075006,7.5678,0.54806,-0.016107,-16.478,2.1117,-0.1152,4.5229,14.654,0.25472
64541,1.6576e+09,-3.1119,-6.9182,-0.088204,6.893,3.8041,-0.052651,-16.348,-0.448,-0.11479,4.0616,3.3492,0.25444
64579,1.6576e+09,-2.5906,-1.6532,-0.14002,5.4559,0.42118,-0.016986,-16.347,2.5826,-0.11515,3.7336,-5.6645,0.25425
64624,1.6576e+09,-3.0952,-4.2481,-0.097662,6.853,-4.1996,0.046021,-16.214,0.05379,-0.11492,3.3567,14.209,0.2542
64669,1.6576e+09,-1.8146,-5.6987,-0.09326,7.3037,-1.7957,0.007843,-16.139,0.085043,-0.11442,2.9809,35.85,0.25355
64713,1.6576e+09,-1.8923,3.6078,-0.18332,7.7865,-4.6095,0.031834,-16.075,1.2994,-0.11417,3.1305,-10.924,0.25277
64762,1.6576e+09,-2.7229,2.5855,-0.18734,7.5421,-3.7154,0.043207,-16.04,1.3388,-0.11486,3.114,15.712,0.25288
64806,1.6576e+09,-2.796,-0.52861,-0.14281,7.4575,-0.85012,0.024863,-16.143,3.0347,-0.11548,2.6819,39.184,0.25268
64852,1.6576e+09,-3.5956,7.8376,-0.22963,8.5874,0.12013,0.0064471,-15.971,-1.5912,-0.11471,2.4417,32.751,0.25207
64897,1.6576e+09,-2.6697,-6.1496,-0.10049,9.3423,-4.2436,0.049425,-15.983,1.1562,-0.11472,2.7231,12.208,0.25192
64940,1.6577e+09,-0.73367,-10.37,-0.041415,8.4226,-3.2991,0.041117,-16.073,1.5635,-0.115,2.8246,0.67663,0.25192
64985,1.6577e+09,-1.2991,11.684,-0.25277,6.4181,1.9628,-0.016494,-16.075,2.4291,-0.11514,2.5948,9.3559,0.25204
65031,1.6577e+09,-0.90292,5.8926,-0.19183,7.0598,-3.0575,0.037905,-16.083,-0.54687,-0.11606,2.2904,-1.7696,0.25245
65076,1.6577e+09,-0.75841,0.29975,-0.14956,6.2866,-3.4966,0.06554,-16.006,-0.56891,-0.11546,2.2766,15.834,0.25251
65120,1.6577e+09,0.31585,0.35943,-0.1365,5.8268,9.5496,-0.085331,-16.31,7.1872,-0.11644,1.9782,31.919,0.25239
65165,1.6577e+09,1.6293,-6.0766,-0.092071,5.932,2.4235,-0.018919,-16.311,2.1449,-0.11709,2.4583,-12.552,0.25253
65214,1.6577e+09,1.7102,-11.19,-0.033765,6.8634,1.7317,0.0040397,-16.369,2.8989,-0.11743,2.8435,-4.206,0.25356
65258,1.6577e+09,1.8452,-2.7833,-0.11068,6.6313,-3.2938,0.049199,-16.41,0.63134,-0.11759,4.6838,-12.612,0.25411
65304,1.6577e+09,1.4944,-0.83299,-0.12546,7.5579,3.4669,-0.0090416,-16.527,3.4799,-0.11839,6.1022,-15.657,0.25465
65350,1.6578e+09,1.3781,-0.41784,-0.13407,9.2515,1.4088,0.0044915,-16.631,2.4462,-0.11876,6.2602,10.11,0.25526
65389,1.6578e+09,2.0274,2.212,-0.16882,7.8419,-3.6822,0.049359,-16.629,0.54617,-0.11867,4.6207,-18.214,0.25548
65430,1.6578e+09,4.0343,2.482,-0.14249,7.0512,-4.2075,0.052153,-16.864,5.8595,-0.12006,4.7752,0.42429,0.25592
65475,1.6578e+09,4.1295,-1.424,-0.10536,6.8379,-0.78355,0.0078332,-16.678,-1.4688,-0.11947,4.8239,-6.5513,0.2557
65518,1.6578e+09,3.9641,-0.44488,-0.1139,6.7683,-4.2673,0.023662,-16.842,4.5317,-0.12,5.1312,-0.41504,0.25573
65561,1.6578e+09,4.4862,1.5484,-0.11248,6.429,0.96744,-0.018061,-16.837,0.56868,-0.12031,5.0094,21.063,0.25576
65603,1.6578e+09,5.7513,1.7614,-0.12287,8.4665,-6.3226,0.044257,-16.951,2.9882,-0.12033,7.8919,4.5488,0.2554
65649,1.6578e+09,5.0253,3.0693,-0.12254,9.9977,-6.0741,0.058642,-16.97,2.022,-0.12111,11.701,-7.5367,0.25532
65691,1.6578e+09,4.0668,0.22244,-0.099417,10.171,4.9994,-0.051317,-16.974,2.4239,-0.12087,11.782,-6.8335,0.2555
65734,1.6579e+09,3.5236,-6.7954,-0.018266,11.414,-5.4464,0.045361,-16.975,3.3967,-0.12121,11.694,12.424,0.2556
65777,1.6579e+09,2.8741,-3.1894,-0.047392,12.707,-2.4773,0.02704,-17.004,2.766,-0.12116,11.749,-0.21963,0.25559
65817,1.6579e+09,1.4732,10.328,-0.16273,11.181,-5.1834,0.04278,-16.957,0.48467,-0.12106,7.7105,31.524,0.25557
65859,1.6579e+09,2.1173,17.274,-0.26055,10.512,-10.609,0.086457,-17.043,0.32968,-0.12076,5.2984,14.594,0.25499
65902,1.6579e+09,1.4899,0.63171,-0.10161,10.157,-0.67801,0.0191,-17.184,5.6828,-0.12215,5.3542,4.2529,0.25443
65944,1.6579e+09,1.3796,-0.14923,-0.070765,9.9087,6.6093,-0.055967,-17.23,1.446,-0.12211,5.3379,18.29,0.2545
65987,1.6579e+09,1.3229,3.3545,-0.099301,10.966,-3.0873,0.030673,-17.268,0.96411,-0.12203,4.3661,60.733,0.25403
66033,1.6579e+09,0.14991,10.645,-0.19539,12.041,-2.6577,0.03947,-17.322,2.6085,-0.12249,4.9814,-14.487,0.25251
66076,1.6579e+09,-0.69622,14.561,-0.22999,11.145,3.8255,0.0040911,-17.462,2.9836,-0.12296,5.3294,1.654,0.25307
66117,1.658e+09,-0.95008,1.1735,-0.11402,11.252,1.6183,0.035581,-17.346,2.8679,-0.12349,4.8309,27.424,0.25308
66158,1.658e+09,-1.3971,6.4931,-0.15834,10.756,5.8273,-0.011328,-17.269,3.9852,-0.12353,5.3526,-3.7838,0.25253
66199,1.658e+09,-1.3788,2.9436,-0.12879,10.437,-0.60145,0.045742,-17.08,2.2958,-0.12388,4.8673,25.225,0.25306
66241,1.658e+09,-1.7958,8.8281,-0.20155,9.7167,-1.6723,0.060297,-16.938,2.4727,-0.12405,5.0747,-18.096,0.25302
66286,1.658e+09,-1.805,7.525,-0.17722,8.4517,5.8011,-0.012058,-16.875,2.7907,-0.12435,4.6142,19.655,0.25377
66330,1.658e+09,-0.34225,-2.9846,-0.093351,9.0472,4.9488,-0.01198,-16.791,2.2247,-0.12449,6.4737,32.94,0.2534
66377,1.658e+09,-0.20282,-0.75936,-0.10867,8.6454,7.3325,-0.028224,-16.721,3.1217,-0.12442,10.633,-39.218,0.25324
66421,1.658e+09,-1.2469,-0.7439,-0.10431,8.6945,5.6598,-0.0056155,-16.625,5.5574,-0.12503,7.7131,5.9066,0.25452
66469,1.658e+09,-1.6082,-4.835,-0.083647,9.6584,-0.47538,0.05626,-16.469,3.6943,-0.12535,6.7566,-11.437,0.25442
66513,1.658e+09,-2.5525,3.676,-0.14298,9.6118,6.5898,-0.00772,-16.485,5.2164,-0.1256,6.5618,-10.137,0.25438
66558,1.6581e+09,-4,6.8836,-0.20563,10.712,1.6514,0.027732,-16.322,3.3514,-0.1256,5.822,30.505,0.25415
66604,1.6581e+09,-3.8699,1.419,-0.16363,11.085,2.9202,0.019092,-16.213,2.4132,-0.12496,5.7755,0.13208,0.2534
66648,1.6581e+09,-2.8522,-13.651,-0.014268,10.33,10.988,-0.060292,-16.297,7.8502,-0.12588,5.3711,4.2931,0.25332
66690,1.6581e+09,-3.952,-7.4159,-0.066384,9.8764,1.1656,0.038209,-16.156,2.5244,-0.12586,5.2051,12.259,0.25328
66734,1.6581e+09,-3.5971,-2.8495,-0.11403,9.7547,1.5515,0.024026,-16.217,3.4272,-0.12576,2.1544,41.457,0.25278
66779,1.6581e+09,-2.9145,2.758,-0.16543,9.0545,1.1188,0.033409,-16.289,4.0053,-0.1263,1.0825,28.35,0.25187
66823,1.6581e+09,-2.3747,-2.2743,-0.13213,8.2787,6.3954,-0.0073738,-16.202,1.7877,-0.12587,0.47537,-11.442,0.25106
66867,1.6581e+09,-2.5276,-6.697,-0.076716,7.3442,8.5958,-0.02347,-16.328,6.6966,-0.12607,-0.63057,25.347,0.25118
66916,1.6581e+09,-1.8702,-2.894,-0.10653,6.7872,9.9331,-0.046003,-16.57,7.2133,-0.12751,-2.0133,52.048,0.25087
66962,1.6582e+09,-1.9959,1.6446,-0.15329,8.287,-0.35948,0.047632,-16.541,2.9536,-0.12757,-2.9478,17.958,0.24975
67008,1.6582e+09,-2.1172,6.4615,-0.19656,8.9728,-3.6401,0.086518,-16.699,4.2099,-0.12765,-4.1418,17.875,0.2491
67050,1.6582e+09,-0.88561,3.1643,-0.1596,10.455,1.3213,0.039207,-16.723,2.5841,-0.12782,-4.18,-6.5176,0.2483
67095,1.6582e+09,-1.3006,-0.6013,-0.11379,10.199,-6.244,0.099196,-16.944,6.0119,-0.12832,-1.1718,25.96,0.24756
67140,1.6582e+09,-0.5626,8.399,-0.18662,8.4824,-1.428,0.034921,-16.979,2.1481,-0.12819,-3.6908,14.363,0.24671
67185,1.6582e+09,-2.1757,14.288,-0.25429,9.5382,-7.2886,0.079926,-16.991,3.2394,-0.12793,-6.0162,16.048,0.24603
67230,1.6582e+09,-3.6441,1.2074,-0.13577,8.7211,-6.6862,0.075591,-17.06,3.8119,-0.12881,-10.773,32.958,0.24521
67275,1.6582e+09,-2.7322,-7.4443,-0.034979,9.2529,-4.5307,0.034463,-17.183,3.3789,-0.12846,-16.638,31.387,0.24368
67320,1.6583e+09,-2.4778,4.9761,-0.14936,9.7088,-3.5672,0.01362,-17.421,5.7186,-0.12919,-18.634,23.923,0.24199
67370,1.6583e+09,-3.5149,16.828,-0.27671,10.636,-1.5709,0.016351,-17.627,4.7632,-0.13033,-20.646,31.819,0.24095
67414,1.6583e+09,-4.8486,2.4822,-0.16743,12.878,-2.1324,0.017079,-17.646,3.7258,-0.13037,-23.171,42.849,0.23954
67459,1.6583e+09,-4.1654,2.2842,-0.15487,14.64,-8.6455,0.069087,-17.849,5.4058,-0.13049,-25.403,49.364,0.23818
67503,1.6583e+09,-2.6705,-4.9034,-0.077428,15.296,-5.3391,0.04486,-18.099,6.6956,-0.1318,-24.597,-1.372,0.2367
67548,1.6583e+09,-3.1623,3.7648,-0.15819,16.34,-6.7693,0.067043,-18.318,7.3911,-0.1326,-25.889,-22.073,0.2356
67590,1.6583e+09,-2.6016,-7.6268,-0.041068,14.923,-9.313,0.090439,-18.54,4.5971,-0.13357,-27.93,15.527,0.23547
67634,1.6583e+09,-2.5778,16.184,-0.26277,13.508,-4.1548,0.047342,-18.725,2.5956,-0.13388,-32.586,-7.3437,0.23505
67680,1.6583e+09,-2.2971,12.062,-0.26249,13.487,-6.0841,0.072441,-18.942,4.8416,-0.13431,-35.273,35.515,0.23494
67724,1.6584e+09,-2.086,-2.5043,-0.13386,14.798,-6.0234,0.080128,-19.181,7.5253,-0.13578,-36.822,-7.1479,0.23386
67772,1.6584e+09,0.54577,0.50764,-0.14428,18.296,-1.594,0.044229,-19.633,6.4095,-0.13673,-38.103,33.339,0.2334
67817,1.6584e+09,0.018488,-7.0209,-0.10903,18.251,2.3527,0.0038613,-19.541,1.6589,-0.13723,-34.356,-29.389,0.23257
67863,1.6584e+09,-0.84089,-14.109,0.020814,18.04,6.4757,-0.024756,-19.669,8.1842,-0.13735,-35.809,9.2715,0.23312
67907,1.6584e+09,-1.9752,5.8421,-0.1904,18.809,-3.2934,0.040093,-19.752,6.7237,-0.13852,-37.524,29.337,0.23212
67952,1.6584e+09,-5.1104,16.536,-0.33611,18.907,-7.8404,0.12554,-19.739,4.5105,-0.13934,-40.07,10.087,0.23097
67990,1.6584e+09,-4.5863,8.9923,-0.23752,18.528,-13.566,0.1671,-19.751,0.97676,-0.13965,-44.961,8.4466,0.23011
68035,1.6584e+09,-4.288,6.6106,-0.22217,16.791,2.1667,0.033132,-19.908,5.8775,-0.13953,-46.853,-22.974,0.22928
68079,1.6584e+09,-4.2478,6.054,-0.2317,15.204,4.9404,0.026151,-19.973,5.1341,-0.14066,-47.68,-19.61,0.22986
68124,1.6585e+09,-3.5516,-19.413,-0.0017797,14.633,1.787,0.063864,-20.008,4.7283,-0.14099,-48.218,-7.1093,0.23001
68169,1.6585e+09,-2.1011,-12.945,-0.029654,16.109,-0.66283,0.068987,-20.264,6.6319,-0.14176,-48.335,-4.2556,0.22925
68217,1.6585e+09,-2.6968,12.963,-0.30684,17.076,10.158,-0.023933,-20.316,4.1831,-0.14193,-48.188,-18.607,0.22927
68262,1.6585e+09,-2.9538,-12.049,-0.11637,17.009,-2.1195,0.098637,-20.33,5.4752,-0.14248,-48.316,-1.5553,0.22995
68307,1.6585e+09,-2.1562,-21.84,0.024849,16.534,8.3417,0.017886,-20.42,5.6343,-0.14285,-47.765,-44.164,0.22952
68352,1.6585e+09,-1.2768,-10.762,-0.061518,17.88,15.435,-0.064929,-20.498,4.6884,-0.14294,-46.808,-67.3,0.23003
68397,1.6585e+09,1.0796,-26.84,0.049371,19.484,-0.65561,0.071514,-20.677,5.2024,-0.14284,-46.299,-55.96,0.2307
68438,1.6585e+09,2.217,-22.691,0.035806,18.755,1.4047,0.054965,-20.912,8.2182,-0.14421,-44.82,-91.248,0.23152
68482,1.6585e+09,1.4069,7.5044,-0.25396,17.669,5.5475,0.052801,-20.979,2.4788,-0.14428,-41.865,-50.97,0.23398
68528,1.6586e+09,1.0652,-6.7555,-0.14073,17.61,4.8741,0.064401,-20.933,2.8672,-0.14432,-39.513,-22.002,0.23555
68569,1.6586e+09,2.6113,-10.934,-0.097781,17.747,5.8851,0.046786,-20.949,1.654,-0.14326,-37.85,-17.669,0.23644
68594,1.6586e+09,4.5411,-12.532,-0.090671,17.055,9.7008,0.014172,-21.375,7.9656,-0.14465,-35.547,-61.969,0.23754
68643,1.6586e+09,5.4226,-26.264,0.074755,15.945,6.5297,0.04322,-21.566,6.8163,-0.1458,-34.325,-86.724,0.2393
68690,1.6586e+09,3.0929,9.2267,-0.21955,15.745,10.586,0.027404,-21.601,3.2048,-0.14605,-33.524,-45.305,0.24143
68734,1.6586e+09,1.8872,18.743,-0.35678,15.656,4.3153,0.080896,-21.571,-0.95568,-0.14481,-32.123,-9.17,0.2429
68779,1.6586e+09,2.7442,-9.1861,-0.0913,17.268,-3.5669,0.16957,-21.73,4.74,-0.145,-30.125,-35.843,0.24318
68823,1.6586e+09,4.3846,-0.55584,-0.1473,16.41,4.6031,0.096775,-21.995,3.1932,-0.14543,-27.948,-26.096,0.24432
68868,1.6586e+09,5.0507,-4.6145,-0.12135,15.794,15.124,-0.043651,-22.265,5.4367,-0.14623,-26.602,-20.412,0.24522
68913,1.6586e+09,5.4271,-10.084,-0.032447,14.773,9.1966,0.015905,-22.394,2.2499,-0.1461,-24.695,-43.385,0.24596
68957,1.6587e+09,7.0124,-15.229,0.03534,13.127,12.339,-0.016672,-22.628,3.8385,-0.14625,-23.632,-35.879,0.24675
69002,1.6587e+09,7.5822,-4.309,-0.058449,12.749,12.033,-0.029455,-22.821,3.3416,-0.14643,-21.336,-89.201,0.24733
69047,1.6587e+09,8.6511,1.0039,-0.092446,12.669,10.148,0.0049335,-22.987,1.6211,-0.14669,-20.357,-15.957,0.24873
69095,1.6587e+09,8.0534,9.5294,-0.21644,13.176,5.6973,0.032638,-23.104,2.2734,-0.14626,-19.334,-17.369,0.24885
69139,1.6587e+09,7.8572,-4.4873,-0.071858,12.152,10.173,-0.0016629,-23.272,4.8944,-0.14727,-15.335,-43.469,0.24891
69183,1.6587e+09,8.0038,-2.3311,-0.064484,10.845,12.069,-0.017399,-23.364,0.91714,-0.14697,-14.112,-16.592,0.24996
69229,1.6587e+09,11.981,3.0454,-0.099426,7.6787,6.1412,0.019355,-23.698,2.0848,-0.14722,-12.159,-60.933,0.25064
69268,1.6587e+09,11.395,-3.6225,-0.026222,6.8068,4.0942,0.056236,-23.739,-0.12868,-0.14723,-11.818,-91.044,0.25175
69313,1.6587e+09,14.548,6.0446,-0.082574,1.3423,11.002,-0.040439,-24.05,1.4953,-0.14693,-10.994,-2.8079,0.25284
69357,1.6588e+09,13.342,24.298,-0.26451,0.7235,9.4947,-0.054667,-24.14,1.7233,-0.14713,-9.6287,-15.677,0.25335
69404,1.6588e+09,13.878,10.246,-0.1084,-3.2179,6.2322,-0.01486,-24.161,-1.2747,-0.1469,-9.4213,7.5638,0.25516
69449,1.6588e+09,14.896,21.468,-0.22588,-5.7621,1.1132,-0.0036693,-24.145,-1.3308,-0.14639,-8.0287,-24.167,0.25534
69498,1.6588e+09,13.758,13.209,-0.14384,-4.9761,-5.3948,0.061078,-24.054,-0.040486,-0.14631,-6.0747,-59.455,0.25566
69544,1.6588e+09,14.572,10.201,-0.098981,-7.8636,-2.8007,0.025986,-24.004,-2.3951,-0.14579,-3.0078,4.8332,0.25584
69588,1.6588e+09,13.114,12.67,-0.13124,-7.8141,3.4136,-0.066234,-23.759,-1.3468,-0.14447,-1.838,-27.534,0.25504
69634,1.6588e+09,12.5,10.319,-0.097801,-7.9895,1.8417,-0.04201,-23.615,-1.7261,-0.14404,-2.9204,-19.256,0.25572
