LineNo,TimeUS,Id,Pri,Total,Free,Name
4173,1.6429e+09,6,181,848,480,0
14934,1.6455e+09,6,181,848,480,0
25326,1.648e+09,6,181,848,480,0
35907,1.6505e+09,6,181,848,480,0
46647,1.6531e+09,6,181,848,480,0
56854,1.6557e+09,6,181,848,480,0
67362,1.6583e+09,6,181,848,480,0
77401,1.6608e+09,6,181,848,480,0
87809,1.6633e+09,6,181,848,480,0
98388,1.6659e+09,6,181,848,480,0
1.0885e+05,1.6685e+09,6,181,848,480,0
1.1898e+05,1.671e+09,6,181,848,480,0
1.2946e+05,1.6736e+09,6,181,848,480,0
1.3993e+05,1.6761e+09,6,181,848,480,0
1.5035e+05,1.6787e+09,6,181,848,480,0
1.6051e+05,1.6812e+09,6,181,848,480,0
1.7076e+05,1.6838e+09,6,181,848,480,0
1.8145e+05,1.6864e+09,6,181,848,480,0
1.9158e+05,1.689e+09,6,181,848,480,0
2.0179e+05,1.6915e+09,6,181,848,480,0
2.1182e+05,1.694e+09,6,181,848,480,0
2.2194e+05,1.6965e+09,6,181,848,480,0
2.323e+05,1.6991e+09,6,181,848,480,0
2.4282e+05,1.7017e+09,6,181,848,480,0
2.5334e+05,1.7043e+09,6,181,848,480,0
2.6354e+05,1.7068e+09,6,181,848,480,0
2.735e+05,1.7093e+09,6,181,848,480,0
2.8403e+05,1.7119e+09,6,181,848,480,0
2.9436e+05,1.7145e+09,6,181,848,480,0
3.0486e+05,1.7171e+09,6,181,848,480,0
3.1487e+05,1.7196e+09,6,181,848,480,0
3.2527e+05,1.7222e+09,6,181,848,480,0
3.3547e+05,1.7247e+09,6,181,848,480,0
3.4539e+05,1.7271e+09,6,181,848,480,0
3.5606e+05,1.7298e+09,6,181,848,480,0
3.6633e+05,1.7324e+09,6,181,848,480,0
3.7639e+05,1.7349e+09,6,181,848,480,0
3.8712e+05,1.7375e+09,6,181,848,480,0
3.972e+05,1.74e+09,6,181,848,480,0
4.0751e+05,1.7426e+09,6,181,848,480,0
4.1852e+05,1.7453e+09,6,181,848,480,0
4.2856e+05,1.7478e+09,6,181,848,480,0
4.3876e+05,1.7503e+09,6,181,848,480,0
4.4913e+05,1.7528e+09,6,181,848,480,0
4.5943e+05,1.7553e+09,6,181,848,480,0
4.6956e+05,1.7578e+09,6,181,848,480,0
4.796e+05,1.7602e+09,6,181,848,480,0
4.9033e+05,1.7628e+09,6,181,848,480,0
5.0108e+05,1.7653e+09,6,181,848,480,0
5.1172e+05,1.7679e+09,6,181,848,480,0
5.222e+05,1.7704e+09,6,181,848,480,0
5.3248e+05,1.7729e+09,6,181,848,480,0
5.4266e+05,1.7753e+09,6,181,848,480,0
