LineNo,TimeUS,Id,Pri,Total,Free,Name
7376,1.6437e+09,13,60,656,384,0
18204,1.6463e+09,13,60,656,384,0
28457,1.6487e+09,13,60,656,384,0
39186,1.6513e+09,13,60,656,384,0
49673,1.6539e+09,13,60,656,384,0
59878,1.6564e+09,13,60,656,384,0
70475,1.659e+09,13,60,656,384,0
80570,1.6615e+09,13,60,656,384,0
90990,1.6641e+09,13,60,656,384,0
1.0151e+05,1.6667e+09,13,60,656,384,0
1.119e+05,1.6693e+09,13,60,656,384,0
1.2225e+05,1.6718e+09,13,60,656,384,0
1.3258e+05,1.6743e+09,13,60,656,384,0
1.432e+05,1.677e+09,13,60,656,384,0
1.535e+05,1.6795e+09,13,60,656,384,0
1.6376e+05,1.682e+09,13,60,656,384,0
1.7401e+05,1.6846e+09,13,60,656,384,0
1.845e+05,1.6872e+09,13,60,656,384,0
1.9457e+05,1.6897e+09,13,60,656,384,0
2.0469e+05,1.6922e+09,13,60,656,384,0
2.1474e+05,1.6947e+09,13,60,656,384,0
2.2501e+05,1.6973e+09,13,60,656,384,0
2.3552e+05,1.6999e+09,13,60,656,384,0
2.4601e+05,1.7025e+09,13,60,656,384,0
2.5663e+05,1.7051e+09,13,60,656,384,0
2.6649e+05,1.7076e+09,13,60,656,384,0
2.7652e+05,1.7101e+09,13,60,656,384,0
2.8713e+05,1.7127e+09,13,60,656,384,0
2.9756e+05,1.7153e+09,13,60,656,384,0
3.0805e+05,1.7179e+09,13,60,656,384,0
3.1821e+05,1.7204e+09,13,60,656,384,0
3.2836e+05,1.7229e+09,13,60,656,384,0
3.3846e+05,1.7254e+09,13,60,656,384,0
3.4875e+05,1.728e+09,13,60,656,384,0
3.5919e+05,1.7306e+09,13,60,656,384,0
3.6941e+05,1.7331e+09,13,60,656,384,0
3.794e+05,1.7356e+09,13,60,656,384,0
3.9001e+05,1.7383e+09,13,60,656,384,0
4.0041e+05,1.7408e+09,13,60,656,384,0
4.1069e+05,1.7433e+09,13,60,656,384,0
4.2143e+05,1.746e+09,13,60,656,384,0
4.3155e+05,1.7485e+09,13,60,656,384,0
4.4204e+05,1.7511e+09,13,60,656,384,0
4.5231e+05,1.7536e+09,13,60,656,384,0
4.6252e+05,1.7561e+09,13,60,656,384,0
4.7273e+05,1.7585e+09,13,60,656,384,0
4.8274e+05,1.761e+09,13,60,656,384,0
4.938e+05,1.7636e+09,13,60,656,384,0
5.0425e+05,1.7661e+09,13,60,656,384,0
5.1477e+05,1.7686e+09,13,60,656,384,0
5.2523e+05,1.7711e+09,13,60,656,384,0
5.3569e+05,1.7737e+09,13,60,656,384,0
5.4575e+05,1.7761e+09,13,60,656,384,0
