LineNo,TimeUS,Id,Pri,Total,Free,Name
11574,1.6446e+09,255,255,1536,1268,0
22209,1.6472e+09,255,255,1536,1268,0
32720,1.6497e+09,255,255,1536,1268,0
43196,1.6523e+09,255,255,1536,1268,0
53515,1.6548e+09,255,255,1536,1268,0
64040,1.6574e+09,255,255,1536,1268,0
74515,1.66e+09,255,255,1536,1268,0
84670,1.6625e+09,255,255,1536,1268,0
95329,1.6652e+09,255,255,1536,1268,0
1.0561e+05,1.6677e+09,255,255,1536,1268,0
1.158e+05,1.6702e+09,255,255,1536,1268,0
1.2629e+05,1.6728e+09,255,255,1536,1268,0
1.3665e+05,1.6753e+09,255,255,1536,1268,0
1.4696e+05,1.6779e+09,255,255,1536,1268,0
1.5746e+05,1.6805e+09,255,255,1536,1268,0
1.6766e+05,1.683e+09,255,255,1536,1268,0
1.7823e+05,1.6856e+09,255,255,1536,1268,0
1.8838e+05,1.6882e+09,255,255,1536,1268,0
1.9869e+05,1.6907e+09,255,255,1536,1268,0
2.0877e+05,1.6932e+09,255,255,1536,1268,0
2.1872e+05,1.6957e+09,255,255,1536,1268,0
2.2916e+05,1.6983e+09,255,255,1536,1268,0
2.3951e+05,1.7009e+09,255,255,1536,1268,0
2.5004e+05,1.7035e+09,255,255,1536,1268,0
2.6037e+05,1.706e+09,255,255,1536,1268,0
2.7034e+05,1.7085e+09,255,255,1536,1268,0
2.8075e+05,1.7111e+09,255,255,1536,1268,0
2.9116e+05,1.7137e+09,255,255,1536,1268,0
3.0179e+05,1.7163e+09,255,255,1536,1268,0
3.1204e+05,1.7189e+09,255,255,1536,1268,0
3.2219e+05,1.7214e+09,255,255,1536,1268,0
3.3247e+05,1.7239e+09,255,255,1536,1268,0
3.4244e+05,1.7264e+09,255,255,1536,1268,0
3.529e+05,1.729e+09,255,255,1536,1268,0
3.6332e+05,1.7316e+09,255,255,1536,1268,0
3.7337e+05,1.7341e+09,255,255,1536,1268,0
3.8363e+05,1.7367e+09,255,255,1536,1268,0
3.9404e+05,1.7393e+09,255,255,1536,1268,0
4.0456e+05,1.7418e+09,255,255,1536,1268,0
4.1503e+05,1.7444e+09,255,255,1536,1268,0
4.2547e+05,1.747e+09,255,255,1536,1268,0
4.356e+05,1.7495e+09,255,255,1536,1268,0
4.4592e+05,1.752e+09,255,255,1536,1268,0
4.5633e+05,1.7546e+09,255,255,1536,1268,0
4.6656e+05,1.757e+09,255,255,1536,1268,0
4.7656e+05,1.7595e+09,255,255,1536,1268,0
4.8706e+05,1.762e+09,255,255,1536,1268,0
4.9799e+05,1.7646e+09,255,255,1536,1268,0
5.0859e+05,1.7671e+09,255,255,1536,1268,0
5.1897e+05,1.7696e+09,255,255,1536,1268,0
5.2939e+05,1.7721e+09,255,255,1536,1268,0
5.3957e+05,1.7746e+09,255,255,1536,1268,0
