LineNo,TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S
19730,1.6466e+09,1,127,-17,297,47,-57,-99,0,0,0,1,1.6466e+09
20135,1.6467e+09,1,126,-14,297,47,-57,-99,0,0,0,1,1.6467e+09
20579,1.6468e+09,1,126,-19,298,47,-57,-99,0,0,0,1,1.6468e+09
21034,1.6469e+09,1,128,-16,298,47,-57,-99,0,0,0,1,1.6469e+09
21450,1.647e+09,1,126,-15,298,47,-57,-99,0,0,0,1,1.647e+09
21904,1.6471e+09,1,126,-18,301,47,-57,-99,0,0,0,1,1.6471e+09
22336,1.6472e+09,1,126,-18,297,47,-57,-99,0,0,0,1,1.6472e+09
22770,1.6473e+09,1,127,-16,296,47,-57,-99,0,0,0,1,1.6473e+09
23188,1.6475e+09,1,127,-18,293,47,-57,-99,0,0,0,1,1.6475e+09
23637,1.6476e+09,1,127,-15,297,47,-57,-99,0,0,0,1,1.6476e+09
24090,1.6477e+09,1,125,-22,303,47,-57,-99,0,0,0,1,1.6477e+09
24543,1.6478e+09,1,123,-35,309,47,-57,-99,0,0,0,1,1.6478e+09
24978,1.6479e+09,1,122,-35,313,47,-57,-99,0,0,0,1,1.6479e+09
25409,1.648e+09,1,126,-24,303,47,-57,-99,0,0,0,1,1.648e+09
25862,1.6481e+09,1,123,-32,308,47,-57,-99,0,0,0,1,1.6481e+09
26311,1.6482e+09,1,117,-51,326,47,-57,-99,0,0,0,1,1.6482e+09
26764,1.6483e+09,1,117,-58,337,47,-57,-99,0,0,0,1,1.6483e+09
27205,1.6484e+09,1,108,-78,358,47,-57,-99,0,0,0,1,1.6484e+09
27607,1.6485e+09,1,102,-101,380,47,-57,-99,0,0,0,1,1.6485e+09
28044,1.6486e+09,1,95,-129,404,47,-57,-99,0,0,0,1,1.6486e+09
28497,1.6487e+09,1,89,-134,415,47,-57,-99,0,0,0,1,1.6487e+09
28917,1.6488e+09,1,80,-159,443,47,-57,-99,0,0,0,1,1.6488e+09
29370,1.6489e+09,1,90,-148,437,47,-57,-99,0,0,0,1,1.6489e+09
29804,1.649e+09,1,111,-118,396,47,-57,-99,0,0,0,1,1.649e+09
30237,1.6491e+09,1,119,-115,392,47,-57,-99,0,0,0,1,1.6491e+09
30680,1.6492e+09,1,115,-130,396,47,-57,-99,0,0,0,1,1.6492e+09
31132,1.6493e+09,1,116,-148,396,47,-57,-99,0,0,0,1,1.6493e+09
31549,1.6495e+09,1,102,-161,408,47,-57,-99,0,0,0,1,1.6495e+09
31996,1.6496e+09,1,98,-178,412,47,-57,-99,0,0,0,1,1.6496e+09
32448,1.6497e+09,1,93,-192,408,47,-57,-99,0,0,0,1,1.6497e+09
32898,1.6498e+09,1,89,-187,415,47,-57,-99,0,0,0,1,1.6498e+09
33331,1.6499e+09,1,82,-188,420,47,-57,-99,0,0,0,1,1.6499e+09
33767,1.65e+09,1,89,-187,423,47,-57,-99,0,0,0,1,1.65e+09
34219,1.6501e+09,1,97,-169,411,47,-57,-99,0,0,0,1,1.6501e+09
34668,1.6502e+09,1,104,-147,403,47,-57,-99,0,0,0,1,1.6502e+09
35120,1.6503e+09,1,103,-147,406,47,-57,-99,0,0,0,1,1.6503e+09
35560,1.6504e+09,1,105,-145,413,47,-57,-99,0,0,0,1,1.6504e+09
35994,1.6505e+09,1,102,-148,407,47,-57,-99,0,0,0,1,1.6505e+09
36400,1.6506e+09,1,106,-143,406,47,-57,-99,0,0,0,1,1.6506e+09
36852,1.6507e+09,1,104,-164,418,47,-57,-99,0,0,0,1,1.6507e+09
37303,1.6508e+09,1,101,-161,417,47,-57,-99,0,0,0,1,1.6508e+09
37754,1.6509e+09,1,100,-158,412,47,-57,-99,0,0,0,1,1.6509e+09
38205,1.651e+09,1,105,-145,406,47,-57,-99,0,0,0,1,1.651e+09
38625,1.6511e+09,1,95,-167,421,47,-57,-99,0,0,0,1,1.6511e+09
39057,1.6513e+09,1,100,-166,414,47,-57,-99,0,0,0,1,1.6513e+09
39484,1.6514e+09,1,100,-174,412,47,-57,-99,0,0,0,1,1.6514e+09
39937,1.6515e+09,1,104,-196,421,47,-57,-99,0,0,0,1,1.6515e+09
40383,1.6516e+09,1,106,-188,415,47,-57,-99,0,0,0,1,1.6516e+09
40836,1.6517e+09,1,113,-168,401,47,-57,-99,0,0,0,1,1.6517e+09
41253,1.6518e+09,1,111,-161,401,47,-57,-99,0,0,0,1,1.6518e+09
41706,1.6519e+09,1,110,-164,400,47,-57,-99,0,0,0,1,1.6519e+09
42150,1.652e+09,1,116,-151,392,47,-57,-99,0,0,0,1,1.652e+09
42576,1.6521e+09,1,115,-152,386,47,-57,-99,0,0,0,1,1.6521e+09
43008,1.6522e+09,1,119,-156,386,47,-57,-99,0,0,0,1,1.6522e+09
43422,1.6523e+09,1,115,-161,395,47,-57,-99,0,0,0,1,1.6523e+09
43864,1.6524e+09,1,131,-153,379,47,-57,-99,0,0,0,1,1.6524e+09
44310,1.6525e+09,1,137,-154,377,47,-57,-99,0,0,0,1,1.6525e+09
44753,1.6526e+09,1,135,-161,383,47,-57,-99,0,0,0,1,1.6526e+09
45196,1.6528e+09,1,126,-156,389,47,-57,-99,0,0,0,1,1.6528e+09
45643,1.6529e+09,1,121,-146,386,47,-57,-99,0,0,0,1,1.6529e+09
46087,1.653e+09,1,116,-124,391,47,-57,-99,0,0,0,1,1.653e+09
46513,1.6531e+09,1,121,-110,384,47,-57,-99,0,0,0,1,1.6531e+09
46910,1.6532e+09,1,127,-99,374,47,-57,-99,0,0,0,1,1.6532e+09
47358,1.6533e+09,1,139,-105,361,47,-57,-99,0,0,0,1,1.6533e+09
47800,1.6534e+09,1,132,-121,373,47,-57,-99,0,0,0,1,1.6534e+09
48243,1.6535e+09,1,126,-139,382,47,-57,-99,0,0,0,1,1.6535e+09
48683,1.6536e+09,1,117,-139,388,47,-57,-99,0,0,0,1,1.6536e+09
49100,1.6537e+09,1,115,-144,387,47,-57,-99,0,0,0,1,1.6537e+09
49543,1.6538e+09,1,105,-133,402,47,-57,-99,0,0,0,1,1.6538e+09
49989,1.6539e+09,1,112,-120,387,47,-57,-99,0,0,0,1,1.6539e+09
50398,1.654e+09,1,111,-117,388,47,-57,-99,0,0,0,1,1.654e+09
50841,1.6542e+09,1,110,-132,393,47,-57,-99,0,0,0,1,1.6542e+09
51291,1.6543e+09,1,109,-143,394,47,-57,-99,0,0,0,1,1.6543e+09
51700,1.6544e+09,1,106,-149,394,47,-57,-99,0,0,0,1,1.6544e+09
52146,1.6545e+09,1,101,-153,398,47,-57,-99,0,0,0,1,1.6545e+09
52553,1.6546e+09,1,100,-159,400,47,-57,-99,0,0,0,1,1.6546e+09
52981,1.6547e+09,1,103,-155,398,47,-57,-99,0,0,0,1,1.6547e+09
53413,1.6548e+09,1,102,-160,402,47,-57,-99,0,0,0,1,1.6548e+09
53827,1.6549e+09,1,101,-165,402,47,-57,-99,0,0,0,1,1.6549e+09
54270,1.655e+09,1,97,-169,408,47,-57,-99,0,0,0,1,1.655e+09
54718,1.6551e+09,1,102,-154,395,47,-57,-99,0,0,0,1,1.6551e+09
55165,1.6552e+09,1,102,-159,399,47,-57,-99,0,0,0,1,1.6552e+09
55614,1.6553e+09,1,100,-169,405,47,-57,-99,0,0,0,1,1.6553e+09
56056,1.6555e+09,1,110,-166,394,47,-57,-99,0,0,0,1,1.6555e+09
56468,1.6556e+09,1,110,-160,392,47,-57,-99,0,0,0,1,1.6556e+09
56896,1.6557e+09,1,109,-162,398,47,-57,-99,0,0,0,1,1.6557e+09
57327,1.6558e+09,1,110,-170,395,47,-57,-99,0,0,0,1,1.6558e+09
57772,1.6559e+09,1,107,-184,399,47,-57,-99,0,0,0,1,1.6559e+09
58183,1.656e+09,1,101,-199,404,47,-57,-99,0,0,0,1,1.656e+09
58631,1.6561e+09,1,111,-187,393,47,-57,-99,0,0,0,1,1.6561e+09
59075,1.6562e+09,1,116,-180,388,47,-57,-99,0,0,0,1,1.6562e+09
59521,1.6563e+09,1,120,-173,387,47,-57,-99,0,0,0,1,1.6563e+09
59966,1.6564e+09,1,119,-169,386,47,-57,-99,0,0,0,1,1.6564e+09
60411,1.6565e+09,1,111,-158,395,47,-57,-99,0,0,0,1,1.6565e+09
60836,1.6566e+09,1,109,-154,396,47,-57,-99,0,0,0,1,1.6566e+09
61267,1.6567e+09,1,97,-155,404,47,-57,-99,0,0,0,1,1.6567e+09
61705,1.6569e+09,1,98,-152,404,47,-57,-99,0,0,0,1,1.6569e+09
62115,1.657e+09,1,96,-156,404,47,-57,-99,0,0,0,1,1.657e+09
62562,1.6571e+09,1,90,-161,410,47,-57,-99,0,0,0,1,1.6571e+09
62975,1.6572e+09,1,83,-162,418,47,-57,-99,0,0,0,1,1.6572e+09
63420,1.6573e+09,1,79,-156,417,47,-57,-99,0,0,0,1,1.6573e+09
63862,1.6574e+09,1,79,-153,414,47,-57,-99,0,0,0,1,1.6574e+09
64309,1.6575e+09,1,78,-159,415,47,-57,-99,0,0,0,1,1.6575e+09
64751,1.6576e+09,1,84,-155,407,47,-57,-99,0,0,0,1,1.6576e+09
65200,1.6577e+09,1,85,-161,404,47,-57,-99,0,0,0,1,1.6577e+09
65633,1.6578e+09,1,85,-164,408,47,-57,-99,0,0,0,1,1.6578e+09
66026,1.6579e+09,1,86,-160,405,47,-57,-99,0,0,0,1,1.6579e+09
66462,1.658e+09,1,81,-161,410,47,-57,-99,0,0,0,1,1.658e+09
66906,1.6581e+09,1,83,-160,406,47,-57,-99,0,0,0,1,1.6581e+09
67352,1.6583e+09,1,79,-157,406,47,-57,-99,0,0,0,1,1.6583e+09
67765,1.6584e+09,1,83,-143,395,47,-57,-99,0,0,0,1,1.6584e+09
68210,1.6585e+09,1,83,-151,393,47,-57,-99,0,0,0,1,1.6585e+09
68633,1.6586e+09,1,88,-164,390,47,-57,-99,0,0,0,1,1.6586e+09
69082,1.6587e+09,1,72,-180,414,47,-57,-99,0,0,0,1,1.6587e+09
69491,1.6588e+09,1,65,-189,418,47,-57,-99,0,0,0,1,1.6588e+09
69937,1.6589e+09,1,63,-171,420,47,-57,-99,0,0,0,1,1.6589e+09
70378,1.659e+09,1,72,-156,414,47,-57,-99,0,0,0,1,1.659e+09
70824,1.6591e+09,1,83,-150,409,47,-57,-99,0,0,0,1,1.6591e+09
71268,1.6592e+09,1,90,-159,411,47,-57,-99,0,0,0,1,1.6592e+09
71682,1.6593e+09,1,98,-161,405,47,-57,-99,0,0,0,1,1.6593e+09
72092,1.6594e+09,1,102,-163,405,47,-57,-99,0,0,0,1,1.6594e+09
72533,1.6595e+09,1,104,-157,406,47,-57,-99,0,0,0,1,1.6595e+09
72950,1.6597e+09,1,112,-148,388,47,-57,-99,0,0,0,1,1.6597e+09
73398,1.6598e+09,1,107,-150,393,47,-57,-99,0,0,0,1,1.6598e+09
73844,1.6599e+09,1,109,-146,390,47,-57,-99,0,0,0,1,1.6599e+09
74286,1.66e+09,1,109,-148,387,47,-57,-99,0,0,0,1,1.66e+09
74700,1.6601e+09,1,108,-159,393,47,-57,-99,0,0,0,1,1.6601e+09
75144,1.6602e+09,1,106,-163,395,47,-57,-99,0,0,0,1,1.6602e+09
75591,1.6603e+09,1,109,-148,383,47,-57,-99,0,0,0,1,1.6603e+09
76024,1.6604e+09,1,115,-144,379,47,-57,-99,0,0,0,1,1.6604e+09
76422,1.6605e+09,1,126,-166,387,47,-57,-99,0,0,0,1,1.6605e+09
76854,1.6606e+09,1,142,-140,366,47,-57,-99,0,0,0,1,1.6606e+09
77305,1.6607e+09,1,163,-117,337,47,-57,-99,0,0,0,1,1.6607e+09
77747,1.6608e+09,1,153,-122,356,47,-57,-99,0,0,0,1,1.6608e+09
78195,1.6609e+09,1,148,-146,363,47,-57,-99,0,0,0,1,1.6609e+09
78635,1.6611e+09,1,134,-158,379,47,-57,-99,0,0,0,1,1.6611e+09
79046,1.6612e+09,1,130,-163,378,47,-57,-99,0,0,0,1,1.6612e+09
79493,1.6613e+09,1,124,-159,382,47,-57,-99,0,0,0,1,1.6613e+09
79936,1.6614e+09,1,119,-157,387,47,-57,-99,0,0,0,1,1.6614e+09
80381,1.6615e+09,1,124,-149,379,47,-57,-99,0,0,0,1,1.6615e+09
80791,1.6616e+09,1,128,-153,373,47,-57,-99,0,0,0,1,1.6616e+09
81240,1.6617e+09,1,121,-153,379,47,-57,-99,0,0,0,1,1.6617e+09
81685,1.6618e+09,1,114,-173,386,47,-57,-99,0,0,0,1,1.6618e+09
82132,1.6619e+09,1,103,-190,396,47,-57,-99,0,0,0,1,1.6619e+09
82573,1.662e+09,1,98,-202,396,47,-57,-99,0,0,0,1,1.662e+09
83021,1.6621e+09,1,100,-195,391,47,-57,-99,0,0,0,1,1.6621e+09
83461,1.6622e+09,1,105,-191,389,47,-57,-99,0,0,0,1,1.6622e+09
83908,1.6623e+09,1,107,-189,391,47,-57,-99,0,0,0,1,1.6623e+09
84349,1.6625e+09,1,107,-184,395,47,-57,-99,0,0,0,1,1.6625e+09
84764,1.6626e+09,1,104,-193,400,47,-57,-99,0,0,0,1,1.6626e+09
85207,1.6627e+09,1,100,-194,406,47,-57,-99,0,0,0,1,1.6627e+09
85648,1.6628e+09,1,103,-179,399,47,-57,-99,0,0,0,1,1.6628e+09
86066,1.6629e+09,1,108,-165,397,47,-57,-99,0,0,0,1,1.6629e+09
86503,1.663e+09,1,100,-168,404,47,-57,-99,0,0,0,1,1.663e+09
86930,1.6631e+09,1,108,-170,395,47,-57,-99,0,0,0,1,1.6631e+09
87364,1.6632e+09,1,101,-176,398,47,-57,-99,0,0,0,1,1.6632e+09
87811,1.6633e+09,1,100,-165,396,47,-57,-99,0,0,0,1,1.6633e+09
88255,1.6634e+09,1,98,-160,396,47,-57,-99,0,0,0,1,1.6634e+09
88698,1.6635e+09,1,95,-153,398,47,-57,-99,0,0,0,1,1.6635e+09
89144,1.6636e+09,1,88,-149,405,47,-57,-99,0,0,0,1,1.6636e+09
89591,1.6637e+09,1,88,-148,409,47,-57,-99,0,0,0,1,1.6637e+09
90000,1.6639e+09,1,81,-144,412,47,-57,-99,0,0,0,1,1.6639e+09
90447,1.664e+09,1,76,-143,416,47,-57,-99,0,0,0,1,1.664e+09
90894,1.6641e+09,1,69,-147,425,47,-57,-99,0,0,0,1,1.6641e+09
91338,1.6642e+09,1,70,-142,424,47,-57,-99,0,0,0,1,1.6642e+09
91783,1.6643e+09,1,73,-139,418,47,-57,-99,0,0,0,1,1.6643e+09
92193,1.6644e+09,1,75,-142,416,47,-57,-99,0,0,0,1,1.6644e+09
92640,1.6645e+09,1,81,-137,413,47,-57,-99,0,0,0,1,1.6645e+09
93084,1.6646e+09,1,82,-143,412,47,-57,-99,0,0,0,1,1.6646e+09
93529,1.6647e+09,1,82,-148,413,47,-57,-99,0,0,0,1,1.6647e+09
93972,1.6648e+09,1,87,-145,406,47,-57,-99,0,0,0,1,1.6648e+09
94388,1.6649e+09,1,89,-145,409,47,-57,-99,0,0,0,1,1.6649e+09
94831,1.665e+09,1,94,-139,402,47,-57,-99,0,0,0,1,1.665e+09
95242,1.6651e+09,1,99,-144,397,47,-57,-99,0,0,0,1,1.6651e+09
95683,1.6653e+09,1,102,-147,392,47,-57,-99,0,0,0,1,1.6653e+09
96095,1.6654e+09,1,100,-148,397,47,-57,-99,0,0,0,1,1.6654e+09
96542,1.6655e+09,1,91,-156,399,47,-57,-99,0,0,0,1,1.6655e+09
96989,1.6656e+09,1,92,-162,404,47,-57,-99,0,0,0,1,1.6656e+09
97438,1.6657e+09,1,99,-158,397,47,-57,-99,0,0,0,1,1.6657e+09
97847,1.6658e+09,1,103,-162,399,47,-57,-99,0,0,0,1,1.6658e+09
98293,1.6659e+09,1,111,-165,395,47,-57,-99,0,0,0,1,1.6659e+09
98733,1.666e+09,1,113,-165,390,47,-57,-99,0,0,0,1,1.666e+09
99183,1.6661e+09,1,118,-165,386,47,-57,-99,0,0,0,1,1.6661e+09
99626,1.6662e+09,1,114,-159,390,47,-57,-99,0,0,0,1,1.6662e+09
1.0007e+05,1.6663e+09,1,122,-165,386,47,-57,-99,0,0,0,1,1.6663e+09
1.0051e+05,1.6664e+09,1,113,-165,393,47,-57,-99,0,0,0,1,1.6664e+09
1.0093e+05,1.6666e+09,1,107,-162,397,47,-57,-99,0,0,0,1,1.6666e+09
1.0137e+05,1.6667e+09,1,100,-154,398,47,-57,-99,0,0,0,1,1.6667e+09
1.0182e+05,1.6668e+09,1,97,-156,404,47,-57,-99,0,0,0,1,1.6668e+09
1.0226e+05,1.6669e+09,1,102,-144,394,47,-57,-99,0,0,0,1,1.6669e+09
1.027e+05,1.667e+09,1,97,-129,399,47,-57,-99,0,0,0,1,1.667e+09
1.0312e+05,1.6671e+09,1,112,-96,376,47,-57,-99,0,0,0,1,1.6671e+09
1.0356e+05,1.6672e+09,1,108,-94,388,47,-57,-99,0,0,0,1,1.6672e+09
1.0401e+05,1.6673e+09,1,113,-77,386,47,-57,-99,0,0,0,1,1.6673e+09
1.0445e+05,1.6674e+09,1,119,-71,376,47,-57,-99,0,0,0,1,1.6674e+09
1.049e+05,1.6675e+09,1,123,-83,382,47,-57,-99,0,0,0,1,1.6675e+09
1.0534e+05,1.6676e+09,1,116,-111,392,47,-57,-99,0,0,0,1,1.6676e+09
1.0579e+05,1.6677e+09,1,128,-117,380,47,-57,-99,0,0,0,1,1.6677e+09
1.062e+05,1.6678e+09,1,140,-126,368,47,-57,-99,0,0,0,1,1.6678e+09
1.0665e+05,1.6679e+09,1,150,-123,361,47,-57,-99,0,0,0,1,1.6679e+09
1.0709e+05,1.6681e+09,1,146,-126,365,47,-57,-99,0,0,0,1,1.6681e+09
1.075e+05,1.6682e+09,1,151,-126,362,47,-57,-99,0,0,0,1,1.6682e+09
1.0795e+05,1.6683e+09,1,141,-129,371,47,-57,-99,0,0,0,1,1.6683e+09
1.0836e+05,1.6684e+09,1,142,-156,368,47,-57,-99,0,0,0,1,1.6684e+09
1.0881e+05,1.6685e+09,1,135,-168,375,47,-57,-99,0,0,0,1,1.6685e+09
1.0925e+05,1.6686e+09,1,144,-173,365,47,-57,-99,0,0,0,1,1.6686e+09
1.097e+05,1.6687e+09,1,147,-172,357,47,-57,-99,0,0,0,1,1.6687e+09
1.1011e+05,1.6688e+09,1,158,-194,349,47,-57,-99,0,0,0,1,1.6688e+09
1.1056e+05,1.6689e+09,1,151,-201,356,47,-57,-99,0,0,0,1,1.6689e+09
1.1097e+05,1.669e+09,1,146,-203,360,47,-57,-99,0,0,0,1,1.669e+09
1.1142e+05,1.6691e+09,1,146,-200,362,47,-57,-99,0,0,0,1,1.6691e+09
1.1186e+05,1.6692e+09,1,144,-198,361,47,-57,-99,0,0,0,1,1.6692e+09
1.1231e+05,1.6694e+09,1,145,-187,358,47,-57,-99,0,0,0,1,1.6694e+09
1.1275e+05,1.6695e+09,1,145,-177,357,47,-57,-99,0,0,0,1,1.6695e+09
1.1316e+05,1.6696e+09,1,146,-162,358,47,-57,-99,0,0,0,1,1.6696e+09
1.1361e+05,1.6697e+09,1,136,-163,368,47,-57,-99,0,0,0,1,1.6697e+09
1.1405e+05,1.6698e+09,1,138,-162,369,47,-57,-99,0,0,0,1,1.6698e+09
1.145e+05,1.6699e+09,1,132,-159,369,47,-57,-99,0,0,0,1,1.6699e+09
1.1494e+05,1.67e+09,1,136,-159,365,47,-57,-99,0,0,0,1,1.67e+09
1.1536e+05,1.6701e+09,1,138,-150,356,47,-57,-99,0,0,0,1,1.6701e+09
1.158e+05,1.6702e+09,1,139,-155,361,47,-57,-99,0,0,0,1,1.6702e+09
1.1625e+05,1.6703e+09,1,140,-150,361,47,-57,-99,0,0,0,1,1.6703e+09
1.167e+05,1.6704e+09,1,144,-147,354,47,-57,-99,0,0,0,1,1.6704e+09
1.1714e+05,1.6705e+09,1,146,-148,357,47,-57,-99,0,0,0,1,1.6705e+09
1.1756e+05,1.6707e+09,1,140,-144,361,47,-57,-99,0,0,0,1,1.6707e+09
1.18e+05,1.6708e+09,1,143,-132,357,47,-57,-99,0,0,0,1,1.6708e+09
1.1844e+05,1.6709e+09,1,132,-134,374,47,-57,-99,0,0,0,1,1.6709e+09
1.1889e+05,1.671e+09,1,128,-122,378,47,-57,-99,0,0,0,1,1.671e+09
1.1934e+05,1.6711e+09,1,111,-117,386,47,-57,-99,0,0,0,1,1.6711e+09
1.1975e+05,1.6712e+09,1,102,-129,403,47,-57,-99,0,0,0,1,1.6712e+09
1.2019e+05,1.6713e+09,1,96,-152,422,47,-57,-99,0,0,0,1,1.6713e+09
1.2063e+05,1.6714e+09,1,99,-176,422,47,-57,-99,0,0,0,1,1.6714e+09
1.2108e+05,1.6715e+09,1,100,-173,425,47,-57,-99,0,0,0,1,1.6715e+09
1.2152e+05,1.6716e+09,1,103,-157,422,47,-57,-99,0,0,0,1,1.6716e+09
1.2194e+05,1.6717e+09,1,103,-139,420,47,-57,-99,0,0,0,1,1.6717e+09
1.2238e+05,1.6718e+09,1,114,-125,406,47,-57,-99,0,0,0,1,1.6718e+09
1.2283e+05,1.6719e+09,1,117,-127,403,47,-57,-99,0,0,0,1,1.6719e+09
1.2327e+05,1.672e+09,1,116,-125,404,47,-57,-99,0,0,0,1,1.672e+09
1.2372e+05,1.6722e+09,1,114,-120,400,47,-57,-99,0,0,0,1,1.6722e+09
1.2413e+05,1.6723e+09,1,97,-129,411,47,-57,-99,0,0,0,1,1.6723e+09
1.2457e+05,1.6724e+09,1,74,-147,431,47,-57,-99,0,0,0,1,1.6724e+09
1.2502e+05,1.6725e+09,1,57,-149,441,47,-57,-99,0,0,0,1,1.6725e+09
1.2544e+05,1.6726e+09,1,66,-140,435,47,-57,-99,0,0,0,1,1.6726e+09
1.2589e+05,1.6727e+09,1,73,-140,433,47,-57,-99,0,0,0,1,1.6727e+09
1.2633e+05,1.6728e+09,1,83,-136,431,47,-57,-99,0,0,0,1,1.6728e+09
1.2677e+05,1.6729e+09,1,96,-149,426,47,-57,-99,0,0,0,1,1.6729e+09
1.2719e+05,1.673e+09,1,101,-153,426,47,-57,-99,0,0,0,1,1.673e+09
1.2763e+05,1.6731e+09,1,96,-157,427,47,-57,-99,0,0,0,1,1.6731e+09
1.2808e+05,1.6732e+09,1,101,-148,421,47,-57,-99,0,0,0,1,1.6732e+09
1.2852e+05,1.6733e+09,1,117,-142,407,47,-57,-99,0,0,0,1,1.6733e+09
1.2896e+05,1.6734e+09,1,130,-156,401,47,-57,-99,0,0,0,1,1.6734e+09
1.2938e+05,1.6736e+09,1,132,-162,402,47,-57,-99,0,0,0,1,1.6736e+09
1.2983e+05,1.6737e+09,1,133,-167,398,47,-57,-99,0,0,0,1,1.6737e+09
1.3027e+05,1.6738e+09,1,123,-171,403,47,-57,-99,0,0,0,1,1.6738e+09
1.3072e+05,1.6739e+09,1,115,-178,413,47,-57,-99,0,0,0,1,1.6739e+09
1.3116e+05,1.674e+09,1,114,-176,420,47,-57,-99,0,0,0,1,1.674e+09
1.3158e+05,1.6741e+09,1,117,-168,409,47,-57,-99,0,0,0,1,1.6741e+09
1.3202e+05,1.6742e+09,1,114,-167,407,47,-57,-99,0,0,0,1,1.6742e+09
1.3244e+05,1.6743e+09,1,116,-160,403,47,-57,-99,0,0,0,1,1.6743e+09
1.3288e+05,1.6744e+09,1,107,-179,412,47,-57,-99,0,0,0,1,1.6744e+09
1.3332e+05,1.6745e+09,1,100,-191,416,47,-57,-99,0,0,0,1,1.6745e+09
1.3377e+05,1.6746e+09,1,94,-224,430,47,-57,-99,0,0,0,1,1.6746e+09
1.3422e+05,1.6747e+09,1,93,-234,426,47,-57,-99,0,0,0,1,1.6747e+09
1.3466e+05,1.6749e+09,1,101,-239,414,47,-57,-99,0,0,0,1,1.6749e+09
1.3507e+05,1.675e+09,1,98,-239,413,47,-57,-99,0,0,0,1,1.675e+09
