LineNo,TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S
1084,1.6421e+09,0,168,-69,365,43,-7,144,0,0,0,1,1.6421e+09
2015,1.6424e+09,0,171,-62,361,43,-7,144,0,0,0,1,1.6424e+09
2448,1.6425e+09,0,164,-66,361,43,-7,144,0,0,0,1,1.6425e+09
2858,1.6426e+09,0,170,-68,363,43,-7,144,0,0,0,1,1.6426e+09
3311,1.6427e+09,0,170,-66,366,43,-7,144,0,0,0,1,1.6427e+09
3762,1.6428e+09,0,169,-65,364,43,-7,144,0,0,0,1,1.6428e+09
4213,1.6429e+09,0,169,-67,361,43,-7,144,0,0,0,1,1.6429e+09
4646,1.643e+09,0,172,-65,362,43,-7,144,0,0,0,1,1.643e+09
5081,1.6431e+09,0,169,-64,368,43,-7,144,0,0,0,1,1.6431e+09
5521,1.6432e+09,0,167,-65,364,43,-7,144,0,0,0,1,1.6432e+09
5975,1.6433e+09,0,164,-67,358,43,-7,144,0,0,0,1,1.6433e+09
6391,1.6434e+09,0,168,-59,368,43,-7,144,0,0,0,1,1.6434e+09
6842,1.6435e+09,0,165,-67,365,43,-7,144,0,0,0,1,1.6435e+09
7246,1.6436e+09,0,166,-59,361,43,-7,144,0,0,0,1,1.6436e+09
7677,1.6437e+09,0,172,-64,361,43,-7,144,0,0,0,1,1.6437e+09
8127,1.6438e+09,0,171,-69,355,43,-7,144,0,0,0,1,1.6438e+09
8580,1.6439e+09,0,170,-65,361,43,-7,144,0,0,0,1,1.6439e+09
9025,1.644e+09,0,166,-66,358,43,-7,144,0,0,0,1,1.644e+09
9476,1.6441e+09,0,171,-64,364,43,-7,144,0,0,0,1,1.6441e+09
9876,1.6442e+09,0,170,-64,358,43,-7,144,0,0,0,1,1.6442e+09
10310,1.6444e+09,0,170,-60,364,43,-7,144,0,0,0,1,1.6444e+09
10762,1.6445e+09,0,165,-64,363,43,-7,144,0,0,0,1,1.6445e+09
11210,1.6446e+09,0,169,-65,363,43,-7,144,0,0,0,1,1.6446e+09
11665,1.6447e+09,0,169,-67,365,43,-7,144,0,0,0,1,1.6447e+09
12113,1.6448e+09,0,168,-67,364,43,-7,144,0,0,0,1,1.6448e+09
12548,1.6449e+09,0,166,-69,358,43,-7,144,0,0,0,1,1.6449e+09
12948,1.645e+09,0,167,-66,361,43,-7,144,0,0,0,1,1.645e+09
13398,1.6451e+09,0,169,-66,361,43,-7,144,0,0,0,1,1.6451e+09
13631,1.6452e+09,0,167,-68,361,43,-7,144,0,0,0,1,1.6452e+09
14053,1.6453e+09,0,170,-67,363,43,-7,144,0,0,0,1,1.6453e+09
14496,1.6454e+09,0,167,-67,360,43,-7,144,0,0,0,1,1.6454e+09
14927,1.6455e+09,0,170,-64,364,43,-7,144,0,0,0,1,1.6455e+09
15361,1.6456e+09,0,172,-63,365,43,-7,144,0,0,0,1,1.6456e+09
15782,1.6457e+09,0,171,-63,366,43,-7,144,0,0,0,1,1.6457e+09
16234,1.6458e+09,0,167,-70,358,43,-7,144,0,0,0,1,1.6458e+09
16686,1.6459e+09,0,174,-66,364,43,-7,144,0,0,0,1,1.6459e+09
17127,1.646e+09,0,168,-62,364,43,-7,144,0,0,0,1,1.646e+09
17558,1.6461e+09,0,172,-65,361,43,-7,144,0,0,0,1,1.6461e+09
17968,1.6462e+09,0,168,-66,365,43,-7,144,0,0,0,1,1.6462e+09
18391,1.6463e+09,0,170,-66,363,43,-7,144,0,0,0,1,1.6463e+09
18839,1.6464e+09,0,167,-65,364,43,-7,144,0,0,0,1,1.6464e+09
19291,1.6465e+09,0,170,-61,362,43,-7,144,0,0,0,1,1.6465e+09
19729,1.6466e+09,0,167,-69,364,43,-7,144,0,0,0,1,1.6466e+09
20134,1.6467e+09,0,166,-62,362,43,-7,144,0,0,0,1,1.6467e+09
20578,1.6468e+09,0,172,-60,367,43,-7,144,0,0,0,1,1.6468e+09
21033,1.6469e+09,0,169,-66,361,43,-7,144,0,0,0,1,1.6469e+09
21449,1.647e+09,0,168,-64,366,43,-7,144,0,0,0,1,1.647e+09
21903,1.6471e+09,0,169,-63,361,43,-7,144,0,0,0,1,1.6471e+09
22335,1.6472e+09,0,163,-67,363,43,-7,144,0,0,0,1,1.6472e+09
22769,1.6473e+09,0,169,-65,365,43,-7,144,0,0,0,1,1.6473e+09
23187,1.6475e+09,0,167,-61,370,43,-7,144,0,0,0,1,1.6475e+09
23636,1.6476e+09,0,167,-64,364,43,-7,144,0,0,0,1,1.6476e+09
24089,1.6477e+09,0,160,-61,368,43,-7,144,0,0,0,1,1.6477e+09
24542,1.6478e+09,0,168,-62,366,43,-7,144,0,0,0,1,1.6478e+09
24977,1.6479e+09,0,168,-72,356,43,-7,144,0,0,0,1,1.6479e+09
25408,1.648e+09,0,163,-63,362,43,-7,144,0,0,0,1,1.648e+09
25861,1.6481e+09,0,167,-62,363,43,-7,144,0,0,0,1,1.6481e+09
26310,1.6482e+09,0,167,-63,363,43,-7,144,0,0,0,1,1.6482e+09
26763,1.6483e+09,0,170,-63,364,43,-7,144,0,0,0,1,1.6483e+09
27204,1.6484e+09,0,165,-62,369,43,-7,144,0,0,0,1,1.6484e+09
27606,1.6485e+09,0,163,-64,361,43,-7,144,0,0,0,1,1.6485e+09
28043,1.6486e+09,0,163,-62,362,43,-7,144,0,0,0,1,1.6486e+09
28496,1.6487e+09,0,161,-64,364,43,-7,144,0,0,0,1,1.6487e+09
28916,1.6488e+09,0,163,-61,362,43,-7,144,0,0,0,1,1.6488e+09
29369,1.6489e+09,0,169,-60,366,43,-7,144,0,0,0,1,1.6489e+09
29803,1.649e+09,0,181,-58,359,43,-7,144,0,0,0,1,1.649e+09
30236,1.6491e+09,0,184,-68,351,43,-7,144,0,0,0,1,1.6491e+09
30679,1.6492e+09,0,187,-74,347,43,-7,144,0,0,0,1,1.6492e+09
31131,1.6493e+09,0,184,-84,348,43,-7,144,0,0,0,1,1.6493e+09
31548,1.6495e+09,0,180,-91,348,43,-7,144,0,0,0,1,1.6495e+09
31995,1.6496e+09,0,171,-106,353,43,-7,144,0,0,0,1,1.6496e+09
32447,1.6497e+09,0,167,-118,349,43,-7,144,0,0,0,1,1.6497e+09
32897,1.6498e+09,0,166,-112,355,43,-7,144,0,0,0,1,1.6498e+09
33330,1.6499e+09,0,162,-118,355,43,-7,144,0,0,0,1,1.6499e+09
33766,1.65e+09,0,166,-111,349,43,-7,144,0,0,0,1,1.65e+09
34218,1.6501e+09,0,172,-95,351,43,-7,144,0,0,0,1,1.6501e+09
34667,1.6502e+09,0,176,-88,347,43,-7,144,0,0,0,1,1.6502e+09
35119,1.6503e+09,0,182,-81,349,43,-7,144,0,0,0,1,1.6503e+09
35559,1.6504e+09,0,178,-78,352,43,-7,144,0,0,0,1,1.6504e+09
35993,1.6505e+09,0,187,-74,354,43,-7,144,0,0,0,1,1.6505e+09
36399,1.6506e+09,0,185,-79,353,43,-7,144,0,0,0,1,1.6506e+09
