LineNo,TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
1.8295e+05,1.2424e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.53,0.023,288.04,-0.047,0,1
1.8377e+05,1.2445e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.56,0.021,288.04,0.035,0,1
1.8451e+05,1.2463e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.58,0.038,288.04,0.004,0,1
1.8533e+05,1.2484e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.61,0.015,288.04,0.01,0,1
1.8616e+05,1.2504e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.62,0.017,288.04,-0.08,0,1
1.8695e+05,1.2525e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.64,0.033,288.04,-0.012,0,1
1.877e+05,1.2543e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.66,0.023,288.04,0.025,0,1
1.885e+05,1.2564e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.67,0.013,288.04,0.008,0,1
1.8932e+05,1.2584e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.69,0.033,288.04,-0.056,0,1
1.9014e+05,1.2605e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.71,0.041,288.04,0.045,0,1
1.9085e+05,1.2623e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.73,0.032,288.04,0.002,0,1
1.9168e+05,1.2644e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.74,0.025,288.04,-0.067,0,1
1.925e+05,1.2664e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.76,0.016,288.04,-0.015,0,1
1.9324e+05,1.2683e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.76,0.026,288.04,0.067,0,1
1.9402e+05,1.2705e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.8,0.028,288.04,-0.056,0,1
1.9476e+05,1.2723e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.81,0.032,288.04,-0.086,0,1
1.9559e+05,1.2744e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.83,0.007,288.04,-0.04,0,1
1.9641e+05,1.2764e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.84,0.034,288.04,-0.03,0,1
1.972e+05,1.2785e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.85,0.046,288.04,-0.044,0,1
1.9795e+05,1.2804e+08,0,3,4.69e+08,2230,16,0.69,43.601,13.482,83.88,0.231,322.6,0.008,0,1
1.991e+05,1.7405e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.67,0.019,123.52,-0.076,0,1
1.9997e+05,1.7425e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.67,0.006,123.52,0.01,0,1
2.0078e+05,1.7443e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.66,0.024,123.52,-0.001,0,1
2.0165e+05,1.7463e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.64,0.016,123.52,-0.018,0,1
2.0256e+05,1.7484e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.63,0.03,123.52,0.003,0,1
2.0343e+05,1.7504e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.61,0.019,123.52,0.018,0,1
2.043e+05,1.7525e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.59,0.046,123.52,0.034,0,1
2.052e+05,1.7545e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.59,0.03,123.52,0.028,0,1
2.0601e+05,1.7564e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.56,0.008,123.52,0.036,0,1
2.0688e+05,1.7584e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.55,0.03,123.52,0.011,0,1
2.0778e+05,1.7604e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.53,0.063,123.52,0.033,0,1
2.0869e+05,1.7625e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.52,0.012,123.52,-0.001,0,1
2.0955e+05,1.7645e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.51,0.031,123.52,-0.005,0,1
2.103e+05,1.7665e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.49,0.018,123.52,-0.004,0,1
2.1109e+05,1.7684e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.48,0.013,123.52,-0.024,0,1
2.1199e+05,1.7704e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.47,0.005,123.52,-0.036,0,1
2.1289e+05,1.7724e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.46,0.041,123.52,0.008,0,1
2.1376e+05,1.7745e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.45,0.034,123.52,0.01,0,1
2.1467e+05,1.7765e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.45,0.02,123.52,0.047,0,1
2.1548e+05,1.7783e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.44,0.016,123.52,-0.054,0,1
2.1635e+05,1.7804e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.44,0.04,123.52,-0.036,0,1
2.1726e+05,1.7824e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.44,0.03,123.52,0.031,0,1
2.1816e+05,1.7845e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.43,0.071,123.52,-0.047,0,1
2.1903e+05,1.7865e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.42,0.027,123.52,-0.013,0,1
2.1984e+05,1.7884e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.42,0.009,123.52,-0.022,0,1
2.2074e+05,1.7904e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.42,0.023,123.52,-0.029,0,1
2.2164e+05,1.7925e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.41,0.005,123.52,-0.004,0,1
2.2251e+05,1.7945e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.41,0.036,123.52,-0.006,0,1
2.2331e+05,1.7964e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.4,0.03,123.52,-0.021,0,1
2.2418e+05,1.7984e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.4,0.03,123.52,-0.029,0,1
2.2509e+05,1.8005e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.41,0.014,123.52,0.033,0,1
2.2595e+05,1.8025e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.39,0.028,123.52,-0.044,0,1
2.2676e+05,1.8043e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.4,0.017,123.52,-0.029,0,1
2.2764e+05,1.8064e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.4,0.025,123.52,0.01,0,1
2.2851e+05,1.8084e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.39,0.037,123.52,-0.009,0,1
2.2941e+05,1.8105e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.38,0.019,123.52,-0.025,0,1
2.3019e+05,1.8124e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.38,0.011,123.52,0.049,0,1
2.311e+05,1.8145e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.35,0.01,123.52,-0.009,0,1
2.3187e+05,1.8164e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.35,0.048,123.52,0.029,0,1
2.3277e+05,1.8184e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.33,0.012,123.52,-0.029,0,1
2.3364e+05,1.8205e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.32,0.02,123.52,-0.006,0,1
2.3455e+05,1.8225e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.29,0.01,123.52,0.01,0,1
2.3536e+05,1.8244e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.27,0.014,123.52,0.032,0,1
2.3623e+05,1.8265e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.26,0.013,123.52,-0.014,0,1
2.3704e+05,1.8283e+08,0,3,4.6905e+08,2230,16,0.69,43.601,13.482,84.25,0.028,123.52,-0.006,0,1
2.3794e+05,1.8304e+08,0,3,4.6906e+08,2230,16,0.69,43.601,13.482,84.23,0.025,123.52,-0.043,0,1
2.3884e+05,1.8325e+08,0,3,4.6906e+08,2230,16,0.69,43.601,13.482,84.21,0.018,123.52,-0.075,0,1
2.3965e+05,1.8343e+08,0,3,4.6906e+08,2230,16,0.69,43.601,13.482,84.21,0.028,123.52,0.062,0,1
2.4052e+05,1.8364e+08,0,3,4.6906e+08,2230,16,0.69,43.601,13.482,84.19,0.021,123.52,0.008,0,1
2.4143e+05,1.8385e+08,0,3,4.6906e+08,2230,16,0.69,43.601,13.482,84.19,0.015,123.52,-0.059,0,1
2.4224e+05,1.8404e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.2,0.024,123.52,-0.008,0,1
2.4311e+05,1.8425e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.2,0.014,123.52,-0.025,0,1
2.4392e+05,1.8444e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.2,0.001,123.52,0.029,0,1
2.447e+05,1.8463e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.2,0.029,123.52,-0.029,0,1
2.456e+05,1.8484e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.21,0.025,123.52,0.008,0,1
2.465e+05,1.8505e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.2,0.016,123.52,-0.024,0,1
2.4732e+05,1.8524e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.21,0.024,123.52,-0.022,0,1
2.4819e+05,1.8545e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.22,0.03,123.52,0.048,0,1
2.49e+05,1.8564e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.22,0.019,123.52,-0.028,0,1
2.4978e+05,1.8583e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.22,0.014,123.52,-0.016,0,1
2.5068e+05,1.8604e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.23,0.011,123.52,-0.02,0,1
2.5155e+05,1.8625e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.23,0.022,123.52,0.106,0,1
2.5236e+05,1.8644e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.22,0.021,123.52,-0.042,0,1
2.5317e+05,1.8663e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.24,0.049,123.52,-0.02,0,1
2.5404e+05,1.8684e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.24,0.023,123.52,-0.017,0,1
2.5494e+05,1.8705e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.25,0.034,123.52,-0.011,0,1
2.5576e+05,1.8724e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.26,0.009,123.52,-0.06,0,1
2.5663e+05,1.8745e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.27,0.02,123.52,-0.102,0,1
2.5744e+05,1.8764e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.29,0.027,123.52,-0.025,0,1
2.5834e+05,1.8784e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.29,0.031,123.52,-0.055,0,1
2.5912e+05,1.8803e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.29,0.026,123.52,-0.04,0,1
2.6e+05,1.8823e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.29,0.018,123.52,-0.026,0,1
2.6086e+05,1.8844e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.28,0.056,123.52,0.047,0,1
2.6176e+05,1.8865e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.28,0.031,123.52,-0.003,0,1
2.6266e+05,1.8885e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.28,0.025,123.52,0.02,0,1
2.6344e+05,1.8904e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.27,0.024,123.52,0.011,0,1
2.6435e+05,1.8924e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.26,0.03,123.52,0.002,0,1
2.6525e+05,1.8945e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.26,0.058,123.52,-0.03,0,1
2.6603e+05,1.8964e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.26,0.023,123.52,0.022,0,1
2.6693e+05,1.8984e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.26,0.015,123.52,0.025,0,1
2.6783e+05,1.9005e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.26,0.035,123.52,0.014,0,1
2.6874e+05,1.9026e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.26,0.03,123.52,0.003,0,1
2.6933e+05,1.9044e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.25,0.005,123.52,-0.009,0,1
2.7023e+05,1.9065e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.24,0.017,123.52,-0.037,0,1
2.7101e+05,1.9084e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.25,0.029,123.52,0.042,0,1
2.7191e+05,1.9104e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.24,0.052,123.52,0.015,0,1
2.7282e+05,1.9125e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.24,0.025,123.52,-0.014,0,1
2.7363e+05,1.9144e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.24,0.02,123.52,-0.016,0,1
2.745e+05,1.9164e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.23,0.017,123.52,-0.025,0,1
2.7537e+05,1.9185e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.23,0.002,123.52,0.023,0,1
2.7627e+05,1.9205e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.22,0.028,123.52,-0.048,0,1
2.7704e+05,1.9224e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.22,0.003,123.52,-0.05,0,1
2.7794e+05,1.9245e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.22,0.024,123.52,-0.04,0,1
2.7875e+05,1.9264e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.23,0.036,123.52,-0.045,0,1
2.7962e+05,1.9285e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.23,0.019,123.52,-0.059,0,1
2.8043e+05,1.9304e+08,0,3,4.6906e+08,2230,15,0.76,43.601,13.482,84.26,0.071,123.52,-0.395,0,1
2.8121e+05,1.9323e+08,0,3,4.6907e+08,2230,15,0.76,43.601,13.482,84.38,0.121,123.52,-0.731,0,1
2.8212e+05,1.9344e+08,0,3,4.6907e+08,2230,15,0.76,43.601,13.482,84.55,0.112,123.52,-0.898,0,1
2.8292e+05,1.9364e+08,0,3,4.6907e+08,2230,15,0.76,43.601,13.482,84.67,0.078,123.52,-0.72,0,1
2.8382e+05,1.9385e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,84.82,0.253,109.12,-0.705,0,1
2.846e+05,1.9404e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,84.91,0.152,109.12,-0.624,0,1
2.855e+05,1.9425e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,85.05,0.077,109.12,-0.61,0,1
2.8628e+05,1.9444e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,85.14,0.189,135.49,-0.509,0,1
2.8709e+05,1.9464e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,85.26,0.235,62.876,-0.625,0,1
2.8787e+05,1.9483e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,85.4,0.107,62.876,-0.739,0,1
2.8877e+05,1.9504e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,85.56,0.124,62.876,-0.746,0,1
2.8954e+05,1.9523e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,85.76,0.079,62.876,-0.848,0,1
2.9045e+05,1.9545e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,85.94,0.036,62.876,-0.841,0,1
2.9126e+05,1.9564e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,86.16,0.156,62.876,-1.032,0,1
2.9207e+05,1.9583e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,86.28,0.299,354.76,-0.605,0,1
2.9297e+05,1.9605e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,86.47,0.306,338.51,-0.706,0,1
2.9377e+05,1.9624e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,86.6,0.049,338.51,-0.631,0,1
2.9464e+05,1.9645e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,86.7,0.125,338.51,-0.478,0,1
2.9545e+05,1.9664e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,86.82,0.299,333.1,-0.569,0,1
2.9626e+05,1.9684e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,86.93,0.037,333.1,-0.558,0,1
2.9705e+05,1.9703e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.01,0.101,333.1,-0.519,0,1
2.9785e+05,1.9723e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.13,0.179,4.4274,-0.569,0,1
2.9871e+05,1.9745e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.21,0.067,4.4274,-0.41,0,1
2.9952e+05,1.9765e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.28,0.101,4.4274,-0.39,0,1
3.0032e+05,1.9784e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.34,0.063,4.4274,-0.266,0,1
3.0112e+05,1.9804e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.39,0.14,4.4274,-0.301,0,1
3.0188e+05,1.9824e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.43,0.229,276.13,-0.179,0,1
3.0277e+05,1.9845e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.48,0.343,233.78,-0.287,0,1
3.0354e+05,1.9864e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.49,0.598,200.5,-0.114,0,1
3.0434e+05,1.9885e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.51,0.773,193.46,-0.146,0,1
3.0515e+05,1.9904e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.54,0.796,194.43,-0.157,0,1
3.0601e+05,1.9925e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.57,0.844,196.37,-0.229,0,1
3.0681e+05,1.9945e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.63,0.846,193.12,-0.29,0,1
3.0757e+05,1.9964e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.69,0.827,199.4,-0.188,0,1
3.0838e+05,1.9984e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.7,0.884,200.02,-0.236,0,1
3.0915e+05,2.0004e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.74,0.862,205.04,-0.253,0,1
3.1004e+05,2.0026e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.78,0.881,205.46,-0.29,0,1
3.1085e+05,2.0045e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.89,0.806,210.42,-0.372,0,1
3.1165e+05,2.0065e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.91,0.863,213.28,-0.176,0,1
3.1245e+05,2.0084e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,87.95,0.849,213.03,-0.243,0,1
3.1324e+05,2.0104e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,88.01,0.932,216.01,-0.234,0,1
3.1405e+05,2.0123e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,88.07,0.98,216.38,-0.332,0,1
3.1482e+05,2.0143e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,88.12,1.04,213.37,-0.335,0,1
3.157e+05,2.0165e+08,0,3,4.6907e+08,2230,15,0.76,43.601,13.482,88.18,1.03,210.19,-0.222,0,1
3.1651e+05,2.0184e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,88.25,0.949,210.95,-0.423,0,1
3.1731e+05,2.0204e+08,0,3,4.6907e+08,2230,15,0.76,43.601,13.482,88.27,0.84,211.16,-0.177,0,1
3.1807e+05,2.0223e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,88.3,0.74,203.82,-0.226,0,1
3.1896e+05,2.0245e+08,0,3,4.6907e+08,2230,16,0.69,43.601,13.482,88.38,0.751,203.66,-0.084,0,1
3.1973e+05,2.0264e+08,0,3,4.6907e+08,2230,15,0.76,43.601,13.482,88.34,0.737,203.58,0.118,0,1
3.2054e+05,2.0284e+08,0,3,4.6907e+08,2230,15,0.76,43.601,13.482,88.31,0.819,202.87,0.158,0,1
3.2134e+05,2.0304e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.28,0.706,205.05,0.126,0,1
3.2214e+05,2.0323e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.26,0.464,208.1,0.159,0,1
3.2304e+05,2.0345e+08,0,3,4.6908e+08,2230,15,0.72,43.601,13.482,88.27,0.563,211.96,-0.011,0,1
3.2384e+05,2.0365e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.25,0.563,208.34,0.066,0,1
3.2463e+05,2.0384e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.24,0.451,208.33,0.111,0,1
3.2544e+05,2.0404e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.21,0.548,215.89,0.024,0,1
3.2624e+05,2.0424e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.21,0.465,215.92,0.08,0,1
3.2705e+05,2.0444e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.19,0.568,231.78,0.139,0,1
3.2794e+05,2.0466e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.21,0.626,235.65,0.085,0,1
3.2875e+05,2.0485e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.23,0.561,242.32,-0.006,0,1
3.2951e+05,2.0505e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.21,0.593,250.21,0.017,0,1
3.3028e+05,2.0524e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.21,0.585,255.82,0.112,0,1
3.3142e+05,2.0565e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.22,0.515,263.3,-0.023,0,1
3.3222e+05,2.0584e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.22,0.519,259.2,0.034,0,1
3.3299e+05,2.0604e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.19,0.409,260.42,0.075,0,1
3.3384e+05,2.0625e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.15,0.53,269.52,0.013,0,1
3.3464e+05,2.0644e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.14,0.529,271.64,0.144,0,1
3.3541e+05,2.0664e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.09,0.623,275.95,0.091,0,1
3.3622e+05,2.0684e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.07,0.787,280.11,0.078,0,1
3.3702e+05,2.0703e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.06,0.893,279.9,0.015,0,1
3.3791e+05,2.0725e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.01,0.883,282.36,0.092,0,1
3.3868e+05,2.0744e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.02,1.083,285.03,0.066,0,1
3.3949e+05,2.0764e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.09,1.195,287.08,-0.124,0,1
3.4029e+05,2.0784e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.08,1.272,292.21,-0.069,0,1
3.4111e+05,2.0805e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.1,1.362,290.71,-0.014,0,1
3.4192e+05,2.0825e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.12,1.443,292.31,-0.07,0,1
3.4272e+05,2.0845e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.17,1.485,294.7,-0.13,0,1
3.4352e+05,2.0864e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.22,1.436,297.92,-0.097,0,1
3.4438e+05,2.0885e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.26,1.301,298.42,-0.022,0,1
3.4518e+05,2.0905e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.33,1.287,298.12,-0.077,0,1
3.4595e+05,2.0924e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.4,1.304,296.46,-0.168,0,1
3.4684e+05,2.0945e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.4,1.152,290.99,-0.075,0,1
3.476e+05,2.0965e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.41,1.064,286.21,-0.054,0,1
3.4838e+05,2.0984e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.41,0.857,278.06,-0.009,0,1
3.4918e+05,2.1003e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.39,0.763,271.14,0.021,0,1
3.5007e+05,2.1025e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.44,0.799,257.27,-0.009,0,1
3.5088e+05,2.1045e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.52,0.739,244.28,-0.048,0,1
3.5168e+05,2.1064e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.55,0.763,218.5,0.077,0,1
3.5245e+05,2.1084e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.57,0.894,191.86,0.186,0,1
3.5325e+05,2.1104e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.58,1.08,177.11,0.213,0,1
3.5414e+05,2.1125e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.6,1.005,164.21,0.137,0,1
3.5491e+05,2.1144e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.55,1.417,154.03,0.201,0,1
3.5572e+05,2.1164e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.48,1.389,140.6,0.133,0,1
3.5661e+05,2.1185e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.45,1.427,134.58,0.302,0,1
3.5741e+05,2.1205e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.46,1.405,124.01,0.084,0,1
3.5818e+05,2.1225e+08,0,3,4.6908e+08,2230,16,0.69,43.601,13.482,88.47,1.412,116.15,0.001,0,1
3.5898e+05,2.1244e+08,0,3,4.6908e+08,2230,15,0.76,43.601,13.482,88.4,1.422,106.23,0.179,0,1
