LineNo,TimeUS,Id,Pri,Total,Free,Name
6731,2.1134e+07,2,60,1104,760,0
16238,2.3548e+07,2,60,1104,760,0
25570,2.5879e+07,2,60,1104,760,0
35138,2.8274e+07,2,60,1104,760,0
44505,3.0609e+07,2,60,1104,760,0
53777,3.2926e+07,2,60,1104,760,0
63100,3.5263e+07,2,60,1104,760,0
72518,3.7649e+07,2,60,1104,760,0
81742,3.9964e+07,2,60,1104,760,0
91119,4.2331e+07,2,60,1104,760,0
1.0035e+05,4.4666e+07,2,60,1104,760,0
1.0951e+05,4.6988e+07,2,60,1104,760,0
1.1664e+05,1.0801e+08,2,60,1104,760,0
1.2753e+05,1.1051e+08,2,60,1104,760,0
1.3884e+05,1.1315e+08,2,60,1104,760,0
1.4848e+05,1.1557e+08,2,60,1104,760,0
1.5813e+05,1.1801e+08,2,60,1104,760,0
1.6795e+05,1.2049e+08,2,60,1104,760,0
1.7778e+05,1.2295e+08,2,60,1104,760,0
1.8749e+05,1.2538e+08,2,60,1104,760,0
1.9712e+05,1.2783e+08,2,60,1104,760,0
2.0083e+05,1.7445e+08,2,60,1104,760,0
2.1153e+05,1.7693e+08,2,60,1104,760,0
2.225e+05,1.7945e+08,2,60,1104,760,0
2.3314e+05,1.8193e+08,2,60,1104,760,0
2.4383e+05,1.8442e+08,2,60,1104,760,0
2.5445e+05,1.8694e+08,2,60,1104,760,0
2.6548e+05,1.8951e+08,2,60,1104,760,0
2.7644e+05,1.9209e+08,2,60,1104,760,0
2.8755e+05,1.9475e+08,2,60,1104,760,0
2.9804e+05,1.9728e+08,2,60,1104,760,0
3.0857e+05,1.9989e+08,2,60,1104,760,0
3.1906e+05,2.0247e+08,2,60,1104,760,0
3.2951e+05,2.0504e+08,2,60,1104,760,0
3.3998e+05,2.0776e+08,2,60,1104,760,0
3.503e+05,2.1031e+08,2,60,1104,760,0
3.6046e+05,2.128e+08,2,60,1104,760,0
3.7088e+05,2.1536e+08,2,60,1104,760,0
3.814e+05,2.1793e+08,2,60,1104,760,0
3.9186e+05,2.205e+08,2,60,1104,760,0
4.024e+05,2.2319e+08,2,60,1104,760,0
4.1279e+05,2.2574e+08,2,60,1104,760,0
4.2341e+05,2.2835e+08,2,60,1104,760,0
4.3369e+05,2.3094e+08,2,60,1104,760,0
4.4414e+05,2.3352e+08,2,60,1104,760,0
4.5413e+05,2.3597e+08,2,60,1104,760,0
4.6446e+05,2.385e+08,2,60,1104,760,0
4.7494e+05,2.4109e+08,2,60,1104,760,0
4.8525e+05,2.4363e+08,2,60,1104,760,0
4.9532e+05,2.4611e+08,2,60,1104,760,0
5.055e+05,2.4861e+08,2,60,1104,760,0
5.1561e+05,2.5113e+08,2,60,1104,760,0
5.2616e+05,2.5373e+08,2,60,1104,760,0
5.3674e+05,2.5632e+08,2,60,1104,760,0
5.4696e+05,2.5884e+08,2,60,1104,760,0
5.5747e+05,2.6143e+08,2,60,1104,760,0
5.6758e+05,2.6393e+08,2,60,1104,760,0
5.7779e+05,2.6652e+08,2,60,1104,760,0
5.8784e+05,2.69e+08,2,60,1104,760,0
5.9803e+05,2.7154e+08,2,60,1104,760,0
6.0817e+05,2.7403e+08,2,60,1104,760,0
6.1866e+05,2.7661e+08,2,60,1104,760,0
6.2888e+05,2.7912e+08,2,60,1104,760,0
6.3929e+05,2.8169e+08,2,60,1104,760,0
6.4976e+05,2.8428e+08,2,60,1104,760,0
6.6034e+05,2.8686e+08,2,60,1104,760,0
6.7103e+05,2.8941e+08,2,60,1104,760,0
6.8192e+05,2.9201e+08,2,60,1104,760,0
6.9264e+05,2.9454e+08,2,60,1104,760,0
7.031e+05,2.9702e+08,2,60,1104,760,0
7.1345e+05,2.9948e+08,2,60,1104,760,0
7.242e+05,3.0203e+08,2,60,1104,760,0
