LineNo,TimeUS,Id,Pri,Total,Free,Name
10734,2.2171e+07,11,60,656,184,0
20089,2.452e+07,11,60,656,184,0
29489,2.6856e+07,11,60,656,184,0
38927,2.922e+07,11,60,656,184,0
48393,3.1581e+07,11,60,656,184,0
57581,3.3882e+07,11,60,656,184,0
67104,3.6286e+07,11,60,656,184,0
76303,3.8605e+07,11,60,656,184,0
85576,4.0931e+07,11,60,656,184,0
94824,4.327e+07,11,60,656,184,0
1.041e+05,4.561e+07,11,60,656,184,0
1.1335e+05,4.7951e+07,11,60,656,184,0
1.2096e+05,1.0901e+08,11,60,656,184,0
1.3206e+05,1.1158e+08,11,60,656,184,0
1.426e+05,1.1408e+08,11,60,656,184,0
1.5232e+05,1.1654e+08,11,60,656,184,0
1.6205e+05,1.19e+08,11,60,656,184,0
1.718e+05,1.2145e+08,11,60,656,184,0
1.8154e+05,1.239e+08,11,60,656,184,0
1.9142e+05,1.2637e+08,11,60,656,184,0
2.0503e+05,1.7542e+08,11,60,656,184,0
2.1572e+05,1.7789e+08,11,60,656,184,0
2.2672e+05,1.8042e+08,11,60,656,184,0
2.374e+05,1.8291e+08,11,60,656,184,0
2.4796e+05,1.854e+08,11,60,656,184,0
2.5881e+05,1.8796e+08,11,60,656,184,0
2.6992e+05,1.9058e+08,11,60,656,184,0
2.8089e+05,1.9315e+08,11,60,656,184,0
2.918e+05,1.9577e+08,11,60,656,184,0
3.0224e+05,1.9832e+08,11,60,656,184,0
3.128e+05,2.0093e+08,11,60,656,184,0
3.2308e+05,2.0347e+08,11,60,656,184,0
3.3374e+05,2.0622e+08,11,60,656,184,0
3.4419e+05,2.088e+08,11,60,656,184,0
3.5442e+05,2.1132e+08,11,60,656,184,0
3.6441e+05,2.1378e+08,11,60,656,184,0
3.7486e+05,2.1633e+08,11,60,656,184,0
3.8551e+05,2.1893e+08,11,60,656,184,0
3.959e+05,2.2149e+08,11,60,656,184,0
4.0643e+05,2.2418e+08,11,60,656,184,0
4.1688e+05,2.2676e+08,11,60,656,184,0
4.2734e+05,2.2937e+08,11,60,656,184,0
4.3763e+05,2.3191e+08,11,60,656,184,0
4.4811e+05,2.345e+08,11,60,656,184,0
4.5814e+05,2.3696e+08,11,60,656,184,0
4.6847e+05,2.395e+08,11,60,656,184,0
4.7888e+05,2.4207e+08,11,60,656,184,0
4.8919e+05,2.446e+08,11,60,656,184,0
4.992e+05,2.4706e+08,11,60,656,184,0
5.0953e+05,2.4962e+08,11,60,656,184,0
5.1976e+05,2.5214e+08,11,60,656,184,0
5.3051e+05,2.5481e+08,11,60,656,184,0
5.4054e+05,2.5727e+08,11,60,656,184,0
5.5116e+05,2.5988e+08,11,60,656,184,0
5.614e+05,2.6239e+08,11,60,656,184,0
5.718e+05,2.6504e+08,11,60,656,184,0
5.8166e+05,2.6748e+08,11,60,656,184,0
5.9189e+05,2.7002e+08,11,60,656,184,0
6.02e+05,2.7252e+08,11,60,656,184,0
6.123e+05,2.7504e+08,11,60,656,184,0
6.2267e+05,2.776e+08,11,60,656,184,0
6.3285e+05,2.801e+08,11,60,656,184,0
6.4332e+05,2.8269e+08,11,60,656,184,0
6.539e+05,2.8529e+08,11,60,656,184,0
6.644e+05,2.8784e+08,11,60,656,184,0
6.755e+05,2.9048e+08,11,60,656,184,0
6.8606e+05,2.9298e+08,11,60,656,184,0
6.9673e+05,2.9552e+08,11,60,656,184,0
7.0721e+05,2.9799e+08,11,60,656,184,0
7.1781e+05,3.0051e+08,11,60,656,184,0
7.283e+05,3.03e+08,11,60,656,184,0
