LineNo,TimeUS,RMSRollP,RMSRollD,RMSPitchP,RMSPitchD,RMSYaw
2927,2.0186e+07,0.021284,0.00037032,0.011792,0.00035397,0.00082221
2968,2.0196e+07,0.021288,0.00036721,0.011794,0.00035262,0.00084078
3009,2.0206e+07,0.021294,0.00036031,0.01179,0.0003488,0.00086214
3047,2.0216e+07,0.021295,0.0003585,0.01179,0.00034246,0.00088351
3088,2.0226e+07,0.021303,0.00035791,0.011788,0.00034008,0.00090392
3128,2.0236e+07,0.021299,0.00036761,0.011787,0.00034279,0.00092378
3169,2.0246e+07,0.021293,0.00036423,0.011786,0.00034021,0.000943
3212,2.0256e+07,0.021289,0.00036933,0.011782,0.00034354,0.00096
3257,2.0266e+07,0.021283,0.00037179,0.011773,0.00034564,0.00097666
3298,2.0276e+07,0.021281,0.00036781,0.011771,0.00034323,0.00099071
3339,2.0286e+07,0.021274,0.00036704,0.011762,0.00034449,0.001003
3380,2.0296e+07,0.021264,0.00036618,0.011752,0.00034189,0.0010146
3422,2.0306e+07,0.021259,0.00036066,0.011751,0.00034796,0.0010262
3462,2.0317e+07,0.021253,0.00035421,0.011743,0.0003495,0.0010366
3502,2.0326e+07,0.021249,0.00035052,0.011741,0.00034803,0.0010473
3543,2.0337e+07,0.021247,0.00035027,0.011738,0.0003496,0.0010632
3583,2.0347e+07,0.02125,0.00036827,0.011735,0.00035702,0.001091
3625,2.0357e+07,0.021252,0.00036515,0.011745,0.00036826,0.0011316
3673,2.0368e+07,0.021249,0.00036271,0.011749,0.00036167,0.0011824
3713,2.0378e+07,0.021247,0.00036043,0.011756,0.0003557,0.0012415
3756,2.0388e+07,0.021259,0.00037734,0.011763,0.00035007,0.0013064
3798,2.0398e+07,0.021257,0.00038307,0.01177,0.00034451,0.0013743
3835,2.0408e+07,0.021247,0.00038999,0.011767,0.0003548,0.0014447
3873,2.0419e+07,0.02124,0.00038371,0.011775,0.00035822,0.0015152
3913,2.0429e+07,0.02123,0.0003773,0.011776,0.00036246,0.0015867
3954,2.0439e+07,0.021223,0.00037,0.011771,0.00036189,0.0016576
3995,2.0449e+07,0.021212,0.00037122,0.011766,0.00035547,0.0017259
4037,2.046e+07,0.021205,0.00036812,0.011755,0.00035938,0.0017925
4083,2.047e+07,0.021204,0.00036986,0.011748,0.00035853,0.0018584
4123,2.048e+07,0.0212,0.00036775,0.011748,0.00035754,0.0019232
4165,2.049e+07,0.021207,0.0003766,0.011753,0.00035592,0.0019859
4206,2.0501e+07,0.021209,0.00037603,0.011759,0.00035048,0.0020453
4243,2.051e+07,0.021212,0.00037393,0.011757,0.00034886,0.0021009
4285,2.0521e+07,0.021226,0.0003835,0.011756,0.0003423,0.002154
4325,2.0531e+07,0.021233,0.00038028,0.011752,0.00033949,0.0022053
4366,2.0541e+07,0.021237,0.00037458,0.011742,0.00033915,0.002255
4406,2.0551e+07,0.021238,0.00037488,0.01172,0.00036133,0.0023044
4447,2.0561e+07,0.021244,0.0003728,0.011709,0.00036322,0.0023527
4494,2.0572e+07,0.021248,0.00036969,0.011702,0.00036231,0.0024011
4534,2.0582e+07,0.021243,0.00037446,0.011694,0.00035531,0.0024489
4576,2.0592e+07,0.021239,0.00037118,0.011688,0.00035523,0.0024949
4619,2.0604e+07,0.021234,0.00036227,0.011687,0.00035191,0.0025491
4663,2.0617e+07,0.021227,0.00035394,0.011694,0.00034948,0.0026025
4704,2.0627e+07,0.021227,0.00035055,0.011704,0.00034919,0.0026429
4744,2.0637e+07,0.021228,0.00034615,0.011706,0.00034969,0.0026801
4787,2.0647e+07,0.021234,0.00034726,0.011705,0.00034636,0.0027143
4828,2.0657e+07,0.02124,0.00034348,0.011701,0.000345,0.0027477
4869,2.0668e+07,0.021255,0.00034825,0.011702,0.00034057,0.0027789
4914,2.0678e+07,0.021268,0.00034265,0.011704,0.00033514,0.0028075
4955,2.0688e+07,0.02128,0.00033635,0.011706,0.00033144,0.0028343
4996,2.0698e+07,0.021297,0.00033441,0.011713,0.00033102,0.0028603
5037,2.0708e+07,0.021309,0.00032941,0.011716,0.00032829,0.0028849
5078,2.0721e+07,0.021321,0.00032307,0.011718,0.00032396,0.0029142
5118,2.0731e+07,0.021318,0.00035155,0.011721,0.00032011,0.0029379
5160,2.0741e+07,0.021307,0.00036262,0.011717,0.00031865,0.0029601
5201,2.0751e+07,0.021296,0.00036144,0.011714,0.00031345,0.002981
5241,2.0761e+07,0.021288,0.00035754,0.011709,0.00031039,0.0030007
5286,2.0771e+07,0.021272,0.00036032,0.011703,0.00030627,0.0030195
5327,2.0781e+07,0.021265,0.00036155,0.011703,0.00030404,0.0030373
5371,2.0792e+07,0.021252,0.00035581,0.011691,0.00031494,0.0030531
5414,2.0801e+07,0.021246,0.00036721,0.01169,0.0003259,0.0030684
5454,2.0811e+07,0.021245,0.00036472,0.011691,0.0003227,0.0030827
5492,2.0824e+07,0.021253,0.00037347,0.01169,0.00032303,0.003101
5533,2.0834e+07,0.021259,0.00036961,0.011691,0.00032229,0.0031156
5577,2.0845e+07,0.021273,0.00037351,0.011697,0.00032314,0.0031296
5618,2.0855e+07,0.02129,0.00037221,0.011708,0.00032498,0.003144
5658,2.0865e+07,0.021302,0.0003671,0.011715,0.00032078,0.0031578
5703,2.0875e+07,0.02131,0.00036224,0.011722,0.00031609,0.0031708
5743,2.0885e+07,0.021315,0.00035765,0.011724,0.00031887,0.0031842
5786,2.0895e+07,0.021321,0.0003527,0.011727,0.00032423,0.0031988
5826,2.0906e+07,0.021319,0.0003687,0.01172,0.0003288,0.003214
5864,2.0916e+07,0.021309,0.00037587,0.011713,0.00033315,0.0032293
5903,2.0926e+07,0.021301,0.00036943,0.011708,0.0003371,0.003244
5943,2.0936e+07,0.02129,0.00037465,0.01171,0.00033672,0.0032573
5985,2.0946e+07,0.021274,0.00037749,0.011713,0.00033696,0.0032712
6026,2.0956e+07,0.021257,0.00037425,0.011711,0.00033322,0.0032835
6066,2.0966e+07,0.021248,0.00038031,0.011702,0.00033665,0.0032918
6111,2.0976e+07,0.021249,0.00038602,0.011696,0.00033139,0.0032921
6151,2.0986e+07,0.021252,0.00039228,0.011689,0.0003266,0.0032833
6193,2.0996e+07,0.021273,0.00042121,0.011677,0.00032501,0.0032627
6234,2.1006e+07,0.02129,0.00041568,0.011675,0.00034983,0.0032306
6274,2.1016e+07,0.021321,0.00043537,0.011678,0.00034904,0.0031895
6312,2.1026e+07,0.021342,0.00043812,0.011678,0.00034237,0.0031419
6353,2.1036e+07,0.021371,0.00043985,0.011672,0.0003416,0.0030899
6397,2.1046e+07,0.021395,0.0004429,0.011663,0.00034848,0.0030352
6437,2.1057e+07,0.021393,0.00049658,0.011646,0.00035634,0.0029791
6481,2.1069e+07,0.021369,0.00054039,0.01161,0.00038833,0.002908
6525,2.1079e+07,0.021345,0.00054325,0.011584,0.00038725,0.002851
6566,2.1089e+07,0.021323,0.00053508,0.011567,0.00038602,0.0027947
6608,2.1099e+07,0.021305,0.00052685,0.011567,0.00042115,0.0027391
6648,2.1111e+07,0.021285,0.00051762,0.011573,0.00042609,0.0026712
6686,2.1122e+07,0.021271,0.00051027,0.011583,0.00042408,0.0026184
6726,2.1132e+07,0.021263,0.00050696,0.011594,0.00042009,0.0025665
6769,2.1142e+07,0.021268,0.00051537,0.011609,0.00042366,0.0025155
6809,2.1152e+07,0.021271,0.00050934,0.011623,0.0004168,0.0024655
6850,2.1162e+07,0.021286,0.00052537,0.011633,0.00041309,0.0024172
6891,2.1172e+07,0.021313,0.00055422,0.011635,0.00041389,0.0023707
6936,2.1182e+07,0.02135,0.00055997,0.011634,0.00042147,0.0023261
6977,2.1192e+07,0.021382,0.00055975,0.01162,0.00043382,0.0022837
7017,2.1203e+07,0.021404,0.00056111,0.011614,0.00042846,0.002243
7058,2.1215e+07,0.021428,0.00054981,0.011605,0.00042375,0.0021942
7098,2.1226e+07,0.021461,0.00055583,0.011606,0.00042131,0.0021573
7139,2.1236e+07,0.021463,0.00061112,0.011594,0.00044324,0.0021226
7182,2.1246e+07,0.02144,0.00067737,0.011599,0.000452,0.0020891
7224,2.1256e+07,0.021427,0.00066553,0.011601,0.00044493,0.0020575
7265,2.1266e+07,0.021412,0.00065693,0.011614,0.00045863,0.0020279
7309,2.1276e+07,0.021396,0.00065073,0.011627,0.00045948,0.0019998
7351,2.1286e+07,0.021375,0.00065378,0.011638,0.0004516,0.0019741
7394,2.1296e+07,0.021365,0.00064887,0.011636,0.00046722,0.0019497
7434,2.1307e+07,0.021356,0.00063777,0.011636,0.00046321,0.0019275
7478,2.1321e+07,0.021359,0.00063985,0.011615,0.00050929,0.0018963
7519,2.1332e+07,0.02137,0.00063336,0.011605,0.00050501,0.0018761
7560,2.1342e+07,0.02138,0.00062255,0.011594,0.0004958,0.0018562
7602,2.1352e+07,0.021389,0.00062776,0.011581,0.00048798,0.0018368
7642,2.1362e+07,0.021399,0.00061703,0.01157,0.00047886,0.0018177
7683,2.1372e+07,0.021408,0.00060538,0.011571,0.00049935,0.001799
7729,2.1382e+07,0.021409,0.00060676,0.01158,0.00050158,0.0017803
7770,2.1392e+07,0.021406,0.00061034,0.011602,0.00052831,0.0017617
7812,2.1402e+07,0.021389,0.00061583,0.01161,0.00052247,0.0017432
7855,2.1414e+07,0.021373,0.00060635,0.011613,0.00051883,0.001721
7896,2.1427e+07,0.021351,0.00061072,0.011603,0.00052348,0.001701
7936,2.1437e+07,0.021334,0.00060247,0.011601,0.00051435,0.0016877
7977,2.1447e+07,0.021323,0.0005971,0.011596,0.00050513,0.001676
8022,2.1457e+07,0.021321,0.00060232,0.011599,0.00049985,0.0016671
8062,2.1468e+07,0.021325,0.00059795,0.0116,0.0004922,0.001661
8107,2.1478e+07,0.02134,0.00060531,0.011597,0.00048784,0.001656
8147,2.1488e+07,0.021356,0.00060113,0.011598,0.00048306,0.0016507
8189,2.1498e+07,0.021355,0.00060818,0.011607,0.00048522,0.0016454
8230,2.1508e+07,0.021359,0.00059636,0.011618,0.0004795,0.0016427
8270,2.1518e+07,0.021376,0.00060048,0.011637,0.00047967,0.0016457
8305,2.1528e+07,0.021406,0.00062363,0.011646,0.00047474,0.0016549
8346,2.1539e+07,0.021439,0.00061644,0.011656,0.00046658,0.0016683
8386,2.1549e+07,0.021453,0.00062505,0.011655,0.0004713,0.001687
8427,2.1559e+07,0.021469,0.00061547,0.011637,0.00051438,0.0017095
8468,2.1569e+07,0.021467,0.00062998,0.011615,0.00051866,0.0017372
8518,2.1582e+07,0.021465,0.00061704,0.011605,0.00051882,0.0017784
8559,2.1592e+07,0.021452,0.00062092,0.011602,0.00051562,0.001818
8600,2.1602e+07,0.021434,0.00061596,0.011598,0.00051042,0.0018639
8641,2.1612e+07,0.021409,0.00061086,0.01159,0.0005121,0.0019143
8678,2.1622e+07,0.021378,0.0006085,0.011596,0.00051284,0.0019697
8719,2.1634e+07,0.021342,0.00059664,0.011602,0.00050128,0.002042
8761,2.1645e+07,0.021328,0.00060746,0.011615,0.00050274,0.0021015
8802,2.1655e+07,0.021332,0.00062814,0.01163,0.00049629,0.0021613
8844,2.1665e+07,0.021349,0.00064192,0.011637,0.00048981,0.0022185
8885,2.1675e+07,0.021363,0.00063115,0.011639,0.00048482,0.0022711
8930,2.1685e+07,0.02137,0.00062108,0.011636,0.00048774,0.0023184
8970,2.1695e+07,0.02138,0.00060919,0.011631,0.0004818,0.002362
9011,2.1705e+07,0.021397,0.00060202,0.011622,0.00047756,0.0024009
9051,2.1715e+07,0.021407,0.00059458,0.011618,0.00046886,0.0024369
9092,2.1725e+07,0.021426,0.00059093,0.011623,0.00047668,0.0024717
9130,2.1736e+07,0.021436,0.00058389,0.011634,0.00047485,0.0025052
9170,2.1746e+07,0.021434,0.00059089,0.011651,0.0004746,0.0025366
9211,2.1756e+07,0.021412,0.00062685,0.011669,0.00047004,0.0025674
9251,2.1766e+07,0.021402,0.0006165,0.011675,0.00047093,0.0026005
9292,2.1776e+07,0.021396,0.00060791,0.01169,0.0004716,0.0026357
9336,2.1786e+07,0.021384,0.00059894,0.011689,0.00048558,0.0026663
9380,2.1796e+07,0.021368,0.00059035,0.011679,0.00049142,0.0026872
9421,2.1806e+07,0.021356,0.00058042,0.011661,0.00049363,0.0026995
9461,2.1816e+07,0.021354,0.00057668,0.011646,0.0004874,0.0027047
9500,2.1826e+07,0.021354,0.00056818,0.011627,0.00047937,0.0027038
9545,2.1876e+07,0.021435,0.00054412,0.011602,0.00045865,0.002614
9590,2.1886e+07,0.021442,0.00054087,0.011612,0.00045741,0.0025865
9631,2.1896e+07,0.021452,0.000538,0.011621,0.00044915,0.0025563
9672,2.1906e+07,0.021465,0.00053024,0.01163,0.00044768,0.0025241
9712,2.1916e+07,0.021466,0.00053003,0.011625,0.00045679,0.0024915
9746,2.1926e+07,0.021448,0.00056193,0.011614,0.00045761,0.002459
9787,2.1936e+07,0.021432,0.00055296,0.011605,0.00044973,0.0024274
9828,2.1946e+07,0.021409,0.00054974,0.011598,0.00044148,0.0023972
9869,2.1956e+07,0.02139,0.0005447,0.011599,0.00044008,0.0023676
9910,2.1966e+07,0.021374,0.0005391,0.0116,0.00043182,0.0023387
9951,2.1976e+07,0.021364,0.00053953,0.011602,0.00042419,0.0023101
9996,2.1986e+07,0.021357,0.00053039,0.011607,0.00042137,0.002281
10037,2.1996e+07,0.021357,0.00052984,0.011619,0.00041941,0.0022512
10078,2.2006e+07,0.021362,0.00052337,0.011632,0.00041318,0.0022205
10118,2.2016e+07,0.021374,0.00052089,0.011634,0.00041477,0.0021887
10156,2.2026e+07,0.021386,0.00051528,0.011634,0.00041083,0.0021568
10196,2.2036e+07,0.021407,0.00051405,0.011628,0.00041404,0.0021258
10239,2.2046e+07,0.021424,0.00050406,0.011612,0.00042179,0.0020954
10279,2.2056e+07,0.021436,0.00049825,0.011601,0.00041478,0.002066
10321,2.2066e+07,0.021435,0.0005061,0.011592,0.00041234,0.0020371
10361,2.2076e+07,0.02143,0.0005063,0.011582,0.00040473,0.002009
10407,2.2086e+07,0.021433,0.00050139,0.011585,0.00042083,0.0019822
10447,2.2096e+07,0.021429,0.00049502,0.011591,0.00042102,0.0019565
10489,2.2106e+07,0.021427,0.00048977,0.01159,0.00041808,0.0019315
10530,2.2116e+07,0.021419,0.00048454,0.011594,0.00041448,0.0019076
10567,2.2126e+07,0.021405,0.0004807,0.0116,0.00040659,0.0018844
10608,2.2136e+07,0.021397,0.00047555,0.011599,0.00040226,0.0018617
10648,2.2147e+07,0.021388,0.00046743,0.011603,0.00039759,0.0018392
10690,2.2158e+07,0.021391,0.00047339,0.011599,0.00039682,0.0018169
10730,2.2168e+07,0.021397,0.00046844,0.011597,0.0003932,0.0017951
10772,2.2179e+07,0.021396,0.00046326,0.01159,0.00039036,0.0017742
10817,2.2188e+07,0.02139,0.00046321,0.011588,0.00038393,0.0017539
10857,2.2198e+07,0.021384,0.00045762,0.011589,0.00038083,0.0017344
10898,2.2209e+07,0.021382,0.00045208,0.011596,0.00037781,0.0017155
10944,2.2224e+07,0.0214,0.00045996,0.011601,0.00036798,0.0016882
10986,2.2234e+07,0.021413,0.00045298,0.011607,0.00036446,0.001671
11026,2.2245e+07,0.021409,0.00047102,0.011611,0.00035785,0.0016543
11069,2.2255e+07,0.021398,0.00047411,0.011612,0.00035466,0.0016377
11109,2.2265e+07,0.021389,0.00046632,0.011625,0.00036236,0.0016219
11151,2.2275e+07,0.021387,0.00046331,0.011625,0.00037016,0.0016072
11197,2.2286e+07,0.021384,0.00046212,0.011617,0.000374,0.0015934
11239,2.2295e+07,0.021382,0.00045393,0.011608,0.00037592,0.0015795
11280,2.2306e+07,0.021385,0.00044979,0.011606,0.00038257,0.0015647
11320,2.2316e+07,0.021384,0.00044172,0.011597,0.00038568,0.0015502
11362,2.2326e+07,0.021376,0.00044319,0.011593,0.00038228,0.0015357
11399,2.2336e+07,0.021369,0.00043468,0.011587,0.00037715,0.0015217
11440,2.2346e+07,0.021367,0.00044025,0.011584,0.00037421,0.0015082
11481,2.2357e+07,0.021373,0.00043976,0.011589,0.00037968,0.0014946
11521,2.2367e+07,0.021375,0.00044067,0.011598,0.00037958,0.0014817
11563,2.2377e+07,0.021374,0.00043586,0.0116,0.00037717,0.0014691
11608,2.2387e+07,0.021369,0.00043036,0.011603,0.00037109,0.0014562
11651,2.2398e+07,0.021375,0.00043482,0.011604,0.00036759,0.0014439
11692,2.2407e+07,0.021377,0.00042688,0.011608,0.00036289,0.0014321
11732,2.2418e+07,0.021377,0.0004205,0.011603,0.00036399,0.0014206
11773,2.2428e+07,0.021388,0.00042806,0.011598,0.0003584,0.0014095
11810,2.2439e+07,0.021385,0.0004338,0.011596,0.00035742,0.0013986
11852,2.2449e+07,0.021377,0.00043319,0.011592,0.00035312,0.0013877
11894,2.2459e+07,0.021378,0.00043369,0.011591,0.00034728,0.0013775
11935,2.2469e+07,0.021379,0.00042817,0.011591,0.00034191,0.0013682
11977,2.2479e+07,0.02138,0.00042298,0.011591,0.00034228,0.0013597
12022,2.2489e+07,0.021376,0.00041779,0.011585,0.00034311,0.0013522
12063,2.2499e+07,0.021373,0.00041269,0.011587,0.00034444,0.0013447
12103,2.251e+07,0.021376,0.00040693,0.011594,0.000344,0.0013376
12147,2.2523e+07,0.021376,0.0003997,0.011594,0.00034825,0.0013298
12189,2.2534e+07,0.021378,0.00040005,0.011587,0.00034731,0.0013233
12229,2.2544e+07,0.021396,0.00041928,0.01158,0.00034371,0.0013168
12267,2.2554e+07,0.021405,0.00041192,0.01157,0.00034211,0.0013103
12307,2.2564e+07,0.021405,0.00042547,0.011567,0.00033988,0.0013029
12348,2.2575e+07,0.0214,0.0004228,0.011561,0.00033432,0.001295
12390,2.2585e+07,0.021393,0.00041773,0.011559,0.00033088,0.0012873
12437,2.2595e+07,0.021387,0.00041534,0.011555,0.00032727,0.0012795
12477,2.2605e+07,0.021392,0.000421,0.011564,0.00034666,0.0012728
12518,2.2615e+07,0.021398,0.00042051,0.011568,0.00034119,0.0012671
12559,2.2625e+07,0.021395,0.00041764,0.011572,0.00035007,0.0012617
12596,2.2635e+07,0.021393,0.00040997,0.011577,0.00035215,0.0012564
12636,2.2646e+07,0.021388,0.0004028,0.011576,0.00035038,0.0012503
12677,2.2656e+07,0.021396,0.0004165,0.011584,0.00035042,0.0012436
12718,2.2666e+07,0.0214,0.00041683,0.011586,0.0003573,0.0012367
12758,2.2676e+07,0.021405,0.00041331,0.011577,0.00036844,0.0012308
12801,2.2686e+07,0.021407,0.00040576,0.011567,0.00036362,0.001227
12846,2.2695e+07,0.021399,0.00041275,0.011556,0.00036082,0.0012233
12886,2.2706e+07,0.021395,0.00040653,0.011561,0.00038756,0.0012192
12927,2.2716e+07,0.021392,0.00040105,0.011561,0.00039495,0.0012154
12967,2.2726e+07,0.021395,0.00039747,0.011564,0.0003927,0.0012121
13005,2.2738e+07,0.021398,0.00038953,0.01157,0.00039403,0.0012079
13045,2.2749e+07,0.021401,0.00038331,0.011583,0.00040484,0.0012037
13087,2.2759e+07,0.021402,0.00037824,0.011596,0.00040057,0.0011991
13128,2.2769e+07,0.021403,0.00037125,0.011594,0.00041255,0.0011938
13168,2.2779e+07,0.021406,0.00036557,0.011594,0.00040512,0.0011886
13211,2.279e+07,0.021409,0.0003611,0.011586,0.00040586,0.001184
13256,2.28e+07,0.021412,0.00035443,0.011575,0.00040287,0.0011815
13297,2.281e+07,0.021416,0.00034817,0.011567,0.00040152,0.0011808
13338,2.282e+07,0.021412,0.00034934,0.011562,0.00039523,0.0011803
13378,2.283e+07,0.021411,0.00034387,0.011565,0.00039534,0.00118
13419,2.2841e+07,0.021407,0.00033949,0.01157,0.00039164,0.0011802
13459,2.2851e+07,0.021395,0.00034755,0.011576,0.00039098,0.0011804
13501,2.2861e+07,0.021387,0.00034238,0.011575,0.00039411,0.0011812
13542,2.2871e+07,0.021375,0.00034171,0.011571,0.00039622,0.0011826
13582,2.2882e+07,0.021354,0.00036113,0.011561,0.00039416,0.001184
13624,2.2892e+07,0.021331,0.00035759,0.011552,0.00038706,0.0011834
13668,2.2901e+07,0.021311,0.00035162,0.011539,0.00038356,0.0011816
13710,2.2912e+07,0.021299,0.00036356,0.011537,0.00038769,0.0011789
13750,2.2921e+07,0.021292,0.00036239,0.011538,0.00039185,0.0011744
13791,2.2931e+07,0.021299,0.00038599,0.011546,0.00039631,0.0011684
13829,2.2943e+07,0.021317,0.00040417,0.011558,0.00039612,0.001162
13869,2.2953e+07,0.021334,0.0004027,0.011563,0.00039211,0.001155
13910,2.2963e+07,0.021356,0.00040552,0.011574,0.00038817,0.0011466
13952,2.2973e+07,0.021389,0.0004366,0.011577,0.0003875,0.0011376
13993,2.2983e+07,0.021418,0.00043117,0.011572,0.0003972,0.0011291
14034,2.2993e+07,0.021445,0.00042418,0.011565,0.00039879,0.0011221
14078,2.3003e+07,0.021462,0.00043602,0.011563,0.0003952,0.001117
14120,2.3013e+07,0.021462,0.0004597,0.011562,0.00038968,0.0011127
14160,2.3023e+07,0.021454,0.00048323,0.011559,0.00038372,0.0011092
14205,2.3036e+07,0.02143,0.00049064,0.011555,0.00038403,0.0011047
14247,2.3046e+07,0.02141,0.0004832,0.011565,0.00039753,0.0011023
14285,2.3056e+07,0.021374,0.00051484,0.011568,0.00039422,0.0011004
14327,2.3066e+07,0.021336,0.00051326,0.01157,0.00038919,0.0010972
14367,2.3077e+07,0.021305,0.00051285,0.011573,0.00038363,0.0010938
14408,2.3087e+07,0.02129,0.00058275,0.011583,0.00038471,0.0010896
14448,2.3097e+07,0.021299,0.00063086,0.011585,0.00040392,0.0010847
14494,2.3107e+07,0.021291,0.00064431,0.011581,0.00041274,0.0010799
14535,2.3117e+07,0.021296,0.0006402,0.011575,0.00041329,0.0010758
14576,2.3128e+07,0.021324,0.0006766,0.011559,0.00041614,0.0010719
14617,2.3137e+07,0.021361,0.00068524,0.011551,0.00041254,0.0010691
14657,2.315e+07,0.021403,0.00067384,0.01154,0.00040387,0.0010674
14698,2.3161e+07,0.021441,0.00066631,0.011534,0.00039827,0.0010674
14738,2.3171e+07,0.021466,0.00066374,0.011521,0.00039887,0.0010684
14779,2.3181e+07,0.021488,0.00065349,0.011513,0.00039313,0.0010698
14820,2.3191e+07,0.021488,0.00068465,0.011518,0.00041579,0.0010708
14865,2.3202e+07,0.021465,0.000729,0.011515,0.00041201,0.0010716
14907,2.3211e+07,0.021426,0.00075563,0.011521,0.00041152,0.0010705
14947,2.3221e+07,0.021373,0.0007745,0.011523,0.00041106,0.001067
14988,2.3231e+07,0.021317,0.00076824,0.011524,0.00041406,0.0010626
15028,2.3241e+07,0.021276,0.00076118,0.011527,0.00040812,0.0010577
15069,2.3252e+07,0.021267,0.00082926,0.011534,0.00040266,0.001053
15107,2.3262e+07,0.021271,0.00085092,0.011545,0.00040675,0.0010498
15147,2.3273e+07,0.021289,0.00085979,0.011557,0.00039958,0.0010473
15190,2.3283e+07,0.021328,0.00088405,0.011556,0.00040728,0.001046
15230,2.3294e+07,0.021385,0.0009091,0.011564,0.00040997,0.001046
15276,2.3304e+07,0.021439,0.0008952,0.011577,0.00040686,0.0010474
15316,2.3314e+07,0.021488,0.00087767,0.011579,0.00041083,0.0010496
15358,2.3324e+07,0.021527,0.00086538,0.011587,0.00040416,0.0010525
15401,2.3336e+07,0.021553,0.00087074,0.011605,0.00040266,0.0010564
15442,2.3347e+07,0.021547,0.00090083,0.011611,0.00040436,0.0010604
15484,2.3357e+07,0.021531,0.00090491,0.011617,0.00041263,0.0010636
15521,2.3368e+07,0.021489,0.00094491,0.011612,0.0004189,0.0010665
15562,2.3378e+07,0.021431,0.00096506,0.011607,0.00042219,0.0010678
15604,2.3388e+07,0.021373,0.00095097,0.011595,0.00042259,0.0010664
15644,2.3398e+07,0.02132,0.00093605,0.011576,0.0004243,0.0010626
15691,2.3408e+07,0.021284,0.00093635,0.011571,0.00043266,0.001057
15731,2.3419e+07,0.021263,0.00093127,0.011554,0.00043929,0.0010508
15773,2.3429e+07,0.021259,0.00094245,0.011539,0.00043135,0.0010448
15815,2.3439e+07,0.021263,0.00093542,0.011528,0.00042632,0.0010398
15859,2.3452e+07,0.021291,0.00093537,0.011532,0.00043961,0.0010336
15900,2.3463e+07,0.021329,0.00093988,0.01154,0.00043646,0.0010297
15941,2.3473e+07,0.021377,0.00093791,0.011549,0.00042994,0.001027
15982,2.3483e+07,0.021412,0.00092196,0.011562,0.00042717,0.0010271
16022,2.3493e+07,0.021438,0.0009118,0.011574,0.00042025,0.0010291
16063,2.3503e+07,0.021454,0.00089968,0.011584,0.00041567,0.0010315
16108,2.3513e+07,0.02144,0.00094421,0.01158,0.0004305,0.0010341
16149,2.3524e+07,0.021414,0.00094901,0.011587,0.00042833,0.0010357
