LineNo,TimeUS,Tar,Act,Err,P,I,D,FF,Dmod,SRate,Limit
299,1.9492e+07,-0.086894,0.0012624,-0.088156,-0.011901,0,-0.0011109,0,1,0,1
643,1.9558e+07,-0.087041,0.00014475,-0.087186,-0.01177,0,0.00021808,0,1,0,1
870,1.9603e+07,-0.087096,0.0001577,-0.087254,-0.011779,0,0.00012469,0,1,0,1
1212,1.9764e+07,-0.087196,0.0011839,-0.08838,-0.011931,0,-9.3119e-05,0,1,0,1
1488,1.9835e+07,-0.087012,0.00052368,-0.087535,-0.011817,0,-0.00026532,0,1,0,1
1583,1.9858e+07,-0.087041,0.0016854,-0.088727,-0.011978,0,-0.00029297,0,1,0,1
1623,1.9868e+07,-0.087061,-0.00013445,-0.086927,-0.011735,0,0.00027718,0,1,0,1
1665,1.9877e+07,-0.087086,0.00099698,-0.088083,-0.011891,0,-0.00010932,0,1,0,1
1706,1.9887e+07,-0.087129,0.0013448,-0.088474,-0.011944,0,-0.00010377,0,1,0,1
1746,1.99e+07,-0.087182,0.00062299,-0.087805,-0.011854,0,0.00015168,0,1,0,1
1787,1.9911e+07,-0.087199,0.00012261,-0.087322,-0.011788,0,0.00015211,0,1,0,1
1827,1.9921e+07,-0.087186,-0.00061044,-0.086576,-0.011688,0,0.00021099,0,1,0,1
1869,1.9931e+07,-0.087139,-0.0011555,-0.085983,-0.011608,0,0.00018352,0,1,0,1
1909,1.9941e+07,-0.087094,0.00089641,-0.087991,-0.011879,0,-0.00064836,0,1,0,1
1950,1.9951e+07,-0.087088,-0.00017998,-0.086908,-0.011733,0,0.00010699,0,1,0,1
1995,1.9961e+07,-0.087161,-0.0023063,-0.084855,-0.011455,0,0.00064337,0,1,0,1
2038,1.9972e+07,-0.087284,-0.00031642,-0.086968,-0.011741,0,-0.00059213,0,1,0,1
2079,1.9982e+07,-0.087339,0.0019649,-0.089304,-0.012056,0,-0.00074266,0,1,0,1
2119,1.9992e+07,-0.087401,0.00078525,-0.088187,-0.011905,0,0.00019725,0,1,0,1
2160,2.0003e+07,-0.08743,-9.013e-05,-0.087339,-0.011791,0,0.00031628,0,1,0,1
2201,2.0013e+07,-0.08743,0.00016398,-0.087594,-0.011825,0,3.5799e-05,0,1,0,1
2242,2.0023e+07,-0.087398,-0.0010447,-0.086353,-0.011658,0,0.00027392,0,1,0,1
2283,2.0033e+07,-0.087348,-0.0025434,-0.084805,-0.011449,0,0.00073326,0,1,0,1
2323,2.0044e+07,-0.087245,-0.0018094,-0.085436,-0.011534,0,-5.5605e-05,0,1,0,1
2366,2.0054e+07,-0.087168,-0.0016209,-0.085547,-0.011549,0,0.00015894,0,1,0,1
2410,2.0064e+07,-0.087123,-0.00063837,-0.086485,-0.011675,0,4.5691e-05,0,1,0,1
2451,2.0074e+07,-0.087064,-0.0013507,-0.085714,-0.011571,0,0.00016443,0,1,0,1
2494,2.0084e+07,-0.087003,-0.00061833,-0.086385,-0.011662,0,-0.00018908,0,1,0,1
2534,2.0094e+07,-0.086982,0.0011558,-0.088137,-0.011899,0,-0.00051285,0,1,0,1
2574,2.0104e+07,-0.087019,0.0016108,-0.08863,-0.011965,0,-0.00019978,0,1,0,1
2612,2.0115e+07,-0.087019,-0.00068778,-0.086331,-0.011655,0,0.00034783,0,1,0,1
2653,2.0125e+07,-0.087077,0.0019744,-0.089052,-0.012022,0,-0.00012082,0,1,0,1
2694,2.0135e+07,-0.0871,0.00039638,-0.087496,-0.011812,0,0.00019189,0,1,0,1
2735,2.0145e+07,-0.087137,0.0015501,-0.088687,-0.011973,0,-0.00019852,0,1,0,1
