LineNo,TimeUS,Id,Pri,Total,Free,Name
1.2571e+05,1.101e+08,21,58,2896,1432,0
1.3697e+05,1.1271e+08,21,58,2896,1432,0
1.4682e+05,1.1515e+08,21,58,2896,1432,0
1.565e+05,1.1759e+08,21,58,2896,1432,0
1.6628e+05,1.2007e+08,21,58,2896,1432,0
1.7612e+05,1.2253e+08,21,58,2896,1432,0
1.8584e+05,1.2497e+08,21,58,2896,1432,0
1.9543e+05,1.274e+08,21,58,2896,1432,0
1.9907e+05,1.7404e+08,21,58,2896,1432,0
2.0958e+05,1.7649e+08,21,58,2896,1432,0
2.2074e+05,1.7904e+08,21,58,2896,1432,0
2.3123e+05,1.8148e+08,21,58,2896,1432,0
2.4188e+05,1.8395e+08,21,58,2896,1432,0
2.5249e+05,1.8647e+08,21,58,2896,1432,0
2.6348e+05,1.8904e+08,21,58,2896,1432,0
2.7459e+05,1.9167e+08,21,58,2896,1432,0
2.8568e+05,1.943e+08,21,58,2896,1432,0
2.9634e+05,1.9686e+08,21,58,2896,1432,0
3.0676e+05,1.9944e+08,21,58,2896,1432,0
3.174e+05,2.0206e+08,21,58,2896,1432,0
3.2767e+05,2.0459e+08,21,58,2896,1432,0
3.3817e+05,2.0731e+08,21,58,2896,1432,0
3.4855e+05,2.0988e+08,21,58,2896,1432,0
3.5871e+05,2.1237e+08,21,58,2896,1432,0
3.6896e+05,2.149e+08,21,58,2896,1432,0
3.7935e+05,2.1743e+08,21,58,2896,1432,0
3.9003e+05,2.2004e+08,21,58,2896,1432,0
4.0052e+05,2.2273e+08,21,58,2896,1432,0
4.1094e+05,2.2528e+08,21,58,2896,1432,0
4.2145e+05,2.2787e+08,21,58,2896,1432,0
4.3189e+05,2.3049e+08,21,58,2896,1432,0
4.4214e+05,2.3302e+08,21,58,2896,1432,0
4.5244e+05,2.3556e+08,21,58,2896,1432,0
4.6267e+05,2.3806e+08,21,58,2896,1432,0
4.7295e+05,2.406e+08,21,58,2896,1432,0
4.8346e+05,2.4319e+08,21,58,2896,1432,0
4.9348e+05,2.4566e+08,21,58,2896,1432,0
5.0362e+05,2.4815e+08,21,58,2896,1432,0
5.1395e+05,2.5071e+08,21,58,2896,1432,0
5.2424e+05,2.5325e+08,21,58,2896,1432,0
5.3492e+05,2.5589e+08,21,58,2896,1432,0
5.4514e+05,2.5839e+08,21,58,2896,1432,0
5.554e+05,2.6093e+08,21,58,2896,1432,0
5.658e+05,2.6349e+08,21,58,2896,1432,0
5.7611e+05,2.6611e+08,21,58,2896,1432,0
5.8596e+05,2.6855e+08,21,58,2896,1432,0
5.9641e+05,2.7113e+08,21,58,2896,1432,0
6.0653e+05,2.7363e+08,21,58,2896,1432,0
6.1678e+05,2.7615e+08,21,58,2896,1432,0
6.2718e+05,2.7871e+08,21,58,2896,1432,0
6.3741e+05,2.8122e+08,21,58,2896,1432,0
6.4787e+05,2.8381e+08,21,58,2896,1432,0
6.5851e+05,2.8642e+08,21,58,2896,1432,0
6.6917e+05,2.8898e+08,21,58,2896,1432,0
6.8029e+05,2.9162e+08,21,58,2896,1432,0
6.9075e+05,2.9409e+08,21,58,2896,1432,0
7.0131e+05,2.9659e+08,21,58,2896,1432,0
7.1166e+05,2.9905e+08,21,58,2896,1432,0
7.224e+05,3.016e+08,21,58,2896,1432,0
