LineNo,TimeUS,Id,Pri,Total,Free,Name
7986,2.1451e+07,5,181,1872,1456,0
17443,2.3856e+07,5,181,1872,1456,0
26964,2.6229e+07,5,181,1872,1456,0
36336,2.8577e+07,5,181,1872,1456,0
45828,3.0938e+07,5,181,1872,1456,0
55015,3.3237e+07,5,181,1872,1456,0
64425,3.56e+07,5,181,1872,1456,0
73781,3.7971e+07,5,181,1872,1456,0
83004,4.0282e+07,5,181,1872,1456,0
92263,4.262e+07,5,181,1872,1456,0
1.0153e+05,4.497e+07,5,181,1872,1456,0
1.1074e+05,4.7299e+07,5,181,1872,1456,0
1.1804e+05,1.0833e+08,5,181,1872,1456,0
1.2912e+05,1.1091e+08,5,181,1872,1456,0
1.4007e+05,1.1345e+08,5,181,1872,1456,0
1.4981e+05,1.1591e+08,5,181,1872,1456,0
1.5944e+05,1.1834e+08,5,181,1872,1456,0
1.6923e+05,1.2081e+08,5,181,1872,1456,0
1.7906e+05,1.2327e+08,5,181,1872,1456,0
1.8882e+05,1.2572e+08,5,181,1872,1456,0
2.0224e+05,1.7477e+08,5,181,1872,1456,0
2.1284e+05,1.7723e+08,5,181,1872,1456,0
2.2377e+05,1.7975e+08,5,181,1872,1456,0
2.3464e+05,1.8228e+08,5,181,1872,1456,0
2.4514e+05,1.8474e+08,5,181,1872,1456,0
2.5595e+05,1.8729e+08,5,181,1872,1456,0
2.6697e+05,1.8986e+08,5,181,1872,1456,0
2.7808e+05,1.9249e+08,5,181,1872,1456,0
2.8891e+05,1.9508e+08,5,181,1872,1456,0
2.9942e+05,1.9762e+08,5,181,1872,1456,0
3.0991e+05,2.0022e+08,5,181,1872,1456,0
3.2041e+05,2.0281e+08,5,181,1872,1456,0
3.312e+05,2.056e+08,5,181,1872,1456,0
3.4129e+05,2.081e+08,5,181,1872,1456,0
3.5178e+05,2.1067e+08,5,181,1872,1456,0
3.6181e+05,2.1314e+08,5,181,1872,1456,0
3.7215e+05,2.1568e+08,5,181,1872,1456,0
3.8287e+05,2.1829e+08,5,181,1872,1456,0
3.9334e+05,2.2086e+08,5,181,1872,1456,0
4.0379e+05,2.2353e+08,5,181,1872,1456,0
4.1427e+05,2.261e+08,5,181,1872,1456,0
4.2484e+05,2.287e+08,5,181,1872,1456,0
4.3499e+05,2.3126e+08,5,181,1872,1456,0
4.454e+05,2.3383e+08,5,181,1872,1456,0
4.5551e+05,2.3631e+08,5,181,1872,1456,0
4.6563e+05,2.388e+08,5,181,1872,1456,0
4.7624e+05,2.4142e+08,5,181,1872,1456,0
4.8655e+05,2.4395e+08,5,181,1872,1456,0
4.9667e+05,2.4644e+08,5,181,1872,1456,0
5.0675e+05,2.4893e+08,5,181,1872,1456,0
5.1714e+05,2.515e+08,5,181,1872,1456,0
5.2773e+05,2.5411e+08,5,181,1872,1456,0
5.3804e+05,2.5665e+08,5,181,1872,1456,0
5.482e+05,2.5914e+08,5,181,1872,1456,0
5.5891e+05,2.618e+08,5,181,1872,1456,0
5.6884e+05,2.6423e+08,5,181,1872,1456,0
5.7915e+05,2.6685e+08,5,181,1872,1456,0
5.8909e+05,2.6932e+08,5,181,1872,1456,0
5.9947e+05,2.719e+08,5,181,1872,1456,0
6.0956e+05,2.7437e+08,5,181,1872,1456,0
6.1999e+05,2.7694e+08,5,181,1872,1456,0
6.3018e+05,2.7944e+08,5,181,1872,1456,0
6.4068e+05,2.8203e+08,5,181,1872,1456,0
6.5113e+05,2.8462e+08,5,181,1872,1456,0
6.6177e+05,2.8721e+08,5,181,1872,1456,0
6.7251e+05,2.8977e+08,5,181,1872,1456,0
6.8328e+05,2.9233e+08,5,181,1872,1456,0
6.9393e+05,2.9485e+08,5,181,1872,1456,0
7.0449e+05,2.9735e+08,5,181,1872,1456,0
7.1482e+05,2.998e+08,5,181,1872,1456,0
7.2558e+05,3.0235e+08,5,181,1872,1456,0
