LineNo,TimeUS,I,VDop,HAcc,VAcc,SAcc,YAcc,VV,SMS,Delta,Und
82835,4.0241e+07,0,1.13,1.03,1.42,0.22,0,1,40215,200,-43.043
83649,4.0442e+07,0,1.13,1.03,1.42,0.38,0,1,40415,200,-43.043
84432,4.0643e+07,0,1.13,1.04,1.43,0.34,0,1,40615,200,-43.043
85244,4.0845e+07,0,1.13,1.04,1.43,0.29,0,1,40815,200,-43.043
86026,4.1046e+07,0,1.13,1.04,1.44,0.38,0,1,41015,200,-43.043
86804,4.1248e+07,0,1.13,1.05,1.44,0.31,0,1,41215,200,-43.043
87611,4.1449e+07,0,1.13,1.05,1.44,0.3,0,1,41415,200,-43.043
88426,4.165e+07,0,1.13,1.05,1.44,0.26,0,1,41615,200,-43.043
89124,4.1832e+07,0,1.22,1.06,1.45,0.34,0,1,41815,200,-43.043
89940,4.2036e+07,0,1.39,1.06,1.45,0.31,0,1,42015,200,-43.044
90750,4.2238e+07,0,1.22,1.07,1.45,0.3,0,1,42215,200,-43.044
91529,4.2439e+07,0,1.22,1.07,1.46,0.25,0,1,42415,200,-43.043
92341,4.2641e+07,0,1.22,1.07,1.46,0.27,0,1,42615,200,-43.044
93118,4.2842e+07,0,1.22,1.08,1.47,0.34,0,1,42815,200,-43.043
93930,4.3047e+07,0,1.22,1.08,1.47,0.29,0,1,43015,200,-43.043
94740,4.3249e+07,0,1.22,1.09,1.47,0.28,0,1,43215,200,-43.043
95547,4.345e+07,0,1.22,1.09,1.48,0.31,0,1,43415,200,-43.043
96256,4.3635e+07,0,1.22,1.09,1.48,0.21,0,1,43615,200,-43.043
97070,4.3842e+07,0,1.22,1.1,1.49,0.33,0,1,43815,200,-43.043
97886,4.4051e+07,0,1.22,1.1,1.49,0.31,0,1,44015,200,-43.044
98618,4.4234e+07,0,1.22,1.11,1.49,0.3,0,1,44215,200,-43.043
99424,4.4435e+07,0,1.22,1.11,1.5,0.29,0,1,44415,200,-43.043
1.0023e+05,4.4637e+07,0,1.22,1.12,1.5,0.22,0,1,44615,200,-43.043
1.0104e+05,4.4843e+07,0,1.22,1.12,1.5,0.2,0,1,44815,200,-43.043
1.0185e+05,4.5047e+07,0,1.22,1.13,1.5,0.31,0,1,45015,200,-43.044
1.0258e+05,4.5227e+07,0,1.22,1.13,1.5,0.22,0,1,45215,200,-43.043
1.0345e+05,4.545e+07,0,1.22,1.13,1.5,0.22,0,1,45415,200,-43.044
1.0419e+05,4.5632e+07,0,1.22,1.13,1.5,0.19,0,1,45615,200,-43.044
1.05e+05,4.5834e+07,0,1.22,1.13,1.5,0.22,0,1,45815,200,-43.044
1.0578e+05,4.6038e+07,0,1.22,1.13,1.5,0.21,0,1,46015,200,-43.043
1.0657e+05,4.6242e+07,0,1.22,1.13,1.5,0.23,0,1,46215,200,-43.043
1.0738e+05,4.6444e+07,0,1.22,1.13,1.49,0.25,0,1,46415,200,-43.043
1.0811e+05,4.6625e+07,0,1.22,1.13,1.49,0.25,0,1,46615,200,-43.043
1.0897e+05,4.6846e+07,0,1.22,1.13,1.49,0.23,0,1,46815,200,-43.044
1.0976e+05,4.7049e+07,0,1.22,1.13,1.49,0.16,0,1,47015,200,-43.044
1.1054e+05,4.7249e+07,0,1.22,1.12,1.49,0.21,0,1,47215,200,-43.043
1.1127e+05,4.7431e+07,0,1.22,1.12,1.49,0.15,0,1,47415,200,-43.043
1.1208e+05,4.7634e+07,0,1.22,1.12,1.48,0.18,0,1,47615,200,-43.043
1.1289e+05,4.7837e+07,0,1.13,1.12,1.48,0.17,0,1,47815,200,-43.043
1.1368e+05,4.804e+07,0,1.22,1.11,1.48,0.27,0,1,48015,200,-43.043
1.1449e+05,4.8242e+07,0,1.22,1.11,1.48,0.21,0,1,48215,200,-43.043
1.153e+05,4.8446e+07,0,1.22,1.11,1.48,0.22,0,1,48415,200,-43.043
1.1588e+05,1.0783e+08,0,1.22,0.9,1.25,0.22,0,1,1.0782e+05,200,-43.043
1.1674e+05,1.0803e+08,0,1.22,0.9,1.25,0.23,0,1,1.0802e+05,200,-43.043
1.1764e+05,1.0823e+08,0,1.22,0.9,1.25,0.22,0,1,1.0822e+05,200,-43.043
1.185e+05,1.0844e+08,0,1.22,0.9,1.25,0.19,0,1,1.0842e+05,200,-43.043
1.194e+05,1.0864e+08,0,1.22,0.9,1.25,0.18,0,1,1.0862e+05,200,-43.043
1.2024e+05,1.0885e+08,0,1.22,0.9,1.25,0.22,0,1,1.0882e+05,200,-43.043
1.2105e+05,1.0903e+08,0,1.22,0.9,1.25,0.19,0,1,1.0902e+05,200,-43.043
1.2195e+05,1.0924e+08,0,1.22,0.9,1.25,0.23,0,1,1.0922e+05,200,-43.043
1.2282e+05,1.0944e+08,0,1.22,0.9,1.25,0.2,0,1,1.0942e+05,200,-43.043
1.2372e+05,1.0964e+08,0,1.22,0.89,1.25,0.2,0,1,1.0962e+05,200,-43.043
1.2453e+05,1.0983e+08,0,1.22,0.89,1.25,0.22,0,1,1.0982e+05,200,-43.043
1.2544e+05,1.1003e+08,0,1.22,0.89,1.25,0.13,0,1,1.1002e+05,200,-43.043
1.264e+05,1.1026e+08,0,1.22,0.89,1.25,0.21,0,1,1.1022e+05,200,-43.043
1.2721e+05,1.1044e+08,0,1.22,0.89,1.25,0.22,0,1,1.1042e+05,200,-43.043
1.2811e+05,1.1065e+08,0,1.22,0.89,1.25,0.18,0,1,1.1062e+05,200,-43.043
1.2877e+05,1.1083e+08,0,1.22,0.89,1.25,0.22,0,1,1.1082e+05,200,-43.043
1.2968e+05,1.1104e+08,0,1.22,0.89,1.25,0.22,0,1,1.1102e+05,200,-43.043
1.3058e+05,1.1124e+08,0,1.22,0.89,1.25,0.22,0,1,1.1122e+05,200,-43.043
1.3148e+05,1.1145e+08,0,1.22,0.89,1.25,0.19,0,1,1.1142e+05,200,-43.043
1.3235e+05,1.1165e+08,0,1.22,0.89,1.25,0.21,0,1,1.1162e+05,200,-43.043
1.3316e+05,1.1184e+08,0,1.22,0.89,1.25,0.22,0,1,1.1182e+05,200,-43.043
1.3406e+05,1.1205e+08,0,1.22,0.89,1.25,0.13,0,1,1.1202e+05,200,-43.043
1.3484e+05,1.1223e+08,0,1.22,0.89,1.25,0.22,0,1,1.1222e+05,200,-43.043
1.3574e+05,1.1244e+08,0,1.22,0.89,1.24,0.22,0,1,1.1242e+05,200,-43.043
1.3665e+05,1.1264e+08,0,1.13,0.89,1.24,0.18,0,1,1.1262e+05,200,-43.044
1.3752e+05,1.1284e+08,0,1.13,0.89,1.24,0.2,0,1,1.1282e+05,200,-43.043
1.3842e+05,1.1305e+08,0,1.13,0.89,1.24,0.16,0,1,1.1302e+05,200,-43.043
1.3917e+05,1.1323e+08,0,1.13,0.89,1.24,0.22,0,1,1.1322e+05,200,-43.043
1.3999e+05,1.1344e+08,0,1.13,0.89,1.24,0.17,0,1,1.1342e+05,200,-43.043
1.4082e+05,1.1364e+08,0,1.13,0.88,1.24,0.22,0,1,1.1362e+05,200,-43.043
1.4164e+05,1.1384e+08,0,1.13,0.88,1.24,0.22,0,1,1.1382e+05,200,-43.043
1.4244e+05,1.1405e+08,0,1.13,0.88,1.24,0.22,0,1,1.1402e+05,200,-43.043
1.4326e+05,1.1425e+08,0,1.13,0.88,1.24,0.18,0,1,1.1422e+05,200,-43.043
1.44e+05,1.1443e+08,0,1.13,0.88,1.24,0.15,0,1,1.1442e+05,200,-43.043
1.4479e+05,1.1464e+08,0,1.13,0.88,1.24,0.19,0,1,1.1462e+05,200,-43.043
1.4558e+05,1.1484e+08,0,1.13,0.88,1.24,0.18,0,1,1.1482e+05,200,-43.043
1.4641e+05,1.1505e+08,0,1.13,0.88,1.24,0.13,0,1,1.1502e+05,200,-43.043
1.4715e+05,1.1523e+08,0,1.13,0.88,1.24,0.15,0,1,1.1522e+05,200,-43.043
1.4794e+05,1.1544e+08,0,1.13,0.88,1.24,0.16,0,1,1.1542e+05,200,-43.043
1.4877e+05,1.1564e+08,0,1.13,0.88,1.24,0.22,0,1,1.1562e+05,200,-43.043
1.4959e+05,1.1585e+08,0,1.13,0.88,1.24,0.22,0,1,1.1582e+05,200,-43.043
1.5031e+05,1.1603e+08,0,1.13,0.88,1.24,0.21,0,1,1.1602e+05,200,-43.043
1.5113e+05,1.1624e+08,0,1.13,0.88,1.24,0.16,0,1,1.1622e+05,200,-43.043
1.5195e+05,1.1645e+08,0,1.13,0.88,1.24,0.19,0,1,1.1642e+05,200,-43.043
1.5269e+05,1.1664e+08,0,1.13,0.88,1.24,0.2,0,1,1.1662e+05,200,-43.044
1.5349e+05,1.1684e+08,0,1.13,0.88,1.23,0.23,0,1,1.1682e+05,200,-43.044
1.5432e+05,1.1705e+08,0,1.13,0.88,1.23,0.18,0,1,1.1702e+05,200,-43.043
1.5505e+05,1.1723e+08,0,1.22,0.88,1.23,0.2,0,1,1.1722e+05,200,-43.044
1.5588e+05,1.1744e+08,0,1.22,0.88,1.23,0.23,0,1,1.1742e+05,200,-43.043
1.5668e+05,1.1764e+08,0,1.22,0.88,1.23,0.21,0,1,1.1762e+05,200,-43.043
1.575e+05,1.1785e+08,0,1.22,0.88,1.23,0.22,0,1,1.1782e+05,200,-43.043
1.5821e+05,1.1803e+08,0,1.22,0.88,1.23,0.22,0,1,1.1802e+05,200,-43.043
1.5904e+05,1.1824e+08,0,1.22,0.88,1.23,0.22,0,1,1.1822e+05,200,-43.043
1.5986e+05,1.1844e+08,0,1.22,0.88,1.23,0.21,0,1,1.1842e+05,200,-43.043
1.606e+05,1.1863e+08,0,1.22,0.88,1.23,0.2,0,1,1.1862e+05,200,-43.044
1.6139e+05,1.1883e+08,0,1.22,0.88,1.23,0.21,0,1,1.1882e+05,200,-43.043
1.6222e+05,1.1904e+08,0,1.22,0.88,1.23,0.18,0,1,1.1902e+05,200,-43.043
1.6304e+05,1.1924e+08,0,1.22,0.88,1.23,0.2,0,1,1.1922e+05,200,-43.043
1.6386e+05,1.1945e+08,0,1.22,0.88,1.23,0.16,0,1,1.1942e+05,200,-43.043
1.646e+05,1.1963e+08,0,1.22,0.88,1.23,0.23,0,1,1.1962e+05,200,-43.043
1.654e+05,1.1984e+08,0,1.22,0.88,1.23,0.2,0,1,1.1982e+05,200,-43.043
1.6619e+05,1.2004e+08,0,1.22,0.88,1.23,0.22,0,1,1.2002e+05,200,-43.043
1.6699e+05,1.2025e+08,0,1.22,0.88,1.23,0.21,0,1,1.2022e+05,200,-43.043
1.6773e+05,1.2043e+08,0,1.22,0.88,1.23,0.13,0,1,1.2042e+05,200,-43.043
1.6853e+05,1.2063e+08,0,1.22,0.88,1.23,0.22,0,1,1.2062e+05,200,-43.044
1.6935e+05,1.2084e+08,0,1.22,0.87,1.23,0.2,0,1,1.2082e+05,200,-43.043
1.7015e+05,1.2104e+08,0,1.22,0.87,1.23,0.15,0,1,1.2102e+05,200,-43.043
1.7097e+05,1.2125e+08,0,1.22,0.87,1.23,0.21,0,1,1.2122e+05,200,-43.043
1.7179e+05,1.2145e+08,0,1.22,0.87,1.23,0.2,0,1,1.2142e+05,200,-43.044
1.7258e+05,1.2165e+08,0,1.22,0.87,1.23,0.15,0,1,1.2162e+05,200,-43.043
1.7332e+05,1.2184e+08,0,1.22,0.87,1.23,0.21,0,1,1.2182e+05,200,-43.043
1.7414e+05,1.2204e+08,0,1.13,0.87,1.23,0.14,0,1,1.2202e+05,200,-43.043
1.7494e+05,1.2224e+08,0,1.13,0.87,1.23,0.2,0,1,1.2222e+05,200,-43.043
1.7576e+05,1.2245e+08,0,1.13,0.87,1.23,0.19,0,1,1.2242e+05,200,-43.043
1.765e+05,1.2263e+08,0,1.13,0.87,1.23,0.2,0,1,1.2262e+05,200,-43.044
1.7732e+05,1.2284e+08,0,1.13,0.87,1.23,0.21,0,1,1.2282e+05,200,-43.043
1.7812e+05,1.2304e+08,0,1.13,0.87,1.23,0.16,0,1,1.2302e+05,200,-43.044
1.7894e+05,1.2324e+08,0,1.13,0.87,1.23,0.18,0,1,1.2322e+05,200,-43.043
1.7976e+05,1.2345e+08,0,1.13,0.87,1.23,0.2,0,1,1.2342e+05,200,-43.043
1.8059e+05,1.2365e+08,0,1.13,0.87,1.23,0.13,0,1,1.2362e+05,200,-43.043
1.8133e+05,1.2383e+08,0,1.13,0.87,1.23,0.21,0,1,1.2382e+05,200,-43.043
1.8213e+05,1.2404e+08,0,1.13,0.87,1.23,0.22,0,1,1.2402e+05,200,-43.043
1.8295e+05,1.2424e+08,0,1.13,0.87,1.23,0.2,0,1,1.2422e+05,200,-43.044
1.8377e+05,1.2445e+08,0,1.13,0.87,1.23,0.22,0,1,1.2442e+05,200,-43.043
1.8451e+05,1.2463e+08,0,1.13,0.87,1.23,0.16,0,1,1.2462e+05,200,-43.044
1.8534e+05,1.2484e+08,0,1.13,0.87,1.23,0.17,0,1,1.2482e+05,200,-43.043
1.8616e+05,1.2504e+08,0,1.13,0.87,1.23,0.21,0,1,1.2502e+05,200,-43.043
1.8695e+05,1.2525e+08,0,1.13,0.87,1.23,0.18,0,1,1.2522e+05,200,-43.043
1.877e+05,1.2543e+08,0,1.13,0.87,1.23,0.22,0,1,1.2542e+05,200,-43.043
1.885e+05,1.2564e+08,0,1.13,0.87,1.23,0.16,0,1,1.2562e+05,200,-43.043
1.8932e+05,1.2584e+08,0,1.13,0.87,1.23,0.2,0,1,1.2582e+05,200,-43.043
1.9014e+05,1.2605e+08,0,1.13,0.87,1.23,0.22,0,1,1.2602e+05,200,-43.043
1.9085e+05,1.2623e+08,0,1.13,0.87,1.23,0.19,0,1,1.2622e+05,200,-43.043
1.9168e+05,1.2644e+08,0,1.13,0.87,1.23,0.22,0,1,1.2642e+05,200,-43.043
1.925e+05,1.2664e+08,0,1.13,0.87,1.23,0.22,0,1,1.2662e+05,200,-43.043
1.9324e+05,1.2683e+08,0,1.13,0.87,1.23,0.2,0,1,1.2682e+05,200,-43.043
1.9402e+05,1.2705e+08,0,1.13,0.87,1.23,0.23,0,1,1.2702e+05,200,-43.043
1.9476e+05,1.2723e+08,0,1.13,0.87,1.23,0.22,0,1,1.2722e+05,200,-43.043
1.9559e+05,1.2744e+08,0,1.13,0.87,1.23,0.23,0,1,1.2742e+05,200,-43.043
1.9641e+05,1.2764e+08,0,1.13,0.87,1.23,0.17,0,1,1.2762e+05,200,-43.043
1.972e+05,1.2785e+08,0,1.13,0.87,1.23,0.19,0,1,1.2782e+05,200,-43.044
1.9795e+05,1.2804e+08,0,1.13,0.87,1.23,0.2,0,1,1.2802e+05,200,-43.043
1.9911e+05,1.7405e+08,0,1.13,0.87,1.23,0.2,0,1,1.7402e+05,200,-43.043
1.9997e+05,1.7425e+08,0,1.13,0.86,1.23,0.15,0,1,1.7422e+05,200,-43.043
2.0078e+05,1.7443e+08,0,1.13,0.86,1.23,0.15,0,1,1.7442e+05,200,-43.043
2.0166e+05,1.7463e+08,0,1.13,0.86,1.23,0.19,0,1,1.7462e+05,200,-43.043
2.0256e+05,1.7484e+08,0,1.13,0.86,1.23,0.16,0,1,1.7482e+05,200,-43.043
2.0343e+05,1.7504e+08,0,1.13,0.86,1.23,0.15,0,1,1.7502e+05,200,-43.043
2.043e+05,1.7525e+08,0,1.13,0.86,1.23,0.19,0,1,1.7522e+05,200,-43.044
2.052e+05,1.7545e+08,0,1.13,0.86,1.23,0.2,0,1,1.7542e+05,201,-43.043
2.0601e+05,1.7564e+08,0,1.13,0.86,1.22,0.19,0,1,1.7562e+05,200,-43.044
2.0688e+05,1.7584e+08,0,1.13,0.86,1.22,0.13,0,1,1.7582e+05,200,-43.043
2.0779e+05,1.7604e+08,0,1.13,0.86,1.22,0.14,0,1,1.7602e+05,200,-43.043
2.0869e+05,1.7625e+08,0,1.13,0.86,1.22,0.13,0,1,1.7622e+05,200,-43.043
2.0955e+05,1.7645e+08,0,1.13,0.86,1.22,0.13,0,1,1.7642e+05,200,-43.043
2.103e+05,1.7665e+08,0,1.13,0.85,1.22,0.14,0,1,1.7662e+05,200,-43.044
2.1109e+05,1.7684e+08,0,1.13,0.85,1.22,0.18,0,1,1.7682e+05,200,-43.043
2.1199e+05,1.7704e+08,0,1.13,0.85,1.22,0.21,0,1,1.7702e+05,200,-43.043
2.129e+05,1.7724e+08,0,1.13,0.85,1.22,0.17,0,1,1.7722e+05,200,-43.043
2.1376e+05,1.7745e+08,0,1.13,0.85,1.22,0.15,0,1,1.7742e+05,200,-43.044
2.1467e+05,1.7765e+08,0,1.13,0.85,1.22,0.2,0,1,1.7762e+05,200,-43.044
2.1548e+05,1.7783e+08,0,1.13,0.85,1.22,0.2,0,1,1.7782e+05,200,-43.043
2.1635e+05,1.7804e+08,0,1.13,0.85,1.21,0.19,0,1,1.7802e+05,200,-43.043
2.1726e+05,1.7824e+08,0,1.13,0.85,1.21,0.19,0,1,1.7822e+05,200,-43.043
2.1816e+05,1.7845e+08,0,1.13,0.85,1.21,0.19,0,1,1.7842e+05,200,-43.043
2.1903e+05,1.7865e+08,0,1.13,0.85,1.21,0.17,0,1,1.7862e+05,200,-43.043
2.1984e+05,1.7884e+08,0,1.13,0.85,1.21,0.2,0,1,1.7882e+05,200,-43.044
2.2074e+05,1.7904e+08,0,1.13,0.85,1.21,0.17,0,1,1.7902e+05,200,-43.044
2.2164e+05,1.7925e+08,0,1.13,0.85,1.21,0.15,0,1,1.7922e+05,200,-43.044
2.2251e+05,1.7945e+08,0,1.13,0.85,1.21,0.13,0,1,1.7942e+05,200,-43.043
2.2331e+05,1.7964e+08,0,1.13,0.85,1.21,0.14,0,1,1.7962e+05,200,-43.043
2.2418e+05,1.7984e+08,0,1.13,0.84,1.21,0.17,0,1,1.7982e+05,200,-43.043
2.2509e+05,1.8005e+08,0,1.13,0.84,1.21,0.21,0,1,1.8002e+05,200,-43.043
2.2595e+05,1.8025e+08,0,1.13,0.84,1.21,0.21,0,1,1.8022e+05,200,-43.043
2.2676e+05,1.8043e+08,0,1.13,0.84,1.21,0.18,0,1,1.8042e+05,200,-43.043
2.2764e+05,1.8064e+08,0,1.13,0.84,1.21,0.16,0,1,1.8062e+05,200,-43.043
2.2851e+05,1.8084e+08,0,1.13,0.84,1.21,0.16,0,1,1.8082e+05,200,-43.043
2.2941e+05,1.8105e+08,0,1.13,0.84,1.21,0.2,0,1,1.8102e+05,200,-43.043
2.3019e+05,1.8124e+08,0,1.13,0.84,1.21,0.21,0,1,1.8122e+05,200,-43.043
2.311e+05,1.8145e+08,0,1.13,0.84,1.21,0.17,0,1,1.8142e+05,200,-43.043
2.3187e+05,1.8164e+08,0,1.13,0.84,1.21,0.18,0,1,1.8162e+05,200,-43.043
2.3277e+05,1.8184e+08,0,1.13,0.84,1.21,0.2,0,1,1.8182e+05,200,-43.043
2.3364e+05,1.8205e+08,0,1.13,0.84,1.21,0.18,0,1,1.8202e+05,200,-43.043
2.3455e+05,1.8225e+08,0,1.13,0.84,1.21,0.19,0,1,1.8222e+05,200,-43.044
