LineNo,TimeUS,C,NI,FIX,FIY,AFI,HAGL,offset,RI,rng,Herr,eAng,eVel,ePos
5101,2.0729e+07,0,0,0,0,0,0.59,0.92,0,0,0.5,0.0008514,0.0051051,0.011827
5143,2.0739e+07,0,0,0,0,0,0.59,0.92,0,0,0.5,0.0008514,0.0051051,0.011827
5184,2.0749e+07,0,0,0,0,0,0.59,0.92,0,0,0.5,0.00074061,0.0049421,0.011388
5224,2.0759e+07,0,0,0,0,0,0.6,0.92,0,0,0.5,0.00063511,0.0047863,0.010952
5269,2.0769e+07,0,0,0,0,0,0.61,0.92,0,0,0.5,0.00053382,0.004636,0.010534
5310,2.078e+07,0,0,0,0,0,0.61,0.92,0,0,0.5,0.00043527,0.0044901,0.010127
5354,2.079e+07,0,0,0,0,0,0.62,0.92,0,0,0.5,0.00034254,0.0043496,0.009733
5395,2.08e+07,0,0,0,0,0,0.62,0.92,0,0,0.5,0.00034254,0.0043496,0.009733
5437,2.081e+07,0,0,0,0,0,0.62,0.92,0,0,0.5,0.00025371,0.0042168,0.0093434
5475,2.0822e+07,0,0,0,0,0,0.62,0.92,0,0,0.5,0.0001362,0.0090235,0.021319
5516,2.0832e+07,0,0,0,0,0,0.62,0.92,0,0,0.5,0.00020922,0.0086734,0.020416
5560,2.0842e+07,0,0,0,0,0,0.63,0.92,0,0,0.5,0.00026204,0.0083356,0.019534
5601,2.0853e+07,0,0,0,0,0,0.63,0.92,0,0,0.5,0.00030839,0.008011,0.01868
5641,2.0863e+07,0,0,0,0,0,0.64,0.92,0,0,0.5,0.00034843,0.0077015,0.017867
5686,2.0873e+07,0,0,0,0,0,0.64,0.92,0,0,0.5,0.00037555,0.0074072,0.01708
5726,2.0883e+07,0,0,0,0,0,0.64,0.92,0,0,0.5,0.00037555,0.0074072,0.01708
5769,2.0893e+07,0,0,0,0,0,0.65,0.92,0,0,0.5,0.00040382,0.007128,0.016336
5809,2.0903e+07,0,0,0,0,0,0.65,0.92,0,0,0.5,0.00042651,0.0068614,0.015632
5847,2.0914e+07,0,0,0,0,0,0.66,0.92,0,0,0.5,0.00029928,0.007644,0.017569
5886,2.0924e+07,0,0,0,0,0,0.66,0.92,0,0,0.5,0.0002932,0.0073389,0.016785
5926,2.0934e+07,0,0,0,0,0,0.67,0.92,0,0,0.5,0.00028001,0.0070491,0.016042
5968,2.0944e+07,0,0,0,0,0,0.67,0.92,0,0,0.5,0.00028001,0.0070491,0.016042
6009,2.0954e+07,0,0,0,0,0,0.67,0.92,0,0,0.5,0.00026669,0.0067727,0.01532
6049,2.0964e+07,0,0,0,0,0,0.68,0.92,0,0,0.5,0.00024641,0.0065082,0.014636
6094,2.0974e+07,0,0,0,0,0,0.68,0.92,0,0,0.5,0.00022372,0.0062555,0.01399
6134,2.0984e+07,0,0,0,0,0,0.69,0.92,0,0,0.5,0.00019987,0.0060131,0.013369
6176,2.0994e+07,0,0,0,0,0,0.69,0.92,0,0,0.5,0.0001741,0.0057821,0.012766
6217,2.1004e+07,0,0,0,0,0,0.69,0.92,0,0,0.5,0.0001741,0.0057821,0.012766
6257,2.1014e+07,0,0,0,0,0,0.66,0.92,0,0,0.5,0.00015231,0.020414,0.049904
6295,2.1024e+07,0,0,0,0,0,0.67,0.92,0,0,0.5,0.00039635,0.019486,0.047628
6336,2.1034e+07,0,0,0,0,0,0.67,0.92,0,0,0.5,0.00037851,0.018602,0.045476
6380,2.1044e+07,0,0,0,0,0,0.68,0.92,0,0,0.5,0.00036117,0.017756,0.043396
6420,2.1054e+07,0,0,0,0,0,0.68,0.92,0,0,0.5,0.00036117,0.017756,0.043396
6464,2.1067e+07,0,0,0,0,0,0.68,0.92,0,0,0.5,0.00034835,0.016947,0.041384
6508,2.1077e+07,0,0,0,0,0,0.69,0.92,0,0,0.5,0.00033294,0.016176,0.039478
6549,2.1087e+07,0,0,0,0,0,0.69,0.92,0,0,0.5,0.0003193,0.01544,0.037657
6591,2.1097e+07,0,0,0,0,0,0.7,0.92,0,0,0.5,0.00030687,0.014742,0.03594
6631,2.111e+07,0,0,0,0,0,0.67,0.92,0,0,0.5,0.00029593,0.028023,0.069991
6669,2.112e+07,0,0,0,0,0,0.67,0.92,0,0,0.5,4.9941e-05,0.026678,0.066759
6709,2.113e+07,0,0,0,0,0,0.68,0.92,0,0,0.5,7.5513e-05,0.025394,0.063665
6752,2.114e+07,0,0,0,0,0,0.68,0.92,0,0,0.5,7.5513e-05,0.025394,0.063665
6792,2.115e+07,0,0,0,0,0,0.68,0.92,0,0,0.5,0.00010003,0.024173,0.060739
6833,2.116e+07,0,0,0,0,0,0.69,0.92,0,0,0.5,0.00012375,0.023007,0.057937
6874,2.117e+07,0,0,0,0,0,0.69,0.92,0,0,0.5,0.00014558,0.02189,0.055215
6919,2.118e+07,0,0,0,0,0,0.7,0.92,0,0,0.5,0.00016275,0.020823,0.05258
6960,2.119e+07,0,0,0,0,0,0.7,0.92,0,0,0.5,0.00016275,0.020823,0.05258
7000,2.1201e+07,0,0,0,0,0,0.7,0.92,0,0,0.5,0.00018802,0.019811,0.05014
7041,2.1214e+07,0,0,0,0,0,0.69,0.92,0,0,0.5,0.00020789,0.027728,0.070696
7081,2.1224e+07,0,0,0,0,0,0.69,0.92,0,0,0.5,0.00044205,0.026342,0.06734
7122,2.1234e+07,0,0,0,0,0,0.7,0.92,0,0,0.5,0.00043968,0.025017,0.064089
7165,2.1244e+07,0,0,0,0,0,0.7,0.92,0,0,0.5,0.00043511,0.023757,0.061012
7207,2.1254e+07,0,0,0,0,0,0.71,0.92,0,0,0.5,0.0004293,0.022558,0.058094
7248,2.1264e+07,0,0,0,0,0,0.71,0.92,0,0,0.5,0.0004293,0.022558,0.058094
7292,2.1274e+07,0,0,0,0,0,0.71,0.92,0,0,0.5,0.00042156,0.021409,0.055258
7334,2.1284e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.00041235,0.020313,0.052569
7375,2.1294e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.00040213,0.019268,0.049994
7417,2.1304e+07,0,0,0,0,0,0.73,0.92,0,0,0.5,0.00039008,0.01827,0.047524
7461,2.132e+07,0,0,0,0,0,0.69,0.92,0,0,0.5,0.00089972,0.033757,0.08794
7502,2.133e+07,0,0,0,0,0,0.69,0.92,0,0,0.5,0.00087759,0.032037,0.083648
7543,2.134e+07,0,0,0,0,0,0.7,0.92,0,0,0.5,0.00085014,0.030403,0.079587
7585,2.135e+07,0,0,0,0,0,0.7,0.92,0,0,0.5,0.00082334,0.028846,0.075735
7625,2.136e+07,0,0,0,0,0,0.7,0.92,0,0,0.5,0.00082334,0.028846,0.075735
7666,2.137e+07,0,0,0,0,0,0.71,0.92,0,0,0.5,0.00079666,0.027354,0.071999
7712,2.138e+07,0,0,0,0,0,0.71,0.92,0,0,0.5,0.00077568,0.025928,0.068383
7753,2.139e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.0007495,0.024572,0.064964
7795,2.14e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.00072412,0.02328,0.061723
7838,2.1412e+07,0,0,0,0,0,0.71,0.92,0,0,0.5,0.00069937,0.028856,0.076425
7879,2.1425e+07,0,0,0,0,0,0.71,0.92,0,0,0.5,0.002633,0.027317,0.072554
7919,2.1435e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.0025796,0.025851,0.068879
7960,2.1445e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.0025796,0.025851,0.068879
8005,2.1455e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.0025283,0.02445,0.065379
8045,2.1466e+07,0,0,0,0,0,0.73,0.92,0,0,0.5,0.0024783,0.02311,0.061986
8090,2.1476e+07,0,0,0,0,0,0.73,0.92,0,0,0.5,0.0024401,0.021835,0.058703
8130,2.1486e+07,0,0,0,0,0,0.74,0.92,0,0,0.5,0.0023934,0.020617,0.055582
8172,2.1496e+07,0,0,0,0,0,0.74,0.92,0,0,0.5,0.002348,0.019457,0.052588
8213,2.1506e+07,0,0,0,0,0,0.74,0.92,0,0,0.5,0.002348,0.019457,0.052588
8253,2.1516e+07,0,0,0,0,0,0.75,0.92,0,0,0.5,0.0023057,0.018349,0.049737
8288,2.1527e+07,0,0,0,0,0,0.71,0.92,0,0,0.5,0.0032761,0.033769,0.090523
8329,2.1537e+07,0,0,0,0,0,0.71,0.92,0,0,0.5,0.0031101,0.031959,0.08594
8369,2.1547e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.0029456,0.030231,0.081514
8410,2.1557e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.0028185,0.02858,0.07723
8451,2.1567e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.0028185,0.02858,0.07723
8501,2.158e+07,0,0,0,0,0,0.73,0.92,0,0,0.5,0.0025037,0.025501,0.069292
8542,2.159e+07,0,0,0,0,0,0.73,0.92,0,0,0.5,0.0025037,0.025501,0.069292
8583,2.16e+07,0,0,0,0,0,0.73,0.92,0,0,0.5,0.0023544,0.024069,0.065598
8624,2.161e+07,0,0,0,0,0,0.74,0.92,0,0,0.5,0.0022065,0.022703,0.062057
8661,2.162e+07,0,0,0,0,0,0.71,0.92,0,0,0.5,0.0026103,0.032313,0.087679
8702,2.1632e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.0024456,0.030513,0.083031
8744,2.1642e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.0022462,0.028795,0.078649
8785,2.1653e+07,0,0,0,0,0,0.73,0.92,0,0,0.5,0.0020552,0.027155,0.074446
8827,2.1663e+07,0,0,0,0,0,0.73,0.92,0,0,0.5,0.0020552,0.027155,0.074446
8868,2.1673e+07,0,0,0,0,0,0.73,0.92,0,0,0.5,0.0018781,0.025591,0.070384
8913,2.1683e+07,0,0,0,0,0,0.73,0.92,0,0,0.5,0.0017447,0.024095,0.066444
8953,2.1693e+07,0,0,0,0,0,0.74,0.92,0,0,0.5,0.0015829,0.02267,0.062703
8994,2.1703e+07,0,0,0,0,0,0.74,0.92,0,0,0.5,0.0014324,0.02131,0.059143
9034,2.1714e+07,0,0,0,0,0,0.74,0.92,0,0,0.5,0.0014324,0.02131,0.059143
9075,2.1724e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.0012899,0.030706,0.084352
9113,2.1734e+07,0,0,0,0,0,0.72,0.92,0,0,0.5,0.0016947,0.028936,0.079788
9153,2.1744e+07,0,0,0,0,0,0.73,0.92,0,0,0.5,0.0015402,0.027247,0.075369
9194,2.1754e+07,0,0,0,0,0,0.73,0.92,0,0,0.5,0.0014279,0.025623,0.071067
9234,2.1764e+07,0,0,0,0,0,0.73,0.92,0,0,0.5,0.0014279,0.025623,0.071067
9275,2.1774e+07,0,0,0,0,0,0.74,0.92,0,0,0.5,0.0012956,0.024082,0.06703
9319,2.1784e+07,0,0,0,0,0,0.74,0.92,0,0,0.5,0.0011748,0.022611,0.063122
9361,2.1794e+07,0,0,0,0,0,0.74,0.92,0,0,0.5,0.0010661,0.021206,0.059402
9404,2.1804e+07,0,0,0,0,0,0.75,0.92,0,0,0.5,0.00096663,0.019865,0.055805
9444,2.1814e+07,0,0,0,0,0,0.75,0.92,0,0,0.5,0.00096663,0.019865,0.055805
9483,2.1824e+07,0,0,0,0,0,0.74,0.92,0,0,0.5,0.00087775,0.021363,0.05988
9528,2.1874e+07,0,0,0,0,0,0.76,0.92,0,0,0.5,0.0010896,0.016224,0.046157
9573,2.1884e+07,0,0,0,0,0,0.77,0.92,0,0,0.5,0.0010109,0.015084,0.043076
9614,2.1894e+07,0,0,0,0,0,0.77,0.92,0,0,0.5,0.00093877,0.013995,0.040088
9655,2.1904e+07,0,0,0,0,0,0.77,0.92,0,0,0.5,0.00087439,0.012957,0.037247
9695,2.1914e+07,0,0,0,0,0,0.77,0.92,0,0,0.5,0.00087439,0.012957,0.037247
9729,2.1924e+07,0,0,0,0,0,0.76,0.92,0,0,0.5,0.00081531,0.017767,0.050273
9770,2.1934e+07,0,0,0,0,0,0.77,0.92,0,0,0.5,0.0018426,0.016541,0.046946
9811,2.1944e+07,0,0,0,0,0,0.77,0.92,0,0,0.5,0.0017586,0.015368,0.043726
9852,2.1954e+07,0,0,0,0,0,0.78,0.92,0,0,0.5,0.0016812,0.014252,0.040665
9893,2.1964e+07,0,0,0,0,0,0.78,0.92,0,0,0.5,0.0016812,0.014252,0.040665
9934,2.1974e+07,0,0,0,0,0,0.78,0.92,0,0,0.5,0.0016097,0.013185,0.037705
9979,2.1984e+07,0,0,0,0,0,0.78,0.92,0,0,0.5,0.001544,0.01217,0.034893
10020,2.1994e+07,0,0,0,0,0,0.79,0.92,0,0,0.5,0.0014828,0.011199,0.032172
10061,2.2004e+07,0,0,0,0,0,0.79,0.92,0,0,0.5,0.0014266,0.010277,0.029587
10101,2.2014e+07,0,0,0,0,0,0.79,0.92,0,0,0.5,0.0014266,0.010277,0.029587
10139,2.2024e+07,0,0,0,0,0,0.76,0.92,0,0,0.5,0.0013741,0.021106,0.059186
10179,2.2034e+07,0,0,0,0,0,0.77,0.92,0,0,0.5,0.0021879,0.019696,0.055363
10222,2.2044e+07,0,0,0,0,0,0.77,0.92,0,0,0.5,0.0020745,0.018346,0.05167
10262,2.2054e+07,0,0,0,0,0,0.78,0.92,0,0,0.5,0.0019666,0.017062,0.048163
10304,2.2064e+07,0,0,0,0,0,0.78,0.92,0,0,0.5,0.0019666,0.017062,0.048163
10344,2.2074e+07,0,0,0,0,0,0.78,0.92,0,0,0.5,0.0018632,0.015834,0.044774
10390,2.2084e+07,0,0,0,0,0,0.78,0.92,0,0,0.5,0.0017646,0.014666,0.041557
10430,2.2094e+07,0,0,0,0,0,0.79,0.92,0,0,0.5,0.0016697,0.013549,0.038449
10472,2.2104e+07,0,0,0,0,0,0.79,0.92,0,0,0.5,0.0015789,0.012487,0.0355
10513,2.2114e+07,0,0,0,0,0,0.79,0.92,0,0,0.5,0.0015789,0.012487,0.0355
10550,2.2124e+07,0,0,0,0,0,0.79,0.92,0,0,0.5,0.0014915,0.014843,0.041953
10591,2.2134e+07,0,0,0,0,0,0.79,0.92,0,0,0.5,0.0008468,0.013691,0.038817
10631,2.2144e+07,0,0,0,0,0,0.79,0.92,0,0,0.5,0.00070923,0.012593,0.035789
10673,2.2155e+07,0,0,0,0,0,0.8,0.92,0,0,0.5,0.00057853,0.011546,0.032906
10713,2.2166e+07,0,0,0,0,0,0.8,0.92,0,0,0.5,0.00045481,0.01055,0.03013
10755,2.2177e+07,0,0,0,0,0,0.8,0.92,0,0,0.5,0.00045481,0.01055,0.03013
10800,2.2186e+07,0,0,0,0,0,0.81,0.92,0,0,0.5,0.0003376,0.0096011,0.027485
10840,2.2196e+07,0,0,0,0,0,0.81,0.92,0,0,0.5,0.0002266,0.0086947,0.02493
10881,2.2206e+07,0,0,0,0,0,0.81,0.92,0,0,0.5,0.000122,0.0078335,0.022499
10927,2.2222e+07,0,0,0,0,0,0.8,0.92,0,0,0.5,3.1382e-05,0.011572,0.032851
10969,2.2232e+07,0,0,0,0,0,0.81,0.92,0,0,0.5,0.00067257,0.010561,0.03002
11009,2.2242e+07,0,0,0,0,0,0.81,0.92,0,0,0.5,0.00062187,0.0095977,0.027321
11052,2.2253e+07,0,0,0,0,0,0.82,0.92,0,0,0.5,0.00058761,0.0086788,0.024708
11092,2.2263e+07,0,0,0,0,0,0.82,0.92,0,0,0.5,0.00058761,0.0086788,0.024708
11134,2.2273e+07,0,0,0,0,0,0.82,0.92,0,0,0.5,0.00055258,0.0078086,0.022248
11180,2.2283e+07,0,0,0,0,0,0.82,0.92,0,0,0.5,0.00052542,0.0069807,0.019894
11220,2.2294e+07,0,0,0,0,0,0.83,0.92,0,0,0.5,0.00050574,0.0061895,0.017625
11263,2.2304e+07,0,0,0,0,0,0.83,0.92,0,0,0.5,0.00049274,0.0054398,0.015474
11303,2.2314e+07,0,0,0,0,0,0.83,0.92,0,0,0.5,0.00048635,0.0047274,0.013418
11345,2.2324e+07,0,0,0,0,0,0.83,0.92,0,0,0.5,0.00048635,0.0047274,0.013418
11382,2.2334e+07,0,0,0,0,0,0.8,0.92,0,0,0.5,0.0019146,0.018963,0.053343
11423,2.2344e+07,0,0,0,0,0,0.8,0.92,0,0,0.5,0.0018746,0.017586,0.049532
11464,2.2354e+07,0,0,0,0,0,0.8,0.92,0,0,0.5,0.0018457,0.016276,0.045875
11504,2.2364e+07,0,0,0,0,0,0.81,0.92,0,0,0.5,0.0018113,0.015031,0.042405
11546,2.2374e+07,0,0,0,0,0,0.81,0.92,0,0,0.5,0.0017792,0.013843,0.039103
11591,2.2385e+07,0,0,0,0,0,0.81,0.92,0,0,0.5,0.0017544,0.012707,0.035905
11634,2.2395e+07,0,0,0,0,0,0.81,0.92,0,0,0.5,0.0017544,0.012707,0.035905
11675,2.2405e+07,0,0,0,0,0,0.82,0.92,0,0,0.5,0.0017241,0.011631,0.032879
11715,2.2416e+07,0,0,0,0,0,0.82,0.92,0,0,0.5,0.0016953,0.010606,0.030002
11756,2.2426e+07,0,0,0,0,0,0.82,0.92,0,0,0.5,0.0016666,0.012583,0.035564
11793,2.2436e+07,0,0,0,0,0,0.82,0.92,0,0,0.5,0.0013911,0.011482,0.032506
11835,2.2447e+07,0,0,0,0,0,0.82,0.92,0,0,0.5,0.001266,0.010431,0.02959
11877,2.2457e+07,0,0,0,0,0,0.82,0.92,0,0,0.5,0.001266,0.010431,0.02959
11918,2.2467e+07,0,0,0,0,0,0.83,0.92,0,0,0.5,0.0011466,0.0094324,0.026821
11960,2.2477e+07,0,0,0,0,0,0.83,0.92,0,0,0.5,0.0010283,0.0084817,0.024154
12005,2.2487e+07,0,0,0,0,0,0.83,0.92,0,0,0.5,0.00093627,0.0075744,0.021577
12046,2.2497e+07,0,0,0,0,0,0.84,0.92,0,0,0.5,0.00082151,0.0067118,0.019142
12086,2.2507e+07,0,0,0,0,0,0.84,0.92,0,0,0.5,0.00071001,0.0058926,0.016804
12130,2.252e+07,0,0,0,0,0,0.8,0.92,0,0,0.5,0.0006001,0.019043,0.0542
