LineNo,TimeUS,Lat,Lng,Alt,RelHomeAlt,RelOriginAlt
3250,2.0265e+07,43.601,13.482,81.91,-0.44646,-0.42869
3291,2.0276e+07,43.601,13.482,81.91,-0.44646,-0.42542
3332,2.0286e+07,43.601,13.482,81.91,-0.44646,-0.4221
3373,2.0296e+07,43.601,13.482,81.91,-0.44646,-0.41873
3415,2.0306e+07,43.601,13.482,81.91,-0.44646,-0.41397
3455,2.0316e+07,43.601,13.482,81.91,-0.44646,-0.41032
3495,2.0326e+07,43.601,13.482,81.91,-0.44646,-0.40663
3536,2.0337e+07,43.601,13.482,81.91,-0.44646,-0.40291
3576,2.0347e+07,43.601,13.482,81.91,-0.44646,-0.39915
3618,2.0357e+07,43.601,13.482,81.91,-0.44646,-0.39488
3666,2.0368e+07,43.601,13.482,81.91,-0.81946,-0.39106
3706,2.0378e+07,43.601,13.482,81.91,-0.81946,-0.38584
3749,2.0388e+07,43.601,13.482,81.91,-0.81946,-0.38199
3791,2.0398e+07,43.601,13.482,81.91,-0.81946,-0.37811
3828,2.0408e+07,43.601,13.482,81.91,-0.81946,-0.37602
3866,2.0419e+07,43.601,13.482,81.91,-0.81946,-0.37382
3906,2.0429e+07,43.601,13.482,81.91,-0.81946,-0.36864
3947,2.0439e+07,43.601,13.482,81.91,-0.81946,-0.36637
3988,2.0449e+07,43.601,13.482,81.91,-0.81946,-0.364
4030,2.046e+07,43.601,13.482,81.91,-0.81946,-0.36156
4076,2.047e+07,43.601,13.482,81.95,-0.4069,-0.35903
4116,2.048e+07,43.601,13.482,81.95,-0.4069,-0.35596
4158,2.049e+07,43.601,13.482,81.95,-0.4069,-0.35129
4199,2.05e+07,43.601,13.482,81.95,-0.4069,-0.34862
4236,2.051e+07,43.601,13.482,81.95,-0.4069,-0.34576
4278,2.0521e+07,43.601,13.482,81.95,-0.4069,-0.34282
4318,2.053e+07,43.601,13.482,81.95,-0.4069,-0.33937
4359,2.0541e+07,43.601,13.482,81.95,-0.4069,-0.33632
4399,2.0551e+07,43.601,13.482,81.95,-0.4069,-0.33169
4440,2.0561e+07,43.601,13.482,81.95,-0.4069,-0.32859
4487,2.0571e+07,43.601,13.482,81.95,-0.55949,-0.32498
4527,2.0582e+07,43.601,13.482,81.95,-0.55949,-0.32177
4569,2.0592e+07,43.601,13.482,81.95,-0.55949,-0.31851
4612,2.0604e+07,43.601,13.482,81.95,-0.55949,-0.31508
4656,2.0616e+07,43.601,13.482,81.95,-0.55949,-0.31065
4697,2.0627e+07,43.601,13.482,81.95,-0.55949,-0.30799
4737,2.0637e+07,43.601,13.482,81.95,-0.55949,-0.30341
4780,2.0647e+07,43.601,13.482,81.98,-0.55949,-0.30068
4821,2.0657e+07,43.601,13.482,81.98,-0.55949,-0.29789
4862,2.0668e+07,43.601,13.482,81.98,-0.55949,-0.29504
4907,2.0678e+07,43.601,13.482,81.98,-0.15824,-0.29166
4948,2.0688e+07,43.601,13.482,81.98,-0.15824,-0.2871
4989,2.0698e+07,43.601,13.482,81.98,-0.15824,-0.28414
5030,2.0708e+07,43.601,13.482,81.98,-0.15824,-0.28111
5071,2.072e+07,43.601,13.482,81.98,-0.15824,-0.27577
5111,2.0731e+07,43.601,13.482,81.98,-0.15824,-0.27178
5153,2.0741e+07,43.601,13.482,81.98,-0.15824,-0.26724
5194,2.0751e+07,43.601,13.482,81.98,-0.15824,-0.26323
5234,2.0761e+07,43.601,13.482,81.98,-0.15824,-0.25921
5279,2.0771e+07,43.601,13.482,81.98,-0.42951,-0.25516
5320,2.0781e+07,43.601,13.482,81.98,-0.42951,-0.2511
5364,2.0792e+07,43.601,13.482,81.98,-0.42951,-0.24703
5407,2.0801e+07,43.601,13.482,81.98,-0.42951,-0.24249
5447,2.0811e+07,43.601,13.482,81.98,-0.42951,-0.2384
5485,2.0824e+07,43.601,13.482,81.98,-0.42951,-0.23355
5526,2.0834e+07,43.601,13.482,81.98,-0.42951,-0.23003
5570,2.0845e+07,43.601,13.482,81.98,-0.42951,-0.22646
5611,2.0854e+07,43.601,13.482,82.02,-0.42951,-0.22241
5651,2.0865e+07,43.601,13.482,82.02,-0.42951,-0.21878
5696,2.0875e+07,43.601,13.482,82.02,-0.28822,-0.21511
5736,2.0885e+07,43.601,13.482,82.02,-0.28822,-0.21059
5779,2.0895e+07,43.601,13.482,82.02,-0.28822,-0.2069
5819,2.0906e+07,43.601,13.482,82.02,-0.28822,-0.20318
5857,2.0915e+07,43.601,13.482,82.02,-0.28822,-0.19911
5896,2.0925e+07,43.601,13.482,82.02,-0.28822,-0.19546
5936,2.0936e+07,43.601,13.482,82.02,-0.28822,-0.19178
5978,2.0946e+07,43.601,13.482,82.02,-0.28822,-0.18728
6019,2.0956e+07,43.601,13.482,82.02,-0.28822,-0.18356
6059,2.0966e+07,43.601,13.482,82.02,-0.28822,-0.17982
6104,2.0976e+07,43.601,13.482,82.02,-0.65557,-0.17605
6144,2.0986e+07,43.601,13.482,82.02,-0.65557,-0.17225
6186,2.0996e+07,43.601,13.482,82.02,-0.65557,-0.16843
6227,2.1006e+07,43.601,13.482,82.02,-0.65557,-0.16394
6267,2.1016e+07,43.601,13.482,82.02,-0.65557,-0.162
6305,2.1026e+07,43.601,13.482,82.02,-0.65557,-0.15996
6346,2.1036e+07,43.601,13.482,82.02,-0.65557,-0.15782
6390,2.1046e+07,43.601,13.482,82.02,-0.65557,-0.15561
6430,2.1056e+07,43.601,13.482,82.08,-0.65557,-0.15115
6474,2.1069e+07,43.601,13.482,82.08,-0.65557,-0.14753
6518,2.1079e+07,43.601,13.482,82.08,-0.63296,-0.14516
6559,2.1089e+07,43.601,13.482,82.08,-0.63296,-0.14271
6601,2.1099e+07,43.601,13.482,82.08,-0.63296,-0.14019
6641,2.1111e+07,43.601,13.482,82.08,-0.63296,-0.13851
6679,2.1122e+07,43.601,13.482,82.08,-0.63296,-0.13758
6719,2.1132e+07,43.601,13.482,82.08,-0.63296,-0.13607
6762,2.1142e+07,43.601,13.482,82.08,-0.63296,-0.13168
6802,2.1152e+07,43.601,13.482,82.08,-0.63296,-0.13051
6843,2.1161e+07,43.601,13.482,82.08,-0.63296,-0.12922
6884,2.1172e+07,43.601,13.482,82.08,-0.63296,-0.12781
6929,2.1182e+07,43.601,13.482,82.08,-0.48037,-0.1263
6970,2.1192e+07,43.601,13.482,82.08,-0.48037,-0.12195
7010,2.1203e+07,43.601,13.482,82.08,-0.48037,-0.12035
7051,2.1215e+07,43.601,13.482,82.08,-0.48037,-0.11851
7091,2.1226e+07,43.601,13.482,82.08,-0.48037,-0.11783
7132,2.1236e+07,43.601,13.482,82.08,-0.48037,-0.11658
7175,2.1246e+07,43.601,13.482,82.08,-0.48037,-0.11563
7217,2.1256e+07,43.601,13.482,82.13,-0.48037,-0.11455
7258,2.1265e+07,43.601,13.482,82.13,-0.48037,-0.11028
7302,2.1276e+07,43.601,13.482,82.13,-0.69513,-0.1091
7344,2.1286e+07,43.601,13.482,82.13,-0.69513,-0.1078
7387,2.1296e+07,43.601,13.482,82.13,-0.69513,-0.10639
7427,2.1307e+07,43.601,13.482,82.13,-0.69513,-0.10489
7471,2.1321e+07,43.601,13.482,82.13,-0.69513,-0.10289
7512,2.1332e+07,43.601,13.482,82.13,-0.69513,-0.10324
7553,2.1341e+07,43.601,13.482,82.13,-0.69513,-0.10342
7595,2.1352e+07,43.601,13.482,82.13,-0.69513,-0.10344
7635,2.1361e+07,43.601,13.482,82.13,-0.69513,-0.099287
7676,2.1372e+07,43.601,13.482,82.13,-0.69513,-0.099164
7722,2.1382e+07,43.601,13.482,82.13,-0.4069,-0.098878
7763,2.1392e+07,43.601,13.482,82.13,-0.4069,-0.098447
7805,2.1402e+07,43.601,13.482,82.13,-0.4069,-0.09788
7848,2.1414e+07,43.601,13.482,82.13,-0.4069,-0.097259
7889,2.1426e+07,43.601,13.482,82.13,-0.4069,-0.096078
7929,2.1437e+07,43.601,13.482,82.13,-0.4069,-0.095976
7970,2.1447e+07,43.601,13.482,82.13,-0.4069,-0.091927
8015,2.1457e+07,43.601,13.482,82.18,-0.4069,-0.091694
8055,2.1468e+07,43.601,13.482,82.18,-0.4069,-0.091309
8100,2.1478e+07,43.601,13.482,82.18,-0.69513,-0.090384
8140,2.1487e+07,43.601,13.482,82.18,-0.69513,-0.089726
8182,2.1498e+07,43.601,13.482,82.18,-0.69513,-0.088946
8223,2.1508e+07,43.601,13.482,82.18,-0.69513,-0.084954
8263,2.1518e+07,43.601,13.482,82.18,-0.69513,-0.084076
8298,2.1528e+07,43.601,13.482,82.18,-0.69513,-0.084855
8339,2.1539e+07,43.601,13.482,82.18,-0.69513,-0.085832
8379,2.1548e+07,43.601,13.482,82.18,-0.69513,-0.086238
8420,2.1559e+07,43.601,13.482,82.18,-0.69513,-0.08686
8461,2.1568e+07,43.601,13.482,82.18,-0.69513,-0.083353
8511,2.1582e+07,43.601,13.482,82.18,-0.53124,-0.086423
8552,2.1591e+07,43.601,13.482,82.18,-0.53124,-0.082552
8593,2.1601e+07,43.601,13.482,82.18,-0.53124,-0.082685
8634,2.1612e+07,43.601,13.482,82.18,-0.53124,-0.082677
8671,2.1622e+07,43.601,13.482,82.18,-0.53124,-0.083964
8712,2.1634e+07,43.601,13.482,82.18,-0.53124,-0.084302
8754,2.1645e+07,43.601,13.482,82.23,-0.53124,-0.085225
8795,2.1655e+07,43.601,13.482,82.23,-0.53124,-0.085592
8837,2.1665e+07,43.601,13.482,82.23,-0.53124,-0.081833
8878,2.1675e+07,43.601,13.482,82.23,-0.53124,-0.08243
8923,2.1685e+07,43.601,13.482,82.23,-0.52558,-0.082859
8963,2.1695e+07,43.601,13.482,82.23,-0.52558,-0.083134
9004,2.1705e+07,43.601,13.482,82.23,-0.52558,-0.083255
9044,2.1715e+07,43.601,13.482,82.23,-0.52558,-0.079553
9085,2.1725e+07,43.601,13.482,82.23,-0.52558,-0.080967
9123,2.1735e+07,43.601,13.482,82.23,-0.52558,-0.081824
9163,2.1746e+07,43.601,13.482,82.23,-0.52558,-0.08325
9204,2.1756e+07,43.601,13.482,82.23,-0.52558,-0.083758
9244,2.1766e+07,43.601,13.482,82.23,-0.52558,-0.080135
9285,2.1776e+07,43.601,13.482,82.23,-0.52558,-0.080849
9329,2.1786e+07,43.601,13.482,82.23,-0.25997,-0.0814
9373,2.1796e+07,43.601,13.482,82.23,-0.25997,-0.081792
9414,2.1806e+07,43.601,13.482,82.23,-0.25997,-0.082035
9454,2.1815e+07,43.601,13.482,82.23,-0.25997,-0.078468
9493,2.1825e+07,43.601,13.482,82.23,-0.25997,-0.07895
9538,2.1876e+07,43.601,13.482,82.29,-0.25997,-0.075928
9583,2.1886e+07,43.601,13.482,82.29,-0.33909,-0.075718
9624,2.1896e+07,43.601,13.482,82.29,-0.33909,-0.075376
9665,2.1906e+07,43.601,13.482,82.29,-0.33909,-0.074915
9705,2.1915e+07,43.601,13.482,82.29,-0.33909,-0.071456
9739,2.1926e+07,43.601,13.482,82.29,-0.33909,-0.071671
9780,2.1936e+07,43.601,13.482,82.29,-0.33909,-0.071746
9821,2.1946e+07,43.601,13.482,82.29,-0.33909,-0.071681
9862,2.1956e+07,43.601,13.482,82.29,-0.33909,-0.071491
9903,2.1965e+07,43.601,13.482,82.29,-0.33909,-0.068088
9944,2.1975e+07,43.601,13.482,82.29,-0.33909,-0.06778
9989,2.1985e+07,43.601,13.482,82.29,-0.53124,-0.067353
10030,2.1996e+07,43.601,13.482,82.29,-0.53124,-0.066805
10071,2.2006e+07,43.601,13.482,82.29,-0.53124,-0.066147
10111,2.2016e+07,43.601,13.482,82.29,-0.53124,-0.062783
10149,2.2026e+07,43.601,13.482,82.29,-0.53124,-0.063622
10189,2.2036e+07,43.601,13.482,82.29,-0.53124,-0.064304
10232,2.2046e+07,43.601,13.482,82.35,-0.53124,-0.064826
10272,2.2056e+07,43.601,13.482,82.35,-0.53124,-0.065203
10314,2.2065e+07,43.601,13.482,82.35,-0.53124,-0.061907
10354,2.2076e+07,43.601,13.482,82.35,-0.53124,-0.062152
10400,2.2085e+07,43.601,13.482,82.35,-0.24301,-0.062262
10440,2.2096e+07,43.601,13.482,82.35,-0.24301,-0.062235
10482,2.2106e+07,43.601,13.482,82.35,-0.24301,-0.062086
10523,2.2116e+07,43.601,13.482,82.35,-0.24301,-0.058845
10560,2.2126e+07,43.601,13.482,82.35,-0.24301,-0.059052
10601,2.2136e+07,43.601,13.482,82.35,-0.24301,-0.059121
10641,2.2147e+07,43.601,13.482,82.35,-0.24301,-0.059065
10683,2.2158e+07,43.601,13.482,82.35,-0.24301,-0.058557
10723,2.2168e+07,43.601,13.482,82.35,-0.24301,-0.057936
10765,2.2178e+07,43.601,13.482,82.35,-0.24301,-0.054767
10810,2.2188e+07,43.601,13.482,82.35,-0.26562,-0.054365
10850,2.2198e+07,43.601,13.482,82.35,-0.26562,-0.053849
10891,2.2209e+07,43.601,13.482,82.35,-0.26562,-0.053231
10937,2.2224e+07,43.601,13.482,82.35,-0.26562,-0.05127
10979,2.2234e+07,43.601,13.482,82.35,-0.26562,-0.051069
11019,2.2245e+07,43.601,13.482,82.35,-0.26562,-0.050748
11062,2.2255e+07,43.601,13.482,82.41,-0.26562,-0.049996
11102,2.2265e+07,43.601,13.482,82.41,-0.26562,-0.046907
11144,2.2275e+07,43.601,13.482,82.41,-0.26562,-0.046365
11190,2.2286e+07,43.601,13.482,82.41,-0.62166,-0.045725
11232,2.2295e+07,43.601,13.482,82.41,-0.62166,-0.044673
11273,2.2306e+07,43.601,13.482,82.41,-0.62166,-0.04383
11313,2.2316e+07,43.601,13.482,82.41,-0.62166,-0.042897
11355,2.2326e+07,43.601,13.482,82.41,-0.62166,-0.039859
11392,2.2336e+07,43.601,13.482,82.41,-0.62166,-0.04094
11433,2.2346e+07,43.601,13.482,82.41,-0.62166,-0.041851
11474,2.2356e+07,43.601,13.482,82.41,-0.62166,-0.042603
11514,2.2367e+07,43.601,13.482,82.41,-0.62166,-0.043213
11556,2.2377e+07,43.601,13.482,82.41,-0.62166,-0.043681
11601,2.2387e+07,43.601,13.482,82.41,-0.20345,-0.043713
11644,2.2398e+07,43.601,13.482,82.41,-0.20345,-0.04078
11685,2.2407e+07,43.601,13.482,82.41,-0.20345,-0.040994
11725,2.2418e+07,43.601,13.482,82.41,-0.20345,-0.04108
11766,2.2427e+07,43.601,13.482,82.41,-0.20345,-0.04117
11803,2.2439e+07,43.601,13.482,82.41,-0.20345,-0.041421
11845,2.2449e+07,43.601,13.482,82.41,-0.20345,-0.040965
11887,2.2458e+07,43.601,13.482,82.45,-0.20345,-0.038093
11928,2.2469e+07,43.601,13.482,82.45,-0.20345,-0.038102
11970,2.2479e+07,43.601,13.482,82.45,-0.20345,-0.038001
12015,2.2489e+07,43.601,13.482,82.45,-0.59905,-0.037786
12056,2.2499e+07,43.601,13.482,82.45,-0.59905,-0.037458
12096,2.251e+07,43.601,13.482,82.45,-0.59905,-0.037024
12140,2.2523e+07,43.601,13.482,82.45,-0.59905,-0.037599
12182,2.2534e+07,43.601,13.482,82.45,-0.59905,-0.038579
12222,2.2544e+07,43.601,13.482,82.45,-0.59905,-0.039392
12260,2.2554e+07,43.601,13.482,82.45,-0.59905,-0.036627
12300,2.2564e+07,43.601,13.482,82.45,-0.59905,-0.037588
12341,2.2574e+07,43.601,13.482,82.45,-0.59905,-0.038398
12383,2.2585e+07,43.601,13.482,82.45,-0.59905,-0.03907
12430,2.2595e+07,43.601,13.482,82.45,-0.26562,-0.03934
12470,2.2605e+07,43.601,13.482,82.45,-0.26562,-0.036633
12511,2.2615e+07,43.601,13.482,82.45,-0.26562,-0.037063
12552,2.2625e+07,43.601,13.482,82.45,-0.26562,-0.037361
12589,2.2635e+07,43.601,13.482,82.45,-0.26562,-0.038214
12629,2.2646e+07,43.601,13.482,82.5,-0.26562,-0.038919
12670,2.2656e+07,43.601,13.482,82.5,-0.26562,-0.039215
12711,2.2666e+07,43.601,13.482,82.5,-0.26562,-0.03657
12751,2.2676e+07,43.601,13.482,82.5,-0.26562,-0.03701
12794,2.2685e+07,43.601,13.482,82.5,-0.26562,-0.037331
12839,2.2695e+07,43.601,13.482,82.5,-0.44081,-0.037533
12879,2.2706e+07,43.601,13.482,82.5,-0.44081,-0.037624
12920,2.2716e+07,43.601,13.482,82.5,-0.44081,-0.035032
12960,2.2726e+07,43.601,13.482,82.5,-0.44081,-0.035024
12998,2.2738e+07,43.601,13.482,82.5,-0.44081,-0.035522
13038,2.2748e+07,43.601,13.482,82.5,-0.44081,-0.03688
13080,2.2758e+07,43.601,13.482,82.5,-0.44081,-0.037575
13121,2.2769e+07,43.601,13.482,82.5,-0.44081,-0.038388
13161,2.2779e+07,43.601,13.482,82.5,-0.44081,-0.035867
13204,2.2789e+07,43.601,13.482,82.5,-0.44081,-0.036557
13249,2.2799e+07,43.601,13.482,82.5,-0.33343,-0.037107
13290,2.281e+07,43.601,13.482,82.5,-0.33343,-0.037532
13331,2.282e+07,43.601,13.482,82.5,-0.33343,-0.037585
13371,2.283e+07,43.601,13.482,82.5,-0.33343,-0.038715
13412,2.2841e+07,43.601,13.482,82.5,-0.33343,-0.039688
13452,2.2851e+07,43.601,13.482,82.54,-0.33343,-0.040285
13494,2.2861e+07,43.601,13.482,82.54,-0.33343,-0.037863
13535,2.2871e+07,43.601,13.482,82.54,-0.33343,-0.038592
13575,2.2881e+07,43.601,13.482,82.54,-0.33343,-0.039191
13617,2.2891e+07,43.601,13.482,82.54,-0.33343,-0.039658
13661,2.2901e+07,43.601,13.482,82.54,-0.48602,-0.040013
13703,2.2912e+07,43.601,13.482,82.54,-0.48602,-0.040254
13743,2.2921e+07,43.601,13.482,82.54,-0.48602,-0.037901
13784,2.2931e+07,43.601,13.482,82.54,-0.48602,-0.037812
13822,2.2942e+07,43.601,13.482,82.54,-0.48602,-0.039362
13862,2.2953e+07,43.601,13.482,82.54,-0.48602,-0.040522
13903,2.2963e+07,43.601,13.482,82.54,-0.48602,-0.041765
13945,2.2973e+07,43.601,13.482,82.54,-0.48602,-0.042872
13986,2.2982e+07,43.601,13.482,82.54,-0.48602,-0.04059
14027,2.2993e+07,43.601,13.482,82.54,-0.48602,-0.041569
14071,2.3003e+07,43.601,13.482,82.54,-0.43516,-0.04241
14113,2.3013e+07,43.601,13.482,82.54,-0.43516,-0.043128
14153,2.3023e+07,43.601,13.482,82.54,-0.43516,-0.043734
14198,2.3036e+07,43.601,13.482,82.54,-0.43516,-0.044839
14240,2.3046e+07,43.601,13.482,82.6,-0.43516,-0.046458
14278,2.3056e+07,43.601,13.482,82.6,-0.43516,-0.044275
14320,2.3066e+07,43.601,13.482,82.6,-0.43516,-0.045762
14360,2.3076e+07,43.601,13.482,82.6,-0.43516,-0.0471
14401,2.3087e+07,43.601,13.482,82.6,-0.43516,-0.048302
14441,2.3097e+07,43.601,13.482,82.6,-0.43516,-0.049367
14487,2.3107e+07,43.601,13.482,82.6,-0.48602,-0.050082
14528,2.3117e+07,43.601,13.482,82.6,-0.48602,-0.047977
14569,2.3128e+07,43.601,13.482,82.6,-0.48602,-0.048801
14610,2.3137e+07,43.601,13.482,82.6,-0.48602,-0.049507
14650,2.315e+07,43.601,13.482,82.6,-0.48602,-0.050937
14691,2.3161e+07,43.601,13.482,82.6,-0.48602,-0.052828
14731,2.3171e+07,43.601,13.482,82.6,-0.48602,-0.050578
14772,2.318e+07,43.601,13.482,82.6,-0.48602,-0.052344
14813,2.3191e+07,43.601,13.482,82.6,-0.48602,-0.053959
14858,2.3201e+07,43.601,13.482,82.6,-0.69513,-0.055446
14900,2.3211e+07,43.601,13.482,82.6,-0.69513,-0.053448
14940,2.3221e+07,43.601,13.482,82.6,-0.69513,-0.054811
14981,2.3231e+07,43.601,13.482,82.6,-0.69513,-0.056034
15021,2.3241e+07,43.601,13.482,82.6,-0.69513,-0.05713
15062,2.3251e+07,43.601,13.482,82.65,-0.69513,-0.06006
15100,2.3262e+07,43.601,13.482,82.65,-0.69513,-0.062967
15140,2.3272e+07,43.601,13.482,82.65,-0.69513,-0.065678
15183,2.3283e+07,43.601,13.482,82.65,-0.69513,-0.067997
15223,2.3293e+07,43.601,13.482,82.65,-0.69513,-0.06611
15269,2.3304e+07,43.601,13.482,82.65,-0.72338,-0.068464
15309,2.3314e+07,43.601,13.482,82.65,-0.72338,-0.07047
15351,2.3324e+07,43.601,13.482,82.65,-0.72338,-0.072497
15394,2.3336e+07,43.601,13.482,82.65,-0.72338,-0.076154
15435,2.3347e+07,43.601,13.482,82.65,-0.72338,-0.079942
15477,2.3357e+07,43.601,13.482,82.65,-0.72338,-0.083318
15514,2.3368e+07,43.601,13.482,82.65,-0.72338,-0.086304
15555,2.3378e+07,43.601,13.482,82.65,-0.72338,-0.084567
15597,2.3388e+07,43.601,13.482,82.65,-0.72338,-0.087724
15637,2.3398e+07,43.601,13.482,82.65,-0.72338,-0.090678
15684,2.3408e+07,43.601,13.482,82.65,-0.46342,-0.09345
15724,2.3419e+07,43.601,13.482,82.65,-0.46342,-0.096039
15766,2.3429e+07,43.601,13.482,82.65,-0.46342,-0.09828
15808,2.3439e+07,43.601,13.482,82.69,-0.46342,-0.096628
15852,2.3452e+07,43.601,13.482,82.69,-0.46342,-0.10429
15893,2.3463e+07,43.601,13.482,82.69,-0.46342,-0.10268
15934,2.3473e+07,43.601,13.482,82.69,-0.46342,-0.10551
15975,2.3483e+07,43.601,13.482,82.69,-0.46342,-0.10832
16015,2.3493e+07,43.601,13.482,82.69,-0.46342,-0.11094
16056,2.3503e+07,43.601,13.482,82.69,-0.46342,-0.1134
16101,2.3513e+07,43.601,13.482,82.69,-0.48602,-0.11187
16142,2.3523e+07,43.601,13.482,82.69,-0.48602,-0.11419
16183,2.3533e+07,43.601,13.482,82.69,-0.48602,-0.11635
16223,2.3544e+07,43.601,13.482,82.69,-0.48602,-0.11837
16268,2.3559e+07,43.601,13.482,82.69,-0.48602,-0.12068
16309,2.3569e+07,43.601,13.482,82.69,-0.48602,-0.12339
16351,2.358e+07,43.601,13.482,82.69,-0.48602,-0.12609
16391,2.359e+07,43.601,13.482,82.69,-0.48602,-0.12847
16432,2.36e+07,43.601,13.482,82.69,-0.48602,-0.12705
16478,2.3611e+07,43.601,13.482,82.69,-0.51428,-0.12942
16519,2.3621e+07,43.601,13.482,82.69,-0.51428,-0.13151
16561,2.3631e+07,43.601,13.482,82.69,-0.51428,-0.13358
16604,2.3641e+07,43.601,13.482,82.75,-0.51428,-0.1355
16644,2.3656e+07,43.601,13.482,82.75,-0.51428,-0.1377
16685,2.3667e+07,43.601,13.482,82.75,-0.51428,-0.14053
16727,2.3677e+07,43.601,13.482,82.75,-0.51428,-0.14319
16767,2.3687e+07,43.601,13.482,82.75,-0.51428,-0.14189
16808,2.3697e+07,43.601,13.482,82.75,-0.51428,-0.14443
16848,2.3707e+07,43.601,13.482,82.75,-0.51428,-0.1468
16894,2.3718e+07,43.601,13.482,82.75,-0.22041,-0.14902
16934,2.3728e+07,43.601,13.482,82.75,-0.22041,-0.15097
16975,2.3738e+07,43.601,13.482,82.75,-0.22041,-0.14972
17016,2.3748e+07,43.601,13.482,82.75,-0.22041,-0.15168
17050,2.3758e+07,43.601,13.482,82.75,-0.22041,-0.15353
17090,2.3769e+07,43.601,13.482,82.75,-0.22041,-0.15536
17133,2.3779e+07,43.601,13.482,82.75,-0.22041,-0.15706
17175,2.3789e+07,43.601,13.482,82.75,-0.22041,-0.15863
17215,2.3799e+07,43.601,13.482,82.75,-0.22041,-0.15746
17256,2.3809e+07,43.601,13.482,82.75,-0.22041,-0.15893
17301,2.382e+07,43.601,13.482,82.75,-0.46342,-0.16028
17342,2.3829e+07,43.601,13.482,82.75,-0.46342,-0.16153
17383,2.384e+07,43.601,13.482,82.75,-0.46342,-0.16266
17425,2.3849e+07,43.601,13.482,82.79,-0.46342,-0.16153
17467,2.3859e+07,43.601,13.482,82.79,-0.46342,-0.16361
17507,2.387e+07,43.601,13.482,82.79,-0.46342,-0.16544
17549,2.388e+07,43.601,13.482,82.79,-0.46342,-0.16723
17590,2.389e+07,43.601,13.482,82.79,-0.46342,-0.16891
17631,2.39e+07,43.601,13.482,82.79,-0.46342,-0.17046
17672,2.391e+07,43.601,13.482,82.79,-0.46342,-0.1694
17716,2.392e+07,43.601,13.482,82.79,-0.55384,-0.17086
17757,2.393e+07,43.601,13.482,82.79,-0.55384,-0.1722
17798,2.3941e+07,43.601,13.482,82.79,-0.55384,-0.17344
