LineNo,TimeUS,RDes,R,ROut,PDes,P,POut,YDes,Y,YOut,ADes,A,AOut
1.7658e+05,1.2266e+08,-10.499,0.25449,-0.026095,-4.9126,-0.1293,-0.011361,0.10011,-0.17059,0.00011531,-5.3375,0.53711,0
1.7663e+05,1.2267e+08,-10.505,0.18919,-0.025444,-4.8972,-0.2899,-0.010032,0.099802,-0.080514,0.00017194,-5.3375,-2.0048,0
1.7667e+05,1.2268e+08,-10.504,-0.0066255,-0.024358,-4.891,-0.15565,-0.011563,0.09968,-0.39137,0.00029184,-5.3375,-2.9233,0
1.7671e+05,1.2268e+08,-10.497,-0.18021,-0.023252,-4.8891,-0.042934,-0.011439,0.099566,-0.43318,0.00042537,-5.3375,-3.5671,0
1.7675e+05,1.2269e+08,-10.486,-0.29957,-0.022803,-4.8918,0.051178,-0.012021,0.09957,-0.28843,0.00054668,-5.3375,-1.6964,0
1.768e+05,1.2271e+08,-10.483,-0.17023,-0.023716,-4.9038,0.13849,-0.011561,0.099781,-0.39101,0.00065504,-5.3375,-1.5639,0
1.7684e+05,1.2272e+08,-10.481,-0.021542,-0.025461,-4.922,0.39707,-0.013296,0.10012,-0.21138,0.00071617,-5.3375,-1.6364,0
1.7688e+05,1.2273e+08,-10.473,-0.17443,-0.023908,-4.9283,0.10642,-0.010755,0.10013,-0.27881,0.00076526,-5.3375,0.93088,0
1.7692e+05,1.2274e+08,-10.472,-0.013407,-0.025142,-4.9346,0.15437,-0.011759,0.10021,-0.10048,0.00077122,-5.3375,1.2635,0
1.7696e+05,1.2275e+08,-10.47,-0.081062,-0.02474,-4.9225,-0.27745,-0.0091201,0.09996,-0.029023,0.0007402,-5.3375,1.5601,0
1.77e+05,1.2276e+08,-10.472,-0.059898,-0.023978,-4.9069,-0.34322,-0.0097397,0.099692,0.011269,0.0006955,-5.3375,2.0299,0
1.7704e+05,1.2277e+08,-10.483,0.14216,-0.024698,-4.885,-0.48572,-0.0093306,0.099339,0.098057,0.00064393,-5.3375,1.519,0
1.7709e+05,1.2278e+08,-10.502,0.34843,-0.025371,-4.8625,-0.46774,-0.0099193,0.099069,0.15309,0.00054517,-5.3375,0.31204,0
1.7713e+05,1.2279e+08,-10.526,0.58739,-0.028082,-4.8419,-0.40489,-0.011166,0.098866,0.38109,0.00043571,-5.3375,-1.049,0
1.7717e+05,1.228e+08,-10.541,0.43042,-0.026831,-4.8261,-0.25695,-0.011885,0.0987,0.17418,0.00033072,-5.3375,-3.1246,0
1.7721e+05,1.2281e+08,-10.557,0.42539,-0.026802,-4.8147,-0.22239,-0.011477,0.098663,0.33696,0.00022033,-5.3375,-1.86,0
1.7725e+05,1.2282e+08,-10.566,0.30892,-0.026093,-4.8161,0.098141,-0.013116,0.098689,0.34005,0.00014542,-5.3375,-1.7999,0
1.7729e+05,1.2283e+08,-10.577,0.33138,-0.026686,-4.8279,0.26361,-0.013115,0.099014,0.13172,9.3112e-05,-5.3375,-0.19627,0
1.7734e+05,1.2284e+08,-10.584,0.27711,-0.026046,-4.8377,0.26702,-0.012326,0.099359,0.29939,1.7257e-05,-5.3375,-0.0086784,0
1.7737e+05,1.2285e+08,-10.562,-0.28644,-0.022779,-4.8474,0.18118,-0.011788,0.099308,-0.18566,7.0534e-05,-5.3375,1.3441,0
1.7741e+05,1.2286e+08,-10.527,-0.69425,-0.022015,-4.8494,0.080277,-0.01146,0.099052,-0.024409,0.00011393,-5.3375,1.2309,0
1.7746e+05,1.2287e+08,-10.489,-0.78987,-0.02235,-4.8377,-0.30949,-0.0086417,0.098472,-0.21883,0.00019663,-5.3375,-0.45881,0
1.775e+05,1.2288e+08,-10.446,-0.97753,-0.020915,-4.8317,-0.16185,-0.011033,0.097967,-0.22144,0.00029567,-5.3375,-0.82617,0
1.7754e+05,1.2289e+08,-10.411,-0.83814,-0.022318,-4.822,-0.25719,-0.010514,0.097379,-0.32493,0.00040084,-5.3375,-0.75417,0
1.7758e+05,1.229e+08,-10.395,-0.33829,-0.025611,-4.8168,-0.14789,-0.011078,0.097081,-0.24273,0.0004888,-5.3375,-2.2894,0
1.7763e+05,1.2291e+08,-10.389,0.02683,-0.027108,-4.8179,0.039293,-0.012664,0.09713,-0.29266,0.00056321,-5.3375,-2.3277,0
1.7767e+05,1.2292e+08,-10.394,0.18937,-0.026592,-4.8114,-0.13634,-0.01046,0.097027,0.089869,0.00056576,-5.3375,-1.1519,0
1.7771e+05,1.2293e+08,-10.417,0.5378,-0.028471,-4.8206,0.13711,-0.012604,0.097418,0.034539,0.00049414,-5.3375,-0.62895,0
1.7775e+05,1.2295e+08,-10.451,0.71078,-0.027519,-4.8314,0.18203,-0.011941,0.097967,0.40893,0.00038713,-5.3375,2.2833,0
1.7779e+05,1.2296e+08,-10.484,0.54773,-0.024867,-4.8446,0.2015,-0.011414,0.098585,0.56535,0.0001827,-5.3375,3.9596,0
1.7783e+05,1.2296e+08,-10.516,0.65529,-0.025035,-4.8503,0.062077,-0.010701,0.098974,0.46732,9.536e-06,-5.3375,4.5395,0
1.7788e+05,1.2298e+08,-10.548,0.72179,-0.026599,-4.857,0.13236,-0.01156,0.099434,0.49127,-0.00013143,-5.3375,2.964,0
1.7792e+05,1.2298e+08,-10.561,0.3455,-0.024558,-4.8575,-0.0079656,-0.011303,0.099485,0.47739,-0.00027749,-5.3375,0.73023,0
1.7796e+05,1.23e+08,-10.557,-0.091025,-0.023317,-4.8586,0.021612,-0.011309,0.099461,0.24342,-0.00030609,-5.3375,-2.4602,0
1.78e+05,1.2301e+08,-10.545,-0.26976,-0.022336,-4.8572,-0.0018754,-0.01164,0.099495,0.1817,-0.00031132,-5.3375,-6.8321,0
1.7804e+05,1.2301e+08,-10.525,-0.41652,-0.022015,-4.8571,0.014513,-0.011407,0.099127,-0.11258,-0.0002259,-5.3375,-4.6451,0
1.7808e+05,1.2303e+08,-10.484,-0.71324,-0.021361,-4.8528,-0.041829,-0.011454,0.098708,-0.38294,1.0964e-05,-5.3375,-1.5845,0
1.7812e+05,1.2304e+08,-10.456,-0.58464,-0.023899,-4.8514,-0.026607,-0.011766,0.098422,-0.48457,0.00020712,-5.3375,-0.55895,0
1.7816e+05,1.2305e+08,-10.412,-0.6623,-0.023641,-4.8438,-0.12911,-0.010922,0.097854,-0.47966,0.00039468,-5.3375,4.8667,0
1.782e+05,1.2306e+08,-10.389,-0.4456,-0.02518,-4.8323,-0.25974,-0.010384,0.097403,-0.38662,0.00056353,-5.3375,6.2072,0
1.7824e+05,1.2307e+08,-10.377,-0.21211,-0.026068,-4.8196,-0.24614,-0.010859,0.097062,-0.29458,0.00066632,-5.3375,6.1268,0
1.7829e+05,1.2308e+08,-10.38,0.082796,-0.026295,-4.8077,-0.27056,-0.010779,0.096862,-0.21637,0.00070057,-5.3375,2.9651,0
1.7833e+05,1.2309e+08,-10.391,0.25451,-0.026239,-4.794,-0.32258,-0.010451,0.096652,0.17719,0.00064822,-5.3375,1.3011,0
1.7837e+05,1.231e+08,-10.416,0.5554,-0.027183,-4.7883,-0.12767,-0.011755,0.096777,0.19196,0.00055024,-5.3375,-2.0621,0
1.7841e+05,1.2311e+08,-10.455,0.90123,-0.028859,-4.7843,-0.083048,-0.011463,0.097074,0.23017,0.00043337,-5.3375,-4.7091,0
1.7845e+05,1.2312e+08,-10.498,1.0132,-0.028754,-4.791,0.16419,-0.013017,0.09759,0.19743,0.00034332,-5.3375,-4.8594,0
1.7849e+05,1.2313e+08,-10.535,0.83047,-0.026802,-4.8037,0.27974,-0.012822,0.09814,0.27442,0.00022226,-5.3375,-3.2787,0
1.7853e+05,1.2314e+08,-10.562,0.58455,-0.024941,-4.825,0.50596,-0.013837,0.098867,0.14269,0.00017372,-5.3375,-0.93794,0
1.7857e+05,1.2315e+08,-10.576,0.24022,-0.023466,-4.8391,0.26699,-0.011441,0.099214,0.20256,0.00011584,-5.3375,-0.10977,0
1.7862e+05,1.2316e+08,-10.57,-0.14759,-0.022191,-4.8458,0.1433,-0.010889,0.09934,0.023097,0.00011103,-5.3375,1.626,0
1.7866e+05,1.2317e+08,-10.55,-0.41156,-0.022171,-4.8506,0.073677,-0.011187,0.09928,-0.24283,0.00019971,-5.3375,3.5952,0
1.787e+05,1.2318e+08,-10.523,-0.57446,-0.022638,-4.8478,-0.042199,-0.010628,0.098939,-0.2437,0.00029727,-5.3375,2.132,0
1.7874e+05,1.2319e+08,-10.48,-0.87692,-0.021315,-4.8422,-0.15699,-0.010706,0.098447,-0.15146,0.00038396,-5.3375,-0.082588,0
1.7878e+05,1.232e+08,-10.439,-0.87984,-0.022223,-4.833,-0.20788,-0.010272,0.097916,-0.26689,0.00046809,-5.3375,-1.1238,0
1.7882e+05,1.2321e+08,-10.406,-0.69469,-0.02371,-4.8279,-0.12339,-0.011952,0.097457,-0.15896,0.00053418,-5.3375,-5.1988,0
1.7886e+05,1.2322e+08,-10.38,-0.5498,-0.024044,-4.826,-0.01611,-0.01165,0.097206,-0.2992,0.000599,-5.3375,-5.5664,0
1.789e+05,1.2323e+08,-10.367,-0.26651,-0.025525,-4.8377,0.25723,-0.0134,0.09726,-0.13149,0.00062281,-5.3375,-4.4456,0
1.7895e+05,1.2324e+08,-10.363,-0.084343,-0.025128,-4.8442,0.12487,-0.01132,0.097359,-0.10014,0.00062991,-5.3375,-2.381,0
1.7899e+05,1.2326e+08,-10.405,0.6225,-0.028215,-4.8694,0.30285,-0.012302,0.098283,0.012467,0.00057231,-5.3375,4.1273,0
1.7903e+05,1.2327e+08,-10.447,0.94873,-0.029341,-4.878,0.24148,-0.012007,0.098809,0.17598,0.00051378,-5.3375,5.7685,0
1.7908e+05,1.2328e+08,-10.487,0.91899,-0.027556,-4.8735,-0.041883,-0.010082,0.099102,0.20852,0.00041466,-5.3375,6.5896,0
1.7912e+05,1.2329e+08,-10.534,1.0338,-0.028103,-4.8667,-0.10177,-0.010628,0.099389,0.25129,0.00030471,-5.3375,5.6964,0
1.7916e+05,1.233e+08,-10.571,0.77628,-0.025924,-4.8486,-0.37368,-0.0092901,0.099458,0.23822,0.00020966,-5.3375,2.0596,0
1.792e+05,1.2331e+08,-10.598,0.61399,-0.025313,-4.8352,-0.2551,-0.010581,0.099438,0.34778,9.3365e-05,-5.3375,-0.80891,0
1.7924e+05,1.2332e+08,-10.613,0.30962,-0.024671,-4.8142,-0.4353,-0.0096889,0.099143,0.21147,3.3147e-05,-5.3375,-3.2759,0
1.7928e+05,1.2333e+08,-10.622,0.13856,-0.024252,-4.8056,-0.12549,-0.012007,0.099018,0.26858,-4.4946e-05,-5.3375,-6.5269,0
1.7932e+05,1.2334e+08,-10.61,-0.33303,-0.021729,-4.8037,-0.014816,-0.012159,0.098824,0.071347,-5.8609e-05,-5.3375,-5.7335,0
1.7936e+05,1.2335e+08,-10.585,-0.58694,-0.021265,-4.8131,0.21614,-0.012727,0.098878,-0.16786,3.6882e-05,-5.3375,-1.58,0
1.794e+05,1.2336e+08,-10.548,-0.88527,-0.02064,-4.8184,0.18623,-0.012237,0.098631,-0.14243,0.00011684,-5.3375,-1.3321,0
1.7944e+05,1.2337e+08,-10.507,-0.94561,-0.021433,-4.8269,0.22218,-0.011907,0.098388,-0.29654,0.00021891,-5.3375,2.857,0
1.7949e+05,1.2338e+08,-10.468,-0.90643,-0.022422,-4.8363,0.24084,-0.012188,0.098176,-0.33989,0.00037749,-5.3375,5.71,0
1.7953e+05,1.2339e+08,-10.432,-0.81048,-0.02305,-4.8355,0.037178,-0.010639,0.097848,-0.27399,0.00045891,-5.3375,6.1528,0
1.7957e+05,1.234e+08,-10.412,-0.39192,-0.025405,-4.8331,-0.039123,-0.011013,0.097529,-0.53642,0.00060454,-5.3375,3.7844,0
1.7961e+05,1.2341e+08,-10.404,-0.23565,-0.025244,-4.8276,-0.043904,-0.010985,0.097434,-0.35503,0.00072924,-5.3375,1.5282,0
1.7965e+05,1.2342e+08,-10.41,0.098628,-0.026138,-4.8211,-0.083803,-0.010998,0.097373,-0.21645,0.00076996,-5.3375,-1.065,0
1.7969e+05,1.2343e+08,-10.418,0.15189,-0.025429,-4.8184,-0.046937,-0.011798,0.097417,-0.080186,0.00076111,-5.3375,-3.7071,0
1.7973e+05,1.2344e+08,-10.441,0.44123,-0.027373,-4.8149,-0.0014789,-0.011567,0.097507,-0.0022424,0.00070878,-5.3375,-5.2541,0
1.7977e+05,1.2345e+08,-10.469,0.58616,-0.027204,-4.8089,-0.077808,-0.011088,0.097684,0.073019,0.0006594,-5.3375,-4.7882,0
1.7981e+05,1.2346e+08,-10.495,0.44278,-0.025102,-4.8042,-0.10218,-0.01079,0.097825,0.2508,0.00054295,-5.3375,-0.56448,0
1.7986e+05,1.2347e+08,-10.517,0.42669,-0.025587,-4.8036,5.4518e-05,-0.011258,0.097996,0.39519,0.00039761,-5.3375,3.3333,0
1.799e+05,1.2348e+08,-10.529,0.19989,-0.024049,-4.7958,-0.15134,-0.010467,0.09793,0.2502,0.00028503,-5.3375,3.7064,0
1.7994e+05,1.2349e+08,-10.533,0.025891,-0.02394,-4.7955,0.024,-0.011788,0.097951,0.47105,0.0001545,-5.3375,4.057,0
1.7998e+05,1.235e+08,-10.53,-0.04345,-0.024213,-4.7989,0.10564,-0.012187,0.098042,0.43916,1.9759e-05,-5.3375,2.3097,0
1.8002e+05,1.2351e+08,-10.518,-0.2754,-0.023182,-4.7973,0.015098,-0.011319,0.097917,0.39086,-0.00011346,-5.3375,-1.3803,0
1.8006e+05,1.2352e+08,-10.507,-0.25805,-0.024295,-4.805,0.17127,-0.012452,0.097979,0.26713,-0.00015098,-5.3375,-4.3868,0
1.801e+05,1.2353e+08,-10.489,-0.37425,-0.023504,-4.8093,0.11443,-0.011928,0.097808,0.095417,-0.00015017,-5.3375,-2.9523,0
1.8014e+05,1.2354e+08,-10.466,-0.57134,-0.022087,-4.8099,0.020675,-0.011052,0.097624,-0.05729,-0.00012231,-5.3375,-5.5549,0
1.8018e+05,1.2355e+08,-10.45,-0.39051,-0.023801,-4.8185,0.21163,-0.012281,0.097675,-0.072182,-4.3903e-05,-5.3375,-6.7993,0
1.8023e+05,1.2357e+08,-10.445,-0.08745,-0.026205,-4.8336,0.36015,-0.01329,0.097957,-0.14952,5.6815e-05,-5.3375,-2.5117,0
1.8027e+05,1.2358e+08,-10.441,0.042464,-0.026653,-4.8446,0.26132,-0.012508,0.098146,-0.22485,0.00016219,-5.3375,2.2505,0
1.8031e+05,1.2358e+08,-10.441,0.024417,-0.025997,-4.8518,0.22727,-0.012356,0.098284,-0.094158,0.00023328,-5.3375,2.4648,0
1.8035e+05,1.2359e+08,-10.444,0.070064,-0.025392,-4.8506,-0.029803,-0.010161,0.098319,-0.17258,0.00029876,-5.3375,3.3756,0
1.8039e+05,1.2361e+08,-10.456,0.28713,-0.026341,-4.8533,0.017124,-0.011025,0.098471,0.01008,0.00030758,-5.3375,2.6478,0
1.8044e+05,1.2362e+08,-10.473,0.40369,-0.026819,-4.8518,-0.057081,-0.010724,0.098629,-0.15357,0.00035791,-5.3375,2.1092,0
1.8048e+05,1.2363e+08,-10.492,0.42903,-0.026616,-4.847,-0.11336,-0.010778,0.098584,0.11958,0.00033652,-5.3375,-0.073051,0
1.8052e+05,1.2364e+08,-10.51,0.43353,-0.026534,-4.8411,-0.13765,-0.010817,0.098706,0.18899,0.00028028,-5.3375,-2.9475,0
1.8056e+05,1.2365e+08,-10.526,0.33884,-0.025746,-4.8328,-0.18179,-0.010549,0.09875,0.14145,0.0002498,-5.3375,-3.6688,0
1.806e+05,1.2366e+08,-10.53,0.07109,-0.023616,-4.8262,-0.12596,-0.011504,0.098556,0.29616,0.00014588,-5.3375,-2.4974,0
1.8064e+05,1.2367e+08,-10.534,0.042302,-0.024269,-4.8149,-0.20924,-0.010653,0.098437,0.13446,0.00010843,-5.3375,-2.3845,0
1.8068e+05,1.2368e+08,-10.528,-0.11015,-0.023727,-4.8115,-0.043333,-0.011847,0.098276,0.13832,7.9793e-05,-5.3375,-1.2462,0
1.8072e+05,1.2369e+08,-10.516,-0.24733,-0.023363,-4.8102,0.0046837,-0.011802,0.098143,0.21972,4.7278e-05,-5.3375,1.8035,0
1.8077e+05,1.237e+08,-10.495,-0.4224,-0.022967,-4.8141,0.12806,-0.012654,0.098034,-0.15961,8.4375e-05,-5.3375,2.2813,0
1.8081e+05,1.2371e+08,-10.476,-0.36865,-0.02396,-4.8113,-0.03039,-0.010821,0.097756,-0.15155,0.00016527,-5.3375,3.4042,0
1.8085e+05,1.2372e+08,-10.45,-0.48244,-0.02317,-4.8212,0.20979,-0.01256,0.097777,-0.19489,0.00025557,-5.3375,1.3786,0
1.8089e+05,1.2373e+08,-10.433,-0.35445,-0.024289,-4.8278,0.15927,-0.011956,0.097689,-0.21846,0.00033396,-5.3375,1.9231,0
1.8093e+05,1.2374e+08,-10.419,-0.26768,-0.024341,-4.8327,0.095195,-0.01097,0.097702,-0.26065,0.00041529,-5.3375,-0.11101,0
1.8097e+05,1.2375e+08,-10.421,0.10478,-0.026788,-4.8354,0.020243,-0.010919,0.097703,-0.19475,0.00049033,-5.3375,-2.7443,0
1.8101e+05,1.2376e+08,-10.426,0.2265,-0.026603,-4.8373,0.068953,-0.011349,0.097805,-0.13658,0.00052083,-5.3375,-5.0829,0
1.8105e+05,1.2377e+08,-10.437,0.28169,-0.026523,-4.8361,-0.023415,-0.011178,0.097899,-0.080505,0.00052176,-5.3375,-2.9048,0
1.8109e+05,1.2378e+08,-10.462,0.49369,-0.02669,-4.8294,-0.12388,-0.010437,0.098093,0.13987,0.00046289,-5.3375,-4.4505,0
1.8114e+05,1.2379e+08,-10.479,0.3331,-0.024673,-4.8208,-0.21579,-0.010045,0.097985,0.24405,0.00037016,-5.3375,-1.972,0
1.8118e+05,1.238e+08,-10.494,0.33096,-0.024944,-4.8117,-0.17134,-0.010754,0.097926,0.25193,0.0002684,-5.3375,1.1812,0
1.8122e+05,1.2381e+08,-10.505,0.25338,-0.024802,-4.8113,0.026287,-0.012073,0.0981,0.43598,0.00012025,-5.3375,3.7935,0
1.8126e+05,1.2382e+08,-10.514,0.17214,-0.024674,-4.8131,0.081284,-0.012182,0.098147,0.33731,1.7742e-05,-5.3375,2.606,0
1.813e+05,1.2383e+08,-10.512,-0.040862,-0.023375,-4.8194,0.13924,-0.012067,0.098268,0.41312,-9.7339e-05,-5.3375,2.5625,0
1.8134e+05,1.2385e+08,-10.506,-0.17785,-0.023416,-4.8356,0.28541,-0.012409,0.098556,0.26048,-0.00015906,-5.3375,-0.76303,0
1.8138e+05,1.2386e+08,-10.5,-0.17902,-0.024146,-4.8367,0.075939,-0.010851,0.098533,-0.015262,-0.00015492,-5.3375,-2.7768,0
1.8142e+05,1.2387e+08,-10.479,-0.4912,-0.022369,-4.8463,0.23546,-0.012362,0.098542,-0.18351,-5.4734e-05,-5.3375,-3.4895,0
1.8146e+05,1.2388e+08,-10.447,-0.77546,-0.021213,-4.848,0.10952,-0.011539,0.098318,-0.16373,6.4454e-05,-5.3375,-4.1687,0
1.815e+05,1.2389e+08,-10.426,-0.54235,-0.023022,-4.8417,-0.11078,-0.0099033,0.097834,-0.47332,0.00021174,-5.3375,-3.3738,0
1.8155e+05,1.239e+08,-10.412,-0.41998,-0.023315,-4.8339,-0.12533,-0.010662,0.097685,-0.43888,0.00038869,-5.3375,-3.0689,0
1.8159e+05,1.2391e+08,-10.401,-0.31547,-0.023324,-4.8234,-0.19407,-0.01057,0.097401,-0.49474,0.00056652,-5.3375,-0.99154,0
1.8164e+05,1.2392e+08,-10.403,-0.01885,-0.025503,-4.8167,-0.061668,-0.01169,0.097212,-0.4612,0.00069795,-5.3375,1.2627,0
1.8168e+05,1.2393e+08,-10.404,-0.0013127,-0.024812,-4.8086,-0.13306,-0.011312,0.096982,-0.3016,0.00078549,-5.3375,1.99,0
1.8172e+05,1.2394e+08,-10.415,0.21179,-0.026025,-4.7961,-0.168,-0.010827,0.096873,-0.13807,0.0008172,-5.3375,4.8141,0
1.8176e+05,1.2395e+08,-10.433,0.35465,-0.026453,-4.7905,-0.054442,-0.011725,0.096956,-0.032957,0.00078454,-5.3375,3.1713,0
1.818e+05,1.2396e+08,-10.453,0.44698,-0.026587,-4.7837,-0.079277,-0.011252,0.096979,0.35111,0.00067179,-5.3375,0.34914,0
1.8184e+05,1.2397e+08,-10.476,0.51714,-0.02641,-4.7816,0.032228,-0.011993,0.097161,0.32304,0.00050511,-5.3375,-2.1983,0
1.8188e+05,1.2398e+08,-10.501,0.5534,-0.026815,-4.7835,0.10252,-0.012176,0.097476,0.55048,0.00032173,-5.3375,-1.2083,0
1.8192e+05,1.2399e+08,-10.524,0.52545,-0.026619,-4.7904,0.23803,-0.012812,0.097784,0.65682,7.1522e-05,-5.3375,-0.70782,0
1.8197e+05,1.24e+08,-10.535,0.26034,-0.024507,-4.7921,0.12086,-0.011494,0.097965,0.48655,-9.2915e-05,-5.3375,-2.5235,0
1.8201e+05,1.2401e+08,-10.535,-0.0044608,-0.023836,-4.7945,0.12463,-0.011766,0.097969,0.54356,-0.00022116,-5.3375,-2.9319,0
1.8205e+05,1.2402e+08,-10.521,-0.28155,-0.022797,-4.7981,0.12766,-0.011813,0.097974,0.12071,-0.0002752,-5.3375,-0.61026,0
1.8209e+05,1.2403e+08,-10.502,-0.36861,-0.023259,-4.7959,-0.026276,-0.010569,0.097683,0.10923,-0.00023616,-5.3375,0.24023,0
1.8213e+05,1.2404e+08,-10.477,-0.49681,-0.023227,-4.7939,-0.06868,-0.010628,0.097425,-0.094927,-0.00016479,-5.3375,1.8606,0
1.8217e+05,1.2405e+08,-10.45,-0.47804,-0.02389,-4.7991,0.058627,-0.011693,0.097242,-0.34031,-2.5222e-05,-5.3375,1.5978,0
1.8221e+05,1.2406e+08,-10.424,-0.54487,-0.023149,-4.8119,0.27617,-0.012764,0.097246,-0.39657,0.00014966,-5.3375,0.88139,0
1.8225e+05,1.2407e+08,-10.405,-0.42206,-0.023883,-4.8172,0.10048,-0.01081,0.097251,-0.60176,0.00035983,-5.3375,0.38481,0
1.8229e+05,1.2408e+08,-10.391,-0.30689,-0.024264,-4.8286,0.22837,-0.012194,0.097286,-0.44698,0.00054343,-5.3375,0.24891,0
1.8233e+05,1.2409e+08,-10.393,0.10087,-0.026772,-4.8326,0.078554,-0.01078,0.097417,-0.37978,0.0006552,-5.3375,0.99277,0
1.8238e+05,1.241e+08,-10.409,0.48042,-0.029073,-4.8355,0.045387,-0.011131,0.097661,-0.20533,0.00071271,-5.3375,0.29745,0
1.8242e+05,1.2411e+08,-10.428,0.54591,-0.028252,-4.8309,-0.092507,-0.010568,0.097697,-0.19437,0.0007371,-5.3375,-1.235,0
1.8246e+05,1.2412e+08,-10.446,0.51472,-0.026759,-4.8272,-0.12731,-0.010302,0.097807,0.23363,0.00065304,-5.3375,-3.3361,0
1.825e+05,1.2413e+08,-10.473,0.64774,-0.027199,-4.8182,-0.27209,-0.009368,0.097932,0.16205,0.00054267,-5.3375,-2.1789,0
1.8254e+05,1.2414e+08,-10.504,0.75009,-0.027909,-4.8098,-0.20871,-0.010331,0.097964,0.18874,0.00044367,-5.3375,-2.395,0
1.8258e+05,1.2415e+08,-10.531,0.73967,-0.028253,-4.8026,-0.15736,-0.011181,0.098105,0.29866,0.00032362,-5.3375,-1.4308,0
1.8262e+05,1.2416e+08,-10.544,0.40415,-0.02611,-4.801,-0.025921,-0.01192,0.09816,0.20321,0.00024441,-5.3375,-0.39158,0
1.8266e+05,1.2417e+08,-10.543,0.030283,-0.023705,-4.7974,-0.088395,-0.010964,0.098123,0.19424,0.00017054,-5.3375,0.1236,0
1.827e+05,1.2418e+08,-10.53,-0.2949,-0.021497,-4.7962,-0.054426,-0.010746,0.097976,0.098545,0.00011867,-5.3375,-1.648,0
1.8274e+05,1.2419e+08,-10.519,-0.29622,-0.022941,-4.7997,0.054718,-0.011805,0.097925,0.084778,0.00011731,-5.3375,-1.0044,0
1.8279e+05,1.242e+08,-10.509,-0.22557,-0.024872,-4.8004,0.0082577,-0.011093,0.097843,-0.19804,0.00015757,-5.3375,0.067139,0
1.8283e+05,1.2421e+08,-10.494,-0.29424,-0.024021,-4.8092,0.19268,-0.012546,0.097894,-0.22348,0.00027125,-5.3375,1.0417,0
1.8287e+05,1.2422e+08,-10.479,-0.35052,-0.02344,-4.8168,0.15715,-0.011869,0.097939,-0.32131,0.00037031,-5.3375,1.2053,0
1.8291e+05,1.2423e+08,-10.472,-0.2051,-0.024068,-4.8259,0.18644,-0.011555,0.098044,-0.43376,0.00051345,-5.3375,2.3508,0
1.8295e+05,1.2424e+08,-10.467,-0.11857,-0.024691,-4.8323,0.093922,-0.01101,0.098182,-0.38014,0.0006327,-5.3375,1.6533,0
1.8299e+05,1.2426e+08,-10.463,0.018549,-0.025692,-4.8368,0.025062,-0.01063,0.098155,-0.28859,0.00071325,-5.3375,-0.24099,0
1.8303e+05,1.2426e+08,-10.473,0.22898,-0.026645,-4.8348,-0.080479,-0.01078,0.098213,-0.31638,0.00076245,-5.3375,0.014782,0
1.8307e+05,1.2427e+08,-10.483,0.27736,-0.025876,-4.8351,-0.039177,-0.011096,0.098278,-0.10546,0.00079497,-5.3375,-0.089359,0
1.8311e+05,1.2429e+08,-10.498,0.35054,-0.026376,-4.8376,0.019608,-0.011623,0.098577,-0.031989,0.00073337,-5.3375,-0.068378,0
1.8315e+05,1.243e+08,-10.513,0.39147,-0.026113,-4.8351,-0.080797,-0.010849,0.098633,-0.093971,0.00071294,-5.3375,0.62675,0
1.832e+05,1.2431e+08,-10.527,0.24294,-0.024746,-4.8353,0.010082,-0.011483,0.098682,0.092549,0.00064025,-5.3375,1.0492,0
1.8324e+05,1.2432e+08,-10.531,0.1108,-0.024186,-4.8297,-0.11401,-0.010718,0.098649,0.17015,0.00055893,-5.3375,-0.70829,0
1.8328e+05,1.2433e+08,-10.537,0.1208,-0.024775,-4.8308,0.042291,-0.012059,0.098734,0.27258,0.0004576,-5.3375,-0.18578,0
1.8332e+05,1.2434e+08,-10.534,-0.014389,-0.024198,-4.8306,-0.00022124,-0.011698,0.098715,0.17843,0.00034868,-5.3375,-0.12474,0
1.8336e+05,1.2435e+08,-10.529,-0.068848,-0.024445,-4.835,0.075009,-0.012166,0.098734,0.15789,0.00031144,-5.3375,-2.532,0
1.834e+05,1.2436e+08,-10.509,-0.4295,-0.022164,-4.8385,0.047766,-0.011479,0.098625,0.12527,0.00022978,-5.3375,-2.4846,0
1.8344e+05,1.2437e+08,-10.48,-0.62587,-0.021615,-4.8481,0.15676,-0.012015,0.09857,-0.017726,0.00024912,-5.3375,0.49934,0
1.8348e+05,1.2438e+08,-10.457,-0.48859,-0.023325,-4.8571,0.171,-0.011856,0.098494,-0.081019,0.00026762,-5.3375,-0.25644,0
1.8352e+05,1.2439e+08,-10.438,-0.35031,-0.024472,-4.8576,-0.036774,-0.010466,0.098428,-0.058305,0.00030719,-5.3375,0.32625,0
1.8357e+05,1.244e+08,-10.429,-0.11368,-0.025988,-4.8643,0.13251,-0.012175,0.098344,-0.22928,0.00035958,-5.3375,0.8769,0
1.8361e+05,1.2441e+08,-10.427,0.039439,-0.026489,-4.8665,0.03892,-0.011364,0.098386,-0.16069,0.00042666,-5.3375,0.87423,0
1.8365e+05,1.2442e+08,-10.433,0.24475,-0.027044,-4.8634,-0.087328,-0.010582,0.098429,-0.1868,0.00045936,-5.3375,-1.4565,0
1.8369e+05,1.2443e+08,-10.454,0.52204,-0.02808,-4.8628,-0.050576,-0.011275,0.098625,-0.034553,0.00047076,-5.3375,-2.2209,0
