LineNo,TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng,Q1,Q2,Q3,Q4
315,1.9492e+07,2.25,1.49,24.23,-0.8,43.601,13.482,0.97751,0.016532,0.016917,0.20956
659,1.9559e+07,2.25,1.49,24.22,-0.8,43.601,13.482,0.97753,0.016509,0.016921,0.20945
886,1.9604e+07,2.25,1.49,24.22,-0.8,43.601,13.482,0.97753,0.016477,0.016917,0.20946
1228,1.9765e+07,2.24,1.5,24.18,-0.9,43.601,13.482,0.97762,0.016414,0.016922,0.20907
1504,1.9836e+07,2.24,1.5,24.14,-0.9,43.601,13.482,0.97768,0.016419,0.016914,0.20878
1599,1.9858e+07,2.24,1.5,24.13,-0.74,43.601,13.482,0.97769,0.01644,0.01693,0.20871
1639,1.9868e+07,2.24,1.5,24.14,-0.74,43.601,13.482,0.97769,0.016453,0.016932,0.20873
1681,1.9878e+07,2.25,1.5,24.14,-0.74,43.601,13.482,0.97768,0.016468,0.016944,0.20876
1722,1.9888e+07,2.25,1.5,24.14,-0.74,43.601,13.482,0.97768,0.016473,0.016953,0.20879
1762,1.9901e+07,2.25,1.5,24.15,-0.74,43.601,13.482,0.97767,0.016461,0.016957,0.20882
1803,1.9912e+07,2.25,1.5,24.15,-0.74,43.601,13.482,0.97766,0.016463,0.016958,0.20884
1843,1.9922e+07,2.25,1.5,24.15,-0.74,43.601,13.482,0.97766,0.016465,0.016955,0.20888
1885,1.9932e+07,2.25,1.5,24.16,-0.74,43.601,13.482,0.97765,0.016463,0.01695,0.20891
1925,1.9942e+07,2.25,1.5,24.16,-0.74,43.601,13.482,0.97764,0.01645,0.016953,0.20893
1966,1.9952e+07,2.25,1.5,24.16,-0.74,43.601,13.482,0.97764,0.016451,0.01695,0.20896
2011,1.9962e+07,2.25,1.5,24.16,-0.45,43.601,13.482,0.97764,0.016451,0.016939,0.20898
2054,1.9972e+07,2.24,1.5,24.18,-0.45,43.601,13.482,0.97761,0.016448,0.016938,0.20908
2095,1.9983e+07,2.25,1.5,24.19,-0.45,43.601,13.482,0.97759,0.016449,0.016949,0.20918
2135,1.9993e+07,2.25,1.5,24.2,-0.45,43.601,13.482,0.97757,0.01646,0.016957,0.20926
2176,2.0004e+07,2.25,1.5,24.21,-0.45,43.601,13.482,0.97756,0.016474,0.016959,0.20932
2217,2.0013e+07,2.25,1.5,24.21,-0.45,43.601,13.482,0.97755,0.016486,0.016965,0.20938
2258,2.0024e+07,2.25,1.5,24.22,-0.45,43.601,13.482,0.97754,0.016499,0.016963,0.20944
2299,2.0034e+07,2.25,1.5,24.22,-0.45,43.601,13.482,0.97752,0.016512,0.016955,0.20949
2339,2.0044e+07,2.25,1.5,24.23,-0.45,43.601,13.482,0.97752,0.016524,0.01695,0.20953
2382,2.0054e+07,2.26,1.5,24.23,-0.45,43.601,13.482,0.97751,0.016531,0.016946,0.20957
2426,2.0064e+07,2.25,1.5,24.24,-0.63,43.601,13.482,0.9775,0.016526,0.016948,0.20961
2467,2.0074e+07,2.26,1.5,24.25,-0.63,43.601,13.482,0.97749,0.016531,0.016946,0.20967
2510,2.0084e+07,2.25,1.5,24.25,-0.63,43.601,13.482,0.97748,0.016527,0.016943,0.20972
2550,2.0095e+07,2.25,1.5,24.26,-0.63,43.601,13.482,0.97746,0.016521,0.016949,0.20977
2590,2.0105e+07,2.25,1.5,24.26,-0.63,43.601,13.482,0.97746,0.016521,0.016958,0.20981
2628,2.0115e+07,2.26,1.5,24.27,-0.63,43.601,13.482,0.97745,0.016527,0.016959,0.20984
2669,2.0125e+07,2.25,1.5,24.27,-0.63,43.601,13.482,0.97744,0.016519,0.016971,0.20987
2710,2.0135e+07,2.26,1.5,24.27,-0.63,43.601,13.482,0.97744,0.016528,0.016979,0.2099
2751,2.0145e+07,2.26,1.5,24.28,-0.63,43.601,13.482,0.97743,0.01653,0.01699,0.20993
2792,2.0155e+07,2.26,1.5,24.28,-0.63,43.601,13.482,0.97742,0.016537,0.016996,0.20995
2836,2.0165e+07,2.26,1.5,24.28,-0.75,43.601,13.482,0.97742,0.016542,0.017007,0.20997
2878,2.0175e+07,2.26,1.5,24.28,-0.75,43.601,13.482,0.97743,0.016552,0.017012,0.20993
2919,2.0186e+07,2.26,1.5,24.27,-0.75,43.601,13.482,0.97744,0.016561,0.017018,0.20989
2960,2.0195e+07,2.26,1.5,24.27,-0.75,43.601,13.482,0.97744,0.016567,0.017019,0.20987
3001,2.0205e+07,2.26,1.5,24.27,-0.75,43.601,13.482,0.97745,0.016571,0.017023,0.20985
3039,2.0215e+07,2.26,1.5,24.26,-0.75,43.601,13.482,0.97745,0.016576,0.017025,0.20982
3080,2.0226e+07,2.26,1.5,24.26,-0.75,43.601,13.482,0.97746,0.016582,0.017024,0.2098
3120,2.0235e+07,2.26,1.5,24.26,-0.75,43.601,13.482,0.97746,0.016574,0.017026,0.20978
3161,2.0246e+07,2.26,1.5,24.26,-0.75,43.601,13.482,0.97746,0.016567,0.017031,0.20976
3204,2.0256e+07,2.26,1.5,24.26,-0.75,43.601,13.482,0.97747,0.016574,0.017023,0.20975
3249,2.0265e+07,2.26,1.5,24.25,-0.44,43.601,13.482,0.97747,0.016565,0.017018,0.20973
3290,2.0275e+07,2.26,1.5,24.26,-0.44,43.601,13.482,0.97746,0.016563,0.017016,0.20977
3331,2.0286e+07,2.26,1.5,24.26,-0.44,43.601,13.482,0.97746,0.016559,0.017002,0.20981
3372,2.0296e+07,2.26,1.5,24.27,-0.44,43.601,13.482,0.97745,0.016549,0.016995,0.20984
3414,2.0306e+07,2.26,1.5,24.27,-0.44,43.601,13.482,0.97744,0.016544,0.016995,0.20987
3454,2.0316e+07,2.26,1.5,24.27,-0.44,43.601,13.482,0.97743,0.016537,0.016984,0.20991
3494,2.0326e+07,2.26,1.5,24.28,-0.44,43.601,13.482,0.97743,0.016535,0.016985,0.20993
3535,2.0337e+07,2.26,1.5,24.28,-0.44,43.601,13.482,0.97742,0.016541,0.01698,0.20996
3575,2.0347e+07,2.26,1.5,24.28,-0.44,43.601,13.482,0.97742,0.016536,0.016982,0.20999
3617,2.0357e+07,2.26,1.5,24.29,-0.44,43.601,13.482,0.97741,0.016535,0.016986,0.21002
3665,2.0368e+07,2.26,1.5,24.29,-0.81,43.601,13.482,0.97741,0.016532,0.016991,0.21004
3705,2.0378e+07,2.26,1.5,24.29,-0.81,43.601,13.482,0.9774,0.016538,0.016997,0.21007
3748,2.0388e+07,2.26,1.5,24.3,-0.81,43.601,13.482,0.97739,0.016542,0.017007,0.21009
3790,2.0398e+07,2.26,1.5,24.3,-0.81,43.601,13.482,0.97739,0.016537,0.017008,0.21012
3827,2.0408e+07,2.26,1.5,24.3,-0.81,43.601,13.482,0.97738,0.016529,0.017005,0.21014
3865,2.0419e+07,2.26,1.5,24.3,-0.81,43.601,13.482,0.97738,0.016517,0.017009,0.21016
3905,2.0429e+07,2.26,1.5,24.31,-0.81,43.601,13.482,0.97737,0.016511,0.017002,0.21018
3946,2.0439e+07,2.25,1.5,24.31,-0.81,43.601,13.482,0.97737,0.016506,0.016996,0.2102
3987,2.0449e+07,2.25,1.5,24.31,-0.81,43.601,13.482,0.97737,0.016492,0.016989,0.2102
4029,2.046e+07,2.25,1.5,24.31,-0.81,43.601,13.482,0.97737,0.016492,0.016973,0.21022
4075,2.047e+07,2.25,1.5,24.31,-0.4,43.601,13.482,0.97736,0.016494,0.016974,0.21023
4115,2.048e+07,2.25,1.5,24.31,-0.4,43.601,13.482,0.97738,0.016495,0.016969,0.21018
4157,2.049e+07,2.25,1.5,24.3,-0.4,43.601,13.482,0.97738,0.016506,0.016973,0.21014
4198,2.05e+07,2.25,1.5,24.3,-0.4,43.601,13.482,0.97739,0.016504,0.016975,0.2101
4235,2.051e+07,2.25,1.5,24.29,-0.4,43.601,13.482,0.9774,0.016516,0.016974,0.21006
4277,2.0521e+07,2.26,1.5,24.29,-0.4,43.601,13.482,0.97741,0.016528,0.016973,0.21003
4317,2.053e+07,2.26,1.5,24.29,-0.4,43.601,13.482,0.97741,0.016538,0.016964,0.21001
4358,2.0541e+07,2.26,1.5,24.28,-0.4,43.601,13.482,0.97742,0.016551,0.016953,0.20999
4398,2.0551e+07,2.26,1.49,24.28,-0.4,43.601,13.482,0.97742,0.016555,0.016928,0.20998
4439,2.0561e+07,2.26,1.49,24.28,-0.4,43.601,13.482,0.97742,0.016567,0.016924,0.20997
4486,2.0571e+07,2.26,1.49,24.28,-0.55,43.601,13.482,0.97742,0.016572,0.016914,0.20996
4526,2.0582e+07,2.26,1.49,24.27,-0.55,43.601,13.482,0.97744,0.016567,0.0169,0.2099
4568,2.0592e+07,2.26,1.49,24.27,-0.55,43.601,13.482,0.97745,0.016568,0.016897,0.20983
4611,2.0604e+07,2.26,1.49,24.26,-0.55,43.601,13.482,0.97746,0.016567,0.016896,0.20978
4655,2.0616e+07,2.26,1.49,24.25,-0.55,43.601,13.482,0.97747,0.016563,0.016898,0.20973
4696,2.0627e+07,2.26,1.49,24.25,-0.55,43.601,13.482,0.97748,0.016564,0.016909,0.20969
4736,2.0637e+07,2.26,1.49,24.24,-0.55,43.601,13.482,0.97749,0.016567,0.016906,0.20964
4779,2.0647e+07,2.26,1.49,24.24,-0.55,43.601,13.482,0.9775,0.016574,0.016903,0.20962
4820,2.0657e+07,2.26,1.49,24.24,-0.55,43.601,13.482,0.9775,0.016582,0.016905,0.20959
4861,2.0668e+07,2.26,1.49,24.23,-0.55,43.601,13.482,0.97751,0.016592,0.016907,0.20957
4906,2.0678e+07,2.26,1.49,24.24,-0.15,43.601,13.482,0.9775,0.016603,0.01691,0.20962
4947,2.0688e+07,2.26,1.49,24.26,-0.15,43.601,13.482,0.97747,0.016612,0.016919,0.20975
4988,2.0698e+07,2.27,1.49,24.27,-0.15,43.601,13.482,0.97744,0.016626,0.016925,0.20987
5029,2.0708e+07,2.27,1.49,24.28,-0.15,43.601,13.482,0.97742,0.016633,0.016932,0.20997
5070,2.072e+07,2.27,1.49,24.3,-0.15,43.601,13.482,0.97739,0.016641,0.016937,0.2101
5110,2.0731e+07,2.27,1.49,24.31,-0.15,43.601,13.482,0.97738,0.01663,0.016934,0.21018
5152,2.0741e+07,2.27,1.49,24.31,-0.15,43.601,13.482,0.97736,0.016616,0.016927,0.21025
5193,2.0751e+07,2.26,1.49,24.32,-0.15,43.601,13.482,0.97735,0.01661,0.016922,0.21031
5233,2.0761e+07,2.26,1.49,24.33,-0.15,43.601,13.482,0.97734,0.016598,0.016914,0.21036
5278,2.0771e+07,2.26,1.49,24.33,-0.42,43.601,13.482,0.97732,0.016587,0.016907,0.21042
5319,2.0781e+07,2.26,1.49,24.34,-0.42,43.601,13.482,0.9773,0.016575,0.016903,0.21051
5363,2.0792e+07,2.26,1.49,24.36,-0.42,43.601,13.482,0.97728,0.016565,0.016889,0.21063
5406,2.0801e+07,2.26,1.49,24.37,-0.42,43.601,13.482,0.97726,0.016563,0.016893,0.21073
5446,2.0811e+07,2.26,1.49,24.38,-0.42,43.601,13.482,0.97724,0.016561,0.016897,0.21083
5484,2.0824e+07,2.26,1.49,24.39,-0.42,43.601,13.482,0.97721,0.016565,0.016891,0.21094
5525,2.0834e+07,2.26,1.49,24.4,-0.42,43.601,13.482,0.9772,0.016572,0.0169,0.21101
5569,2.0845e+07,2.26,1.49,24.41,-0.42,43.601,13.482,0.97718,0.016584,0.016909,0.21108
5610,2.0854e+07,2.26,1.49,24.42,-0.42,43.601,13.482,0.97717,0.016594,0.016925,0.21114
5650,2.0865e+07,2.27,1.49,24.42,-0.42,43.601,13.482,0.97716,0.016604,0.016941,0.21119
5695,2.0875e+07,2.27,1.49,24.43,-0.28,43.601,13.482,0.97715,0.01661,0.01695,0.21124
5735,2.0885e+07,2.27,1.49,24.44,-0.28,43.601,13.482,0.97713,0.016613,0.016965,0.2113
5778,2.0895e+07,2.27,1.49,24.44,-0.28,43.601,13.482,0.97712,0.016623,0.016967,0.21136
5818,2.0906e+07,2.27,1.49,24.45,-0.28,43.601,13.482,0.97711,0.016615,0.016965,0.21141
5856,2.0915e+07,2.27,1.49,24.46,-0.28,43.601,13.482,0.9771,0.016612,0.016959,0.21146
5895,2.0925e+07,2.27,1.49,24.46,-0.28,43.601,13.482,0.97709,0.016602,0.016964,0.21149
5935,2.0936e+07,2.26,1.49,24.46,-0.28,43.601,13.482,0.97708,0.016586,0.016966,0.21153
5977,2.0946e+07,2.26,1.49,24.47,-0.28,43.601,13.482,0.97708,0.016577,0.01697,0.21156
6018,2.0956e+07,2.26,1.49,24.47,-0.28,43.601,13.482,0.97707,0.016561,0.016968,0.21157
6058,2.0966e+07,2.26,1.49,24.47,-0.28,43.601,13.482,0.97707,0.016559,0.016967,0.21159
6103,2.0976e+07,2.26,1.49,24.47,-0.65,43.601,13.482,0.97707,0.01656,0.016967,0.21161
6143,2.0986e+07,2.26,1.49,24.49,-0.65,43.601,13.482,0.97704,0.016573,0.016969,0.21173
6185,2.0996e+07,2.27,1.49,24.5,-0.65,43.601,13.482,0.97702,0.016592,0.01697,0.21183
6226,2.1006e+07,2.27,1.49,24.51,-0.65,43.601,13.482,0.977,0.016605,0.016991,0.21192
6266,2.1015e+07,2.27,1.49,24.52,-0.65,43.601,13.482,0.97698,0.016632,0.017006,0.212
6304,2.1026e+07,2.27,1.5,24.53,-0.65,43.601,13.482,0.97696,0.016648,0.017015,0.21207
6345,2.1035e+07,2.28,1.5,24.54,-0.65,43.601,13.482,0.97695,0.016676,0.017022,0.21214
6389,2.1046e+07,2.28,1.49,24.54,-0.65,43.601,13.482,0.97694,0.016688,0.017017,0.21219
6429,2.1056e+07,2.28,1.49,24.55,-0.65,43.601,13.482,0.97692,0.016682,0.01701,0.21225
6473,2.1069e+07,2.27,1.49,24.55,-0.65,43.601,13.482,0.97691,0.016661,0.016978,0.2123
6517,2.1079e+07,2.27,1.49,24.56,-0.63,43.601,13.482,0.97691,0.016642,0.016963,0.21234
6558,2.1089e+07,2.27,1.49,24.56,-0.63,43.601,13.482,0.9769,0.01662,0.016955,0.21237
6600,2.1099e+07,2.27,1.49,24.56,-0.63,43.601,13.482,0.9769,0.016596,0.016959,0.21238
6640,2.1111e+07,2.27,1.49,24.57,-0.63,43.601,13.482,0.9769,0.016575,0.016974,0.21239
6678,2.1122e+07,2.26,1.49,24.57,-0.63,43.601,13.482,0.97689,0.016556,0.016991,0.2124
6718,2.1132e+07,2.26,1.5,24.57,-0.63,43.601,13.482,0.97689,0.016548,0.017013,0.21243
6761,2.1142e+07,2.26,1.5,24.57,-0.63,43.601,13.482,0.97689,0.016553,0.017028,0.21244
6801,2.1152e+07,2.26,1.5,24.57,-0.63,43.601,13.482,0.97688,0.016549,0.017046,0.21246
6842,2.1161e+07,2.27,1.5,24.58,-0.63,43.601,13.482,0.97688,0.016563,0.017059,0.21248
6883,2.1172e+07,2.27,1.5,24.58,-0.63,43.601,13.482,0.97687,0.016596,0.01708,0.21249
6928,2.1182e+07,2.27,1.5,24.58,-0.48,43.601,13.482,0.97687,0.016632,0.017086,0.21252
6969,2.1192e+07,2.28,1.5,24.59,-0.48,43.601,13.482,0.97686,0.016657,0.017083,0.21257
7009,2.1203e+07,2.28,1.5,24.59,-0.48,43.601,13.482,0.97685,0.016671,0.017089,0.2126
7050,2.1215e+07,2.28,1.5,24.59,-0.48,43.601,13.482,0.97684,0.016701,0.017095,0.21264
7090,2.1226e+07,2.29,1.5,24.6,-0.48,43.601,13.482,0.97683,0.016722,0.017102,0.21267
7131,2.1235e+07,2.28,1.5,24.6,-0.48,43.601,13.482,0.97682,0.016711,0.0171,0.2127
7174,2.1246e+07,2.28,1.5,24.6,-0.48,43.601,13.482,0.97682,0.016692,0.017106,0.21272
7216,2.1256e+07,2.28,1.5,24.61,-0.48,43.601,13.482,0.97681,0.016679,0.017113,0.21275
7257,2.1265e+07,2.28,1.5,24.61,-0.48,43.601,13.482,0.97681,0.016657,0.017115,0.21277
7301,2.1276e+07,2.28,1.51,24.61,-0.69,43.601,13.482,0.9768,0.016641,0.017128,0.2128
7343,2.1286e+07,2.27,1.51,24.61,-0.69,43.601,13.482,0.97681,0.016616,0.017129,0.21279
7386,2.1296e+07,2.27,1.51,24.61,-0.69,43.601,13.482,0.9768,0.016604,0.017118,0.2128
7426,2.1306e+07,2.27,1.51,24.61,-0.69,43.601,13.482,0.97681,0.016595,0.017107,0.2128
7470,2.1321e+07,2.27,1.5,24.61,-0.69,43.601,13.482,0.97681,0.016604,0.017096,0.21279
7511,2.1332e+07,2.27,1.5,24.61,-0.69,43.601,13.482,0.97681,0.016613,0.017083,0.21278
7552,2.1341e+07,2.27,1.5,24.61,-0.69,43.601,13.482,0.97681,0.016629,0.017071,0.21278
7594,2.1352e+07,2.27,1.5,24.61,-0.69,43.601,13.482,0.97681,0.016627,0.01706,0.21277
7634,2.1361e+07,2.27,1.5,24.61,-0.69,43.601,13.482,0.97681,0.016636,0.017051,0.21277
7675,2.1372e+07,2.28,1.5,24.61,-0.69,43.601,13.482,0.97681,0.016642,0.017058,0.21276
7721,2.1382e+07,2.27,1.5,24.6,-0.4,43.601,13.482,0.97683,0.016632,0.017068,0.21268
7762,2.1392e+07,2.27,1.5,24.57,-0.4,43.601,13.482,0.97689,0.016615,0.017075,0.21243
7804,2.1402e+07,2.27,1.5,24.55,-0.4,43.601,13.482,0.97693,0.016598,0.017078,0.21222
7847,2.1414e+07,2.27,1.5,24.52,-0.4,43.601,13.482,0.97698,0.016587,0.017071,0.21201
7888,2.1426e+07,2.26,1.5,24.5,-0.4,43.601,13.482,0.97702,0.016563,0.01705,0.2118
7928,2.1437e+07,2.26,1.5,24.48,-0.4,43.601,13.482,0.97705,0.016542,0.017043,0.21168
7969,2.1447e+07,2.26,1.5,24.47,-0.4,43.601,13.482,0.97707,0.016529,0.017036,0.21158
8014,2.1457e+07,2.26,1.5,24.46,-0.4,43.601,13.482,0.97709,0.01653,0.017037,0.21149
8054,2.1468e+07,2.26,1.5,24.45,-0.4,43.601,13.482,0.97711,0.016534,0.017038,0.21142
8099,2.1478e+07,2.26,1.5,24.44,-0.69,43.601,13.482,0.97713,0.016552,0.017043,0.21133
8139,2.1487e+07,2.26,1.5,24.43,-0.69,43.601,13.482,0.97714,0.016561,0.017044,0.21126
8181,2.1498e+07,2.26,1.5,24.43,-0.69,43.601,13.482,0.97715,0.016561,0.017054,0.2112
8222,2.1508e+07,2.26,1.51,24.42,-0.69,43.601,13.482,0.97717,0.016566,0.017067,0.21113
8262,2.1518e+07,2.27,1.51,24.41,-0.69,43.601,13.482,0.97718,0.016581,0.017083,0.21108
8297,2.1528e+07,2.27,1.51,24.4,-0.69,43.601,13.482,0.97719,0.016613,0.017102,0.21101
8338,2.1539e+07,2.27,1.51,24.4,-0.69,43.601,13.482,0.9772,0.016637,0.01711,0.21096
8378,2.1548e+07,2.28,1.51,24.39,-0.69,43.601,13.482,0.97722,0.016657,0.017108,0.2109
8419,2.1559e+07,2.28,1.5,24.39,-0.69,43.601,13.482,0.97722,0.01667,0.017082,0.21086
8460,2.1568e+07,2.28,1.5,24.38,-0.69,43.601,13.482,0.97723,0.016669,0.017069,0.21083
8510,2.1582e+07,2.28,1.5,24.38,-0.53,43.601,13.482,0.97724,0.016671,0.017056,0.21081
8551,2.1591e+07,2.27,1.5,24.38,-0.53,43.601,13.482,0.97723,0.016653,0.017054,0.21083
8592,2.1601e+07,2.27,1.5,24.38,-0.53,43.601,13.482,0.97723,0.016636,0.017037,0.21084
8633,2.1612e+07,2.27,1.5,24.39,-0.53,43.601,13.482,0.97722,0.016615,0.017034,0.21087
8670,2.1621e+07,2.27,1.5,24.39,-0.53,43.601,13.482,0.97722,0.016585,0.017031,0.21089
8711,2.1634e+07,2.26,1.5,24.39,-0.53,43.601,13.482,0.97722,0.016556,0.017032,0.21091
8753,2.1645e+07,2.26,1.5,24.39,-0.53,43.601,13.482,0.97721,0.016546,0.017045,0.21093
8794,2.1655e+07,2.26,1.51,24.4,-0.53,43.601,13.482,0.97721,0.016546,0.017057,0.21095
8836,2.1665e+07,2.26,1.51,24.4,-0.53,43.601,13.482,0.97721,0.016556,0.017068,0.21095
8877,2.1675e+07,2.26,1.51,24.4,-0.53,43.601,13.482,0.97721,0.016564,0.01707,0.21094
8922,2.1685e+07,2.26,1.51,24.4,-0.52,43.601,13.482,0.97721,0.016567,0.017074,0.21094
8962,2.1695e+07,2.27,1.51,24.39,-0.52,43.601,13.482,0.97721,0.016574,0.01707,0.21092
9003,2.1705e+07,2.27,1.5,24.39,-0.52,43.601,13.482,0.97721,0.016589,0.017065,0.21092
9043,2.1715e+07,2.27,1.5,24.39,-0.52,43.601,13.482,0.97721,0.016593,0.017063,0.21091
9084,2.1725e+07,2.27,1.51,24.39,-0.52,43.601,13.482,0.97721,0.016606,0.017078,0.21091
9122,2.1735e+07,2.27,1.51,24.39,-0.52,43.601,13.482,0.97722,0.016607,0.01709,0.21091
9162,2.1746e+07,2.27,1.51,24.39,-0.52,43.601,13.482,0.97722,0.016588,0.017106,0.21091
9203,2.1756e+07,2.27,1.51,24.39,-0.52,43.601,13.482,0.97721,0.016564,0.017117,0.21092
9243,2.1766e+07,2.26,1.51,24.4,-0.52,43.601,13.482,0.97721,0.016547,0.017122,0.21094
9284,2.1776e+07,2.26,1.51,24.4,-0.52,43.601,13.482,0.97721,0.016535,0.017133,0.21096
9328,2.1786e+07,2.26,1.51,24.4,-0.25,43.601,13.482,0.9772,0.016516,0.017126,0.21097
9372,2.1796e+07,2.26,1.51,24.4,-0.25,43.601,13.482,0.9772,0.016501,0.017113,0.21097
9413,2.1806e+07,2.26,1.51,24.4,-0.25,43.601,13.482,0.9772,0.016493,0.017099,0.21098
9453,2.1815e+07,2.26,1.51,24.4,-0.25,43.601,13.482,0.9772,0.016488,0.017086,0.211
9492,2.1825e+07,2.26,1.51,24.4,-0.25,43.601,13.482,0.9772,0.016488,0.01707,0.21099
9537,2.1876e+07,2.26,1.51,24.4,-0.25,43.601,13.482,0.9772,0.016555,0.017099,0.21097
9582,2.1886e+07,2.26,1.51,24.39,-0.33,43.601,13.482,0.97721,0.016554,0.017114,0.21093
9623,2.1896e+07,2.27,1.51,24.38,-0.33,43.601,13.482,0.97723,0.016568,0.017135,0.21084
9664,2.1906e+07,2.27,1.51,24.37,-0.33,43.601,13.482,0.97725,0.016574,0.017142,0.21076
9704,2.1915e+07,2.27,1.51,24.37,-0.33,43.601,13.482,0.97726,0.016568,0.017141,0.2107
9738,2.1926e+07,2.26,1.51,24.36,-0.33,43.601,13.482,0.97727,0.016551,0.017133,0.21066
9779,2.1936e+07,2.26,1.51,24.36,-0.33,43.601,13.482,0.97728,0.016534,0.017129,0.21062
9820,2.1946e+07,2.26,1.51,24.35,-0.33,43.601,13.482,0.97729,0.016512,0.017123,0.21059
9861,2.1956e+07,2.26,1.52,24.35,-0.33,43.601,13.482,0.97729,0.016499,0.017128,0.21056
9902,2.1965e+07,2.26,1.52,24.35,-0.33,43.601,13.482,0.9773,0.016477,0.017131,0.21054
9943,2.1975e+07,2.25,1.52,24.34,-0.33,43.601,13.482,0.9773,0.016472,0.017138,0.2105
9988,2.1985e+07,2.25,1.52,24.34,-0.53,43.601,13.482,0.97731,0.016462,0.01715,0.21047
10029,2.1996e+07,2.25,1.52,24.33,-0.53,43.601,13.482,0.97732,0.016465,0.017166,0.21041
10070,2.2006e+07,2.26,1.52,24.33,-0.53,43.601,13.482,0.97734,0.016468,0.017184,0.21035
10110,2.2015e+07,2.26,1.52,24.32,-0.53,43.601,13.482,0.97735,0.016475,0.01719,0.2103
10148,2.2025e+07,2.26,1.52,24.32,-0.53,43.601,13.482,0.97735,0.016491,0.0172,0.21028
10188,2.2036e+07,2.26,1.52,24.31,-0.53,43.601,13.482,0.97736,0.016509,0.017199,0.21025
10231,2.2046e+07,2.26,1.52,24.31,-0.53,43.601,13.482,0.97736,0.016526,0.017195,0.21023
10271,2.2056e+07,2.26,1.52,24.31,-0.53,43.601,13.482,0.97737,0.016532,0.017184,0.21021
10313,2.2065e+07,2.26,1.52,24.31,-0.53,43.601,13.482,0.97737,0.016527,0.01718,0.21019
10353,2.2076e+07,2.26,1.52,24.31,-0.53,43.601,13.482,0.97737,0.016526,0.017173,0.21018
10399,2.2085e+07,2.26,1.52,24.31,-0.24,43.601,13.482,0.97736,0.016518,0.017181,0.21024
10439,2.2096e+07,2.26,1.52,24.34,-0.24,43.601,13.482,0.97732,0.016516,0.017184,0.21044
10481,2.2106e+07,2.26,1.52,24.36,-0.24,43.601,13.482,0.97728,0.016507,0.017187,0.21062
10522,2.2116e+07,2.26,1.52,24.38,-0.24,43.601,13.482,0.97724,0.016494,0.017191,0.21078
10559,2.2126e+07,2.26,1.52,24.39,-0.24,43.601,13.482,0.97721,0.016475,0.017196,0.21092
10600,2.2136e+07,2.26,1.52,24.41,-0.24,43.601,13.482,0.97719,0.016468,0.017196,0.21103
10640,2.2147e+07,2.26,1.52,24.42,-0.24,43.601,13.482,0.97717,0.016459,0.017196,0.21114
10682,2.2157e+07,2.26,1.52,24.43,-0.24,43.601,13.482,0.97714,0.016461,0.017195,0.21125
10722,2.2168e+07,2.26,1.52,24.44,-0.24,43.601,13.482,0.97712,0.016467,0.017192,0.21134
10764,2.2178e+07,2.26,1.52,24.45,-0.24,43.601,13.482,0.97711,0.016457,0.017192,0.21142
10809,2.2188e+07,2.26,1.52,24.46,-0.26,43.601,13.482,0.97709,0.016451,0.017191,0.21147
10849,2.2198e+07,2.25,1.52,24.45,-0.26,43.601,13.482,0.9771,0.016445,0.017194,0.21144
10890,2.2209e+07,2.25,1.52,24.45,-0.26,43.601,13.482,0.97711,0.016442,0.017203,0.21141
10936,2.2224e+07,2.26,1.52,24.45,-0.26,43.601,13.482,0.97711,0.016455,0.01721,0.21138
10978,2.2234e+07,2.26,1.52,24.45,-0.26,43.601,13.482,0.97712,0.016459,0.017221,0.21137
11018,2.2244e+07,2.26,1.53,24.44,-0.26,43.601,13.482,0.97712,0.016448,0.017223,0.21135
11061,2.2255e+07,2.25,1.53,24.44,-0.26,43.601,13.482,0.97712,0.016437,0.017225,0.21133
11101,2.2265e+07,2.25,1.53,24.44,-0.26,43.601,13.482,0.97712,0.016428,0.017228,0.21133
11143,2.2274e+07,2.25,1.53,24.44,-0.26,43.601,13.482,0.97713,0.016433,0.01722,0.21132
11189,2.2285e+07,2.25,1.52,24.44,-0.62,43.601,13.482,0.97713,0.016429,0.017207,0.21132
11231,2.2295e+07,2.25,1.52,24.42,-0.62,43.601,13.482,0.97716,0.016434,0.01719,0.21118
11272,2.2305e+07,2.25,1.52,24.41,-0.62,43.601,13.482,0.97719,0.016439,0.01719,0.21104
11312,2.2316e+07,2.25,1.52,24.39,-0.62,43.601,13.482,0.97721,0.016441,0.017174,0.21092
11354,2.2326e+07,2.25,1.52,24.38,-0.62,43.601,13.482,0.97724,0.016438,0.017162,0.21081
11391,2.2336e+07,2.25,1.52,24.37,-0.62,43.601,13.482,0.97726,0.01643,0.017152,0.21071
11432,2.2346e+07,2.25,1.52,24.36,-0.62,43.601,13.482,0.97728,0.016437,0.017151,0.21063
11473,2.2356e+07,2.25,1.52,24.35,-0.62,43.601,13.482,0.97729,0.016441,0.017149,0.21055
11513,2.2366e+07,2.25,1.52,24.34,-0.62,43.601,13.482,0.97731,0.016437,0.017153,0.21049
11555,2.2377e+07,2.25,1.52,24.34,-0.62,43.601,13.482,0.97732,0.016441,0.017151,0.21043
11600,2.2387e+07,2.25,1.52,24.33,-0.2,43.601,13.482,0.97733,0.01644,0.017147,0.21037
11643,2.2398e+07,2.25,1.52,24.34,-0.2,43.601,13.482,0.97731,0.016447,0.017148,0.21046
