LineNo,TimeUS,Tar,Act,Err,P,I,D,FF,Dmod,SRate,Limit
300,1.9492e+07,0.013823,0.010351,0.0039117,0.00070411,0,0,0,1,0,1
644,1.9558e+07,0.013827,0.0095502,0.0043665,0.00078596,0,0,0,1,0,1
871,1.9603e+07,0.013829,0.011948,0.0038818,0.00069873,0,0,0,1,0,1
1213,1.9764e+07,0.013829,0.010253,0.0038705,0.0006967,0,0,0,1,0,1
1489,1.9835e+07,0.013824,0.0061295,0.0046867,0.0008436,0,0,0,1,0,1
1584,1.9858e+07,0.013827,0.0083147,0.0050589,0.0009106,0,0,0,1,0,1
1624,1.9868e+07,0.013828,0.0094645,0.0050315,0.00090567,0,0,0,1,0,1
1666,1.9877e+07,0.013829,0.0079697,0.0050472,0.0009085,0,0,0,1,0,1
1707,1.9887e+07,0.013831,0.0087482,0.0050745,0.00091341,0,0,0,1,0,1
1747,1.99e+07,0.013832,0.0093776,0.0049031,0.00088256,0,0,0,1,0,1
1788,1.9911e+07,0.013832,0.0079272,0.0049824,0.00089684,0,0,0,1,0,1
1828,1.9921e+07,0.013831,0.01104,0.0047646,0.00085762,0,0,0,1,0,1
1870,1.9931e+07,0.01383,0.011496,0.0045633,0.0008214,0,0,0,1,0,1
1910,1.9941e+07,0.013829,0.011013,0.0043724,0.00078703,0,0,0,1,0,1
1951,1.9951e+07,0.013828,0.010472,0.0041849,0.00075328,0,0,0,1,0,1
1996,1.9961e+07,0.010598,0.0094358,0.0040602,0.00073084,0,0,0,1,0,1
2039,1.9972e+07,0.0041657,0.0072528,0.0033045,0.00059481,0,0,0,1,0,1
2080,1.9982e+07,0.0022921,0.010946,0.0022231,0.00040016,0,0,0,1,0,1
2120,1.9992e+07,0.0017479,0.0086067,0.0010107,0.00018192,0,0,0,1,0,1
2161,2.0003e+07,0.0015904,0.0067619,0.00025267,4.5481e-05,0,0,0,1,0,1
2202,2.0013e+07,0.0015451,0.0069229,-0.00035548,-6.3986e-05,0,0,0,1,0,1
2243,2.0023e+07,0.0015318,0.009148,-0.0010887,-0.00019596,0,0,0,1,0,1
2284,2.0033e+07,0.0015279,0.0090934,-0.0018428,-0.0003317,0,0,0,1,0,1
2324,2.0044e+07,0.0015255,0.0078208,-0.0023684,-0.00042631,0,0,0,1,0,1
