LineNo,TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S
11576,2.2386e+07,2,120,-65,372,-399,44,42,0,0,0,1,2.2386e+07
11990,2.2488e+07,2,120,-66,378,-399,44,42,0,0,0,1,2.2488e+07
12400,2.2591e+07,2,131,-66,395,-399,44,42,0,0,0,1,2.2591e+07
12811,2.2693e+07,2,131,-64,378,-399,44,42,0,0,0,1,2.2693e+07
13218,2.2793e+07,2,116,-57,371,-399,44,42,0,0,0,1,2.2793e+07
13630,2.2896e+07,2,123,-63,368,-399,44,42,0,0,0,1,2.2896e+07
14040,2.2997e+07,2,114,-63,376,-399,44,42,0,0,0,1,2.2997e+07
14451,2.3099e+07,2,133,-65,378,-399,44,42,0,0,0,1,2.3099e+07
14833,2.32e+07,2,128,-66,395,-399,44,42,0,0,0,1,2.32e+07
15244,2.3302e+07,2,123,-64,378,-399,44,42,0,0,0,1,2.3302e+07
15656,2.3405e+07,2,116,-65,380,-399,44,42,0,0,0,1,2.3405e+07
16069,2.3507e+07,2,124,-64,390,-399,44,42,0,0,0,1,2.3507e+07
16451,2.361e+07,2,130,-61,393,-399,44,42,0,0,0,1,2.361e+07
16862,2.3712e+07,2,120,-63,382,-399,44,42,0,0,0,1,2.3712e+07
17270,2.3814e+07,2,118,-65,377,-399,44,42,0,0,0,1,2.3814e+07
17685,2.3915e+07,2,117,-59,376,-399,44,42,0,0,0,1,2.3915e+07
18070,2.4018e+07,2,116,-58,373,-399,44,42,0,0,0,1,2.4018e+07
18483,2.4119e+07,2,120,-69,390,-399,44,42,0,0,0,1,2.4119e+07
18890,2.4221e+07,2,125,-64,394,-399,44,42,0,0,0,1,2.4221e+07
19300,2.4323e+07,2,119,-67,380,-399,44,42,0,0,0,1,2.4323e+07
19684,2.4424e+07,2,121,-64,375,-399,44,42,0,0,0,1,2.4424e+07
20096,2.4526e+07,2,121,-65,398,-399,44,42,0,0,0,1,2.4526e+07
20506,2.4628e+07,2,131,-79,388,-399,44,42,0,0,0,1,2.4628e+07
20920,2.4729e+07,2,110,-62,380,-399,44,42,0,0,0,1,2.4729e+07
21338,2.4832e+07,2,124,-62,372,-399,44,42,0,0,0,1,2.4832e+07
21754,2.4935e+07,2,106,-68,380,-399,44,42,0,0,0,1,2.4935e+07
22165,2.5036e+07,2,113,-61,378,-399,44,42,0,0,0,1,2.5036e+07
22580,2.514e+07,2,127,-71,388,-399,44,42,0,0,0,1,2.514e+07
22988,2.5243e+07,2,125,-61,392,-399,44,42,0,0,0,1,2.5243e+07
23407,2.5347e+07,2,112,-69,375,-399,44,42,0,0,0,1,2.5347e+07
23826,2.5448e+07,2,117,-64,371,-399,44,42,0,0,0,1,2.5448e+07
24239,2.5548e+07,2,127,-65,396,-399,44,42,0,0,0,1,2.5548e+07
24654,2.565e+07,2,124,-60,390,-399,44,42,0,0,0,1,2.565e+07
25067,2.5754e+07,2,105,-67,386,-399,44,42,0,0,0,1,2.5754e+07
25481,2.5856e+07,2,115,-67,375,-399,44,42,0,0,0,1,2.5856e+07
25891,2.5958e+07,2,108,-59,380,-399,44,42,0,0,0,1,2.5958e+07
26301,2.6059e+07,2,112,-69,385,-399,44,42,0,0,0,1,2.6059e+07
26680,2.616e+07,2,127,-67,390,-399,44,42,0,0,0,1,2.616e+07
27094,2.6261e+07,2,120,-66,392,-399,44,42,0,0,0,1,2.6261e+07
27500,2.6362e+07,2,114,-61,368,-399,44,42,0,0,0,1,2.6362e+07
27913,2.6463e+07,2,110,-60,380,-399,44,42,0,0,0,1,2.6463e+07
28320,2.6565e+07,2,131,-68,389,-399,44,42,0,0,0,1,2.6565e+07
28704,2.6667e+07,2,118,-69,398,-399,44,42,0,0,0,1,2.6667e+07
29117,2.6768e+07,2,112,-65,376,-399,44,42,0,0,0,1,2.6768e+07
29532,2.6869e+07,2,111,-63,380,-399,44,42,0,0,0,1,2.6869e+07
29942,2.6971e+07,2,107,-62,384,-399,44,42,0,0,0,1,2.6971e+07
30352,2.7073e+07,2,120,-63,383,-399,44,42,0,0,0,1,2.7073e+07
30758,2.7174e+07,2,121,-70,398,-399,44,42,0,0,0,1,2.7174e+07
31171,2.7276e+07,2,118,-64,386,-399,44,42,0,0,0,1,2.7276e+07
31577,2.7377e+07,2,115,-67,376,-399,44,42,0,0,0,1,2.7377e+07
31963,2.7479e+07,2,117,-65,381,-399,44,42,0,0,0,1,2.7479e+07
32369,2.7581e+07,2,121,-64,397,-399,44,42,0,0,0,1,2.7581e+07
32778,2.7683e+07,2,121,-65,384,-399,44,42,0,0,0,1,2.7683e+07
33191,2.7784e+07,2,108,-65,374,-399,44,42,0,0,0,1,2.7784e+07
33604,2.7885e+07,2,110,-61,377,-399,44,42,0,0,0,1,2.7885e+07
33986,2.7987e+07,2,110,-63,381,-399,44,42,0,0,0,1,2.7987e+07
34395,2.809e+07,2,116,-61,391,-399,44,42,0,0,0,1,2.809e+07
34805,2.8191e+07,2,128,-64,390,-399,44,42,0,0,0,1,2.8191e+07
35219,2.8293e+07,2,117,-71,382,-399,44,42,0,0,0,1,2.8293e+07
35625,2.8395e+07,2,115,-58,380,-399,44,42,0,0,0,1,2.8395e+07
36011,2.8497e+07,2,118,-63,386,-399,44,42,0,0,0,1,2.8497e+07
36421,2.8598e+07,2,129,-69,396,-399,44,42,0,0,0,1,2.8598e+07
36833,2.8701e+07,2,117,-66,380,-399,44,42,0,0,0,1,2.8701e+07
37247,2.8802e+07,2,112,-61,375,-399,44,42,0,0,0,1,2.8802e+07
37657,2.8904e+07,2,116,-64,374,-399,44,42,0,0,0,1,2.8904e+07
38065,2.9006e+07,2,116,-61,380,-399,44,42,0,0,0,1,2.9006e+07
38472,2.9108e+07,2,117,-69,390,-399,44,42,0,0,0,1,2.9108e+07
38881,2.921e+07,2,126,-64,389,-399,44,42,0,0,0,1,2.921e+07
39263,2.9311e+07,2,121,-69,379,-399,44,42,0,0,0,1,2.9311e+07
39671,2.9411e+07,2,109,-62,373,-399,44,42,0,0,0,1,2.9411e+07
40083,2.9513e+07,2,121,-71,392,-399,44,42,0,0,0,1,2.9513e+07
40491,2.9614e+07,2,127,-66,397,-399,44,42,0,0,0,1,2.9614e+07
40905,2.9718e+07,2,118,-70,383,-399,44,42,0,0,0,1,2.9718e+07
41316,2.9821e+07,2,109,-57,372,-399,44,42,0,0,0,1,2.9821e+07
41728,2.9923e+07,2,115,-66,370,-399,44,42,0,0,0,1,2.9923e+07
42140,3.0024e+07,2,116,-62,375,-399,44,42,0,0,0,1,3.0024e+07
42556,3.0125e+07,2,126,-64,385,-399,44,42,0,0,0,1,3.0125e+07
42968,3.0225e+07,2,126,-73,396,-399,44,42,0,0,0,1,3.0225e+07
43381,3.0327e+07,2,111,-64,378,-399,44,42,0,0,0,1,3.0327e+07
43766,3.0428e+07,2,118,-64,379,-399,44,42,0,0,0,1,3.0428e+07
44182,3.0531e+07,2,126,-64,391,-399,44,42,0,0,0,1,3.0531e+07
44590,3.0631e+07,2,125,-65,394,-399,44,42,0,0,0,1,3.0631e+07
45000,3.0734e+07,2,115,-71,374,-399,44,42,0,0,0,1,3.0734e+07
45415,3.0836e+07,2,119,-64,369,-399,44,42,0,0,0,1,3.0836e+07
45822,3.0937e+07,2,122,-60,370,-399,44,42,0,0,0,1,3.0937e+07
46200,3.1039e+07,2,112,-62,377,-399,44,42,0,0,0,1,3.1039e+07
46611,3.1141e+07,2,133,-74,384,-399,44,42,0,0,0,1,3.1141e+07
47021,3.1243e+07,2,130,-63,395,-399,44,42,0,0,0,1,3.1243e+07
47433,3.1345e+07,2,122,-61,370,-399,44,42,0,0,0,1,3.1345e+07
47846,3.1446e+07,2,116,-63,378,-399,44,42,0,0,0,1,3.1446e+07
48262,3.1547e+07,2,126,-72,399,-399,44,42,0,0,0,1,3.1547e+07
48646,3.1649e+07,2,124,-65,381,-399,44,42,0,0,0,1,3.1649e+07
49057,3.1751e+07,2,113,-64,371,-399,44,42,0,0,0,1,3.1751e+07
49474,3.1855e+07,2,110,-60,377,-399,44,42,0,0,0,1,3.1855e+07
49884,3.1957e+07,2,116,-63,375,-399,44,42,0,0,0,1,3.1957e+07
50296,3.2058e+07,2,121,-65,375,-399,44,42,0,0,0,1,3.2058e+07
50678,3.216e+07,2,131,-67,390,-399,44,42,0,0,0,1,3.216e+07
51097,3.2262e+07,2,131,-68,386,-399,44,42,0,0,0,1,3.2262e+07
51505,3.2363e+07,2,112,-62,375,-399,44,42,0,0,0,1,3.2363e+07
51885,3.2463e+07,2,117,-65,376,-399,44,42,0,0,0,1,3.2463e+07
52293,3.2565e+07,2,130,-64,396,-399,44,42,0,0,0,1,3.2565e+07
52708,3.2666e+07,2,123,-63,381,-399,44,42,0,0,0,1,3.2666e+07
53121,3.2767e+07,2,118,-61,368,-399,44,42,0,0,0,1,3.2767e+07
53536,3.2869e+07,2,113,-61,370,-399,44,42,0,0,0,1,3.2869e+07
53944,3.297e+07,2,111,-65,374,-399,44,42,0,0,0,1,3.297e+07
54356,3.3072e+07,2,123,-63,380,-399,44,42,0,0,0,1,3.3072e+07
54762,3.3174e+07,2,136,-64,391,-399,44,42,0,0,0,1,3.3174e+07
55177,3.3275e+07,2,122,-65,391,-399,44,42,0,0,0,1,3.3275e+07
55586,3.3377e+07,2,111,-56,377,-399,44,42,0,0,0,1,3.3377e+07
55972,3.3477e+07,2,126,-65,376,-399,44,42,0,0,0,1,3.3477e+07
56379,3.3579e+07,2,131,-64,392,-399,44,42,0,0,0,1,3.3579e+07
56787,3.3681e+07,2,127,-66,379,-399,44,42,0,0,0,1,3.3681e+07
57200,3.3784e+07,2,122,-60,369,-399,44,42,0,0,0,1,3.3784e+07
57587,3.3886e+07,2,120,-62,372,-399,44,42,0,0,0,1,3.3886e+07
57998,3.3988e+07,2,121,-65,377,-399,44,42,0,0,0,1,3.3988e+07
58408,3.409e+07,2,122,-64,382,-399,44,42,0,0,0,1,3.409e+07
58816,3.4191e+07,2,135,-66,391,-399,44,42,0,0,0,1,3.4191e+07
59234,3.4294e+07,2,124,-60,381,-399,44,42,0,0,0,1,3.4294e+07
59641,3.4396e+07,2,123,-60,370,-399,44,42,0,0,0,1,3.4396e+07
60026,3.4497e+07,2,131,-65,381,-399,44,42,0,0,0,1,3.4497e+07
60436,3.4599e+07,2,132,-64,390,-399,44,42,0,0,0,1,3.4599e+07
60845,3.4701e+07,2,121,-68,384,-399,44,42,0,0,0,1,3.4701e+07
61251,3.4803e+07,2,123,-58,375,-399,44,42,0,0,0,1,3.4803e+07
61662,3.4904e+07,2,120,-59,369,-399,44,42,0,0,0,1,3.4904e+07
62042,3.5005e+07,2,124,-62,366,-399,44,42,0,0,0,1,3.5005e+07
62452,3.5107e+07,2,130,-64,383,-399,44,42,0,0,0,1,3.5107e+07
62860,3.5209e+07,2,128,-66,387,-399,44,42,0,0,0,1,3.5209e+07
63273,3.5311e+07,2,124,-66,372,-399,44,42,0,0,0,1,3.5311e+07
63682,3.5412e+07,2,119,-57,372,-399,44,42,0,0,0,1,3.5412e+07
64093,3.5514e+07,2,132,-60,388,-399,44,42,0,0,0,1,3.5514e+07
64500,3.5616e+07,2,137,-60,393,-399,44,42,0,0,0,1,3.5616e+07
64876,3.5717e+07,2,126,-67,376,-399,44,42,0,0,0,1,3.5717e+07
65280,3.5818e+07,2,119,-63,375,-399,44,42,0,0,0,1,3.5818e+07
65683,3.592e+07,2,119,-65,386,-399,44,42,0,0,0,1,3.592e+07
66050,3.6021e+07,2,119,-67,372,-399,44,42,0,0,0,1,3.6021e+07
66457,3.6122e+07,2,126,-66,390,-399,44,42,0,0,0,1,3.6122e+07
66859,3.6222e+07,2,127,-65,398,-399,44,42,0,0,0,1,3.6222e+07
67235,3.6323e+07,2,112,-63,386,-399,44,42,0,0,0,1,3.6323e+07
67642,3.6424e+07,2,110,-65,378,-399,44,42,0,0,0,1,3.6424e+07
68054,3.6525e+07,2,124,-69,391,-399,44,42,0,0,0,1,3.6525e+07
68455,3.6626e+07,2,127,-72,397,-399,44,42,0,0,0,1,3.6626e+07
68863,3.6727e+07,2,117,-64,379,-399,44,42,0,0,0,1,3.6727e+07
69267,3.6828e+07,2,120,-63,374,-399,44,42,0,0,0,1,3.6828e+07
69676,3.693e+07,2,111,-63,370,-399,44,42,0,0,0,1,3.693e+07
70053,3.7031e+07,2,114,-60,379,-399,44,42,0,0,0,1,3.7031e+07
70456,3.7133e+07,2,132,-64,400,-399,44,42,0,0,0,1,3.7133e+07
70859,3.7234e+07,2,128,-59,390,-399,44,42,0,0,0,1,3.7234e+07
71264,3.7336e+07,2,114,-72,378,-399,44,42,0,0,0,1,3.7336e+07
71666,3.7437e+07,2,113,-57,376,-399,44,42,0,0,0,1,3.7437e+07
72071,3.7538e+07,2,121,-73,393,-399,44,42,0,0,0,1,3.7538e+07
72473,3.7639e+07,2,128,-96,385,-399,44,42,0,0,0,1,3.7638e+07
72880,3.774e+07,2,127,-87,369,-399,44,42,0,0,0,1,3.774e+07
73255,3.7843e+07,2,149,-89,356,-399,44,42,0,0,0,1,3.7843e+07
73661,3.7944e+07,2,146,-82,351,-399,44,42,0,0,0,1,3.7944e+07
74068,3.8046e+07,2,118,-64,375,-399,44,42,0,0,0,1,3.8046e+07
74472,3.8148e+07,2,100,-58,415,-399,44,42,0,0,0,1,3.8148e+07
74883,3.8248e+07,2,66,-45,419,-399,44,42,0,0,0,1,3.8248e+07
75287,3.835e+07,2,21,17,413,-399,44,42,0,0,0,1,3.835e+07
75692,3.8452e+07,2,-12,68,423,-399,44,42,0,0,0,1,3.8452e+07
76097,3.8555e+07,2,-35,110,420,-399,44,42,0,0,0,1,3.8555e+07
76503,3.8656e+07,2,-71,156,413,-399,44,42,0,0,0,1,3.8656e+07
76909,3.8757e+07,2,-123,186,382,-399,44,42,0,0,0,1,3.8757e+07
77312,3.8858e+07,2,-150,220,368,-399,44,42,0,0,0,1,3.8858e+07
77719,3.8959e+07,2,-180,267,325,-399,44,42,0,0,0,1,3.8959e+07
78122,3.906e+07,2,-176,327,267,-399,44,42,0,0,0,1,3.906e+07
78529,3.916e+07,2,-164,359,244,-399,44,42,0,0,0,1,3.916e+07
78940,3.926e+07,2,-164,387,179,-399,44,42,0,0,0,1,3.926e+07
79344,3.9361e+07,2,-191,402,121,-399,44,42,0,0,0,1,3.9361e+07
79752,3.9462e+07,2,-216,409,81,-399,44,42,0,0,0,1,3.9462e+07
80153,3.9562e+07,2,-230,401,49,-399,44,42,0,0,0,1,3.9562e+07
80558,3.9663e+07,2,-255,395,4,-399,44,42,0,0,0,1,3.9663e+07
80934,3.9763e+07,2,-284,389,-39,-399,44,42,0,0,0,1,3.9763e+07
81338,3.9865e+07,2,-264,399,-83,-399,44,42,0,0,0,1,3.9865e+07
81745,3.9966e+07,2,-241,401,-123,-399,44,42,0,0,0,1,3.9966e+07
82147,4.0067e+07,2,-220,397,-154,-399,44,42,0,0,0,1,4.0067e+07
82553,4.0168e+07,2,-210,386,-161,-399,44,42,0,0,0,1,4.0168e+07
82955,4.0269e+07,2,-207,382,-202,-399,44,42,0,0,0,1,4.0269e+07
83362,4.037e+07,2,-198,381,-212,-399,44,42,0,0,0,1,4.037e+07
83771,4.047e+07,2,-170,397,-207,-399,44,42,0,0,0,1,4.047e+07
84150,4.057e+07,2,-156,397,-199,-399,44,42,0,0,0,1,4.057e+07
84554,4.067e+07,2,-150,398,-212,-399,44,42,0,0,0,1,4.067e+07
84958,4.0771e+07,2,-142,406,-228,-399,44,42,0,0,0,1,4.0771e+07
85337,4.0872e+07,2,-132,404,-226,-399,44,42,0,0,0,1,4.0872e+07
85740,4.0974e+07,2,-128,411,-213,-399,44,42,0,0,0,1,4.0974e+07
86147,4.1074e+07,2,-119,421,-185,-399,44,42,0,0,0,1,4.1074e+07
86521,4.1174e+07,2,-112,421,-181,-399,44,42,0,0,0,1,4.1174e+07
86924,4.1276e+07,2,-112,414,-205,-399,44,42,0,0,0,1,4.1276e+07
87328,4.1376e+07,2,-108,419,-213,-399,44,42,0,0,0,1,4.1376e+07
87733,4.1476e+07,2,-90,433,-184,-399,44,42,0,0,0,1,4.1476e+07
88142,4.1577e+07,2,-69,433,-152,-399,44,42,0,0,0,1,4.1577e+07
88547,4.1677e+07,2,-68,433,-161,-399,44,42,0,0,0,1,4.1677e+07
88924,4.1778e+07,2,-85,430,-181,-399,44,42,0,0,0,1,4.1778e+07
89325,4.188e+07,2,-91,422,-198,-399,44,42,0,0,0,1,4.188e+07
89732,4.1982e+07,2,-82,428,-196,-399,44,42,0,0,0,1,4.1982e+07
90142,4.2084e+07,2,-62,432,-184,-399,44,42,0,0,0,1,4.2084e+07
90547,4.2185e+07,2,-53,427,-175,-399,44,42,0,0,0,1,4.2185e+07
90923,4.2285e+07,2,-60,426,-189,-399,44,42,0,0,0,1,4.2285e+07
91324,4.2385e+07,2,-66,431,-204,-399,44,42,0,0,0,1,4.2385e+07
91731,4.2487e+07,2,-42,423,-203,-399,44,42,0,0,0,1,4.2486e+07
92134,4.2588e+07,2,-25,428,-174,-399,44,42,0,0,0,1,4.2588e+07
92543,4.2689e+07,2,-21,431,-166,-399,44,42,0,0,0,1,4.2689e+07
92916,4.2789e+07,2,-20,434,-182,-399,44,42,0,0,0,1,4.2789e+07
93320,4.289e+07,2,-33,423,-208,-399,44,42,0,0,0,1,4.289e+07
93723,4.2991e+07,2,-32,421,-221,-399,44,42,0,0,0,1,4.2991e+07
94129,4.3092e+07,2,-22,409,-217,-399,44,42,0,0,0,1,4.3092e+07
94536,4.3194e+07,2,-9,410,-219,-399,44,42,0,0,0,1,4.3194e+07
94911,4.3294e+07,2,-13,400,-235,-399,44,42,0,0,0,1,4.3294e+07
95315,4.3394e+07,2,-8,404,-235,-399,44,42,0,0,0,1,4.3394e+07
95718,4.3495e+07,2,14,403,-215,-399,44,42,0,0,0,1,4.3495e+07
96121,4.3597e+07,2,15,420,-189,-399,44,42,0,0,0,1,4.3597e+07
96528,4.37e+07,2,12,432,-173,-399,44,42,0,0,0,1,4.37e+07
96936,4.3802e+07,2,11,440,-168,-399,44,42,0,0,0,1,4.3802e+07
97311,4.3903e+07,2,0,445,-163,-399,44,42,0,0,0,1,4.3903e+07
97718,4.4006e+07,2,-12,440,-162,-399,44,42,0,0,0,1,4.4006e+07
98124,4.4108e+07,2,-2,447,-144,-399,44,42,0,0,0,1,4.4108e+07
98527,4.4209e+07,2,3,441,-133,-399,44,42,0,0,0,1,4.4209e+07
98933,4.431e+07,2,-3,446,-135,-399,44,42,0,0,0,1,4.431e+07
99334,4.441e+07,2,0,447,-146,-399,44,42,0,0,0,1,4.441e+07
99738,4.451e+07,2,11,437,-145,-399,44,42,0,0,0,1,4.451e+07
1.0014e+05,4.4611e+07,2,12,436,-140,-399,44,42,0,0,0,1,4.4611e+07
1.0052e+05,4.4714e+07,2,-1,442,-142,-399,44,42,0,0,0,1,4.4714e+07
1.0092e+05,4.4815e+07,2,-6,444,-123,-399,44,42,0,0,0,1,4.4815e+07
1.0133e+05,4.4915e+07,2,5,459,-109,-399,44,42,0,0,0,1,4.4915e+07
1.0173e+05,4.5016e+07,2,9,451,-99,-399,44,42,0,0,0,1,4.5016e+07
1.0214e+05,4.5117e+07,2,23,454,-76,-399,44,42,0,0,0,1,4.5117e+07
1.0254e+05,4.5217e+07,2,43,453,-58,-399,44,42,0,0,0,1,4.5217e+07
1.0295e+05,4.5318e+07,2,42,448,-46,-399,44,42,0,0,0,1,4.5318e+07
1.0332e+05,4.542e+07,2,42,448,-10,-399,44,42,0,0,0,1,4.542e+07
1.0373e+05,4.5521e+07,2,49,446,25,-399,44,42,0,0,0,1,4.5521e+07
1.0414e+05,4.5622e+07,2,46,444,33,-399,44,42,0,0,0,1,4.5622e+07
1.0455e+05,4.5723e+07,2,28,446,32,-399,44,42,0,0,0,1,4.5723e+07
1.0495e+05,4.5823e+07,2,19,445,53,-399,44,42,0,0,0,1,4.5823e+07
1.0536e+05,4.5925e+07,2,21,436,72,-399,44,42,0,0,0,1,4.5925e+07
1.0574e+05,4.6027e+07,2,19,429,89,-399,44,42,0,0,0,1,4.6027e+07
1.0614e+05,4.6129e+07,2,42,427,126,-399,44,42,0,0,0,1,4.6129e+07
1.0652e+05,4.6231e+07,2,44,419,135,-399,44,42,0,0,0,1,4.6231e+07
1.0693e+05,4.6332e+07,2,34,410,156,-399,44,42,0,0,0,1,4.6332e+07
1.0733e+05,4.6433e+07,2,33,388,185,-399,44,42,0,0,0,1,4.6433e+07
1.0774e+05,4.6534e+07,2,50,371,218,-399,44,42,0,0,0,1,4.6534e+07
1.0812e+05,4.6635e+07,2,72,356,236,-399,44,42,0,0,0,1,4.6635e+07
1.0852e+05,4.6735e+07,2,67,332,252,-399,44,42,0,0,0,1,4.6735e+07
1.0893e+05,4.6836e+07,2,58,315,270,-399,44,42,0,0,0,1,4.6836e+07
1.0931e+05,4.6937e+07,2,57,309,284,-399,44,42,0,0,0,1,4.6937e+07
1.0972e+05,4.7038e+07,2,50,306,293,-399,44,42,0,0,0,1,4.7038e+07
1.1009e+05,4.7139e+07,2,55,281,326,-399,44,42,0,0,0,1,4.7139e+07
1.105e+05,4.7239e+07,2,53,263,352,-399,44,42,0,0,0,1,4.7239e+07
1.109e+05,4.7341e+07,2,32,243,349,-399,44,42,0,0,0,1,4.7341e+07
1.1131e+05,4.7442e+07,2,21,243,362,-399,44,42,0,0,0,1,4.7442e+07
1.1172e+05,4.7542e+07,2,20,240,381,-399,44,42,0,0,0,1,4.7542e+07
1.1212e+05,4.7643e+07,2,3,232,383,-399,44,42,0,0,0,1,4.7643e+07
1.1253e+05,4.7746e+07,2,-13,237,366,-399,44,42,0,0,0,1,4.7746e+07
1.1293e+05,4.7847e+07,2,-10,233,374,-399,44,42,0,0,0,1,4.7847e+07
1.1334e+05,4.7948e+07,2,-3,216,382,-399,44,42,0,0,0,1,4.7948e+07
1.1372e+05,4.805e+07,2,-19,211,389,-399,44,42,0,0,0,1,4.805e+07
1.1412e+05,4.8151e+07,2,-25,209,403,-399,44,42,0,0,0,1,4.8151e+07
1.1452e+05,4.8253e+07,2,-33,212,404,-399,44,42,0,0,0,1,4.8253e+07
1.1493e+05,4.8355e+07,2,-47,204,395,-399,44,42,0,0,0,1,4.8355e+07
1.1534e+05,4.8456e+07,2,-42,192,403,-399,44,42,0,0,0,1,4.8456e+07
1.1574e+05,4.8558e+07,2,-30,184,420,-399,44,42,0,0,0,1,4.8558e+07
1.1627e+05,1.0792e+08,2,-14,216,385,-399,44,42,0,0,0,1,1.0792e+08
1.1672e+05,1.0802e+08,2,-10,221,387,-399,44,42,0,0,0,1,1.0802e+08
1.1714e+05,1.0813e+08,2,-9,213,395,-399,44,42,0,0,0,1,1.0813e+08
1.1759e+05,1.0823e+08,2,-13,218,391,-399,44,42,0,0,0,1,1.0823e+08
1.1804e+05,1.0833e+08,2,-12,213,391,-399,44,42,0,0,0,1,1.0833e+08
1.1849e+05,1.0843e+08,2,-13,214,390,-399,44,42,0,0,0,1,1.0843e+08
1.189e+05,1.0853e+08,2,-14,213,387,-399,44,42,0,0,0,1,1.0853e+08
1.1936e+05,1.0864e+08,2,-12,215,391,-399,44,42,0,0,0,1,1.0864e+08
1.1978e+05,1.0874e+08,2,-17,214,390,-399,44,42,0,0,0,1,1.0874e+08
1.2023e+05,1.0884e+08,2,-9,220,385,-399,44,42,0,0,0,1,1.0884e+08
1.2064e+05,1.0894e+08,2,-14,213,392,-399,44,42,0,0,0,1,1.0894e+08
1.211e+05,1.0905e+08,2,-12,217,390,-399,44,42,0,0,0,1,1.0905e+08
1.2155e+05,1.0915e+08,2,-8,222,384,-399,44,42,0,0,0,1,1.0915e+08
1.22e+05,1.0925e+08,2,-17,214,395,-399,44,42,0,0,0,1,1.0925e+08
1.2245e+05,1.0936e+08,2,-12,219,387,-399,44,42,0,0,0,1,1.0936e+08
1.229e+05,1.0946e+08,2,-14,217,388,-399,44,42,0,0,0,1,1.0946e+08
1.2335e+05,1.0956e+08,2,-17,217,392,-399,44,42,0,0,0,1,1.0956e+08
1.238e+05,1.0966e+08,2,-15,217,389,-399,44,42,0,0,0,1,1.0966e+08
1.2425e+05,1.0976e+08,2,-17,220,380,-399,44,42,0,0,0,1,1.0976e+08
1.247e+05,1.0987e+08,2,-15,221,389,-399,44,42,0,0,0,1,1.0987e+08
1.2515e+05,1.0997e+08,2,-9,211,396,-399,44,42,0,0,0,1,1.0997e+08
1.2557e+05,1.1007e+08,2,-13,211,393,-399,44,42,0,0,0,1,1.1007e+08
1.2603e+05,1.1017e+08,2,-16,213,396,-399,44,42,0,0,0,1,1.1017e+08
1.2648e+05,1.1027e+08,2,-13,212,396,-399,44,42,0,0,0,1,1.1027e+08
1.2693e+05,1.1038e+08,2,-19,218,389,-399,44,42,0,0,0,1,1.1038e+08
1.2738e+05,1.1048e+08,2,-16,216,388,-399,44,42,0,0,0,1,1.1048e+08
1.2783e+05,1.1058e+08,2,-17,218,394,-399,44,42,0,0,0,1,1.1058e+08
1.2858e+05,1.1078e+08,2,-18,214,392,-399,44,42,0,0,0,1,1.1078e+08
1.2903e+05,1.1089e+08,2,-13,211,394,-399,44,42,0,0,0,1,1.1089e+08
1.2948e+05,1.1099e+08,2,-19,218,390,-399,44,42,0,0,0,1,1.1099e+08
1.2994e+05,1.1109e+08,2,-14,213,394,-399,44,42,0,0,0,1,1.1109e+08
