LineNo,TimeUS,Id,Pri,Total,Free,Name
2890,2.0177e+07,15,181,656,256,0
12355,2.258e+07,15,181,656,256,0
21744,2.4928e+07,15,181,656,256,0
31299,2.7306e+07,15,181,656,256,0
40571,2.9631e+07,15,181,656,256,0
49973,3.198e+07,15,181,656,256,0
59276,3.4302e+07,15,181,656,256,0
68742,3.6698e+07,15,181,656,256,0
77963,3.902e+07,15,181,656,256,0
87208,4.1346e+07,15,181,656,256,0
96577,4.3713e+07,15,181,656,256,0
1.0582e+05,4.6045e+07,15,181,656,256,0
1.1502e+05,4.8375e+07,15,181,656,256,0
1.2282e+05,1.0944e+08,15,181,656,256,0
1.3397e+05,1.1202e+08,15,181,656,256,0
1.4425e+05,1.145e+08,15,181,656,256,0
1.5399e+05,1.1697e+08,15,181,656,256,0
1.6374e+05,1.1942e+08,15,181,656,256,0
1.7352e+05,1.2188e+08,15,181,656,256,0
1.8327e+05,1.2432e+08,15,181,656,256,0
1.9303e+05,1.2677e+08,15,181,656,256,0
2.067e+05,1.758e+08,15,181,656,256,0
2.1775e+05,1.7836e+08,15,181,656,256,0
2.2846e+05,1.8083e+08,15,181,656,256,0
2.392e+05,1.8333e+08,15,181,656,256,0
2.4974e+05,1.8583e+08,15,181,656,256,0
2.6068e+05,1.884e+08,15,181,656,256,0
2.7182e+05,1.9102e+08,15,181,656,256,0
2.8279e+05,1.936e+08,15,181,656,256,0
2.9386e+05,1.9626e+08,15,181,656,256,0
3.0398e+05,1.9875e+08,15,181,656,256,0
3.1455e+05,2.0136e+08,15,181,656,256,0
3.2486e+05,2.039e+08,15,181,656,256,0
3.3549e+05,2.0666e+08,15,181,656,256,0
3.4581e+05,2.0921e+08,15,181,656,256,0
3.5611e+05,2.1173e+08,15,181,656,256,0
3.6619e+05,2.1421e+08,15,181,656,256,0
3.7662e+05,2.1677e+08,15,181,656,256,0
3.8739e+05,2.1939e+08,15,181,656,256,0
3.9777e+05,2.2195e+08,15,181,656,256,0
4.0831e+05,2.2463e+08,15,181,656,256,0
4.1877e+05,2.2721e+08,15,181,656,256,0
4.2931e+05,2.2987e+08,15,181,656,256,0
4.395e+05,2.3237e+08,15,181,656,256,0
4.498e+05,2.3491e+08,15,181,656,256,0
4.5996e+05,2.374e+08,15,181,656,256,0
4.7014e+05,2.3991e+08,15,181,656,256,0
4.8075e+05,2.4253e+08,15,181,656,256,0
4.9094e+05,2.4504e+08,15,181,656,256,0
5.0091e+05,2.4749e+08,15,181,656,256,0
5.1141e+05,2.5009e+08,15,181,656,256,0
5.2155e+05,2.5259e+08,15,181,656,256,0
5.3219e+05,2.5521e+08,15,181,656,256,0
5.425e+05,2.5774e+08,15,181,656,256,0
5.529e+05,2.603e+08,15,181,656,256,0
5.632e+05,2.6285e+08,15,181,656,256,0
5.7342e+05,2.6544e+08,15,181,656,256,0
5.8335e+05,2.679e+08,15,181,656,256,0
5.9362e+05,2.7044e+08,15,181,656,256,0
6.0393e+05,2.7298e+08,15,181,656,256,0
6.1397e+05,2.7547e+08,15,181,656,256,0
6.2445e+05,2.7803e+08,15,181,656,256,0
6.3468e+05,2.8055e+08,15,181,656,256,0
6.452e+05,2.8315e+08,15,181,656,256,0
6.5578e+05,2.8576e+08,15,181,656,256,0
6.6634e+05,2.8831e+08,15,181,656,256,0
6.7757e+05,2.9097e+08,15,181,656,256,0
6.8791e+05,2.9342e+08,15,181,656,256,0
6.9852e+05,2.9594e+08,15,181,656,256,0
7.0895e+05,2.9841e+08,15,181,656,256,0
7.1969e+05,3.0096e+08,15,181,656,256,0
