LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
303,19490750,0,1.99,1.11,24.49,-0.003382608,-0.003036521,-0.01271885,-0.02357149,0,0,0.6407461,-0.01,-0.01,-0.53,0
647,19556015,0,2,1.11,24.51,-0.00373893,-0.003764625,-0.01116927,-0.00842793,0,0,0.6416591,-0.01,-0.01,-0.52,0
874,19601666,0,1.99,1.11,24.53,-0.003866028,-0.003829891,-0.0102127,0.02108404,0,0,0.6439818,-0.01,-0.01,-0.53,0
1216,19763105,0,1.99,1.11,24.58,-0.003308538,-0.004408057,-0.4658378,-0.3790584,0,0,0.6275766,-0.01,-0.01,-0.51,0
1492,19833718,0,1.99,1.11,24.61,-0.00365611,-0.003802838,-0.4932156,-0.4064296,0,0,0.5990714,-0.01,-0.01,-0.49,0
1587,19855799,0,1.99,1.11,24.61,-0.003705017,-0.003730664,-0.4913025,-0.3959094,0,0,0.5920762000000001,-0.01,-0.01,-0.49,0
1627,19866007,0,2,1.11,24.62,-0.003877971,-0.003637926,-0.4911794,-0.3873659,0,0,0.5866789,-0.01,-0.01,-0.49,0
1669,19876189,0,2,1.11,24.62,-0.003969663,-0.003714815,-0.4903424,-0.3811125,0,0,0.5832932,-0.01,-0.01,-0.49,0
1710,19885996,0,2,1.11,24.62,-0.003778851,-0.003904547,-0.4896831,-0.3755614,0,0,0.5798583,-0.01,-0.01,-0.49,0
1750,19899017,0,2,1.11,24.62,-0.003537432,-0.003774151,-0.4888234,-0.3687132,0,0,0.575359,-0.01,-0.01,-0.49,0
1791,19909145,0,2,1.11,24.62,-0.003468224,-0.003603703,-0.4881171,-0.3639426,0,0,0.5722644,-0.01,-0.01,-0.49,0
1831,19919861,0,2,1.11,24.62,-0.003326576,-0.003644433,-0.4873292,-0.3588227,0,0,0.5686288,-0.01,-0.01,-0.49,0
1873,19929946,0,2,1.11,24.63,-0.00337357,-0.003739566,-0.4874493,-0.353301,0,0,0.5637598,-0.01,-0.01,-0.49,0
1913,19940015,0,1.99,1.11,24.63,-0.003251479,-0.003565233,-0.486692,-0.3481507,0,0,0.5605587,-0.01,-0.01,-0.49,0
1954,19950031,0,1.99,1.11,24.63,-0.003253716,-0.003444965,-0.4862666,-0.3448026,0,0,0.5572991,-0.01,-0.01,-0.49,0
