LineNo,TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S
1573,1.9857e+07,0,175,-63,351,43,-7,144,0,0,0,1,1.9857e+07
1982,1.9959e+07,0,173,-64,351,43,-7,144,0,0,0,1,1.9959e+07
2397,2.0061e+07,0,175,-64,350,43,-7,144,0,0,0,1,2.0061e+07
2807,2.0162e+07,0,176,-61,353,43,-7,144,0,0,0,1,2.0162e+07
3219,2.0262e+07,0,172,-63,351,43,-7,144,0,0,0,1,2.0262e+07
3635,2.0364e+07,0,172,-62,348,43,-7,144,0,0,0,1,2.0364e+07
4046,2.0466e+07,0,180,-63,351,43,-7,144,0,0,0,1,2.0466e+07
4455,2.0568e+07,0,168,-58,345,43,-7,144,0,0,0,1,2.0568e+07
4870,2.0669e+07,0,170,-65,347,43,-7,144,0,0,0,1,2.0669e+07
5252,2.077e+07,0,171,-65,351,43,-7,144,0,0,0,1,2.077e+07
5666,2.0871e+07,0,176,-65,351,43,-7,144,0,0,0,1,2.0871e+07
6073,2.0972e+07,0,174,-66,345,43,-7,144,0,0,0,1,2.0972e+07
6485,2.1073e+07,0,173,-63,346,43,-7,144,0,0,0,1,2.1073e+07
6892,2.1173e+07,0,176,-65,349,43,-7,144,0,0,0,1,2.1173e+07
7275,2.1275e+07,0,176,-63,348,43,-7,144,0,0,0,1,2.1275e+07
7688,2.1375e+07,0,179,-57,346,43,-7,144,0,0,0,1,2.1375e+07
8073,2.1477e+07,0,179,-62,350,43,-7,144,0,0,0,1,2.1477e+07
8479,2.1578e+07,0,173,-62,349,43,-7,144,0,0,0,1,2.1578e+07
8889,2.168e+07,0,176,-63,349,43,-7,144,0,0,0,1,2.168e+07
9296,2.178e+07,0,176,-63,344,43,-7,144,0,0,0,1,2.178e+07
9549,2.188e+07,0,175,-60,355,43,-7,144,0,0,0,1,2.188e+07
9956,2.198e+07,0,176,-62,351,43,-7,144,0,0,0,1,2.198e+07
10366,2.208e+07,0,173,-68,347,43,-7,144,0,0,0,1,2.208e+07
10776,2.2182e+07,0,176,-62,350,43,-7,144,0,0,0,1,2.2182e+07
11163,2.2284e+07,0,176,-58,349,43,-7,144,0,0,0,1,2.2284e+07
11574,2.2386e+07,0,176,-68,344,43,-7,144,0,0,0,1,2.2386e+07
11988,2.2488e+07,0,178,-61,348,43,-7,144,0,0,0,1,2.2488e+07
12398,2.2591e+07,0,175,-64,352,43,-7,144,0,0,0,1,2.2591e+07
12809,2.2693e+07,0,176,-65,349,43,-7,144,0,0,0,1,2.2693e+07
13216,2.2793e+07,0,176,-66,349,43,-7,144,0,0,0,1,2.2793e+07
13628,2.2896e+07,0,176,-60,348,43,-7,144,0,0,0,1,2.2895e+07
14038,2.2997e+07,0,174,-61,346,43,-7,144,0,0,0,1,2.2997e+07
14449,2.3099e+07,0,169,-60,347,43,-7,144,0,0,0,1,2.3099e+07
14831,2.32e+07,0,180,-60,348,43,-7,144,0,0,0,1,2.32e+07
15242,2.3302e+07,0,174,-62,352,43,-7,144,0,0,0,1,2.3302e+07
15654,2.3405e+07,0,180,-63,343,43,-7,144,0,0,0,1,2.3405e+07
16067,2.3507e+07,0,177,-64,348,43,-7,144,0,0,0,1,2.3507e+07
16449,2.361e+07,0,176,-63,348,43,-7,144,0,0,0,1,2.361e+07
16860,2.3712e+07,0,176,-63,347,43,-7,144,0,0,0,1,2.3712e+07
17268,2.3814e+07,0,177,-62,349,43,-7,144,0,0,0,1,2.3814e+07
17683,2.3915e+07,0,177,-63,345,43,-7,144,0,0,0,1,2.3915e+07
18068,2.4018e+07,0,181,-61,349,43,-7,144,0,0,0,1,2.4018e+07
18481,2.4119e+07,0,177,-64,348,43,-7,144,0,0,0,1,2.4119e+07
18888,2.4221e+07,0,169,-60,345,43,-7,144,0,0,0,1,2.4221e+07
19298,2.4323e+07,0,174,-58,344,43,-7,144,0,0,0,1,2.4323e+07
19682,2.4424e+07,0,173,-68,346,43,-7,144,0,0,0,1,2.4424e+07
20094,2.4526e+07,0,174,-55,349,43,-7,144,0,0,0,1,2.4526e+07
20504,2.4628e+07,0,180,-64,348,43,-7,144,0,0,0,1,2.4628e+07
20918,2.4729e+07,0,180,-64,349,43,-7,144,0,0,0,1,2.4729e+07
21336,2.4832e+07,0,178,-63,347,43,-7,144,0,0,0,1,2.4832e+07
21752,2.4935e+07,0,176,-61,349,43,-7,144,0,0,0,1,2.4935e+07
22163,2.5036e+07,0,178,-66,344,43,-7,144,0,0,0,1,2.5036e+07
22578,2.514e+07,0,179,-59,347,43,-7,144,0,0,0,1,2.514e+07
22986,2.5243e+07,0,169,-67,353,43,-7,144,0,0,0,1,2.5243e+07
23405,2.5347e+07,0,176,-61,352,43,-7,144,0,0,0,1,2.5347e+07
23824,2.5448e+07,0,174,-62,348,43,-7,144,0,0,0,1,2.5448e+07
24237,2.5548e+07,0,176,-62,349,43,-7,144,0,0,0,1,2.5548e+07
24652,2.565e+07,0,174,-61,351,43,-7,144,0,0,0,1,2.565e+07
25065,2.5754e+07,0,176,-62,345,43,-7,144,0,0,0,1,2.5754e+07
25479,2.5856e+07,0,180,-65,348,43,-7,144,0,0,0,1,2.5856e+07
25889,2.5958e+07,0,176,-58,349,43,-7,144,0,0,0,1,2.5958e+07
26299,2.6059e+07,0,180,-54,348,43,-7,144,0,0,0,1,2.6059e+07
26678,2.616e+07,0,177,-64,350,43,-7,144,0,0,0,1,2.616e+07
27092,2.6261e+07,0,178,-61,344,43,-7,144,0,0,0,1,2.6261e+07
27498,2.6362e+07,0,179,-65,345,43,-7,144,0,0,0,1,2.6362e+07
27911,2.6463e+07,0,181,-65,347,43,-7,144,0,0,0,1,2.6463e+07
28318,2.6565e+07,0,177,-61,347,43,-7,144,0,0,0,1,2.6565e+07
28702,2.6667e+07,0,180,-63,344,43,-7,144,0,0,0,1,2.6667e+07
29115,2.6768e+07,0,179,-59,352,43,-7,144,0,0,0,1,2.6768e+07
29530,2.6869e+07,0,177,-62,341,43,-7,144,0,0,0,1,2.6869e+07
29940,2.6971e+07,0,176,-65,351,43,-7,144,0,0,0,1,2.6971e+07
30350,2.7073e+07,0,177,-63,348,43,-7,144,0,0,0,1,2.7073e+07
30756,2.7174e+07,0,177,-63,345,43,-7,144,0,0,0,1,2.7174e+07
31169,2.7276e+07,0,175,-68,348,43,-7,144,0,0,0,1,2.7275e+07
31575,2.7377e+07,0,172,-63,351,43,-7,144,0,0,0,1,2.7377e+07
31961,2.7479e+07,0,176,-66,343,43,-7,144,0,0,0,1,2.7479e+07
32367,2.7581e+07,0,178,-65,351,43,-7,144,0,0,0,1,2.7581e+07
32776,2.7683e+07,0,174,-66,345,43,-7,144,0,0,0,1,2.7683e+07
33189,2.7784e+07,0,180,-65,346,43,-7,144,0,0,0,1,2.7784e+07
33602,2.7885e+07,0,176,-64,344,43,-7,144,0,0,0,1,2.7885e+07
33984,2.7987e+07,0,174,-71,350,43,-7,144,0,0,0,1,2.7987e+07
34393,2.809e+07,0,174,-61,351,43,-7,144,0,0,0,1,2.809e+07
34803,2.8191e+07,0,176,-62,348,43,-7,144,0,0,0,1,2.8191e+07
35217,2.8293e+07,0,172,-59,351,43,-7,144,0,0,0,1,2.8293e+07
35623,2.8395e+07,0,178,-59,348,43,-7,144,0,0,0,1,2.8395e+07
36009,2.8497e+07,0,178,-60,350,43,-7,144,0,0,0,1,2.8497e+07
36419,2.8598e+07,0,169,-62,349,43,-7,144,0,0,0,1,2.8598e+07
36831,2.8701e+07,0,178,-62,347,43,-7,144,0,0,0,1,2.8701e+07
37245,2.8802e+07,0,174,-65,346,43,-7,144,0,0,0,1,2.8802e+07
37655,2.8904e+07,0,172,-62,349,43,-7,144,0,0,0,1,2.8904e+07
38063,2.9006e+07,0,173,-66,347,43,-7,144,0,0,0,1,2.9006e+07
38470,2.9108e+07,0,175,-63,354,43,-7,144,0,0,0,1,2.9108e+07
38879,2.921e+07,0,175,-59,350,43,-7,144,0,0,0,1,2.921e+07
39261,2.9311e+07,0,174,-66,348,43,-7,144,0,0,0,1,2.931e+07
39669,2.9411e+07,0,178,-60,345,43,-7,144,0,0,0,1,2.9411e+07
40081,2.9513e+07,0,178,-67,348,43,-7,144,0,0,0,1,2.9513e+07
40489,2.9614e+07,0,177,-60,347,43,-7,144,0,0,0,1,2.9614e+07
40903,2.9718e+07,0,180,-68,350,43,-7,144,0,0,0,1,2.9718e+07
41314,2.9821e+07,0,171,-62,348,43,-7,144,0,0,0,1,2.9821e+07
41726,2.9923e+07,0,177,-56,348,43,-7,144,0,0,0,1,2.9923e+07
42138,3.0024e+07,0,176,-63,351,43,-7,144,0,0,0,1,3.0024e+07
42554,3.0125e+07,0,174,-66,349,43,-7,144,0,0,0,1,3.0125e+07
42966,3.0225e+07,0,176,-62,347,43,-7,144,0,0,0,1,3.0225e+07
43379,3.0327e+07,0,176,-64,349,43,-7,144,0,0,0,1,3.0327e+07
43764,3.0428e+07,0,170,-64,342,43,-7,144,0,0,0,1,3.0428e+07
44180,3.0531e+07,0,174,-62,346,43,-7,144,0,0,0,1,3.0531e+07
44588,3.0631e+07,0,169,-61,349,43,-7,144,0,0,0,1,3.0631e+07
44998,3.0734e+07,0,174,-65,345,43,-7,144,0,0,0,1,3.0733e+07
45413,3.0836e+07,0,175,-63,349,43,-7,144,0,0,0,1,3.0836e+07
45820,3.0937e+07,0,175,-66,351,43,-7,144,0,0,0,1,3.0937e+07
46198,3.1039e+07,0,173,-63,350,43,-7,144,0,0,0,1,3.1039e+07
46609,3.1141e+07,0,173,-66,346,43,-7,144,0,0,0,1,3.1141e+07
47019,3.1243e+07,0,176,-64,347,43,-7,144,0,0,0,1,3.1243e+07
47431,3.1345e+07,0,178,-69,349,43,-7,144,0,0,0,1,3.1345e+07
47844,3.1446e+07,0,179,-68,347,43,-7,144,0,0,0,1,3.1446e+07
48260,3.1547e+07,0,177,-66,352,43,-7,144,0,0,0,1,3.1547e+07
