LineNo,TimeUS,C,SV,SP,SH,SM,SVT,errRP,OFN,OFE,FS,TS,SS,GPS,PI
10509,2.2114e+07,0,0,0,0.03,0.01,0,0.019677,0,0,0,50,65703,0,0
10546,2.2124e+07,0,0,0,0.01,0.01,0,0.019721,0,0,0,50,65703,0,0
10587,2.2134e+07,0,0,0,0.01,0,0,0.019015,0,0,0,50,65703,0,0
10627,2.2144e+07,0,0,0,0.01,0,0,0.019057,0,0,0,50,65703,0,0
10669,2.2155e+07,0,0,0,0.01,0,0,0.0191,0,0,0,50,65703,0,0
10709,2.2166e+07,0,0,0,0.01,0,0,0.019143,0,0,0,50,65703,0,0
10751,2.2177e+07,0,0,0,0.01,0,0,0.019143,0,0,0,50,65703,0,0
10796,2.2186e+07,0,0,0,0.01,0,0,0.019186,0,0,0,50,65703,0,0
10836,2.2196e+07,0,0,0,0.01,0,0,0.019229,0,0,0,50,65703,0,0
10877,2.2206e+07,0,0,0,0.01,0,0,0.019273,0,0,0,50,65703,0,0
10923,2.2222e+07,0,0,0,0.01,0,0,0.019316,0,0,0,50,65703,0,0
10965,2.2232e+07,0,0,0,0.01,0.01,0,0.018632,0,0,0,50,65703,0,0
11005,2.2242e+07,0,0,0,0.01,0.01,0,0.018673,0,0,0,50,65703,0,0
11048,2.2253e+07,0,0,0,0.01,0.01,0,0.018714,0,0,0,50,65703,0,0
11088,2.2263e+07,0,0,0,0.01,0.01,0,0.018714,0,0,0,50,65703,0,0
11130,2.2273e+07,0,0,0,0.01,0.01,0,0.018757,0,0,0,50,65703,0,0
11176,2.2283e+07,0,0,0,0.01,0.01,0,0.018799,0,0,0,50,65703,0,0
11216,2.2294e+07,0,0,0,0.01,0.01,0,0.01884,0,0,0,50,65703,0,0
11259,2.2304e+07,0,0,0,0.01,0.01,0,0.018883,0,0,0,50,65703,0,0
11299,2.2314e+07,0,0,0,0.01,0.01,0,0.018925,0,0,0,50,65703,0,0
11341,2.2324e+07,0,0,0,0.01,0.01,0,0.018925,0,0,0,50,65703,0,0
11378,2.2334e+07,0,0,0,0.05,0.02,0,0.018967,0,0,0,50,65703,0,0
11419,2.2344e+07,0,0,0,0.05,0.02,0,0.018287,0,0,0,50,65703,0,0
11460,2.2354e+07,0,0,0,0.05,0.02,0,0.018327,0,0,0,50,65703,0,0
11500,2.2364e+07,0,0,0,0.05,0.02,0,0.018368,0,0,0,50,65703,0,0
11542,2.2374e+07,0,0,0,0.05,0.02,0,0.018409,0,0,0,50,65703,0,0
11587,2.2385e+07,0,0,0,0.05,0.02,0,0.018449,0,0,0,50,65703,0,0
11630,2.2395e+07,0,0,0,0.05,0.02,0,0.018449,0,0,0,50,65703,0,0
11671,2.2405e+07,0,0,0,0.05,0.02,0,0.018489,0,0,0,50,65703,0,0
11711,2.2416e+07,0,0,0,0.05,0.02,0,0.01853,0,0,0,50,65703,0,0
11752,2.2426e+07,0,0,0,0.01,0.02,0,0.018571,0,0,0,50,65703,0,0
11789,2.2436e+07,0,0,0,0.01,0,0,0.017922,0,0,0,50,65703,0,0
11831,2.2447e+07,0,0,0,0.01,0,0,0.017961,0,0,0,50,65703,0,0
11873,2.2457e+07,0,0,0,0.01,0,0,0.017961,0,0,0,50,65703,0,0
11914,2.2467e+07,0,0,0,0.01,0,0,0.018,0,0,0,50,65703,0,0
11956,2.2477e+07,0,0,0,0.01,0,0,0.01804,0,0,0,50,65703,0,0
12001,2.2487e+07,0,0,0,0.01,0,0,0.018079,0,0,0,50,65703,0,0
12042,2.2497e+07,0,0,0,0.01,0,0,0.018119,0,0,0,50,65703,0,0
12082,2.2507e+07,0,0,0,0.01,0,0,0.018158,0,0,0,50,65703,0,0
12126,2.252e+07,0,0,0,0.05,0,0,0.018198,0,0,0,50,65703,0,0
12168,2.2531e+07,0,0,0,0.05,0.01,0,0.017577,0,0,0,50,65703,0,0
12208,2.2542e+07,0,0,0,0.05,0.01,0,0.017614,0,0,0,50,65703,0,0
12246,2.2552e+07,0,0,0,0.05,0.01,0,0.017614,0,0,0,50,65703,0,0
12286,2.2562e+07,0,0,0,0.05,0.01,0,0.017652,0,0,0,50,65703,0,0
12327,2.2572e+07,0,0,0,0.05,0.01,0,0.017691,0,0,0,50,65703,0,0
12369,2.2583e+07,0,0,0,0.05,0.01,0,0.017729,0,0,0,50,65703,0,0
12416,2.2593e+07,0,0,0,0.05,0.01,0,0.017767,0,0,0,50,65703,0,0
12456,2.2603e+07,0,0,0,0.05,0.01,0,0.017767,0,0,0,50,65703,0,0
12497,2.2613e+07,0,0,0,0.05,0.01,0,0.017806,0,0,0,50,65703,0,0
12538,2.2623e+07,0,0,0,0.05,0.01,0,0.017844,0,0,0,50,65703,0,0
12575,2.2633e+07,0,0,0,0.01,0,0,0.017882,0,0,0,50,65703,0,0
12615,2.2643e+07,0,0,0,0.01,0,0,0.01727,0,0,0,50,65703,0,0
12656,2.2654e+07,0,0,0,0.01,0,0,0.017307,0,0,0,50,65703,0,0
12697,2.2664e+07,0,0,0,0.01,0,0,0.017307,0,0,0,50,65703,0,0
12737,2.2674e+07,0,0,0,0.01,0,0,0.017344,0,0,0,50,65703,0,0
12780,2.2684e+07,0,0,0,0.01,0,0,0.017382,0,0,0,50,65703,0,0
12825,2.2694e+07,0,0,0,0.01,0,0,0.01742,0,0,0,50,65703,0,0
12865,2.2704e+07,0,0,0,0.01,0,0,0.017457,0,0,0,50,65703,0,0
12906,2.2714e+07,0,0,0,0.01,0,0,0.017457,0,0,0,50,65703,0,0
12946,2.2724e+07,0,0,0,0.01,0,0,0.017495,0,0,0,50,65703,0,0
12984,2.2737e+07,0,0,0,0.03,0,0,0.017532,0,0,0,50,65703,0,0
13024,2.2747e+07,0,0,0,0.03,0,0,0.016943,0,0,0,50,65703,0,0
13066,2.2757e+07,0,0,0,0.03,0,0,0.016978,0,0,0,50,65703,0,0
13107,2.2767e+07,0,0,0,0.03,0,0,0.017014,0,0,0,50,65703,0,0
13147,2.2777e+07,0,0,0,0.03,0,0,0.017014,0,0,0,50,65703,0,0
13188,2.2787e+07,0,0,0,0.03,0,0,0.017051,0,0,0,50,65703,0,0
13235,2.2798e+07,0,0,0,0.03,0,0,0.017087,0,0,0,50,65703,0,0
13276,2.2808e+07,0,0,0,0.03,0,0,0.017124,0,0,0,50,65703,0,0
13317,2.2818e+07,0,0,0,0.03,0,0,0.01716,0,0,0,50,65703,0,0
13357,2.2828e+07,0,0,0,0.02,0,0,0.017197,0,0,0,50,65703,0,0
13398,2.2839e+07,0,0,0,0.02,0,0,0.016629,0,0,0,50,65703,0,0
13438,2.2849e+07,0,0,0,0.02,0,0,0.016663,0,0,0,50,65703,0,0
13480,2.2859e+07,0,0,0,0.02,0,0,0.016663,0,0,0,50,65703,0,0
13521,2.2869e+07,0,0,0,0.02,0,0,0.016699,0,0,0,50,65703,0,0
13561,2.2879e+07,0,0,0,0.02,0,0,0.016734,0,0,0,50,65703,0,0
13603,2.289e+07,0,0,0,0.02,0,0,0.016769,0,0,0,50,65703,0,0
13647,2.29e+07,0,0,0,0.02,0,0,0.016804,0,0,0,50,65703,0,0
13689,2.291e+07,0,0,0,0.02,0,0,0.016839,0,0,0,50,65703,0,0
13729,2.292e+07,0,0,0,0.02,0,0,0.016839,0,0,0,50,65703,0,0
13770,2.293e+07,0,0,0,0.02,0,0,0.016875,0,0,0,50,65703,0,0
13808,2.294e+07,0,0,0,0.03,0.02,0,0.01691,0,0,0,50,65703,0,0
13848,2.2951e+07,0,0,0,0.03,0.02,0,0.016354,0,0,0,50,65703,0,0
13889,2.2961e+07,0,0,0,0.03,0.02,0,0.016389,0,0,0,50,65703,0,0
13931,2.2971e+07,0,0,0,0.03,0.02,0,0.016423,0,0,0,50,65703,0,0
13972,2.2981e+07,0,0,0,0.03,0.02,0,0.016423,0,0,0,50,65703,0,0
14013,2.2991e+07,0,0,0,0.03,0.02,0,0.016457,0,0,0,50,65703,0,0
