LineNo,TimeUS,Id,Pri,Total,Free,Name
5869,2.092e+07,0,182,7168,5312,0
15321,2.3316e+07,0,182,7168,5312,0
24743,2.5672e+07,0,182,7168,5312,0
34266,2.8055e+07,0,182,7168,5312,0
43631,3.0391e+07,0,182,7168,5312,0
52994,3.2727e+07,0,182,7168,5312,0
62282,3.5054e+07,0,182,7168,5312,0
71706,3.7443e+07,0,182,7168,5312,0
80928,3.976e+07,0,182,7168,5312,0
90224,4.2102e+07,0,182,7168,5312,0
99540,4.4463e+07,0,182,7168,5312,0
1.0873e+05,4.6786e+07,0,182,7168,5312,0
1.2662e+05,1.103e+08,0,182,7168,5312,0
1.3792e+05,1.1293e+08,0,182,7168,5312,0
1.4762e+05,1.1536e+08,0,182,7168,5312,0
1.5738e+05,1.1781e+08,0,182,7168,5312,0
1.6718e+05,1.2029e+08,0,182,7168,5312,0
1.7695e+05,1.2274e+08,0,182,7168,5312,0
1.867e+05,1.2518e+08,0,182,7168,5312,0
1.9625e+05,1.276e+08,0,182,7168,5312,0
1.9996e+05,1.7424e+08,0,182,7168,5312,0
2.1048e+05,1.767e+08,0,182,7168,5312,0
2.216e+05,1.7924e+08,0,182,7168,5312,0
2.3209e+05,1.8168e+08,0,182,7168,5312,0
2.4283e+05,1.8418e+08,0,182,7168,5312,0
2.5354e+05,1.8672e+08,0,182,7168,5312,0
2.6444e+05,1.8926e+08,0,182,7168,5312,0
2.755e+05,1.9188e+08,0,182,7168,5312,0
2.8654e+05,1.945e+08,0,182,7168,5312,0
2.9719e+05,1.9707e+08,0,182,7168,5312,0
3.0757e+05,1.9964e+08,0,182,7168,5312,0
3.182e+05,2.0226e+08,0,182,7168,5312,0
3.2871e+05,2.0484e+08,0,182,7168,5312,0
3.3908e+05,2.0755e+08,0,182,7168,5312,0
3.4945e+05,2.101e+08,0,182,7168,5312,0
3.5965e+05,2.126e+08,0,182,7168,5312,0
3.6986e+05,2.151e+08,0,182,7168,5312,0
3.8037e+05,2.1768e+08,0,182,7168,5312,0
3.9084e+05,2.2024e+08,0,182,7168,5312,0
4.0155e+05,2.2299e+08,0,182,7168,5312,0
4.1197e+05,2.2554e+08,0,182,7168,5312,0
4.2252e+05,2.2813e+08,0,182,7168,5312,0
4.3275e+05,2.307e+08,0,182,7168,5312,0
4.4325e+05,2.333e+08,0,182,7168,5312,0
4.5328e+05,2.3577e+08,0,182,7168,5312,0
4.6348e+05,2.3826e+08,0,182,7168,5312,0
4.7413e+05,2.409e+08,0,182,7168,5312,0
4.8441e+05,2.4342e+08,0,182,7168,5312,0
4.9446e+05,2.459e+08,0,182,7168,5312,0
5.0451e+05,2.4837e+08,0,182,7168,5312,0
5.1481e+05,2.5093e+08,0,182,7168,5312,0
5.2522e+05,2.535e+08,0,182,7168,5312,0
5.358e+05,2.561e+08,0,182,7168,5312,0
5.4598e+05,2.586e+08,0,182,7168,5312,0
5.5648e+05,2.6118e+08,0,182,7168,5312,0
5.6678e+05,2.6373e+08,0,182,7168,5312,0
5.769e+05,2.663e+08,0,182,7168,5312,0
5.8687e+05,2.6877e+08,0,182,7168,5312,0
5.9722e+05,2.7133e+08,0,182,7168,5312,0
6.0733e+05,2.7382e+08,0,182,7168,5312,0
6.1772e+05,2.7638e+08,0,182,7168,5312,0
6.2802e+05,2.7891e+08,0,182,7168,5312,0
6.384e+05,2.8148e+08,0,182,7168,5312,0
6.489e+05,2.8406e+08,0,182,7168,5312,0
6.594e+05,2.8663e+08,0,182,7168,5312,0
6.7002e+05,2.8917e+08,0,182,7168,5312,0
6.8106e+05,2.9179e+08,0,182,7168,5312,0
6.9169e+05,2.9431e+08,0,182,7168,5312,0
7.0221e+05,2.9681e+08,0,182,7168,5312,0
7.1251e+05,2.9925e+08,0,182,7168,5312,0
7.2335e+05,3.0183e+08,0,182,7168,5312,0
