LineNo,TimeUS,C,Q1,Q2,Q3,Q4
5934,2.0934e+07,1,0.97263,0.011542,0.0036514,0.23205
5976,2.0944e+07,1,0.97262,0.011545,0.0036294,0.2321
6017,2.0954e+07,1,0.97261,0.011533,0.0036314,0.23214
6057,2.0964e+07,1,0.9726,0.011534,0.0036401,0.23219
6102,2.0974e+07,1,0.97258,0.011542,0.0036045,0.23225
6142,2.0984e+07,1,0.97258,0.011557,0.0035828,0.23225
6184,2.0994e+07,1,0.97257,0.011563,0.003594,0.2323
6225,2.1004e+07,1,0.97256,0.011587,0.0035683,0.23234
6265,2.1014e+07,1,0.97255,0.011601,0.0035908,0.23238
6303,2.1024e+07,1,0.97254,0.011624,0.0036163,0.23242
6344,2.1034e+07,1,0.97253,0.011638,0.0035823,0.23246
6388,2.1044e+07,1,0.97253,0.01164,0.0035516,0.23247
6428,2.1054e+07,1,0.97252,0.011649,0.0035423,0.23251
6472,2.1067e+07,1,0.97251,0.011636,0.0034948,0.23256
6516,2.1077e+07,1,0.9725,0.011634,0.0034393,0.23258
6557,2.1087e+07,1,0.97249,0.01159,0.0034405,0.23262
6599,2.1097e+07,1,0.97248,0.011565,0.003455,0.23267
6639,2.111e+07,1,0.97247,0.011537,0.0034866,0.23271
6677,2.112e+07,1,0.97246,0.011547,0.0035131,0.23275
6717,2.113e+07,1,0.97245,0.011556,0.0035183,0.23282
6760,2.114e+07,1,0.97244,0.011552,0.0034999,0.23282
6800,2.115e+07,1,0.97243,0.011568,0.0034779,0.23288
6841,2.116e+07,1,0.97242,0.011586,0.0034761,0.23292
6882,2.117e+07,1,0.97241,0.011596,0.003503,0.23295
6927,2.118e+07,1,0.97241,0.011617,0.0035212,0.23295
6968,2.119e+07,1,0.9724,0.011594,0.0034899,0.23299
7008,2.1201e+07,1,0.9724,0.011607,0.0034936,0.23299
7049,2.1214e+07,1,0.97239,0.011643,0.0035018,0.23304
7089,2.1224e+07,1,0.97238,0.011655,0.0035136,0.2331
7130,2.1234e+07,1,0.97237,0.01166,0.0035136,0.23311
7173,2.1244e+07,1,0.97237,0.011606,0.0034869,0.23311
7215,2.1254e+07,1,0.97236,0.011589,0.0034856,0.23316
7256,2.1264e+07,1,0.97236,0.011581,0.0034641,0.23318
7300,2.1274e+07,1,0.97236,0.011542,0.0034989,0.23318
7342,2.1284e+07,1,0.97234,0.011517,0.0034803,0.23324
7385,2.1294e+07,1,0.97234,0.011488,0.0034742,0.23327
7425,2.1304e+07,1,0.97232,0.011506,0.0034871,0.23333
7469,2.132e+07,1,0.97231,0.011493,0.0034469,0.23337
7510,2.133e+07,1,0.9723,0.011498,0.0034478,0.23341
7551,2.134e+07,1,0.97229,0.011516,0.0034184,0.23348
7593,2.135e+07,1,0.97229,0.011514,0.0034147,0.23347
7633,2.136e+07,1,0.97228,0.011517,0.00341,0.23352
7674,2.137e+07,1,0.97228,0.011498,0.0034064,0.23352
7720,2.138e+07,1,0.97227,0.011493,0.003444,0.23356
7761,2.139e+07,1,0.97227,0.011465,0.0034551,0.23356
7803,2.14e+07,1,0.97227,0.011406,0.0034935,0.23358
7846,2.1412e+07,1,0.97226,0.011407,0.0034919,0.23361
7887,2.1425e+07,1,0.97225,0.011389,0.0034584,0.23363
7927,2.1435e+07,1,0.97225,0.011409,0.0034599,0.23364
7968,2.1445e+07,1,0.97224,0.011402,0.0034614,0.23367
8013,2.1455e+07,1,0.97224,0.011422,0.0034491,0.23367
8053,2.1466e+07,1,0.97224,0.011407,0.0034289,0.23368
8098,2.1476e+07,1,0.97224,0.011393,0.0034285,0.23369
8138,2.1486e+07,1,0.97225,0.011384,0.0034023,0.23364
8180,2.1496e+07,1,0.97225,0.011431,0.0034122,0.23365
8221,2.1506e+07,1,0.97225,0.011438,0.0034091,0.23363
8261,2.1516e+07,1,0.97225,0.011449,0.0034014,0.23365
8296,2.1527e+07,1,0.97226,0.011458,0.0034302,0.23361
8337,2.1537e+07,1,0.97228,0.011513,0.0034419,0.23351
8377,2.1547e+07,1,0.9723,0.011541,0.0034122,0.23344
8418,2.1557e+07,1,0.9723,0.01155,0.0034147,0.23342
8459,2.1567e+07,1,0.97232,0.011547,0.003398,0.23335
8509,2.158e+07,1,0.97233,0.011566,0.0033573,0.23332
8550,2.159e+07,1,0.97233,0.011565,0.0033593,0.23328
8591,2.16e+07,1,0.97234,0.011534,0.0033521,0.23324
8632,2.161e+07,1,0.97236,0.01149,0.0033682,0.2332
8669,2.162e+07,1,0.97235,0.011469,0.0033485,0.2332
8710,2.1632e+07,1,0.97236,0.011441,0.0033533,0.23318
8752,2.1642e+07,1,0.97237,0.011414,0.0033363,0.23316
8793,2.1653e+07,1,0.97237,0.011417,0.0033475,0.23313
8835,2.1663e+07,1,0.97237,0.011425,0.003388,0.23313
8876,2.1673e+07,1,0.97237,0.01144,0.003371,0.23313
8921,2.1683e+07,1,0.97237,0.011432,0.0033788,0.23313
8961,2.1693e+07,1,0.97238,0.011454,0.0033599,0.2331
9002,2.1703e+07,1,0.97237,0.011473,0.0033525,0.23315
9042,2.1714e+07,1,0.97237,0.011503,0.003357,0.23313
9083,2.1724e+07,1,0.97237,0.011524,0.0033599,0.23313
9121,2.1734e+07,1,0.97237,0.011539,0.0033764,0.23312
9161,2.1744e+07,1,0.97237,0.01154,0.0033682,0.23313
9202,2.1754e+07,1,0.97237,0.01154,0.003365,0.23312
9242,2.1764e+07,1,0.97237,0.011549,0.0033656,0.23311
9283,2.1774e+07,1,0.97237,0.01156,0.0033447,0.23311
9327,2.1784e+07,1,0.97237,0.011546,0.0033532,0.23312
9371,2.1794e+07,1,0.97236,0.01154,0.0033397,0.23316
9412,2.1804e+07,1,0.97236,0.011545,0.0033249,0.23316
9452,2.1814e+07,1,0.97235,0.01156,0.0032944,0.2332
9491,2.1824e+07,1,0.97235,0.011558,0.003293,0.2332
9536,2.1874e+07,1,0.97238,0.01157,0.0033654,0.2331
9581,2.1884e+07,1,0.97238,0.011576,0.0034452,0.2331
9622,2.1894e+07,1,0.97238,0.011593,0.0034603,0.2331
9663,2.1904e+07,1,0.97238,0.011592,0.0034792,0.23308
9703,2.1914e+07,1,0.97238,0.011582,0.0034847,0.23309
9737,2.1924e+07,1,0.97238,0.01155,0.0034892,0.23311
9778,2.1934e+07,1,0.97239,0.011547,0.0034723,0.23307
9819,2.1944e+07,1,0.97239,0.011527,0.0034846,0.23307
9860,2.1954e+07,1,0.97238,0.011523,0.0034937,0.23308
9901,2.1964e+07,1,0.97238,0.011529,0.0034848,0.23308
9942,2.1974e+07,1,0.97238,0.011483,0.0034956,0.23311
9987,2.1984e+07,1,0.97238,0.01148,0.0034663,0.23309
10028,2.1994e+07,1,0.97239,0.011494,0.0034814,0.23306
10069,2.2004e+07,1,0.97239,0.011512,0.0034954,0.23305
10109,2.2014e+07,1,0.97239,0.011531,0.0035154,0.23306
10147,2.2024e+07,1,0.97239,0.011546,0.0035345,0.23306
10187,2.2034e+07,1,0.97239,0.011579,0.003536,0.23306
10230,2.2044e+07,1,0.97239,0.011549,0.0034877,0.23306
10270,2.2054e+07,1,0.97239,0.011532,0.0034749,0.23304
10312,2.2064e+07,1,0.9724,0.011519,0.0034548,0.23302
10352,2.2074e+07,1,0.9724,0.011541,0.0034623,0.233
10398,2.2084e+07,1,0.97241,0.011506,0.0034744,0.23297
10438,2.2094e+07,1,0.97241,0.011517,0.0034599,0.23296
10480,2.2104e+07,1,0.97241,0.011489,0.0034407,0.23297
10521,2.2114e+07,1,0.97241,0.011486,0.0034124,0.23296
10558,2.2124e+07,1,0.97241,0.011484,0.0034384,0.23298
10599,2.2134e+07,1,0.97241,0.011484,0.0034276,0.23298
10639,2.2144e+07,1,0.97241,0.011483,0.0034183,0.23298
10681,2.2155e+07,1,0.9724,0.011493,0.0034,0.23301
10721,2.2166e+07,1,0.9724,0.011514,0.0034066,0.23303
10763,2.2177e+07,1,0.97239,0.011491,0.0034037,0.23307
10808,2.2186e+07,1,0.97239,0.011509,0.0033975,0.23307
10848,2.2196e+07,1,0.97238,0.011534,0.0033614,0.23309
10889,2.2206e+07,1,0.97237,0.011535,0.0033578,0.23313
10935,2.2222e+07,1,0.97236,0.011522,0.0033581,0.23319
10977,2.2232e+07,1,0.97236,0.011531,0.0033678,0.23318
11017,2.2242e+07,1,0.97235,0.011535,0.0033699,0.23321
11060,2.2253e+07,1,0.97236,0.011507,0.0033534,0.23318
11100,2.2263e+07,1,0.97236,0.011527,0.0033568,0.23319
11142,2.2273e+07,1,0.97235,0.011547,0.0033358,0.23321
11188,2.2283e+07,1,0.97234,0.011569,0.0033262,0.23324
11230,2.2294e+07,1,0.97234,0.011528,0.0033177,0.23327
11271,2.2304e+07,1,0.97233,0.011534,0.0032852,0.2333
11311,2.2314e+07,1,0.97232,0.011538,0.00326,0.23335
11353,2.2324e+07,1,0.97232,0.011536,0.0032064,0.23336
11390,2.2334e+07,1,0.97231,0.011527,0.0031993,0.2334
11431,2.2344e+07,1,0.97231,0.0115,0.0032017,0.23341
11472,2.2354e+07,1,0.9723,0.011498,0.0032056,0.23341
11512,2.2364e+07,1,0.9723,0.011507,0.0032078,0.23341
11554,2.2374e+07,1,0.9723,0.011519,0.003199,0.23342
11599,2.2385e+07,1,0.9723,0.011495,0.0032012,0.23341
11642,2.2395e+07,1,0.97231,0.011483,0.0032045,0.2334
11683,2.2405e+07,1,0.9723,0.011482,0.0031937,0.23342
11723,2.2416e+07,1,0.9723,0.011504,0.0031919,0.23342
11764,2.2426e+07,1,0.9723,0.01153,0.0031981,0.23342
11801,2.2436e+07,1,0.9723,0.011514,0.0031957,0.23343
11843,2.2447e+07,1,0.9723,0.011524,0.0031615,0.23344
11885,2.2457e+07,1,0.97229,0.011522,0.0031508,0.23345
11926,2.2467e+07,1,0.97229,0.0115,0.0031777,0.23346
11968,2.2477e+07,1,0.97229,0.011502,0.0031849,0.23347
12013,2.2487e+07,1,0.97229,0.011485,0.0032059,0.23348
12054,2.2497e+07,1,0.97228,0.011477,0.0032031,0.23352
12094,2.2507e+07,1,0.97228,0.011479,0.0032237,0.23354
12138,2.252e+07,1,0.97227,0.011496,0.0032085,0.23355
12180,2.2531e+07,1,0.97227,0.011511,0.0032054,0.23356
12220,2.2542e+07,1,0.97226,0.011534,0.003212,0.23358
12258,2.2552e+07,1,0.97226,0.011542,0.0031929,0.23359
12298,2.2562e+07,1,0.97226,0.011545,0.0031709,0.23358
12339,2.2572e+07,1,0.97227,0.011554,0.0031778,0.23357
12381,2.2583e+07,1,0.97227,0.011538,0.0032005,0.23355
12428,2.2593e+07,1,0.97227,0.011541,0.0031943,0.23357
12468,2.2603e+07,1,0.97227,0.01156,0.0031715,0.23357
12509,2.2613e+07,1,0.97226,0.011562,0.0031758,0.23358
12550,2.2623e+07,1,0.97226,0.011552,0.0031748,0.23359
12587,2.2633e+07,1,0.97226,0.011561,0.0031867,0.23358
12627,2.2643e+07,1,0.97227,0.011531,0.0031839,0.23357
12668,2.2654e+07,1,0.97227,0.011529,0.0031861,0.23355
12709,2.2664e+07,1,0.97228,0.011509,0.0031884,0.23353
12749,2.2674e+07,1,0.97228,0.011523,0.0031733,0.23353
12792,2.2684e+07,1,0.97227,0.011535,0.0031969,0.23354
12837,2.2694e+07,1,0.97228,0.011556,0.0031954,0.23353
12877,2.2704e+07,1,0.97227,0.011526,0.0031637,0.23355
12918,2.2714e+07,1,0.97227,0.011509,0.0031753,0.23354
12958,2.2724e+07,1,0.97227,0.011513,0.0031665,0.23356
12996,2.2737e+07,1,0.97228,0.01148,0.0032117,0.23352
13036,2.2747e+07,1,0.97229,0.011477,0.0032329,0.23347
13078,2.2757e+07,1,0.97229,0.011507,0.0032412,0.23348
13119,2.2767e+07,1,0.97229,0.011521,0.0032503,0.23349
13159,2.2777e+07,1,0.97228,0.011528,0.0032392,0.23352
13202,2.2787e+07,1,0.97228,0.011534,0.0032147,0.23353
13247,2.2798e+07,1,0.97227,0.011543,0.003193,0.23357
13288,2.2808e+07,1,0.97226,0.011527,0.0031862,0.2336
13329,2.2818e+07,1,0.97225,0.011512,0.0031908,0.23363
13369,2.2828e+07,1,0.97224,0.011516,0.0031661,0.23366
13410,2.2839e+07,1,0.97224,0.011485,0.0031659,0.23367
13450,2.2849e+07,1,0.97224,0.011478,0.0031581,0.23367
13492,2.2859e+07,1,0.97224,0.011461,0.0031664,0.23367
13533,2.2869e+07,1,0.97224,0.01144,0.0031465,0.2337
13573,2.2879e+07,1,0.97223,0.011425,0.0031649,0.23372
13615,2.289e+07,1,0.97223,0.011407,0.0031562,0.23372
13659,2.29e+07,1,0.97222,0.011437,0.0031582,0.23378
13701,2.291e+07,1,0.97221,0.011466,0.0031392,0.23381
13741,2.292e+07,1,0.9722,0.011462,0.0031185,0.23385
13782,2.293e+07,1,0.97219,0.01148,0.0031071,0.23389
13820,2.294e+07,1,0.97218,0.011535,0.0031164,0.23391
13860,2.2951e+07,1,0.97219,0.011563,0.0031622,0.23389
13901,2.2961e+07,1,0.9722,0.011555,0.0031644,0.23386
13943,2.2971e+07,1,0.9722,0.011592,0.0031562,0.23386
13984,2.2981e+07,1,0.9722,0.011617,0.0031547,0.23385
14025,2.2991e+07,1,0.97219,0.011673,0.0031465,0.23386
14069,2.3001e+07,1,0.97219,0.0117,0.0030955,0.23389
14111,2.3011e+07,1,0.97219,0.011687,0.0031345,0.23389
14151,2.3021e+07,1,0.97219,0.011657,0.0031895,0.2339
14196,2.3034e+07,1,0.97218,0.011627,0.0031859,0.23392
14238,2.3044e+07,1,0.97218,0.011584,0.0031773,0.23391
14276,2.3054e+07,1,0.97219,0.011545,0.0031895,0.23388
14318,2.3064e+07,1,0.9722,0.011497,0.0032103,0.23383
14358,2.3074e+07,1,0.97221,0.011463,0.0031967,0.2338
14399,2.3084e+07,1,0.97221,0.011452,0.0032292,0.23381
14439,2.3094e+07,1,0.97222,0.011458,0.0032508,0.23378
14485,2.3105e+07,1,0.97222,0.011451,0.0032636,0.23375
14526,2.3115e+07,1,0.97223,0.011452,0.0032303,0.23374
14567,2.3125e+07,1,0.97223,0.011452,0.0032059,0.23374
14608,2.3135e+07,1,0.97223,0.01147,0.0031915,0.23372
14648,2.3148e+07,1,0.97222,0.0115,0.0031945,0.23374
14689,2.3159e+07,1,0.97222,0.011536,0.0032109,0.23376
14729,2.3169e+07,1,0.97222,0.011553,0.0032292,0.23375
14770,2.3179e+07,1,0.97222,0.011524,0.0032568,0.23374
14811,2.3189e+07,1,0.97222,0.011497,0.0032701,0.23376
14856,2.3199e+07,1,0.97222,0.011479,0.0032657,0.23376
14898,2.321e+07,1,0.97223,0.011426,0.0032721,0.23374
14938,2.322e+07,1,0.97223,0.011339,0.0032481,0.23372
14979,2.323e+07,1,0.97224,0.011297,0.0032579,0.2337
15019,2.324e+07,1,0.97225,0.011268,0.0032565,0.23367
15060,2.325e+07,1,0.97224,0.011284,0.0032687,0.23367
15098,2.326e+07,1,0.97224,0.011315,0.0032521,0.23368
15138,2.327e+07,1,0.97224,0.011331,0.0032739,0.23367
15181,2.3281e+07,1,0.97224,0.011369,0.0033055,0.23369
15221,2.3291e+07,1,0.97224,0.011417,0.003316,0.23368
15267,2.3302e+07,1,0.97224,0.011473,0.0033435,0.23369
15307,2.3312e+07,1,0.97223,0.011524,0.0034014,0.23371
15349,2.3322e+07,1,0.97223,0.011544,0.0033912,0.2337
15392,2.3334e+07,1,0.97223,0.011559,0.0033928,0.23371
15433,2.3344e+07,1,0.97223,0.011537,0.0033998,0.23371
15475,2.3355e+07,1,0.97223,0.01153,0.0033865,0.2337
15512,2.3366e+07,1,0.97225,0.011463,0.0033526,0.23363
15553,2.3376e+07,1,0.97226,0.011408,0.0033325,0.23358
15595,2.3386e+07,1,0.97228,0.011335,0.003307,0.23354
15635,2.3396e+07,1,0.97229,0.011303,0.0033141,0.23346
15682,2.3406e+07,1,0.9723,0.011237,0.0033112,0.23346
15722,2.3416e+07,1,0.9723,0.01122,0.0032802,0.23344
15764,2.3427e+07,1,0.97231,0.011242,0.0032722,0.23341
15806,2.3437e+07,1,0.97231,0.011271,0.0032462,0.23339
15850,2.345e+07,1,0.97231,0.0113,0.0032454,0.2334
15891,2.346e+07,1,0.97231,0.011339,0.0032451,0.23341
15932,2.3471e+07,1,0.97231,0.011392,0.0032618,0.23339
15973,2.3481e+07,1,0.97232,0.011415,0.0032585,0.23337
16013,2.3491e+07,1,0.97232,0.011451,0.0032714,0.23336
16054,2.3501e+07,1,0.97232,0.011468,0.003287,0.23337
16099,2.3511e+07,1,0.97233,0.011453,0.0032653,0.2333
16140,2.3521e+07,1,0.97234,0.011385,0.0032656,0.23327
16181,2.3531e+07,1,0.97236,0.011306,0.00327,0.2332
16221,2.3541e+07,1,0.97237,0.011232,0.0032798,0.23315
16266,2.3557e+07,1,0.97238,0.011148,0.0032534,0.23311
16307,2.3567e+07,1,0.97238,0.011101,0.0032497,0.23312
16349,2.3578e+07,1,0.97239,0.011073,0.0032793,0.23308
16389,2.3588e+07,1,0.9724,0.011058,0.0033282,0.23303
16430,2.3599e+07,1,0.97241,0.011052,0.0033524,0.233
16476,2.3609e+07,1,0.97241,0.011085,0.0033527,0.23299
16517,2.3619e+07,1,0.97241,0.011129,0.0033758,0.23299
16559,2.3629e+07,1,0.9724,0.011166,0.0033574,0.23301
16602,2.364e+07,1,0.97241,0.011227,0.0033641,0.23299
16642,2.3655e+07,1,0.97241,0.011262,0.0033686,0.23296
16683,2.3665e+07,1,0.97242,0.011263,0.0033666,0.23296
16725,2.3675e+07,1,0.97242,0.011261,0.0033528,0.23295
16765,2.3686e+07,1,0.97242,0.011248,0.0033446,0.23293
16806,2.3696e+07,1,0.97242,0.011223,0.0033307,0.23294
16846,2.3705e+07,1,0.97243,0.011188,0.0033144,0.23292
16892,2.3715e+07,1,0.97244,0.011168,0.0033116,0.23288
16932,2.3726e+07,1,0.97245,0.011144,0.00332,0.23284
16973,2.3737e+07,1,0.97246,0.011113,0.0033211,0.2328
17014,2.3746e+07,1,0.97246,0.011106,0.0033167,0.23277
17048,2.3757e+07,1,0.97246,0.011096,0.0033199,0.23277
17088,2.3767e+07,1,0.97247,0.011138,0.0033627,0.23275
17131,2.3777e+07,1,0.97247,0.011171,0.0033648,0.23274
17173,2.3787e+07,1,0.97247,0.0112,0.0033599,0.23275
17213,2.3798e+07,1,0.97246,0.011227,0.0033777,0.23276
17254,2.3808e+07,1,0.97246,0.011268,0.0033832,0.23275
17299,2.3817e+07,1,0.97245,0.011304,0.003382,0.2328
17340,2.3828e+07,1,0.97245,0.011315,0.0033932,0.23282
17381,2.3838e+07,1,0.97245,0.011289,0.0034155,0.23282
17423,2.3848e+07,1,0.97246,0.011268,0.0034459,0.23279
17465,2.3858e+07,1,0.97246,0.01122,0.003457,0.23276
17505,2.3868e+07,1,0.97247,0.011195,0.0034687,0.23274
17547,2.3878e+07,1,0.97248,0.011138,0.003458,0.2327
17588,2.3888e+07,1,0.97249,0.011104,0.0034525,0.23266
17629,2.3898e+07,1,0.97249,0.011098,0.0034266,0.23265
17670,2.3909e+07,1,0.9725,0.011076,0.0034181,0.23261
17714,2.3919e+07,1,0.9725,0.011111,0.0033848,0.2326
17755,2.3929e+07,1,0.9725,0.011136,0.003374,0.2326
17796,2.3938e+07,1,0.9725,0.011164,0.003353,0.23261
17844,2.3954e+07,1,0.9725,0.011228,0.0033914,0.23262
17884,2.3964e+07,1,0.9725,0.011261,0.0034251,0.2326
17926,2.3975e+07,1,0.97251,0.011224,0.0034494,0.23258
17967,2.3985e+07,1,0.97251,0.01124,0.0034658,0.23257
18008,2.3995e+07,1,0.97252,0.011223,0.0035069,0.23254
18049,2.4006e+07,1,0.97252,0.011172,0.0035281,0.2325
18093,2.4016e+07,1,0.97252,0.011125,0.0035476,0.23251
18135,2.4027e+07,1,0.97254,0.011053,0.0035473,0.23245
18175,2.4037e+07,1,0.97255,0.010996,0.0035102,0.23242
18218,2.4047e+07,1,0.97254,0.010949,0.0035011,0.23244
18258,2.4057e+07,1,0.97254,0.010908,0.0034674,0.23245
18298,2.4068e+07,1,0.97254,0.010877,0.0034793,0.23243
18339,2.4078e+07,1,0.97254,0.010893,0.0034852,0.23245
18380,2.4088e+07,1,0.97254,0.010922,0.0034904,0.23244
