LineNo,TimeUS,Id,Pri,Total,Free,Name
3267,2.0273e+07,16,183,1360,624,0
12769,2.2683e+07,16,183,1360,624,0
22170,2.5038e+07,16,183,1360,624,0
31748,2.7418e+07,16,183,1360,624,0
41026,2.9742e+07,16,183,1360,624,0
50386,3.2082e+07,16,183,1360,624,0
59683,3.4404e+07,16,183,1360,624,0
69150,3.6801e+07,16,183,1360,624,0
78371,3.912e+07,16,183,1360,624,0
87652,4.1456e+07,16,183,1360,624,0
96984,4.3815e+07,16,183,1360,624,0
1.0624e+05,4.6155e+07,16,183,1360,624,0
1.1542e+05,4.8476e+07,16,183,1360,624,0
1.2326e+05,1.0954e+08,16,183,1360,624,0
1.3443e+05,1.1213e+08,16,183,1360,624,0
1.4466e+05,1.146e+08,16,183,1360,624,0
1.544e+05,1.1707e+08,16,183,1360,624,0
1.6415e+05,1.1952e+08,16,183,1360,624,0
1.7398e+05,1.22e+08,16,183,1360,624,0
1.8373e+05,1.2443e+08,16,183,1360,624,0
1.9336e+05,1.2688e+08,16,183,1360,624,0
2.0715e+05,1.759e+08,16,183,1360,624,0
2.182e+05,1.7846e+08,16,183,1360,624,0
2.2887e+05,1.8093e+08,16,183,1360,624,0
2.3966e+05,1.8344e+08,16,183,1360,624,0
2.5018e+05,1.8593e+08,16,183,1360,624,0
2.6117e+05,1.8851e+08,16,183,1360,624,0
2.7227e+05,1.9113e+08,16,183,1360,624,0
2.832e+05,1.937e+08,16,183,1360,624,0
2.941e+05,1.9631e+08,16,183,1360,624,0
3.0443e+05,1.9887e+08,16,183,1360,624,0
3.1503e+05,2.0148e+08,16,183,1360,624,0
3.2544e+05,2.0404e+08,16,183,1360,624,0
3.359e+05,2.0676e+08,16,183,1360,624,0
3.4631e+05,2.0933e+08,16,183,1360,624,0
3.566e+05,2.1185e+08,16,183,1360,624,0
3.6664e+05,2.1432e+08,16,183,1360,624,0
3.7711e+05,2.1688e+08,16,183,1360,624,0
3.877e+05,2.1947e+08,16,183,1360,624,0
3.9817e+05,2.2205e+08,16,183,1360,624,0
4.0876e+05,2.2475e+08,16,183,1360,624,0
4.1917e+05,2.2731e+08,16,183,1360,624,0
4.2967e+05,2.2995e+08,16,183,1360,624,0
4.3995e+05,2.3248e+08,16,183,1360,624,0
4.5026e+05,2.3502e+08,16,183,1360,624,0
4.6036e+05,2.3749e+08,16,183,1360,624,0
4.7063e+05,2.4003e+08,16,183,1360,624,0
4.812e+05,2.4264e+08,16,183,1360,624,0
4.9138e+05,2.4514e+08,16,183,1360,624,0
5.0136e+05,2.476e+08,16,183,1360,624,0
5.1186e+05,2.502e+08,16,183,1360,624,0
5.2195e+05,2.5269e+08,16,183,1360,624,0
5.3268e+05,2.5533e+08,16,183,1360,624,0
5.4286e+05,2.5783e+08,16,183,1360,624,0
5.5326e+05,2.604e+08,16,183,1360,624,0
5.6369e+05,2.6297e+08,16,183,1360,624,0
5.7391e+05,2.6557e+08,16,183,1360,624,0
5.838e+05,2.68e+08,16,183,1360,624,0
5.9416e+05,2.7058e+08,16,183,1360,624,0
6.0433e+05,2.7308e+08,16,183,1360,624,0
6.1446e+05,2.7558e+08,16,183,1360,624,0
6.249e+05,2.7814e+08,16,183,1360,624,0
6.3508e+05,2.8064e+08,16,183,1360,624,0
6.4564e+05,2.8327e+08,16,183,1360,624,0
6.5635e+05,2.859e+08,16,183,1360,624,0
6.6682e+05,2.8842e+08,16,183,1360,624,0
6.7785e+05,2.9103e+08,16,183,1360,624,0
6.8854e+05,2.9357e+08,16,183,1360,624,0
6.9896e+05,2.9604e+08,16,183,1360,624,0
7.0944e+05,2.9852e+08,16,183,1360,624,0
7.2014e+05,3.0107e+08,16,183,1360,624,0
