LineNo,TimeUS,C,MI,BI,GI,AI,SS
8625,2.161e+07,0,0,0,0,0,0
8662,2.162e+07,0,0,0,0,0,0
8703,2.1632e+07,0,0,0,0,0,0
8745,2.1642e+07,0,0,0,0,0,0
8786,2.1653e+07,0,0,0,0,0,0
8828,2.1663e+07,0,0,0,0,0,0
8869,2.1673e+07,0,0,0,0,0,0
8914,2.1683e+07,0,0,0,0,0,0
8954,2.1693e+07,0,0,0,0,0,0
8995,2.1703e+07,0,0,0,0,0,0
9035,2.1714e+07,0,0,0,0,0,0
9076,2.1724e+07,0,0,0,0,0,0
9114,2.1734e+07,0,0,0,0,0,0
9154,2.1744e+07,0,0,0,0,0,0
9195,2.1754e+07,0,0,0,0,0,0
9235,2.1764e+07,0,0,0,0,0,0
9276,2.1774e+07,0,0,0,0,0,0
9320,2.1784e+07,0,0,0,0,0,0
9362,2.1794e+07,0,0,0,0,0,0
9405,2.1804e+07,0,0,0,0,0,0
9445,2.1814e+07,0,0,0,0,0,0
9484,2.1824e+07,0,0,0,0,0,0
9529,2.1874e+07,0,0,0,0,0,0
9574,2.1884e+07,0,0,0,0,0,0
9615,2.1894e+07,0,0,0,0,0,0
9656,2.1904e+07,0,0,0,0,0,0
9696,2.1914e+07,0,0,0,0,0,0
9730,2.1924e+07,0,0,0,0,0,0
9771,2.1934e+07,0,0,0,0,0,0
9812,2.1944e+07,0,0,0,0,0,0
9853,2.1954e+07,0,0,0,0,0,0
9894,2.1964e+07,0,0,0,0,0,0
9935,2.1974e+07,0,0,0,0,0,0
9980,2.1984e+07,0,0,0,0,0,0
10021,2.1994e+07,0,0,0,0,0,0
10062,2.2004e+07,0,0,0,0,0,0
10102,2.2014e+07,0,0,0,0,0,0
10140,2.2024e+07,0,0,0,0,0,0
10180,2.2034e+07,0,0,0,0,0,0
10223,2.2044e+07,0,0,0,0,0,0
10263,2.2054e+07,0,0,0,0,0,0
10305,2.2064e+07,0,0,0,0,0,0
10345,2.2074e+07,0,0,0,0,0,0
10391,2.2084e+07,0,0,0,0,0,0
10431,2.2094e+07,0,0,0,0,0,0
10473,2.2104e+07,0,0,0,0,0,0
10514,2.2114e+07,0,0,0,0,0,0
10551,2.2124e+07,0,0,0,0,0,0
10592,2.2134e+07,0,0,0,0,0,0
10632,2.2144e+07,0,0,0,0,0,0
10674,2.2155e+07,0,0,0,0,0,0
10714,2.2166e+07,0,0,0,0,0,0
10756,2.2177e+07,0,0,0,0,0,0
10801,2.2186e+07,0,0,0,0,0,0
10841,2.2196e+07,0,0,0,0,0,0
10882,2.2206e+07,0,0,0,0,0,0
10928,2.2222e+07,0,0,0,0,0,0
10970,2.2232e+07,0,0,0,0,0,0
11010,2.2242e+07,0,0,0,0,0,0
11053,2.2253e+07,0,0,0,0,0,0
11093,2.2263e+07,0,0,0,0,0,0
11135,2.2273e+07,0,0,0,0,0,0
11181,2.2283e+07,0,0,0,0,0,0
11221,2.2294e+07,0,0,0,0,0,0
11264,2.2304e+07,0,0,0,0,0,0
11304,2.2314e+07,0,0,0,0,0,0
11346,2.2324e+07,0,0,0,0,0,0
11383,2.2334e+07,0,0,0,0,0,0
11424,2.2344e+07,0,0,0,0,0,0
11465,2.2354e+07,0,0,0,0,0,0
11505,2.2364e+07,0,0,0,0,0,0
11547,2.2374e+07,0,0,0,0,0,0
11592,2.2385e+07,0,0,0,0,0,0
11635,2.2395e+07,0,0,0,0,0,0
11676,2.2405e+07,0,0,0,0,0,0
11716,2.2416e+07,0,0,0,0,0,0
11757,2.2426e+07,0,0,0,0,0,0
11794,2.2436e+07,0,0,0,0,0,0
11836,2.2447e+07,0,0,0,0,0,0
11878,2.2457e+07,0,0,0,0,0,0
11919,2.2467e+07,0,0,0,0,0,0
11961,2.2477e+07,0,0,0,0,0,0
12006,2.2487e+07,0,0,0,0,0,0
12047,2.2497e+07,0,0,0,0,0,0
12087,2.2507e+07,0,0,0,0,0,0
12131,2.252e+07,0,0,0,0,0,0
12173,2.2531e+07,0,0,0,0,0,0
12213,2.2542e+07,0,0,0,0,0,0
12251,2.2552e+07,0,0,0,0,0,0
12291,2.2562e+07,0,0,0,0,0,0
12332,2.2572e+07,0,0,0,0,0,0
12374,2.2583e+07,0,0,0,0,0,0
12421,2.2593e+07,0,0,0,0,0,0
12461,2.2603e+07,0,0,0,0,0,0
12502,2.2613e+07,0,0,0,0,0,0
12543,2.2623e+07,0,0,0,0,0,0
12580,2.2633e+07,0,0,0,0,0,0
12620,2.2643e+07,0,0,0,0,0,0
12661,2.2654e+07,0,0,0,0,0,0
12702,2.2664e+07,0,0,0,0,0,0
12742,2.2674e+07,0,0,0,0,0,0
12785,2.2684e+07,0,0,0,0,0,0
12830,2.2694e+07,0,0,0,0,0,0
12870,2.2704e+07,0,0,0,0,0,0
12911,2.2714e+07,0,0,0,0,0,0
12951,2.2724e+07,0,0,0,0,0,0
12989,2.2737e+07,0,0,0,0,0,0
13029,2.2747e+07,0,0,0,0,0,0
13071,2.2757e+07,0,0,0,0,0,0
13112,2.2767e+07,0,0,0,0,0,0
13152,2.2777e+07,0,0,0,0,0,0
13193,2.2787e+07,0,0,0,0,0,0
13240,2.2798e+07,0,0,0,0,0,0
13281,2.2808e+07,0,0,0,0,0,0
13322,2.2818e+07,0,0,0,0,0,0
13362,2.2828e+07,0,0,0,0,0,0
13403,2.2839e+07,0,0,0,0,0,0
13443,2.2849e+07,0,0,0,0,0,0
13485,2.2859e+07,0,0,0,0,0,0
13526,2.2869e+07,0,0,0,0,0,0
13566,2.2879e+07,0,0,0,0,0,0
13608,2.289e+07,0,0,0,0,0,0
13652,2.29e+07,0,0,0,0,0,0
13694,2.291e+07,0,0,0,0,0,0
13734,2.292e+07,0,0,0,0,0,0
13775,2.293e+07,0,0,0,0,0,0
13813,2.294e+07,0,0,0,0,0,0
13853,2.2951e+07,0,0,0,0,0,0
13894,2.2961e+07,0,0,0,0,0,0
13936,2.2971e+07,0,0,0,0,0,0
13977,2.2981e+07,0,0,0,0,0,0
14018,2.2991e+07,0,0,0,0,0,0
14062,2.3001e+07,0,0,0,0,0,0
14104,2.3011e+07,0,0,0,0,0,0
14144,2.3021e+07,0,0,0,0,0,0
14189,2.3034e+07,0,0,0,0,0,0
14231,2.3044e+07,0,0,0,0,0,0
14269,2.3054e+07,0,0,0,0,0,0
14311,2.3064e+07,0,0,0,0,0,0
14351,2.3074e+07,0,0,0,0,0,0
14392,2.3084e+07,0,0,0,0,0,0
14432,2.3094e+07,0,0,0,0,0,0
14478,2.3105e+07,0,0,0,0,0,0
14519,2.3115e+07,0,0,0,0,0,0
14560,2.3125e+07,0,0,0,0,0,0
14601,2.3135e+07,0,0,0,0,0,0
14641,2.3148e+07,0,0,0,0,0,0
14682,2.3159e+07,0,0,0,0,0,0
14722,2.3169e+07,0,0,0,0,0,0
14763,2.3179e+07,0,0,0,0,0,0
14804,2.3189e+07,0,0,0,0,0,0
14849,2.3199e+07,0,0,0,0,0,0
14891,2.321e+07,0,0,0,0,0,0
14931,2.322e+07,0,0,0,0,0,0
14972,2.323e+07,0,0,0,0,0,0
15012,2.324e+07,0,0,0,0,0,0
15053,2.325e+07,0,0,0,0,0,0
15091,2.326e+07,0,0,0,0,0,0
15131,2.327e+07,0,0,0,0,0,0
15172,2.3281e+07,0,0,0,0,0,0
15214,2.3291e+07,0,0,0,0,0,0
15260,2.3302e+07,0,0,0,0,0,0
15300,2.3312e+07,0,0,0,0,0,0
15342,2.3322e+07,0,0,0,0,0,0
15385,2.3334e+07,0,0,0,0,0,0
15426,2.3344e+07,0,0,0,0,0,0
15468,2.3355e+07,0,0,0,0,0,0
15505,2.3366e+07,0,0,0,0,0,0
15546,2.3376e+07,0,0,0,0,0,0
15588,2.3386e+07,0,0,0,0,0,0
15628,2.3396e+07,0,0,0,0,0,0
15675,2.3406e+07,0,0,0,0,0,0
15715,2.3416e+07,0,0,0,0,0,0
15757,2.3427e+07,0,0,0,0,0,0
15799,2.3437e+07,0,0,0,0,0,0
15843,2.345e+07,0,0,0,0,0,0
15884,2.346e+07,0,0,0,0,0,0
15925,2.3471e+07,0,0,0,0,0,0
15966,2.3481e+07,0,0,0,0,0,0
16006,2.3491e+07,0,0,0,0,0,0
16047,2.3501e+07,0,0,0,0,0,0
16092,2.3511e+07,0,0,0,0,0,0
16133,2.3521e+07,0,0,0,0,0,0
16174,2.3531e+07,0,0,0,0,0,0
16214,2.3541e+07,0,0,0,0,0,0
16259,2.3557e+07,0,0,0,0,0,0
16300,2.3567e+07,0,0,0,0,0,0
16342,2.3578e+07,0,0,0,0,0,0
16382,2.3588e+07,0,0,0,0,0,0
16423,2.3599e+07,0,0,0,0,0,0
16469,2.3609e+07,0,0,0,0,0,0
16510,2.3619e+07,0,0,0,0,0,0
16552,2.3629e+07,0,0,0,0,0,0
16595,2.364e+07,0,0,0,0,0,0
16635,2.3655e+07,0,0,0,0,0,0
16676,2.3665e+07,0,0,0,0,0,0
16718,2.3675e+07,0,0,0,0,0,0
16758,2.3686e+07,0,0,0,0,0,0
16799,2.3696e+07,0,0,0,0,0,0
16839,2.3705e+07,0,0,0,0,0,0
16885,2.3715e+07,0,0,0,0,0,0
16925,2.3726e+07,0,0,0,0,0,0
16966,2.3737e+07,0,0,0,0,0,0
17007,2.3746e+07,0,0,0,0,0,0
17041,2.3757e+07,0,0,0,0,0,0
17081,2.3767e+07,0,0,0,0,0,0
17122,2.3777e+07,0,0,0,0,0,0
17166,2.3787e+07,0,0,0,0,0,0
17206,2.3798e+07,0,0,0,0,0,0
17247,2.3808e+07,0,0,0,0,0,0
17292,2.3817e+07,0,0,0,0,0,0
17333,2.3828e+07,0,0,0,0,0,0
17374,2.3838e+07,0,0,0,0,0,0
17416,2.3848e+07,0,0,0,0,0,0
17458,2.3858e+07,0,0,0,0,0,0
17498,2.3868e+07,0,0,0,0,0,0
17540,2.3878e+07,0,0,0,0,0,0
17581,2.3888e+07,0,0,0,0,0,0
17622,2.3898e+07,0,0,0,0,0,0
17663,2.3909e+07,0,0,0,0,0,0
17707,2.3919e+07,0,0,0,0,0,0
17748,2.3929e+07,0,0,0,0,0,0
17789,2.3938e+07,0,0,0,0,0,0
17837,2.3954e+07,0,0,0,0,0,0
17877,2.3964e+07,0,0,0,0,0,0
17919,2.3975e+07,0,0,0,0,0,0
17960,2.3985e+07,0,0,0,0,0,0
18001,2.3995e+07,0,0,0,0,0,0
18042,2.4006e+07,0,0,0,0,0,0
18086,2.4016e+07,0,0,0,0,0,0
18128,2.4027e+07,0,0,0,0,0,0
18168,2.4037e+07,0,0,0,0,0,0
18211,2.4047e+07,0,0,0,0,0,0
18251,2.4057e+07,0,0,0,0,0,0
18291,2.4068e+07,0,0,0,0,0,0
18332,2.4078e+07,0,0,0,0,0,0
18373,2.4088e+07,0,0,0,0,0,0
18414,2.4098e+07,0,0,0,0,0,0
18455,2.4108e+07,0,0,0,0,0,0
18502,2.412e+07,0,0,0,0,0,0
18543,2.4131e+07,0,0,0,0,0,0
18584,2.4141e+07,0,0,0,0,0,0
18625,2.4151e+07,0,0,0,0,0,0
18666,2.4161e+07,0,0,0,0,0,0
18703,2.4174e+07,0,0,0,0,0,0
18744,2.4184e+07,0,0,0,0,0,0
18786,2.4194e+07,0,0,0,0,0,0
18826,2.4205e+07,0,0,0,0,0,0
18868,2.4215e+07,0,0,0,0,0,0
18912,2.4225e+07,0,0,0,0,0,0
18953,2.4236e+07,0,0,0,0,0,0
18994,2.4246e+07,0,0,0,0,0,0
19036,2.4258e+07,0,0,0,0,0,0
19075,2.4268e+07,0,0,0,0,0,0
19117,2.4279e+07,0,0,0,0,0,0
19159,2.4289e+07,0,0,0,0,0,0
19200,2.4299e+07,0,0,0,0,0,0
19240,2.4309e+07,0,0,0,0,0,0
19281,2.4319e+07,0,0,0,0,0,0
19325,2.4329e+07,0,0,0,0,0,0
19367,2.434e+07,0,0,0,0,0,0
19407,2.435e+07,0,0,0,0,0,0
19448,2.436e+07,0,0,0,0,0,0
19489,2.4373e+07,0,0,0,0,0,0
19530,2.4382e+07,0,0,0,0,0,0
19573,2.4393e+07,0,0,0,0,0,0
19613,2.4402e+07,0,0,0,0,0,0
19655,2.4413e+07,0,0,0,0,0,0
19700,2.4423e+07,0,0,0,0,0,0
19741,2.4434e+07,0,0,0,0,0,0
19782,2.4444e+07,0,0,0,0,0,0
19825,2.4454e+07,0,0,0,0,0,0
19866,2.4464e+07,0,0,0,0,0,0
19903,2.4474e+07,0,0,0,0,0,0
19944,2.4484e+07,0,0,0,0,0,0
19985,2.4494e+07,0,0,0,0,0,0
20025,2.4504e+07,0,0,0,0,0,0
20066,2.4515e+07,0,0,0,0,0,0
20112,2.4525e+07,0,0,0,0,0,0
20153,2.4536e+07,0,0,0,0,0,0
20193,2.4546e+07,0,0,0,0,0,0
20234,2.4556e+07,0,0,0,0,0,0
20275,2.4566e+07,0,0,0,0,0,0
20314,2.4577e+07,0,0,0,0,0,0
20354,2.4587e+07,0,0,0,0,0,0
20395,2.4597e+07,0,0,0,0,0,0
20435,2.4607e+07,0,0,0,0,0,0
20477,2.4617e+07,0,0,0,0,0,0
20524,2.4627e+07,0,0,0,0,0,0
20566,2.4637e+07,0,0,0,0,0,0
20607,2.4647e+07,0,0,0,0,0,0
20647,2.4657e+07,0,0,0,0,0,0
20688,2.4667e+07,0,0,0,0,0,0
20728,2.4678e+07,0,0,0,0,0,0
20769,2.4688e+07,0,0,0,0,0,0
20810,2.4698e+07,0,0,0,0,0,0
20851,2.4708e+07,0,0,0,0,0,0
20892,2.4718e+07,0,0,0,0,0,0
20936,2.4728e+07,0,0,0,0,0,0
20979,2.4739e+07,0,0,0,0,0,0
21019,2.4749e+07,0,0,0,0,0,0
21060,2.4759e+07,0,0,0,0,0,0
21102,2.4769e+07,0,0,0,0,0,0
21143,2.478e+07,0,0,0,0,0,0
21185,2.479e+07,0,0,0,0,0,0
21225,2.48e+07,0,0,0,0,0,0
21266,2.4811e+07,0,0,0,0,0,0
21307,2.4821e+07,0,0,0,0,0,0
21354,2.4831e+07,0,0,0,0,0,0
21396,2.4842e+07,0,0,0,0,0,0
21437,2.4852e+07,0,0,0,0,0,0
21479,2.4862e+07,0,0,0,0,0,0
21519,2.4872e+07,0,0,0,0,0,0
21560,2.4883e+07,0,0,0,0,0,0
21600,2.4894e+07,0,0,0,0,0,0
21641,2.4904e+07,0,0,0,0,0,0
21681,2.4914e+07,0,0,0,0,0,0
21723,2.4924e+07,0,0,0,0,0,0
21770,2.4934e+07,0,0,0,0,0,0
21810,2.4944e+07,0,0,0,0,0,0
21851,2.4954e+07,0,0,0,0,0,0
21892,2.4964e+07,0,0,0,0,0,0
21936,2.4977e+07,0,0,0,0,0,0
21976,2.4987e+07,0,0,0,0,0,0
22017,2.4997e+07,0,0,0,0,0,0
22057,2.5008e+07,0,0,0,0,0,0
22099,2.5018e+07,0,0,0,0,0,0
22140,2.5028e+07,0,0,0,0,0,0
22185,2.5038e+07,0,0,0,0,0,0
22228,2.5049e+07,0,0,0,0,0,0
22268,2.5059e+07,0,0,0,0,0,0
22309,2.5069e+07,0,0,0,0,0,0
22350,2.508e+07,0,0,0,0,0,0
22391,2.5091e+07,0,0,0,0,0,0
22432,2.5102e+07,0,0,0,0,0,0
22472,2.5112e+07,0,0,0,0,0,0
22514,2.5122e+07,0,0,0,0,0,0
22554,2.5132e+07,0,0,0,0,0,0
22600,2.5142e+07,0,0,0,0,0,0
22640,2.5153e+07,0,0,0,0,0,0
22682,2.5163e+07,0,0,0,0,0,0
22723,2.5173e+07,0,0,0,0,0,0
22760,2.5184e+07,0,0,0,0,0,0
22800,2.5194e+07,0,0,0,0,0,0
22840,2.5204e+07,0,0,0,0,0,0
22882,2.5214e+07,0,0,0,0,0,0
22922,2.5224e+07,0,0,0,0,0,0
22963,2.5234e+07,0,0,0,0,0,0
23008,2.5244e+07,0,0,0,0,0,0
23051,2.5255e+07,0,0,0,0,0,0
23094,2.5265e+07,0,0,0,0,0,0
23135,2.5275e+07,0,0,0,0,0,0
23176,2.5286e+07,0,0,0,0,0,0
23216,2.5297e+07,0,0,0,0,0,0
23257,2.5308e+07,0,0,0,0,0,0
23300,2.5318e+07,0,0,0,0,0,0
23341,2.5328e+07,0,0,0,0,0,0
23382,2.5338e+07,0,0,0,0,0,0
23426,2.5348e+07,0,0,0,0,0,0
23468,2.5358e+07,0,0,0,0,0,0
23508,2.5368e+07,0,0,0,0,0,0
23550,2.5378e+07,0,0,0,0,0,0
23591,2.5388e+07,0,0,0,0,0,0
23634,2.5398e+07,0,0,0,0,0,0
23675,2.5409e+07,0,0,0,0,0,0
23716,2.542e+07,0,0,0,0,0,0
23758,2.543e+07,0,0,0,0,0,0
23800,2.544e+07,0,0,0,0,0,0
23845,2.545e+07,0,0,0,0,0,0
23887,2.546e+07,0,0,0,0,0,0
23927,2.547e+07,0,0,0,0,0,0
23969,2.548e+07,0,0,0,0,0,0
24009,2.549e+07,0,0,0,0,0,0
24050,2.5499e+07,0,0,0,0,0,0
24090,2.5509e+07,0,0,0,0,0,0
24131,2.5519e+07,0,0,0,0,0,0
24172,2.553e+07,0,0,0,0,0,0
24213,2.554e+07,0,0,0,0,0,0
24258,2.555e+07,0,0,0,0,0,0
24298,2.556e+07,0,0,0,0,0,0
24340,2.557e+07,0,0,0,0,0,0
24381,2.558e+07,0,0,0,0,0,0
24422,2.559e+07,0,0,0,0,0,0
24459,2.5601e+07,0,0,0,0,0,0
24500,2.5611e+07,0,0,0,0,0,0
24542,2.5621e+07,0,0,0,0,0,0
24582,2.5631e+07,0,0,0,0,0,0
24625,2.5641e+07,0,0,0,0,0,0
24676,2.5652e+07,0,0,0,0,0,0
24717,2.5663e+07,0,0,0,0,0,0
24758,2.5673e+07,0,0,0,0,0,0
24799,2.5683e+07,0,0,0,0,0,0
24840,2.5696e+07,0,0,0,0,0,0
24881,2.5706e+07,0,0,0,0,0,0
24922,2.5716e+07,0,0,0,0,0,0
24962,2.5727e+07,0,0,0,0,0,0
25003,2.5737e+07,0,0,0,0,0,0
25043,2.5747e+07,0,0,0,0,0,0
25090,2.5758e+07,0,0,0,0,0,0
25131,2.5768e+07,0,0,0,0,0,0
25172,2.5778e+07,0,0,0,0,0,0
25214,2.5788e+07,0,0,0,0,0,0
25254,2.5799e+07,0,0,0,0,0,0
25295,2.5809e+07,0,0,0,0,0,0
25335,2.5819e+07,0,0,0,0,0,0
25375,2.583e+07,0,0,0,0,0,0
25415,2.584e+07,0,0,0,0,0,0
25458,2.585e+07,0,0,0,0,0,0
25503,2.586e+07,0,0,0,0,0,0
25543,2.587e+07,0,0,0,0,0,0
25585,2.588e+07,0,0,0,0,0,0
25626,2.589e+07,0,0,0,0,0,0
25667,2.59e+07,0,0,0,0,0,0
25705,2.591e+07,0,0,0,0,0,0
25745,2.592e+07,0,0,0,0,0,0
25786,2.5931e+07,0,0,0,0,0,0
25826,2.5941e+07,0,0,0,0,0,0
25868,2.5951e+07,0,0,0,0,0,0
25913,2.5962e+07,0,0,0,0,0,0
25953,2.5972e+07,0,0,0,0,0,0
25996,2.5982e+07,0,0,0,0,0,0
26034,2.5992e+07,0,0,0,0,0,0
26076,2.6002e+07,0,0,0,0,0,0
26117,2.6012e+07,0,0,0,0,0,0
26157,2.6025e+07,0,0,0,0,0,0
26200,2.6034e+07,0,0,0,0,0,0
26240,2.6045e+07,0,0,0,0,0,0
26282,2.6055e+07,0,0,0,0,0,0
26327,2.6065e+07,0,0,0,0,0,0
26367,2.6076e+07,0,0,0,0,0,0
26408,2.6087e+07,0,0,0,0,0,0
26450,2.6097e+07,0,0,0,0,0,0
26488,2.611e+07,0,0,0,0,0,0
26529,2.612e+07,0,0,0,0,0,0
26569,2.613e+07,0,0,0,0,0,0
