LineNo,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1944,45456663,0,0,0,0.2440775,0,0.1195567,0.11,NaN,0,-0.3865388,0,40
2361,45559491,0,0,0,0.2440775,0,0.1582369,-0.1,NaN,0,-0.3478587,0,40
2776,45661781,0,0,0,0.2440775,0,0.1952274,0.01,NaN,0,-0.3128747,0,40
3186,45763917,0,0,0,0.2440775,0,0.2307698,-0.08,NaN,0,-0.2773322,0,40
3604,45867930,0,0,0,0.2440775,0,0.2633758,0,NaN,0,-0.2455731,0,40
4016,45968575,0,0,0,0.2440775,0,0.2942837,0.15,NaN,0,-0.2146652,0,40
4430,46069513,0,0,0,0.2440775,0,0.3267734,0.11,NaN,0,-0.1823358,0,39
4812,46170940,0,0,0,0.2440775,0,0.3579928,-0.04,NaN,0,-0.1511164,0,39
5227,46272491,0,0,0,0.2440775,0,0.3872423,0.09,NaN,0,-0.1246287,0,39
5640,46374108,0,0,0,0.2440775,0,0.4143759,-0.02,NaN,0,-0.09749509000000001,0,39
6052,46476528,0,0,0,0.2440775,0,0.4399702,-0.03,NaN,0,-0.07374714,0,38
6464,46578154,0,0,0,0.2440775,0,0.4625179,0.05,NaN,0,-0.05119942,0,38
6877,46679320,0,0,0,0.2440775,0,0.4811916,0.27,NaN,0,-0.03260203,0,38
7288,46780717,0,0,0,0.2440775,0,0.5040427,-0.09,NaN,0,-0.009750887999999999,0,37
7705,46882182,0,0,0,0.2440775,0,0.524245,-0.01,NaN,0,0.01028349,0,37
8116,46983443,0,0,0,0.2440775,0,0.5427921,0.05,NaN,0,0.02883066,0,36
8529,47084376,0,0,0,0.2440775,0,0.5571557,0.11,NaN,0,0.04127158,0,36
8939,47186117,0,0,0,0.2440775,0,0.5709459,-0.15,NaN,0,0.05506183,0,35
9246,47286124,0,0,0,0.2440775,0,0.5814619,-0.05,NaN,0,0.06541760000000001,0,34
9630,47387117,0,0,0,0.2440775,0,0.5876278,0.09,NaN,0,0.07158357999999999,0,34
10042,47487482,0,0,0,0.2440775,0,0.5946578,-0.14,NaN,0,0.07846089000000001,0,33
10457,47588112,0,0,0,0.2440775,0,0.5986484,0.18,NaN,0,0.08245147999999999,0,32
10868,47688147,0,0,0,0.2440775,0,0.6042637,-0.07000000000000001,NaN,0,0.08789898,0,32
11252,47788537,0,0,0,0.2440775,0,0.6114832,0.38,NaN,0,0.09511842,0,31
11665,47890548,0,0,0,0.2440775,0,0.6186261,0.08,NaN,0,0.102948,0,30
12076,47991163,0,0,0,0.2440775,0,0.6264089,-0.23,NaN,0,0.1107308,0,30
12491,48093512,0,0,0,0.2440775,0,0.6294385,0.11,NaN,0,0.1136001,0,29
12900,48193020,0,0,0,0.2440775,0,0.6303485,-0.1,NaN,0,0.1145102,0,28
13282,48293757,0,0,0,0.2440775,0,0.6296225,-0.22,NaN,0,0.113624,0,28
13691,48395629,0,0,0,0.2440775,0,0.6289728999999999,0.08,NaN,0,0.1129744,0,27
14104,48497626,0,0,0,0.2440775,0,0.6231509,0,NaN,0,0.1068319,0,26
14521,48599375,0,0,0,0.2440775,0,0.6167644,0.05,NaN,0,0.1004455,0,25
14926,48700627,0,0,0,0.2440775,0,0.5917158,-0.02,NaN,0,0.07539685,0,23
