LineNo,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
183,4.4956e+07,1,-0.0059741,0.0020577,0.0030316,-0.23025,-0.10694,-9.8482,0,0,45.387,1,1,753,997
294,4.499e+07,1,-0.0056833,0.010297,0.0067382,-0.26166,-0.022906,-9.8153,0,0,45.387,1,1,753,997
410,4.5015e+07,1,0.0018762,0.0093058,-0.00026018,-0.28264,-0.0089272,-9.9187,0,0,45.387,1,1,753,997
441,4.5018e+07,1,0.00092218,0.0092242,0.0001716,-0.28505,-0.0088537,-9.889,0,0,45.387,1,1,753,997
521,4.5037e+07,1,0.0012496,0.0029777,0.0065186,-0.26472,-0.012678,-9.7616,0,0,45.387,1,1,753,997
636,4.5057e+07,1,0.010263,0.0048317,0.0036572,-0.3036,-0.037944,-9.8185,0,0,45.388,1,1,753,997
752,4.5078e+07,1,0.003914,0.0066434,0.0079786,-0.25083,-0.093103,-9.8121,0,0,45.388,1,1,753,997
867,4.5101e+07,1,0.0035348,0.0047389,0.0055928,-0.29106,-0.11743,-9.7012,0,0,45.388,1,1,753,997
898,4.5103e+07,1,0.0034137,0.0094942,0.0035105,-0.29209,-0.11879,-9.7087,0,0,45.388,1,1,753,997
979,4.5128e+07,1,-0.004023,0.014182,-0.0025125,-0.28285,-0.03394,-9.7785,0,0,45.389,1,1,753,997
1094,4.5179e+07,1,0.0029439,0.0062379,-0.00029278,-0.33199,-0.05007,-9.7855,0,0,45.389,1,1,753,997
1125,4.5182e+07,1,0.0058222,0.0051982,-0.00050806,-0.33664,-0.053337,-9.7727,0,0,45.389,1,1,753,997
1205,4.5259e+07,1,0.0030467,0.0047519,0.0024918,-0.27216,0.053241,-9.7487,0,0,45.39,1,1,753,997
1293,4.5304e+07,1,0.00026138,-0.0012891,0.0073186,-0.26951,-0.17256,-9.7204,0,0,45.39,1,1,753,997
1296,4.5306e+07,1,-2.4462e-05,-0.0016236,0.0073582,-0.2742,-0.18064,-9.7159,0,0,45.39,1,1,753,997
1327,4.5308e+07,1,-0.0032266,-0.0012445,0.0063342,-0.28005,-0.1547,-9.7267,0,0,45.391,1,1,753,997
1390,4.5323e+07,1,-0.0059442,0.011895,-0.00075591,-0.28034,0.0055843,-9.8095,0,0,45.391,1,1,753,997
