LineNo,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
752,19672117,0,0,0,0.2479322,0,0.2889987,0.32,NaN,0,-88.69801,0,0
1797,20009739,0,0,0,0.2479322,0,0.3763079,-0.01,NaN,0,-89.04046,0,54
2183,20110878,0,0,0,0.2479322,0,0.4203185,0.23,NaN,0,-88.79098999999999,0,54
2596,20212320,0,0,0,0.2479322,0,0.4606571,0.35,NaN,0,-88.66665999999999,0,53
3010,20314460,0,0,0,0.2479322,0,0.5011238,0.08,NaN,0,-88.94087,0,52
3417,20415244,0,0,0,0.2479322,0,0.5356199,0.3,NaN,0,-88.72047000000001,0,51
3826,20515328,0,0,0,0.2479322,0,0.5695295,0.21,NaN,0,-88.81628000000001,0,51
4235,20616330,0,0,0,0.2479322,0,0.5957005,0.11,NaN,0,-88.90953,0,49
4646,20718122,0,0,0,0.2479322,0,0.6184189,0.2,NaN,0,-88.8232,0,48
5028,20819914,0,0,0,0.2479322,0,0.6375948,0.19,NaN,0,-88.83450000000001,0,47
5439,20922194,0,0,0,0.2479322,0,0.6492833,0.12,NaN,0,-88.90282000000001,0,45
5849,21023018,0,0,0,0.2479322,0,0.6585452000000001,0.12,NaN,0,-88.90282000000001,0,44
6257,21124082,0,0,0,0.2479322,0,0.6639903,0.09,NaN,0,-88.93394000000001,0,42
6665,21224352,0,0,0,0.2479322,0,0.6641632,0.06,NaN,0,-88.97068,0,40
7073,21324940,0,0,0,0.2479322,0,0.6603092,0.07000000000000001,NaN,0,-88.96043,0,39
7455,21425400,0,0,0,0.2479322,0,0.6525317,0.18,NaN,0,-88.85023,0,36
7864,21527070,0,0,0,0.2479322,0,0.6467319,0.01,NaN,0,-89.02771,0,35
8271,21628218,0,0,0,0.2479322,0,0.6372613,0.04,NaN,0,-88.99097,0,33
8680,21731375,0,0,0,0.2479322,0,0.6188952,0.28,NaN,0,-88.75955999999999,0,30
9085,21832784,0,0,0,0.2479322,0,0.6081261,0.16,NaN,0,-88.87541,0,29
9387,21933699,0,0,0,0.2479322,0,0.5980948,0.19,NaN,0,-88.85294,0,27
9798,22033706,0,0,0,0.2479322,0,0.5889314,0.02,NaN,0,-89.01682,0,25
10210,22135187,0,0,0,0.2479322,0,0.5753683000000001,0.18,NaN,0,-88.86077,0,23
10617,22235881,0,0,0,0.2479322,0,0.5621504000000001,0.05,NaN,0,-88.99075999999999,0,22
11031,22337172,0,0,0,0.2479322,0,0.5474467,0.04,NaN,0,-89.00143,0,20
11441,22438103,0,0,0,0.2479322,0,0.529767,0.2,NaN,0,-88.84035,0,18
11823,22538717,0,0,0,0.2479322,0,0.5129416999999999,-0.1,NaN,0,-89.15355,0,17
12232,22640834,0,0,0,0.2479322,0,0.4928654,0.25,NaN,0,-88.80034000000001,0,15
12644,22741334,0,0,0,0.2479322,0,0.4736587,0.43,NaN,0,-88.61451,0,13
13054,22844466,0,0,0,0.2479322,0,0.4620209,0.2,NaN,0,-88.84904,0,12
13463,22945883,0,0,0,0.2479322,0,0.4526557,-0.03,NaN,0,-89.0951,0,10
13873,23047747,0,0,0,0.2479322,0,0.4354939,0.39,NaN,0,-88.65994000000001,0,9
14288,23149863,0,0,0,0.2479322,0,0.4242664,0.2,NaN,0,-88.85419,0,7
14699,23250274,0,0,0,0.2479322,0,0.4146246,0.27,NaN,0,-88.78355000000001,0,6
15115,23352129,0,0,0,0.2479322,0,0.4054704,0.27,NaN,0,-88.78865,0,5
15497,23453676,0,0,0,0.2479322,0,0.3969064,0.05,NaN,0,-89.00341,0,4
15910,23555037,0,0,0,0.2479322,0,0.3831382,0.21,NaN,0,-88.84359000000001,0,3
16321,23656667,0,0,0,0.2479322,0,0.3700351,0.46,NaN,0,-88.59775999999999,0,2
16737,23759664,0,0,0,0.2479322,0,0.3620182,0.31,NaN,0,-88.75169,0,1
17151,23861134,0,0,0,0.2479322,0,0.3558343,0.32,NaN,0,-88.74039,0,0
17565,23962696,0,0,0,0.2479322,0,0.3504241,0.45,NaN,0,-88.60441,0,0
17948,24064145,0,0,0,0.2479322,0,0.3476328,0.39,NaN,0,-88.6694,0,-1
18361,24164735,0,0,0,0.2479322,0,0.346132,0.39,NaN,0,-88.66538,0,-2
18771,24266344,0,0,0,0.2479322,0,0.3452823,0.3,NaN,0,-88.7576,0,-2
19180,24368122,0,0,0,0.2479322,0,0.3426712,0.33,NaN,0,-88.72651999999999,0,-3
19592,24469267,0,0,0,0.2479322,0,0.3390628,0.09,NaN,0,-88.96088,0,-4
19999,24569926,0,0,0,0.2479322,0,0.3307769,0.17,NaN,0,-88.88741,0,-4
20409,24673333,0,0,0,0.2479322,0,0.3176711,0.02,NaN,0,-89.03758999999999,0,-5
20789,24774194,0,0,0,0.2479322,0,0.3018964,0.25,NaN,0,-88.80023,0,-6
21200,24876239,0,0,0,0.2479322,0,0.2844481,0.28,NaN,0,-88.77171,0,-7
21610,24978170,0,0,0,0.2479322,0,0.2685495,0.18,NaN,0,-88.87061,0,-8
22023,25080595,0,0,0,0.2479322,0,0.2537101,0.26,NaN,0,-88.79942,0,-9
22429,25182096,0,0,0,0.2479322,0,0.2393098,-0.18,NaN,0,-89.24871,0,-10
22845,25282732,0,0,0,0.2479322,0,0.2199203,0,NaN,0,-89.05920999999999,0,-10
23227,25384056,0,0,0,0.2479322,0,0.1941146,0.29,NaN,0,-88.76533999999999,0,-12
