LineNo,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
527,19632817,0,1.36,0,0.41,17.38,17.36,0,0.01,3
1209,19884640,0,1.42,0,0.44,17.42,17.41,0,0.01,3
1472,19930050,0,1.39,0,0.43,17.44,17.42,0,0.01,3
1516,19939925,0,1.38,0,0.43,17.44,17.43,0,0.01,3
1557,19950091,0,1.38,0,0.43,17.45,17.43,0,0.01,3
1597,19963127,0,1.37,0,0.43,17.45,17.44,0,0.01,3
1638,19973682,0,1.37,0,0.43,17.46,17.44,0,0.01,3
1679,19983737,0,1.37,0,0.43,17.46,17.44,0,0.01,3
1721,19994059,0,1.37,0,0.42,17.46,17.44,0,0.01,3
1762,20004797,0,1.38,0,0.41,17.46,17.44,0,0.01,3
1807,20014601,0,1.39,0,0.4,17.46,17.44,0,0.01,3
1848,20024358,0,1.4,0,0.38,17.46,17.44,0,0.01,3
1889,20034928,0,1.4,0,0.37,17.46,17.44,0,0.01,3
1936,20050143,0,1.4,0,0.36,17.46,17.44,0,0.01,3
1976,20060299,0,1.41,0,0.35,17.46,17.44,0,0.01,3
2017,20070159,0,1.4,0,0.35,17.46,17.44,0,0.01,3
2061,20080737,0,1.4,0,0.36,17.46,17.45,0,0.01,3
2101,20091163,0,1.39,0,0.37,17.47,17.45,0,0.01,3
2143,20101196,0,1.39,0,0.38,17.47,17.46,0,0.01,3
2187,20111093,0,1.38,0,0.4,17.48,17.47,0,0.01,3
2229,20120821,0,1.38,0,0.41,17.49,17.47,0,0.01,3
2270,20131155,0,1.37,0,0.41,17.5,17.48,0,0.01,3
2310,20141309,0,1.37,0,0.42,17.5,17.49,0,0.01,3
2352,20150859,0,1.38,0,0.42,17.51,17.49,0,0.01,3
2392,20161590,0,1.38,0,0.42,17.51,17.49,0,0.01,3
2433,20172091,0,1.39,0,0.42,17.51,17.49,0,0.01,3
2473,20182259,0,1.39,0,0.42,17.5,17.49,0,0.01,3
2514,20191901,0,1.4,0,0.42,17.5,17.48,0,0.01,3
2555,20202062,0,1.41,0,0.42,17.5,17.48,0,0.01,3
2600,20212714,0,1.41,0,0.43,17.5,17.48,0,0.01,3
2642,20222928,0,1.41,0,0.43,17.49,17.48,0,0.01,3
2682,20233123,0,1.4,0,0.43,17.49,17.48,0,0.01,3
2723,20243581,0,1.4,0,0.43,17.49,17.48,0,0.01,3
2763,20252800,0,1.39,0,0.42,17.49,17.48,0,0.01,3
2801,20263902,0,1.38,0,0.41,17.5,17.48,0,0.01,3
2841,20273874,0,1.38,0,0.41,17.5,17.48,0,0.01,3
2885,20284156,0,1.37,0,0.4,17.51,17.49,0,0.01,3
2925,20294066,0,1.37,0,0.4,17.51,17.5,0,0.01,3
2968,20304044,0,1.37,0,0.39,17.52,17.5,0,0.01,3
3014,20314689,0,1.37,0,0.39,17.53,17.51,0,0.01,3
3055,20324573,0,1.38,0,0.39,17.53,17.51,0,0.01,3
3095,20334939,0,1.38,0,0.4,17.54,17.52,0,0.01,3
3136,20344670,0,1.39,0,0.4,17.54,17.53,0,0.01,3
3173,20354636,0,1.39,0,0.4,17.55,17.53,0,0.01,3
3211,20365344,0,1.4,0,0.4,17.56,17.54,0,0.01,3
3253,20374943,0,1.4,0,0.4,17.56,17.55,0,0.01,3
3294,20384959,0,1.4,0,0.4,17.57,17.55,0,0.01,3
3335,20395329,0,1.4,0,0.39,17.57,17.56,0,0.01,3
3375,20405155,0,1.4,0,0.39,17.58,17.56,0,0.01,3
3421,20415654,0,1.39,0,0.38,17.58,17.56,0,0.01,3
3461,20424938,0,1.39,0,0.38,17.58,17.56,0,0.01,3
3503,20435348,0,1.38,0,0.38,17.58,17.57,0,0.01,3
3545,20444823,0,1.38,0,0.38,17.59,17.57,0,0.01,3
3587,20457658,0,1.38,0,0.38,17.59,17.58,0,0.01,3
3624,20468309,0,1.38,0,0.38,17.6,17.58,0,0.01,3
3665,20477876,0,1.38,0,0.38,17.6,17.59,0,0.01,3
3708,20488062,0,1.38,0,0.39,17.61,17.59,0,0.01,3
3748,20498361,0,1.39,0,0.39,17.62,17.6,0,0.01,3
3789,20507951,0,1.39,0,0.39,17.62,17.61,0,0.01,3
3833,20518581,0,1.4,0,0.4,17.63,17.61,0,0.01,3
3876,20528158,0,1.4,0,0.4,17.64,17.62,0,0.01,3
3917,20538064,0,1.41,0,0.4,17.64,17.63,0,0.01,3
3957,20548040,0,1.41,0,0.41,17.65,17.63,0,0.01,3
3995,20560606,0,1.4,0,0.41,17.65,17.64,0,0.01,3
4035,20570721,0,1.4,0,0.41,17.66,17.64,0,0.01,3
4076,20580952,0,1.4,0,0.42,17.66,17.64,0,0.01,3
4117,20591044,0,1.39,0,0.42,17.66,17.65,0,0.01,3
4158,20601108,0,1.39,0,0.42,17.66,17.65,0,0.01,3
4199,20610931,0,1.38,0,0.42,17.67,17.65,0,0.01,3
