LineNo,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1623,58337725,0,0,0,0.2511378,0,-1.043993,-0.97,NaN,0,0.3156732,0,47
2035,58442003,0,0,0,0.2511378,0,-0.9925296,-0.8100000000000001,NaN,0,0.3681435,0,47
2452,58542175,0,0,0,0.2511378,0,-0.9408771,-0.75,NaN,0,0.4197961,0,47
2867,58645803,0,0,0,0.2511378,0,-0.8846104,-1.12,NaN,0,0.477749,0,47
3277,58748986,0,0,0,0.2511378,0,-0.8334057,-0.92,NaN,0,0.5289536,0,47
3688,58851703,0,0,0,0.2511378,0,-0.784454,-0.68,NaN,0,0.5779053,0,47
4103,58954002,0,0,0,0.2511378,0,-0.7346284,-1.23,NaN,0,0.6277308,0,47
4491,59056010,0,0,0,0.2511378,0,-0.6901727,-1.11,NaN,0,0.6721866,0,47
4900,59158242,0,0,0,0.2511378,0,-0.6513632,-1,NaN,0,0.7109961,0,47
5311,59260979,0,0,0,0.2511378,0,-0.6175354,-1.02,NaN,0,0.7448239,0,46
5721,59361832,0,0,0,0.2511378,0,-0.5852557,-0.83,NaN,0,0.7771034999999999,0,46
6135,59462322,0,0,0,0.2511378,0,-0.552776,-1.12,NaN,0,0.8095833,0,45
6514,59565149,0,0,0,0.2511378,0,-0.5241397,-1.02,NaN,0,0.8382196,0,45
6924,59667165,0,0,0,0.2511378,0,-0.4969905,-1.4,NaN,0,0.8653688,0,44
7334,59768633,0,0,0,0.2511378,0,-0.4783649,-1.25,NaN,0,0.8839943,0,43
7748,59870103,0,0,0,0.2511378,0,-0.46384,-0.84,NaN,0,0.8969934000000001,0,43
8160,59971174,0,0,0,0.2511378,0,-0.4482826,-1.16,NaN,0,0.9125509000000001,0,42
8573,60072886,0,0,0,0.2511378,0,-0.4344424,-1.18,NaN,0,0.9263911,0,41
8986,60175802,0,0,0,0.2511378,0,-0.4229932,-1.18,NaN,0,0.9378403,0,40
9401,60276924,0,0,0,0.2511378,0,-0.4154879,-1.2,NaN,0,0.9470316,0,39
9812,60379411,0,0,0,0.2511378,0,-0.41024,-1.15,NaN,0,0.9522796,0,38
10225,60481133,0,0,0,0.2511378,0,-0.4056862,-1.27,NaN,0,0.9551472,0,38
10630,60582510,0,0,0,0.2511378,0,-0.404701,-1.14,NaN,0,0.9561325000000001,0,37
11340,60785010,0,0,0,0.2511378,0,-0.4083883,-1.02,NaN,0,0.9524451,0,35
11724,60885877,0,0,0,0.2511378,0,-0.4119265,-1.22,NaN,0,0.9487467000000001,0,34
12108,60987265,0,0,0,0.2511378,0,-0.4157871,-1.33,NaN,0,0.9448861,0,33
12523,61089624,0,0,0,0.2511378,0,-0.4215353,-1.34,NaN,0,0.9409842,0,32
12937,61192342,0,0,0,0.2511378,0,-0.4348294,-1.59,NaN,0,0.9276901,0,30
13319,61293583,0,0,0,0.2511378,0,-0.4493869,-1.44,NaN,0,0.9131326,0,29
13730,61396147,0,0,0,0.2511378,0,-0.4645869,-1.3,NaN,0,0.8979326,0,28
14142,61497505,0,0,0,0.2511378,0,-0.4810097,-1.09,NaN,0,0.8815098,0,27
14555,61600728,0,0,0,0.2511378,0,-0.4957992,-1.5,NaN,0,0.8677274,0,26
14968,61701125,0,0,0,0.2511378,0,-0.5123356999999999,-1.25,NaN,0,0.8511909,0,24
15382,61802261,0,0,0,0.2511378,0,-0.5322833,-1.12,NaN,0,0.8312433,0,23
15797,61902748,0,0,0,0.2511378,0,-0.5453005,-1.43,NaN,0,0.8182261,0,22
16211,62003563,0,0,0,0.2511378,0,-0.5605088,-1.38,NaN,0,0.8030176999999999,0,21
16621,62103714,0,0,0,0.2511378,0,-0.5738086999999999,-1.18,NaN,0,0.7897179,0,20
17004,62205333,0,0,0,0.2511378,0,-0.5942948,-1.19,NaN,0,0.7699184,0,19
17417,62307145,0,0,0,0.2511378,0,-0.6093069,-1.36,NaN,0,0.7549063,0,17
17832,62408961,0,0,0,0.2511378,0,-0.6258329,-1.47,NaN,0,0.7383804,0,16
18244,62509984,0,0,0,0.2511378,0,-0.6451414,-1.35,NaN,0,0.7190719,0,15
18656,62610737,0,0,0,0.2511378,0,-0.6656128,-1.39,NaN,0,0.6986004,0,14
19067,62712322,0,0,0,0.2511378,0,-0.6854561,-1.53,NaN,0,0.6787571,0,13
19449,62814918,0,0,0,0.2511378,0,-0.7121776,-1.37,NaN,0,0.6520356,0,12
19864,62915545,0,0,0,0.2511378,0,-0.7356108,-1.59,NaN,0,0.6286022999999999,0,11
20274,63015966,0,0,0,0.2511378,0,-0.7601175,-1.27,NaN,0,0.6059344,0,9
20688,63116799,0,0,0,0.2511378,0,-0.7883283,-1.28,NaN,0,0.5777236,0,8
21097,63219379,0,0,0,0.2511378,0,-0.8094197,-1.07,NaN,0,0.5566323,0,7
21511,63320983,0,0,0,0.2511378,0,-0.826889,-1.3,NaN,0,0.538995,0,6
21922,63423551,0,0,0,0.2511378,0,-0.846072,-1.27,NaN,0,0.5198121,0,6
22335,63524983,0,0,0,0.2511378,0,-0.8697791,-1.16,NaN,0,0.4969519,0,5
22741,63626552,0,0,0,0.2511378,0,-0.8906997,-1.32,NaN,0,0.4760312,0,4
23123,63728091,0,0,0,0.2511378,0,-0.9135509000000001,-1.31,NaN,0,0.45318,0,3
23534,63829754,0,0,0,0.2511378,0,-0.9343007,-1.19,NaN,0,0.4324303,0,2
23950,63930528,0,0,0,0.2511378,0,-0.9526027,-1.26,NaN,0,0.4141282,0,1
24358,64032741,0,0,0,0.2511378,0,-0.9715567000000001,-1.29,NaN,0,0.395014,0,0
24772,64134873,0,0,0,0.2511378,0,-0.9906255,-1.14,NaN,0,0.3757773,0,0
25181,64237360,0,0,0,0.2511378,0,-1.006632,-1.15,NaN,0,0.3597709,0,0
25593,64338504,0,0,0,0.2511378,0,-1.02125,-1.22,NaN,0,0.3449931,0,-1
25976,64440379,0,0,0,0.2511378,0,-1.035504,-1.07,NaN,0,0.3307384,0,-2
26389,64542371,0,0,0,0.2511378,0,-1.048766,-1.43,NaN,0,0.3173084,0,-3
26798,64646743,0,0,0,0.2511378,0,-1.064328,-1.39,NaN,0,0.3034327,0,-3
27211,64749751,0,0,0,0.2511378,0,-1.083898,-1.21,NaN,0,0.2838631,0,-4
27623,64852760,0,0,0,0.2511378,0,-1.097384,-1.16,NaN,0,0.2703772,0,-4
28035,64955877,0,0,0,0.2511378,0,-1.107434,-1.37,NaN,0,0.2603273,0,-5
