LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
303,57958118,0,0.68,-0.18,19.07,-0.06342092000000001,-0.001077007,-0.003983868,0.02169992,8.660606,-4.578806,1.102474,-0.01,-0.05,-0.04,86.47
533,58007964,0,0.67,-0.18,19.07,-0.06237088,-0.00112271,-0.002998586,0.01480242,8.671738,-4.578806,1.103334,-0.01,-0.05,-0.04,86.47
755,58052090,0,0.67,-0.18,19.06,-0.06215584,-0.001113126,-0.002320559,0.011559,8.671738,-4.578806,1.103995,-0.01,-0.05,-0.04,86.47
1303,58276996,0,0.67,-0.18,19.06,-0.06459624,-0.003188219,-0.4766931,-0.4180443,8.671738,-4.578806,1.072482,0,-0.05,-0.03,86.47
1400,58291974,0,0.67,-0.18,19.06,-0.06463718,-0.003346266,-0.4765606,-0.4215161,8.671738,-4.578806,1.064899,0,-0.05,-0.03,86.47
1580,58326203,0,0.67,-0.18,19.05,-0.06462183000000001,-0.00316162,-0.4761073,-0.436773,8.671738,-4.578806,1.048747,0,-0.05,-0.03,86.47
1634,58336499,0,0.67,-0.18,19.05,-0.06480175000000001,-0.003109979,-0.4758717,-0.4418409,8.671738,-4.578806,1.043993,0,-0.05,-0.03,86.47
1675,58347048,0,0.67,-0.18,19.05,-0.06468329,-0.003195256,-0.4757131,-0.4469578,8.671738,-4.578806,1.039216,0,-0.05,-0.03,86.47
1715,58356941,0,0.67,-0.18,19.05,-0.06471996000000001,-0.003319783,-0.475449,-0.4517787,8.671738,-4.578806,1.034443,0,-0.05,-0.03,86.47
1756,58367030,0,0.67,-0.18,19.05,-0.06460156,-0.003379763,-0.4754028,-0.4570234,8.671738,-4.578806,1.029184,0,-0.05,-0.03,86.47
1796,58381012,0,0.67,-0.18,19.05,-0.06480516,-0.003321951,-0.4754484,-0.4638735,8.671738,-4.578806,1.022253,0,-0.05,-0.03,86.47
1839,58391053,0,0.67,-0.18,19.04,-0.06457739,-0.003303309,-0.4754088,-0.4691107,8.671738,-4.578806,1.017234,0,-0.05,-0.03,86.47
1880,58402025,0,0.67,-0.18,19.04,-0.06442638000000001,-0.003494913,-0.475376,-0.4741341,8.682869999999999,-4.570745,1.012228,0,-0.05,-0.03,86.47
